Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,cashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,totalLiabilities,totalShareholderEquity,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,otherNonCurrentLiabilities,totalNonCurrentLiabilities,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding
2019-10-04,144.96,-3.04,-2.0541%,147.98,140.69,149.58,"6,014,943","869,237,927.4469",2019-09-30,8013000000,7581000000,8013000000,432000000,396000000,432000000,1098000000,432000000,7581000000,84000000,36000000,68000000,396000000,393000000,-1346000000,392000000,-1346000000,135000000,-557000000,92000000,2001000000,-613000000,180000000,-214000000,-375000000,229000000,248000000,0,229000000,96000000,110241000000,329000000,84634000000,25607000000,23432000000,36317000000,10581000000,3929000000,5036000000,508000000,67230000000,625000000,963000000,8630000000,73020000000,21349000000,72608000000,21086000000,6458000000,5375000000,23432000000,36317000000,-34767000000,3216000000,2321000000,77888000000,84634000000,110241000000,508000000,258100000
2019-09-27,148.0,1.72,+1.1758%,146.18,145.78,148.6546,"4,761,296","700,989,217.3857",2019-06-30,7834000000,7169000000,7834000000,665000000,557000000,665000000,1125000000,665000000,7169000000,89000000,-108000000,57000000,557000000,557000000,-115000000,407000000,-115000000,460000000,-979000000,59000000,1153000000,-892000000,190000000,-214000000,-376000000,-292000000,49000000,0,-292000000,59000000,108572000000,335000000,83251000000,25321000000,23372000000,36135000000,10089000000,3943000000,5144000000,416000000,66360000000,206000000,965000000,8713000000,71065000000,21043000000,70659000000,21307000000,6458000000,5367000000,23372000000,36135000000,-34392000000,3315000000,2281000000,76606000000,83251000000,108572000000,416000000,260300000
2019-09-20,146.28,-0.03,-0.0205%,145.71,144.7,148.41,"7,157,887","1,050,516,903.6305",2019-06-30,7834000000,7169000000,7834000000,665000000,557000000,665000000,1125000000,665000000,7169000000,89000000,-108000000,57000000,557000000,557000000,-115000000,407000000,-115000000,460000000,-979000000,59000000,1153000000,-892000000,190000000,-214000000,-376000000,-292000000,49000000,0,-292000000,59000000,108572000000,335000000,83251000000,25321000000,23372000000,36135000000,10089000000,3943000000,5144000000,416000000,66360000000,206000000,965000000,8713000000,71065000000,21043000000,70659000000,21307000000,6458000000,5367000000,23372000000,36135000000,-34392000000,3315000000,2281000000,76606000000,83251000000,108572000000,416000000,260300000
2019-09-13,146.31,-6.53,-4.2724%,152.79,144.3,153.38,"7,717,876","1,136,700,702.3597",2019-06-30,7834000000,7169000000,7834000000,665000000,557000000,665000000,1125000000,665000000,7169000000,89000000,-108000000,57000000,557000000,557000000,-115000000,407000000,-115000000,460000000,-979000000,59000000,1153000000,-892000000,190000000,-214000000,-376000000,-292000000,49000000,0,-292000000,59000000,108572000000,335000000,83251000000,25321000000,23372000000,36135000000,10089000000,3943000000,5144000000,416000000,66360000000,206000000,965000000,8713000000,71065000000,21043000000,70659000000,21307000000,6458000000,5367000000,23372000000,36135000000,-34392000000,3315000000,2281000000,76606000000,83251000000,108572000000,416000000,260300000
2019-09-06,152.84,5.88,+4.0011%,146.24,145.78,153.65,"4,552,202","685,323,699.2617",2019-06-30,7834000000,7169000000,7834000000,665000000,557000000,665000000,1125000000,665000000,7169000000,89000000,-108000000,57000000,557000000,557000000,-115000000,407000000,-115000000,460000000,-979000000,59000000,1153000000,-892000000,190000000,-214000000,-376000000,-292000000,49000000,0,-292000000,59000000,108572000000,335000000,83251000000,25321000000,23372000000,36135000000,10089000000,3943000000,5144000000,416000000,66360000000,206000000,965000000,8713000000,71065000000,21043000000,70659000000,21307000000,6458000000,5367000000,23372000000,36135000000,-34392000000,3315000000,2281000000,76606000000,83251000000,108572000000,416000000,260300000
2019-08-30,146.96,2.23,+1.5408%,145.6,145.21,148.57,"5,146,371","755,600,305.1311",2019-06-30,7834000000,7169000000,7834000000,665000000,557000000,665000000,1125000000,665000000,7169000000,89000000,-108000000,57000000,557000000,557000000,-115000000,407000000,-115000000,460000000,-979000000,59000000,1153000000,-892000000,190000000,-214000000,-376000000,-292000000,49000000,0,-292000000,59000000,108572000000,335000000,83251000000,25321000000,23372000000,36135000000,10089000000,3943000000,5144000000,416000000,66360000000,206000000,965000000,8713000000,71065000000,21043000000,70659000000,21307000000,6458000000,5367000000,23372000000,36135000000,-34392000000,3315000000,2281000000,76606000000,83251000000,108572000000,416000000,260300000
2019-08-23,144.73,-2.08,-1.4168%,148.4,144.17,148.77,"5,262,378","773,310,510.0103",2019-06-30,7834000000,7169000000,7834000000,665000000,557000000,665000000,1125000000,665000000,7169000000,89000000,-108000000,57000000,557000000,557000000,-115000000,407000000,-115000000,460000000,-979000000,59000000,1153000000,-892000000,190000000,-214000000,-376000000,-292000000,49000000,0,-292000000,59000000,108572000000,335000000,83251000000,25321000000,23372000000,36135000000,10089000000,3943000000,5144000000,416000000,66360000000,206000000,965000000,8713000000,71065000000,21043000000,70659000000,21307000000,6458000000,5367000000,23372000000,36135000000,-34392000000,3315000000,2281000000,76606000000,83251000000,108572000000,416000000,260300000
2019-08-16,146.81,-2.26,-1.5161%,148.54,143.04,149.32,"6,587,999","963,575,827.3487",2019-06-30,7834000000,7169000000,7834000000,665000000,557000000,665000000,1125000000,665000000,7169000000,89000000,-108000000,57000000,557000000,557000000,-115000000,407000000,-115000000,460000000,-979000000,59000000,1153000000,-892000000,190000000,-214000000,-376000000,-292000000,49000000,0,-292000000,59000000,108572000000,335000000,83251000000,25321000000,23372000000,36135000000,10089000000,3943000000,5144000000,416000000,66360000000,206000000,965000000,8713000000,71065000000,21043000000,70659000000,21307000000,6458000000,5367000000,23372000000,36135000000,-34392000000,3315000000,2281000000,76606000000,83251000000,108572000000,416000000,260300000
2019-08-09,149.07,2.15,+1.4634%,146.28,142.79,149.64,"7,581,325","1,111,022,591.4717",2019-06-30,7834000000,7169000000,7834000000,665000000,557000000,665000000,1125000000,665000000,7169000000,89000000,-108000000,57000000,557000000,557000000,-115000000,407000000,-115000000,460000000,-979000000,59000000,1153000000,-892000000,190000000,-214000000,-376000000,-292000000,49000000,0,-292000000,59000000,108572000000,335000000,83251000000,25321000000,23372000000,36135000000,10089000000,3943000000,5144000000,416000000,66360000000,206000000,965000000,8713000000,71065000000,21043000000,70659000000,21307000000,6458000000,5367000000,23372000000,36135000000,-34392000000,3315000000,2281000000,76606000000,83251000000,108572000000,416000000,260300000
2019-08-02,146.92,-3.01,-2.0076%,149.67,145.47,151.03,"7,054,345","1,040,369,189.6364",2019-06-30,7834000000,7169000000,7834000000,665000000,557000000,665000000,1125000000,665000000,7169000000,89000000,-108000000,57000000,557000000,557000000,-115000000,407000000,-115000000,460000000,-979000000,59000000,1153000000,-892000000,190000000,-214000000,-376000000,-292000000,49000000,0,-292000000,59000000,108572000000,335000000,83251000000,25321000000,23372000000,36135000000,10089000000,3943000000,5144000000,416000000,66360000000,206000000,965000000,8713000000,71065000000,21043000000,70659000000,21307000000,6458000000,5367000000,23372000000,36135000000,-34392000000,3315000000,2281000000,76606000000,83251000000,108572000000,416000000,260300000
2019-07-26,149.93,-0.3,-0.1997%,150.17,145.37,150.84,"6,612,827","980,905,676.9076",2019-06-30,7834000000,7169000000,7834000000,665000000,557000000,665000000,1125000000,665000000,7169000000,89000000,-108000000,57000000,557000000,557000000,-115000000,407000000,-115000000,460000000,-979000000,59000000,1153000000,-892000000,190000000,-214000000,-376000000,-292000000,49000000,0,-292000000,59000000,108572000000,335000000,83251000000,25321000000,23372000000,36135000000,10089000000,3943000000,5144000000,416000000,66360000000,206000000,965000000,8713000000,71065000000,21043000000,70659000000,21307000000,6458000000,5367000000,23372000000,36135000000,-34392000000,3315000000,2281000000,76606000000,83251000000,108572000000,416000000,260300000
2019-07-19,150.23,-3.16,-2.0601%,153.17,150.17,155.09,"4,883,259","746,745,902.6395",2019-06-30,7834000000,7169000000,7834000000,665000000,557000000,665000000,1125000000,665000000,7169000000,89000000,-108000000,57000000,557000000,557000000,-115000000,407000000,-115000000,460000000,-979000000,59000000,1153000000,-892000000,190000000,-214000000,-376000000,-292000000,49000000,0,-292000000,59000000,108572000000,335000000,83251000000,25321000000,23372000000,36135000000,10089000000,3943000000,5144000000,416000000,66360000000,206000000,965000000,8713000000,71065000000,21043000000,70659000000,21307000000,6458000000,5367000000,23372000000,36135000000,-34392000000,3315000000,2281000000,76606000000,83251000000,108572000000,416000000,260300000
2019-07-12,153.39,-0.7,-0.4543%,153.98,151.19,154.73,"4,165,514","637,527,310.3595",2019-06-30,7834000000,7169000000,7834000000,665000000,557000000,665000000,1125000000,665000000,7169000000,89000000,-108000000,57000000,557000000,557000000,-115000000,407000000,-115000000,460000000,-979000000,59000000,1153000000,-892000000,190000000,-214000000,-376000000,-292000000,49000000,0,-292000000,59000000,108572000000,335000000,83251000000,25321000000,23372000000,36135000000,10089000000,3943000000,5144000000,416000000,66360000000,206000000,965000000,8713000000,71065000000,21043000000,70659000000,21307000000,6458000000,5367000000,23372000000,36135000000,-34392000000,3315000000,2281000000,76606000000,83251000000,108572000000,416000000,260300000
2019-07-05,154.09,4.57,+3.0564%,150.9,149.89,154.62,"3,288,508","501,226,732.8870",2019-06-30,7834000000,7169000000,7834000000,665000000,557000000,665000000,1125000000,665000000,7169000000,89000000,-108000000,57000000,557000000,557000000,-115000000,407000000,-115000000,460000000,-979000000,59000000,1153000000,-892000000,190000000,-214000000,-376000000,-292000000,49000000,0,-292000000,59000000,108572000000,335000000,83251000000,25321000000,23372000000,36135000000,10089000000,3943000000,5144000000,416000000,66360000000,206000000,965000000,8713000000,71065000000,21043000000,70659000000,21307000000,6458000000,5367000000,23372000000,36135000000,-34392000000,3315000000,2281000000,76606000000,83251000000,108572000000,416000000,260300000
2019-06-28,149.52,-1.96,-1.2939%,151.74,147.29,153.63,"7,718,592","1,160,651,498.8334",2019-03-31,7671000000,6704000000,7671000000,967000000,796000000,967000000,1057000000,967000000,6704000000,88000000,-171000000,72000000,1138000000,796000000,-707000000,551000000,-586000000,121000000,-71000000,-18000000,639000000,-1187000000,1328000000,205000000,375000000,-336000000,-513000000,0,-336000000,-16000000,107246000000,341000000,82906000000,24340000000,23243000000,35795000000,9980000000,3949000000,4911000000,357000000,65658000000,-682000000,320000000,8304000000,74517000000,20050000000,4094000000,7947000000,7057000000,5446000000,23243000000,35795000000,-34016000000,3212000000,2190000000,75849000000,82906000000,107246000000,357000000,261900000
2019-06-21,151.48,1.37,+0.9127%,150.3,149.58,153.2,"6,408,927","969,802,195.9058",2019-03-31,7671000000,6704000000,7671000000,967000000,796000000,967000000,1057000000,967000000,6704000000,88000000,-171000000,72000000,1138000000,796000000,-707000000,551000000,-586000000,121000000,-71000000,-18000000,639000000,-1187000000,1328000000,205000000,375000000,-336000000,-513000000,0,-336000000,-16000000,107246000000,341000000,82906000000,24340000000,23243000000,35795000000,9980000000,3949000000,4911000000,357000000,65658000000,-682000000,320000000,8304000000,74517000000,20050000000,4094000000,7947000000,7057000000,5446000000,23243000000,35795000000,-34016000000,3212000000,2190000000,75849000000,82906000000,107246000000,357000000,261900000
2019-06-14,150.11,0.58,+0.3879%,149.36,148.55,150.6415,"5,813,972","869,333,805.7440",2019-03-31,7671000000,6704000000,7671000000,967000000,796000000,967000000,1057000000,967000000,6704000000,88000000,-171000000,72000000,1138000000,796000000,-707000000,551000000,-586000000,121000000,-71000000,-18000000,639000000,-1187000000,1328000000,205000000,375000000,-336000000,-513000000,0,-336000000,-16000000,107246000000,341000000,82906000000,24340000000,23243000000,35795000000,9980000000,3949000000,4911000000,357000000,65658000000,-682000000,320000000,8304000000,74517000000,20050000000,4094000000,7947000000,7057000000,5446000000,23243000000,35795000000,-34016000000,3212000000,2190000000,75849000000,82906000000,107246000000,357000000,261900000
2019-06-07,149.53,3.96,+2.7203%,145.49,144.87,150.02,"7,671,867","1,136,946,193.3155",2019-03-31,7671000000,6704000000,7671000000,967000000,796000000,967000000,1057000000,967000000,6704000000,88000000,-171000000,72000000,1138000000,796000000,-707000000,551000000,-586000000,121000000,-71000000,-18000000,639000000,-1187000000,1328000000,205000000,375000000,-336000000,-513000000,0,-336000000,-16000000,107246000000,341000000,82906000000,24340000000,23243000000,35795000000,9980000000,3949000000,4911000000,357000000,65658000000,-682000000,320000000,8304000000,74517000000,20050000000,4094000000,7947000000,7057000000,5446000000,23243000000,35795000000,-34016000000,3212000000,2190000000,75849000000,82906000000,107246000000,357000000,261900000
2019-05-31,145.57,-2.37,-1.6020%,148.0,143.69,148.8,"5,202,924","757,922,090.9038",2019-03-31,7671000000,6704000000,7671000000,967000000,796000000,967000000,1057000000,967000000,6704000000,88000000,-171000000,72000000,1138000000,796000000,-707000000,551000000,-586000000,121000000,-71000000,-18000000,639000000,-1187000000,1328000000,205000000,375000000,-336000000,-513000000,0,-336000000,-16000000,107246000000,341000000,82906000000,24340000000,23243000000,35795000000,9980000000,3949000000,4911000000,357000000,65658000000,-682000000,320000000,8304000000,74517000000,20050000000,4094000000,7947000000,7057000000,5446000000,23243000000,35795000000,-34016000000,3212000000,2190000000,75849000000,82906000000,107246000000,357000000,261900000
2019-05-24,147.94,0.45,+0.3051%,147.5,145.48,148.85,"6,657,869","981,430,163.5394",2019-03-31,7671000000,6704000000,7671000000,967000000,796000000,967000000,1057000000,967000000,6704000000,88000000,-171000000,72000000,1138000000,796000000,-707000000,551000000,-586000000,121000000,-71000000,-18000000,639000000,-1187000000,1328000000,205000000,375000000,-336000000,-513000000,0,-336000000,-16000000,107246000000,341000000,82906000000,24340000000,23243000000,35795000000,9980000000,3949000000,4911000000,357000000,65658000000,-682000000,320000000,8304000000,74517000000,20050000000,4094000000,7947000000,7057000000,5446000000,23243000000,35795000000,-34016000000,3212000000,2190000000,75849000000,82906000000,107246000000,357000000,261900000
2019-05-17,147.49,3.53,+2.4521%,142.38,141.95,148.52,"8,225,818","1,201,192,033.3732",2019-03-31,7671000000,6704000000,7671000000,967000000,796000000,967000000,1057000000,967000000,6704000000,88000000,-171000000,72000000,1138000000,796000000,-707000000,551000000,-586000000,121000000,-71000000,-18000000,639000000,-1187000000,1328000000,205000000,375000000,-336000000,-513000000,0,-336000000,-16000000,107246000000,341000000,82906000000,24340000000,23243000000,35795000000,9980000000,3949000000,4911000000,357000000,65658000000,-682000000,320000000,8304000000,74517000000,20050000000,4094000000,7947000000,7057000000,5446000000,23243000000,35795000000,-34016000000,3212000000,2190000000,75849000000,82906000000,107246000000,357000000,261900000
2019-05-10,143.96,0.61,+0.4255%,142.01,139.96,144.01,"5,073,223","721,432,205.4917",2019-03-31,7671000000,6704000000,7671000000,967000000,796000000,967000000,1057000000,967000000,6704000000,88000000,-171000000,72000000,1138000000,796000000,-707000000,551000000,-586000000,121000000,-71000000,-18000000,639000000,-1187000000,1328000000,205000000,375000000,-336000000,-513000000,0,-336000000,-16000000,107246000000,341000000,82906000000,24340000000,23243000000,35795000000,9980000000,3949000000,4911000000,357000000,65658000000,-682000000,320000000,8304000000,74517000000,20050000000,4094000000,7947000000,7057000000,5446000000,23243000000,35795000000,-34016000000,3212000000,2190000000,75849000000,82906000000,107246000000,357000000,261900000
2019-05-03,143.35,3.11,+2.2176%,140.5,140.415,144.22,"5,951,680","850,426,807.0036",2019-03-31,7671000000,6704000000,7671000000,967000000,796000000,967000000,1057000000,967000000,6704000000,88000000,-171000000,72000000,1138000000,796000000,-707000000,551000000,-586000000,121000000,-71000000,-18000000,639000000,-1187000000,1328000000,205000000,375000000,-336000000,-513000000,0,-336000000,-16000000,107246000000,341000000,82906000000,24340000000,23243000000,35795000000,9980000000,3949000000,4911000000,357000000,65658000000,-682000000,320000000,8304000000,74517000000,20050000000,4094000000,7947000000,7057000000,5446000000,23243000000,35795000000,-34016000000,3212000000,2190000000,75849000000,82906000000,107246000000,357000000,261900000
2019-04-26,140.24,1.31,+0.9429%,138.38,136.58,140.43,"5,710,915","790,135,607.1641",2019-03-31,7671000000,6704000000,7671000000,967000000,796000000,967000000,1057000000,967000000,6704000000,88000000,-171000000,72000000,1138000000,796000000,-707000000,551000000,-586000000,121000000,-71000000,-18000000,639000000,-1187000000,1328000000,205000000,375000000,-336000000,-513000000,0,-336000000,-16000000,107246000000,341000000,82906000000,24340000000,23243000000,35795000000,9980000000,3949000000,4911000000,357000000,65658000000,-682000000,320000000,8304000000,74517000000,20050000000,4094000000,7947000000,7057000000,5446000000,23243000000,35795000000,-34016000000,3212000000,2190000000,75849000000,82906000000,107246000000,357000000,261900000
2019-04-19,138.93,1.21,+0.8786%,137.81,135.8,141.52,"5,451,377","752,507,225.2164",2019-03-31,7671000000,6704000000,7671000000,967000000,796000000,967000000,1057000000,967000000,6704000000,88000000,-171000000,72000000,1138000000,796000000,-707000000,551000000,-586000000,121000000,-71000000,-18000000,639000000,-1187000000,1328000000,205000000,375000000,-336000000,-513000000,0,-336000000,-16000000,107246000000,341000000,82906000000,24340000000,23243000000,35795000000,9980000000,3949000000,4911000000,357000000,65658000000,-682000000,320000000,8304000000,74517000000,20050000000,4094000000,7947000000,7057000000,5446000000,23243000000,35795000000,-34016000000,3212000000,2190000000,75849000000,82906000000,107246000000,357000000,261900000
2019-04-12,137.72,1.32,+0.9677%,136.81,134.37,137.85,"5,688,705","772,970,399.3251",2019-03-31,7671000000,6704000000,7671000000,967000000,796000000,967000000,1057000000,967000000,6704000000,88000000,-171000000,72000000,1138000000,796000000,-707000000,551000000,-586000000,121000000,-71000000,-18000000,639000000,-1187000000,1328000000,205000000,375000000,-336000000,-513000000,0,-336000000,-16000000,107246000000,341000000,82906000000,24340000000,23243000000,35795000000,9980000000,3949000000,4911000000,357000000,65658000000,-682000000,320000000,8304000000,74517000000,20050000000,4094000000,7947000000,7057000000,5446000000,23243000000,35795000000,-34016000000,3212000000,2190000000,75849000000,82906000000,107246000000,357000000,261900000
2019-04-05,136.4,-0.76,-0.5541%,137.56,135.52,138.6,"5,925,229","811,145,990.3365",2019-03-31,7671000000,6704000000,7671000000,967000000,796000000,967000000,1057000000,967000000,6704000000,88000000,-171000000,72000000,1138000000,796000000,-707000000,551000000,-586000000,121000000,-71000000,-18000000,639000000,-1187000000,1328000000,205000000,375000000,-336000000,-513000000,0,-336000000,-16000000,107246000000,341000000,82906000000,24340000000,23243000000,35795000000,9980000000,3949000000,4911000000,357000000,65658000000,-682000000,320000000,8304000000,74517000000,20050000000,4094000000,7947000000,7057000000,5446000000,23243000000,35795000000,-34016000000,3212000000,2190000000,75849000000,82906000000,107246000000,357000000,261900000
2019-03-29,137.16,2.26,+1.6753%,135.11,133.9398,138.13,"5,904,123","802,308,867.5714",2018-12-31,7796000000,7050000000,7796000000,746000000,621000000,746000000,1063000000,746000000,7050000000,-87000000,-125000000,-87000000,871000000,621000000,-794000000,-385000000,-570000000,223000000,-358000000,20000000,948000000,-697000000,1316000000,203000000,170000000,115000000,57000000,0,36000000,14000000,104233000000,345000000,81339000000,22894000000,23144000000,35204000000,8858000000,3937000000,4789000000,373000000,66017000000,-1859000000,904000000,7879000000,72278000000,18612000000,3985000000,7506000000,6564000000,51057000000,23144000000,35204000000,-33595000000,2872000000,2120000000,74775000000,81339000000,104233000000,373000000,263600000
2019-03-22,134.9,0.72,+0.5366%,134.65,130.25,136.245,"8,265,838","1,107,815,420.6757",2018-12-31,7796000000,7050000000,7796000000,746000000,621000000,746000000,1063000000,746000000,7050000000,-87000000,-125000000,-87000000,871000000,621000000,-794000000,-385000000,-570000000,223000000,-358000000,20000000,948000000,-697000000,1316000000,203000000,170000000,115000000,57000000,0,36000000,14000000,104233000000,345000000,81339000000,22894000000,23144000000,35204000000,8858000000,3937000000,4789000000,373000000,66017000000,-1859000000,904000000,7879000000,72278000000,18612000000,3985000000,7506000000,6564000000,51057000000,23144000000,35204000000,-33595000000,2872000000,2120000000,74775000000,81339000000,104233000000,373000000,263600000
2019-03-15,134.18,3.16,+2.4118%,132.13,131.46,134.71,"6,598,959","877,885,226.8526",2018-12-31,7796000000,7050000000,7796000000,746000000,621000000,746000000,1063000000,746000000,7050000000,-87000000,-125000000,-87000000,871000000,621000000,-794000000,-385000000,-570000000,223000000,-358000000,20000000,948000000,-697000000,1316000000,203000000,170000000,115000000,57000000,0,36000000,14000000,104233000000,345000000,81339000000,22894000000,23144000000,35204000000,8858000000,3937000000,4789000000,373000000,66017000000,-1859000000,904000000,7879000000,72278000000,18612000000,3985000000,7506000000,6564000000,51057000000,23144000000,35204000000,-33595000000,2872000000,2120000000,74775000000,81339000000,104233000000,373000000,263600000
2019-03-08,131.02,-2.01,-1.5109%,133.24,130.0,133.66,"5,423,693","714,796,095.6581",2018-12-31,7796000000,7050000000,7796000000,746000000,621000000,746000000,1063000000,746000000,7050000000,-87000000,-125000000,-87000000,871000000,621000000,-794000000,-385000000,-570000000,223000000,-358000000,20000000,948000000,-697000000,1316000000,203000000,170000000,115000000,57000000,0,36000000,14000000,104233000000,345000000,81339000000,22894000000,23144000000,35204000000,8858000000,3937000000,4789000000,373000000,66017000000,-1859000000,904000000,7879000000,72278000000,18612000000,3985000000,7506000000,6564000000,51057000000,23144000000,35204000000,-33595000000,2872000000,2120000000,74775000000,81339000000,104233000000,373000000,263600000
2019-03-01,133.03,2.01,+1.5341%,131.3,131.3,134.35,"8,780,020","1,166,997,330.9831",2018-12-31,7796000000,7050000000,7796000000,746000000,621000000,746000000,1063000000,746000000,7050000000,-87000000,-125000000,-87000000,871000000,621000000,-794000000,-385000000,-570000000,223000000,-358000000,20000000,948000000,-697000000,1316000000,203000000,170000000,115000000,57000000,0,36000000,14000000,104233000000,345000000,81339000000,22894000000,23144000000,35204000000,8858000000,3937000000,4789000000,373000000,66017000000,-1859000000,904000000,7879000000,72278000000,18612000000,3985000000,7506000000,6564000000,51057000000,23144000000,35204000000,-33595000000,2872000000,2120000000,74775000000,81339000000,104233000000,373000000,263600000
2019-02-22,131.02,2.28,+1.7710%,128.31,128.01,131.31,"5,894,760","764,940,868.8237",2018-12-31,7796000000,7050000000,7796000000,746000000,621000000,746000000,1063000000,746000000,7050000000,-87000000,-125000000,-87000000,871000000,621000000,-794000000,-385000000,-570000000,223000000,-358000000,20000000,948000000,-697000000,1316000000,203000000,170000000,115000000,57000000,0,36000000,14000000,104233000000,345000000,81339000000,22894000000,23144000000,35204000000,8858000000,3937000000,4789000000,373000000,66017000000,-1859000000,904000000,7879000000,72278000000,18612000000,3985000000,7506000000,6564000000,51057000000,23144000000,35204000000,-33595000000,2872000000,2120000000,74775000000,81339000000,104233000000,373000000,263600000
2019-02-15,128.74,2.95,+2.3452%,126.04,124.36,129.13,"7,261,713","922,839,431.6595",2018-12-31,7796000000,7050000000,7796000000,746000000,621000000,746000000,1063000000,746000000,7050000000,-87000000,-125000000,-87000000,871000000,621000000,-794000000,-385000000,-570000000,223000000,-358000000,20000000,948000000,-697000000,1316000000,203000000,170000000,115000000,57000000,0,36000000,14000000,104233000000,345000000,81339000000,22894000000,23144000000,35204000000,8858000000,3937000000,4789000000,373000000,66017000000,-1859000000,904000000,7879000000,72278000000,18612000000,3985000000,7506000000,6564000000,51057000000,23144000000,35204000000,-33595000000,2872000000,2120000000,74775000000,81339000000,104233000000,373000000,263600000
2019-02-08,125.79,-0.7,-0.5534%,126.49,124.62,126.8,"6,362,071","799,783,714.3234",2018-12-31,7796000000,7050000000,7796000000,746000000,621000000,746000000,1063000000,746000000,7050000000,-87000000,-125000000,-87000000,871000000,621000000,-794000000,-385000000,-570000000,223000000,-358000000,20000000,948000000,-697000000,1316000000,203000000,170000000,115000000,57000000,0,36000000,14000000,104233000000,345000000,81339000000,22894000000,23144000000,35204000000,8858000000,3937000000,4789000000,373000000,66017000000,-1859000000,904000000,7879000000,72278000000,18612000000,3985000000,7506000000,6564000000,51057000000,23144000000,35204000000,-33595000000,2872000000,2120000000,74775000000,81339000000,104233000000,373000000,263600000
2019-02-01,126.49,1.51,+1.2082%,124.24,123.61,126.53,"6,927,236","867,089,159.9283",2018-12-31,7796000000,7050000000,7796000000,746000000,621000000,746000000,1063000000,746000000,7050000000,-87000000,-125000000,-87000000,871000000,621000000,-794000000,-385000000,-570000000,223000000,-358000000,20000000,948000000,-697000000,1316000000,203000000,170000000,115000000,57000000,0,36000000,14000000,104233000000,345000000,81339000000,22894000000,23144000000,35204000000,8858000000,3937000000,4789000000,373000000,66017000000,-1859000000,904000000,7879000000,72278000000,18612000000,3985000000,7506000000,6564000000,51057000000,23144000000,35204000000,-33595000000,2872000000,2120000000,74775000000,81339000000,104233000000,373000000,263600000
2019-01-25,124.98,0.97,+0.7822%,123.5,120.6039,126.17,"7,758,277","958,420,721.5590",2018-12-31,7796000000,7050000000,7796000000,746000000,621000000,746000000,1063000000,746000000,7050000000,-87000000,-125000000,-87000000,871000000,621000000,-794000000,-385000000,-570000000,223000000,-358000000,20000000,948000000,-697000000,1316000000,203000000,170000000,115000000,57000000,0,36000000,14000000,104233000000,345000000,81339000000,22894000000,23144000000,35204000000,8858000000,3937000000,4789000000,373000000,66017000000,-1859000000,904000000,7879000000,72278000000,18612000000,3985000000,7506000000,6564000000,51057000000,23144000000,35204000000,-33595000000,2872000000,2120000000,74775000000,81339000000,104233000000,373000000,263600000
2019-01-18,124.01,3.54,+2.9385%,119.87,119.79,124.41,"7,163,044","874,961,603.6371",2018-12-31,7796000000,7050000000,7796000000,746000000,621000000,746000000,1063000000,746000000,7050000000,-87000000,-125000000,-87000000,871000000,621000000,-794000000,-385000000,-570000000,223000000,-358000000,20000000,948000000,-697000000,1316000000,203000000,170000000,115000000,57000000,0,36000000,14000000,104233000000,345000000,81339000000,22894000000,23144000000,35204000000,8858000000,3937000000,4789000000,373000000,66017000000,-1859000000,904000000,7879000000,72278000000,18612000000,3985000000,7506000000,6564000000,51057000000,23144000000,35204000000,-33595000000,2872000000,2120000000,74775000000,81339000000,104233000000,373000000,263600000
2019-01-11,120.47,1.79,+1.5083%,118.21,116.84,120.86,"6,140,482","729,869,657.1705",2018-12-31,7796000000,7050000000,7796000000,746000000,621000000,746000000,1063000000,746000000,7050000000,-87000000,-125000000,-87000000,871000000,621000000,-794000000,-385000000,-570000000,223000000,-358000000,20000000,948000000,-697000000,1316000000,203000000,170000000,115000000,57000000,0,36000000,14000000,104233000000,345000000,81339000000,22894000000,23144000000,35204000000,8858000000,3937000000,4789000000,373000000,66017000000,-1859000000,904000000,7879000000,72278000000,18612000000,3985000000,7506000000,6564000000,51057000000,23144000000,35204000000,-33595000000,2872000000,2120000000,74775000000,81339000000,104233000000,373000000,263600000
