Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2017-03-03,92.8,2.47,+2.734418%,90.32,89.585,93.98,"81,720,004","7,530,059,221.632100",2016-12-31,11623000000,14697000000,11623000000,-3074000000,6727000000,8679000000,13833000000,-3074000000,864000000,-11753000000,1952000000,6727000000,6179000000,-1612000000,-7237000000,-2847000000,-1235000000,-11628000000,-33428000000,-17262000000,2636000000,38911000000,25986000000,1446000000,-2287000000,-2251000000,73000000,0,11916000000,2483000000,2490972000000,862000000,2236782000000,254190000000,1375179000000,4105000000,162440000000,47288000000,975821000000,389635000000,1600165000000,34443000000,-1196000000,14131000000,1276720000000,179972000000,595771000000,887085000000,175706000000,3057000000,190543000000,4105000000,26068000000,162440000000,-28854000000,1151971000000,1214252000000,175706000000,460911000000,636617000000,91627000000,2490972000000,389635000000
2017-02-24,90.33,0.1,+0.110828%,90.51,89.73,91.34,"52,036,545","4,717,671,633.140200",2016-12-31,11623000000,14697000000,11623000000,-3074000000,6727000000,8679000000,13833000000,-3074000000,864000000,-11753000000,1952000000,6727000000,6179000000,-1612000000,-7237000000,-2847000000,-1235000000,-11628000000,-33428000000,-17262000000,2636000000,38911000000,25986000000,1446000000,-2287000000,-2251000000,73000000,0,11916000000,2483000000,2490972000000,862000000,2236782000000,254190000000,1375179000000,4105000000,162440000000,47288000000,975821000000,389635000000,1600165000000,34443000000,-1196000000,14131000000,1276720000000,179972000000,595771000000,887085000000,175706000000,3057000000,190543000000,4105000000,26068000000,162440000000,-28854000000,1151971000000,1214252000000,175706000000,460911000000,636617000000,91627000000,2490972000000,389635000000
2017-02-17,90.23,3.23,+3.712644%,87.44,87.43,91.04,"87,502,309","7,840,177,506.740800",2016-12-31,11623000000,14697000000,11623000000,-3074000000,6727000000,8679000000,13833000000,-3074000000,864000000,-11753000000,1952000000,6727000000,6179000000,-1612000000,-7237000000,-2847000000,-1235000000,-11628000000,-33428000000,-17262000000,2636000000,38911000000,25986000000,1446000000,-2287000000,-2251000000,73000000,0,11916000000,2483000000,2490972000000,862000000,2236782000000,254190000000,1375179000000,4105000000,162440000000,47288000000,975821000000,389635000000,1600165000000,34443000000,-1196000000,14131000000,1276720000000,179972000000,595771000000,887085000000,175706000000,3057000000,190543000000,4105000000,26068000000,162440000000,-28854000000,1151971000000,1214252000000,175706000000,460911000000,636617000000,91627000000,2490972000000,389635000000
2017-02-10,87.0,-0.18,-0.206469%,86.79,85.37,87.48,"59,933,707","5,195,842,538.698000",2016-12-31,11623000000,14697000000,11623000000,-3074000000,6727000000,8679000000,13833000000,-3074000000,864000000,-11753000000,1952000000,6727000000,6179000000,-1612000000,-7237000000,-2847000000,-1235000000,-11628000000,-33428000000,-17262000000,2636000000,38911000000,25986000000,1446000000,-2287000000,-2251000000,73000000,0,11916000000,2483000000,2490972000000,862000000,2236782000000,254190000000,1375179000000,4105000000,162440000000,47288000000,975821000000,389635000000,1600165000000,34443000000,-1196000000,14131000000,1276720000000,179972000000,595771000000,887085000000,175706000000,3057000000,190543000000,4105000000,26068000000,162440000000,-28854000000,1151971000000,1214252000000,175706000000,460911000000,636617000000,91627000000,2490972000000,389635000000
2017-02-03,87.18,0.25,+0.287588%,86.19,84.09,87.31,"73,714,528","6,306,794,717.891200",2016-12-31,11623000000,14697000000,11623000000,-3074000000,6727000000,8679000000,13833000000,-3074000000,864000000,-11753000000,1952000000,6727000000,6179000000,-1612000000,-7237000000,-2847000000,-1235000000,-11628000000,-33428000000,-17262000000,2636000000,38911000000,25986000000,1446000000,-2287000000,-2251000000,73000000,0,11916000000,2483000000,2490972000000,862000000,2236782000000,254190000000,1375179000000,4105000000,162440000000,47288000000,975821000000,389635000000,1600165000000,34443000000,-1196000000,14131000000,1276720000000,179972000000,595771000000,887085000000,175706000000,3057000000,190543000000,4105000000,26068000000,162440000000,-28854000000,1151971000000,1214252000000,175706000000,460911000000,636617000000,91627000000,2490972000000,389635000000
2017-01-27,86.93,3.26,+3.896259%,83.3,83.205,86.98,"73,403,687","6,276,418,491.742400",2016-12-31,11623000000,14697000000,11623000000,-3074000000,6727000000,8679000000,13833000000,-3074000000,864000000,-11753000000,1952000000,6727000000,6179000000,-1612000000,-7237000000,-2847000000,-1235000000,-11628000000,-33428000000,-17262000000,2636000000,38911000000,25986000000,1446000000,-2287000000,-2251000000,73000000,0,11916000000,2483000000,2490972000000,862000000,2236782000000,254190000000,1375179000000,4105000000,162440000000,47288000000,975821000000,389635000000,1600165000000,34443000000,-1196000000,14131000000,1276720000000,179972000000,595771000000,887085000000,175706000000,3057000000,190543000000,4105000000,26068000000,162440000000,-28854000000,1151971000000,1214252000000,175706000000,460911000000,636617000000,91627000000,2490972000000,389635000000
2017-01-20,83.67,-3.03,-3.494810%,84.93,83.03,85.22,"86,287,103","7,229,964,093.458100",2016-12-31,11623000000,14697000000,11623000000,-3074000000,6727000000,8679000000,13833000000,-3074000000,864000000,-11753000000,1952000000,6727000000,6179000000,-1612000000,-7237000000,-2847000000,-1235000000,-11628000000,-33428000000,-17262000000,2636000000,38911000000,25986000000,1446000000,-2287000000,-2251000000,73000000,0,11916000000,2483000000,2490972000000,862000000,2236782000000,254190000000,1375179000000,4105000000,162440000000,47288000000,975821000000,389635000000,1600165000000,34443000000,-1196000000,14131000000,1276720000000,179972000000,595771000000,887085000000,175706000000,3057000000,190543000000,4105000000,26068000000,162440000000,-28854000000,1151971000000,1214252000000,175706000000,460911000000,636617000000,91627000000,2490972000000,389635000000
2017-01-13,86.7,0.58,+0.673479%,85.73,85.52,88.17,"91,142,129","7,892,834,888.724800",2016-12-31,11623000000,14697000000,11623000000,-3074000000,6727000000,8679000000,13833000000,-3074000000,864000000,-11753000000,1952000000,6727000000,6179000000,-1612000000,-7237000000,-2847000000,-1235000000,-11628000000,-33428000000,-17262000000,2636000000,38911000000,25986000000,1446000000,-2287000000,-2251000000,73000000,0,11916000000,2483000000,2490972000000,862000000,2236782000000,254190000000,1375179000000,4105000000,162440000000,47288000000,975821000000,389635000000,1600165000000,34443000000,-1196000000,14131000000,1276720000000,179972000000,595771000000,887085000000,175706000000,3057000000,190543000000,4105000000,26068000000,162440000000,-28854000000,1151971000000,1214252000000,175706000000,460911000000,636617000000,91627000000,2490972000000,389635000000
2017-01-06,86.12,-0.17,-0.197010%,87.34,85.2589,87.76,"63,011,424","5,452,507,946.253600",2016-12-31,11623000000,14697000000,11623000000,-3074000000,6727000000,8679000000,13833000000,-3074000000,864000000,-11753000000,1952000000,6727000000,6179000000,-1612000000,-7237000000,-2847000000,-1235000000,-11628000000,-33428000000,-17262000000,2636000000,38911000000,25986000000,1446000000,-2287000000,-2251000000,73000000,0,11916000000,2483000000,2490972000000,862000000,2236782000000,254190000000,1375179000000,4105000000,162440000000,47288000000,975821000000,389635000000,1600165000000,34443000000,-1196000000,14131000000,1276720000000,179972000000,595771000000,887085000000,175706000000,3057000000,190543000000,4105000000,26068000000,162440000000,-28854000000,1151971000000,1214252000000,175706000000,460911000000,636617000000,91627000000,2490972000000,389635000000
2016-12-30,86.29,-0.76,-0.873061%,87.05,85.04,87.39,"44,708,764","3,855,391,612.984300",2016-09-30,13070000000,15734000000,13070000000,-2664000000,6286000000,8939000000,14463000000,-2664000000,1271000000,-11603000000,2653000000,6286000000,5747000000,-59024000000,-23459000000,-60038000000,-1014000000,18596000000,57540000000,43308000000,1694000000,4192000000,12755000000,1407000000,-2069000000,-2295000000,6527000000,0,676000000,1680000000,2521029000000,887000000,2266698000000,254331000000,1376138000000,4105000000,157870000000,47302000000,982335000000,417590000000,1603287000000,36737000000,1453000000,14208000000,1282173000000,180074000000,0,864583000000,185502000000,409000000,190412000000,4105000000,26068000000,157870000000,-27268000000,2050309000000,2112706000000,185502000000,477909000000,663411000000,92103000000,2521029000000,417590000000
2016-12-23,87.05,2.11,+2.484106%,84.8,84.19,87.17,"72,356,544","6,231,276,494.865600",2016-09-30,13070000000,15734000000,13070000000,-2664000000,6286000000,8939000000,14463000000,-2664000000,1271000000,-11603000000,2653000000,6286000000,5747000000,-59024000000,-23459000000,-60038000000,-1014000000,18596000000,57540000000,43308000000,1694000000,4192000000,12755000000,1407000000,-2069000000,-2295000000,6527000000,0,676000000,1680000000,2521029000000,887000000,2266698000000,254331000000,1376138000000,4105000000,157870000000,47302000000,982335000000,417590000000,1603287000000,36737000000,1453000000,14208000000,1282173000000,180074000000,0,864583000000,185502000000,409000000,190412000000,4105000000,26068000000,157870000000,-27268000000,2050309000000,2112706000000,185502000000,477909000000,663411000000,92103000000,2521029000000,417590000000
2016-12-16,84.94,-0.55,-0.643350%,85.36,83.76,86.49,"96,250,455","8,201,064,461.841800",2016-09-30,13070000000,15734000000,13070000000,-2664000000,6286000000,8939000000,14463000000,-2664000000,1271000000,-11603000000,2653000000,6286000000,5747000000,-59024000000,-23459000000,-60038000000,-1014000000,18596000000,57540000000,43308000000,1694000000,4192000000,12755000000,1407000000,-2069000000,-2295000000,6527000000,0,676000000,1680000000,2521029000000,887000000,2266698000000,254331000000,1376138000000,4105000000,157870000000,47302000000,982335000000,417590000000,1603287000000,36737000000,1453000000,14208000000,1282173000000,180074000000,0,864583000000,185502000000,409000000,190412000000,4105000000,26068000000,157870000000,-27268000000,2050309000000,2112706000000,185502000000,477909000000,663411000000,92103000000,2521029000000,417590000000
2016-12-09,85.49,3.89,+4.767157%,82.3,82.29,85.5,"89,068,843","7,472,303,839.070700",2016-09-30,13070000000,15734000000,13070000000,-2664000000,6286000000,8939000000,14463000000,-2664000000,1271000000,-11603000000,2653000000,6286000000,5747000000,-59024000000,-23459000000,-60038000000,-1014000000,18596000000,57540000000,43308000000,1694000000,4192000000,12755000000,1407000000,-2069000000,-2295000000,6527000000,0,676000000,1680000000,2521029000000,887000000,2266698000000,254331000000,1376138000000,4105000000,157870000000,47302000000,982335000000,417590000000,1603287000000,36737000000,1453000000,14208000000,1282173000000,180074000000,0,864583000000,185502000000,409000000,190412000000,4105000000,26068000000,157870000000,-27268000000,2050309000000,2112706000000,185502000000,477909000000,663411000000,92103000000,2521029000000,417590000000
2016-12-02,81.6,2.77,+3.513891%,78.18,78.02,82.279,"93,258,339","7,490,149,357.322000",2016-09-30,13070000000,15734000000,13070000000,-2664000000,6286000000,8939000000,14463000000,-2664000000,1271000000,-11603000000,2653000000,6286000000,5747000000,-59024000000,-23459000000,-60038000000,-1014000000,18596000000,57540000000,43308000000,1694000000,4192000000,12755000000,1407000000,-2069000000,-2295000000,6527000000,0,676000000,1680000000,2521029000000,887000000,2266698000000,254331000000,1376138000000,4105000000,157870000000,47302000000,982335000000,417590000000,1603287000000,36737000000,1453000000,14208000000,1282173000000,180074000000,0,864583000000,185502000000,409000000,190412000000,4105000000,26068000000,157870000000,-27268000000,2050309000000,2112706000000,185502000000,477909000000,663411000000,92103000000,2521029000000,417590000000
2016-11-25,78.83,1.12,+1.441256%,78.0,77.29,79.45,"45,980,735","3,603,560,514.919900",2016-09-30,13070000000,15734000000,13070000000,-2664000000,6286000000,8939000000,14463000000,-2664000000,1271000000,-11603000000,2653000000,6286000000,5747000000,-59024000000,-23459000000,-60038000000,-1014000000,18596000000,57540000000,43308000000,1694000000,4192000000,12755000000,1407000000,-2069000000,-2295000000,6527000000,0,676000000,1680000000,2521029000000,887000000,2266698000000,254331000000,1376138000000,4105000000,157870000000,47302000000,982335000000,417590000000,1603287000000,36737000000,1453000000,14208000000,1282173000000,180074000000,0,864583000000,185502000000,409000000,190412000000,4105000000,26068000000,157870000000,-27268000000,2050309000000,2112706000000,185502000000,477909000000,663411000000,92103000000,2521029000000,417590000000
2016-11-18,77.71,1.02,+1.330030%,77.25,76.88,80.44,"139,388,572","10,923,481,450.545200",2016-09-30,13070000000,15734000000,13070000000,-2664000000,6286000000,8939000000,14463000000,-2664000000,1271000000,-11603000000,2653000000,6286000000,5747000000,-59024000000,-23459000000,-60038000000,-1014000000,18596000000,57540000000,43308000000,1694000000,4192000000,12755000000,1407000000,-2069000000,-2295000000,6527000000,0,676000000,1680000000,2521029000000,887000000,2266698000000,254331000000,1376138000000,4105000000,157870000000,47302000000,982335000000,417590000000,1603287000000,36737000000,1453000000,14208000000,1282173000000,180074000000,0,864583000000,185502000000,409000000,190412000000,4105000000,26068000000,157870000000,-27268000000,2050309000000,2112706000000,185502000000,477909000000,663411000000,92103000000,2521029000000,417590000000
2016-11-11,76.69,8.93,+13.178867%,69.08,69.0,77.25,"168,761,906","12,487,672,310.799100",2016-09-30,13070000000,15734000000,13070000000,-2664000000,6286000000,8939000000,14463000000,-2664000000,1271000000,-11603000000,2653000000,6286000000,5747000000,-59024000000,-23459000000,-60038000000,-1014000000,18596000000,57540000000,43308000000,1694000000,4192000000,12755000000,1407000000,-2069000000,-2295000000,6527000000,0,676000000,1680000000,2521029000000,887000000,2266698000000,254331000000,1376138000000,4105000000,157870000000,47302000000,982335000000,417590000000,1603287000000,36737000000,1453000000,14208000000,1282173000000,180074000000,0,864583000000,185502000000,409000000,190412000000,4105000000,26068000000,157870000000,-27268000000,2050309000000,2112706000000,185502000000,477909000000,663411000000,92103000000,2521029000000,417590000000
2016-11-04,67.76,-1.35,-1.953408%,69.43,67.64,69.78,"66,291,554","4,556,152,126.731900",2016-09-30,13070000000,15734000000,13070000000,-2664000000,6286000000,8939000000,14463000000,-2664000000,1271000000,-11603000000,2653000000,6286000000,5747000000,-59024000000,-23459000000,-60038000000,-1014000000,18596000000,57540000000,43308000000,1694000000,4192000000,12755000000,1407000000,-2069000000,-2295000000,6527000000,0,676000000,1680000000,2521029000000,887000000,2266698000000,254331000000,1376138000000,4105000000,157870000000,47302000000,982335000000,417590000000,1603287000000,36737000000,1453000000,14208000000,1282173000000,180074000000,0,864583000000,185502000000,409000000,190412000000,4105000000,26068000000,157870000000,-27268000000,2050309000000,2112706000000,185502000000,477909000000,663411000000,92103000000,2521029000000,417590000000
2016-10-28,69.11,0.62,+0.905242%,68.97,68.37,69.77,"56,920,636","3,930,084,126.104000",2016-09-30,13070000000,15734000000,13070000000,-2664000000,6286000000,8939000000,14463000000,-2664000000,1271000000,-11603000000,2653000000,6286000000,5747000000,-59024000000,-23459000000,-60038000000,-1014000000,18596000000,57540000000,43308000000,1694000000,4192000000,12755000000,1407000000,-2069000000,-2295000000,6527000000,0,676000000,1680000000,2521029000000,887000000,2266698000000,254331000000,1376138000000,4105000000,157870000000,47302000000,982335000000,417590000000,1603287000000,36737000000,1453000000,14208000000,1282173000000,180074000000,0,864583000000,185502000000,409000000,190412000000,4105000000,26068000000,157870000000,-27268000000,2050309000000,2112706000000,185502000000,477909000000,663411000000,92103000000,2521029000000,417590000000
2016-10-21,68.49,0.97,+1.436611%,67.42,66.735,68.68,"65,837,150","4,473,725,536.380000",2016-09-30,13070000000,15734000000,13070000000,-2664000000,6286000000,8939000000,14463000000,-2664000000,1271000000,-11603000000,2653000000,6286000000,5747000000,-59024000000,-23459000000,-60038000000,-1014000000,18596000000,57540000000,43308000000,1694000000,4192000000,12755000000,1407000000,-2069000000,-2295000000,6527000000,0,676000000,1680000000,2521029000000,887000000,2266698000000,254331000000,1376138000000,4105000000,157870000000,47302000000,982335000000,417590000000,1603287000000,36737000000,1453000000,14208000000,1282173000000,180074000000,0,864583000000,185502000000,409000000,190412000000,4105000000,26068000000,157870000000,-27268000000,2050309000000,2112706000000,185502000000,477909000000,663411000000,92103000000,2521029000000,417590000000
2016-10-14,67.52,-0.59,-0.866246%,68.34,66.82,69.06,"82,638,223","5,624,871,971.630300",2016-09-30,13070000000,15734000000,13070000000,-2664000000,6286000000,8939000000,14463000000,-2664000000,1271000000,-11603000000,2653000000,6286000000,5747000000,-59024000000,-23459000000,-60038000000,-1014000000,18596000000,57540000000,43308000000,1694000000,4192000000,12755000000,1407000000,-2069000000,-2295000000,6527000000,0,676000000,1680000000,2521029000000,887000000,2266698000000,254331000000,1376138000000,4105000000,157870000000,47302000000,982335000000,417590000000,1603287000000,36737000000,1453000000,14208000000,1282173000000,180074000000,0,864583000000,185502000000,409000000,190412000000,4105000000,26068000000,157870000000,-27268000000,2050309000000,2112706000000,185502000000,477909000000,663411000000,92103000000,2521029000000,417590000000
2016-10-07,68.11,1.52,+2.282625%,66.35,66.1,68.18,"84,390,509","5,679,026,493.408000",2016-09-30,13070000000,15734000000,13070000000,-2664000000,6286000000,8939000000,14463000000,-2664000000,1271000000,-11603000000,2653000000,6286000000,5747000000,-59024000000,-23459000000,-60038000000,-1014000000,18596000000,57540000000,43308000000,1694000000,4192000000,12755000000,1407000000,-2069000000,-2295000000,6527000000,0,676000000,1680000000,2521029000000,887000000,2266698000000,254331000000,1376138000000,4105000000,157870000000,47302000000,982335000000,417590000000,1603287000000,36737000000,1453000000,14208000000,1282173000000,180074000000,0,864583000000,185502000000,409000000,190412000000,4105000000,26068000000,157870000000,-27268000000,2050309000000,2112706000000,185502000000,477909000000,663411000000,92103000000,2521029000000,417590000000
2016-09-30,66.59,-0.66,-0.981413%,66.6,65.11,67.21,"81,804,837","5,424,567,024.641800",2016-09-30,13070000000,15734000000,13070000000,-2664000000,6286000000,8939000000,14463000000,-2664000000,1271000000,-11603000000,2653000000,6286000000,5747000000,-59024000000,-23459000000,-60038000000,-1014000000,18596000000,57540000000,43308000000,1694000000,4192000000,12755000000,1407000000,-2069000000,-2295000000,6527000000,0,676000000,1680000000,2521029000000,887000000,2266698000000,254331000000,1376138000000,4105000000,157870000000,47302000000,982335000000,417590000000,1603287000000,36737000000,1453000000,14208000000,1282173000000,180074000000,0,864583000000,185502000000,409000000,190412000000,4105000000,26068000000,157870000000,-27268000000,2050309000000,2112706000000,185502000000,477909000000,663411000000,92103000000,2521029000000,417590000000
2016-09-23,67.25,1.43,+2.172592%,66.15,65.85,67.9,"64,424,906","4,309,379,261.198200",2016-06-30,13033000000,15040000000,13033000000,-2007000000,6200000000,9340000000,13638000000,-2007000000,1402000000,-11347000000,3140000000,6200000000,5666000000,-16745000000,21730000000,-17483000000,-738000000,9430000000,20575000000,16159000000,1568000000,-1524000000,-22822000000,1336000000,-2174000000,-2840000000,-676000000,0,-7292000000,1498000000,2466096000000,917000000,2213673000000,252423000000,1330958000000,4105000000,153749000000,47303000000,990333000000,365305000000,1552817000000,37224000000,1597000000,14262000000,1228954000000,178135000000,0,863649000000,199185000000,352000000,184635000000,4105000000,26068000000,153749000000,-25070000000,1174660000000,2095719000000,199185000000,461671000000,660856000000,91974000000,2466096000000,365305000000
2016-09-16,65.82,-0.83,-1.245311%,66.14,65.44,67.3,"85,778,884","5,690,764,972.383900",2016-06-30,13033000000,15040000000,13033000000,-2007000000,6200000000,9340000000,13638000000,-2007000000,1402000000,-11347000000,3140000000,6200000000,5666000000,-16745000000,21730000000,-17483000000,-738000000,9430000000,20575000000,16159000000,1568000000,-1524000000,-22822000000,1336000000,-2174000000,-2840000000,-676000000,0,-7292000000,1498000000,2466096000000,917000000,2213673000000,252423000000,1330958000000,4105000000,153749000000,47303000000,990333000000,365305000000,1552817000000,37224000000,1597000000,14262000000,1228954000000,178135000000,0,863649000000,199185000000,352000000,184635000000,4105000000,26068000000,153749000000,-25070000000,1174660000000,2095719000000,199185000000,461671000000,660856000000,91974000000,2466096000000,365305000000
2016-09-09,66.65,-0.84,-1.244629%,67.5,66.64,67.68,"58,659,616","3,939,409,504.068300",2016-06-30,13033000000,15040000000,13033000000,-2007000000,6200000000,9340000000,13638000000,-2007000000,1402000000,-11347000000,3140000000,6200000000,5666000000,-16745000000,21730000000,-17483000000,-738000000,9430000000,20575000000,16159000000,1568000000,-1524000000,-22822000000,1336000000,-2174000000,-2840000000,-676000000,0,-7292000000,1498000000,2466096000000,917000000,2213673000000,252423000000,1330958000000,4105000000,153749000000,47303000000,990333000000,365305000000,1552817000000,37224000000,1597000000,14262000000,1228954000000,178135000000,0,863649000000,199185000000,352000000,184635000000,4105000000,26068000000,153749000000,-25070000000,1174660000000,2095719000000,199185000000,461671000000,660856000000,91974000000,2466096000000,365305000000
2016-09-02,67.49,1.27,+1.917850%,66.49,66.46,67.77,"69,273,804","4,657,766,120.926900",2016-06-30,13033000000,15040000000,13033000000,-2007000000,6200000000,9340000000,13638000000,-2007000000,1402000000,-11347000000,3140000000,6200000000,5666000000,-16745000000,21730000000,-17483000000,-738000000,9430000000,20575000000,16159000000,1568000000,-1524000000,-22822000000,1336000000,-2174000000,-2840000000,-676000000,0,-7292000000,1498000000,2466096000000,917000000,2213673000000,252423000000,1330958000000,4105000000,153749000000,47303000000,990333000000,365305000000,1552817000000,37224000000,1597000000,14262000000,1228954000000,178135000000,0,863649000000,199185000000,352000000,184635000000,4105000000,26068000000,153749000000,-25070000000,1174660000000,2095719000000,199185000000,461671000000,660856000000,91974000000,2466096000000,365305000000
2016-08-26,66.22,0.36,+0.546614%,65.75,65.41,66.88,"52,189,690","3,446,386,675.706400",2016-06-30,13033000000,15040000000,13033000000,-2007000000,6200000000,9340000000,13638000000,-2007000000,1402000000,-11347000000,3140000000,6200000000,5666000000,-16745000000,21730000000,-17483000000,-738000000,9430000000,20575000000,16159000000,1568000000,-1524000000,-22822000000,1336000000,-2174000000,-2840000000,-676000000,0,-7292000000,1498000000,2466096000000,917000000,2213673000000,252423000000,1330958000000,4105000000,153749000000,47303000000,990333000000,365305000000,1552817000000,37224000000,1597000000,14262000000,1228954000000,178135000000,0,863649000000,199185000000,352000000,184635000000,4105000000,26068000000,153749000000,-25070000000,1174660000000,2095719000000,199185000000,461671000000,660856000000,91974000000,2466096000000,365305000000
2016-08-19,65.86,0.54,+0.826699%,65.56,65.22,65.99,"48,766,976","3,205,568,312.682600",2016-06-30,13033000000,15040000000,13033000000,-2007000000,6200000000,9340000000,13638000000,-2007000000,1402000000,-11347000000,3140000000,6200000000,5666000000,-16745000000,21730000000,-17483000000,-738000000,9430000000,20575000000,16159000000,1568000000,-1524000000,-22822000000,1336000000,-2174000000,-2840000000,-676000000,0,-7292000000,1498000000,2466096000000,917000000,2213673000000,252423000000,1330958000000,4105000000,153749000000,47303000000,990333000000,365305000000,1552817000000,37224000000,1597000000,14262000000,1228954000000,178135000000,0,863649000000,199185000000,352000000,184635000000,4105000000,26068000000,153749000000,-25070000000,1174660000000,2095719000000,199185000000,461671000000,660856000000,91974000000,2466096000000,365305000000
2016-08-12,65.32,-0.98,-1.478130%,66.07,64.86,66.485,"50,302,163","3,301,969,516.450400",2016-06-30,13033000000,15040000000,13033000000,-2007000000,6200000000,9340000000,13638000000,-2007000000,1402000000,-11347000000,3140000000,6200000000,5666000000,-16745000000,21730000000,-17483000000,-738000000,9430000000,20575000000,16159000000,1568000000,-1524000000,-22822000000,1336000000,-2174000000,-2840000000,-676000000,0,-7292000000,1498000000,2466096000000,917000000,2213673000000,252423000000,1330958000000,4105000000,153749000000,47303000000,990333000000,365305000000,1552817000000,37224000000,1597000000,14262000000,1228954000000,178135000000,0,863649000000,199185000000,352000000,184635000000,4105000000,26068000000,153749000000,-25070000000,1174660000000,2095719000000,199185000000,461671000000,660856000000,91974000000,2466096000000,365305000000
2016-08-05,66.3,2.33,+3.642332%,64.15,63.38,66.37,"68,720,705","4,445,038,041.204500",2016-06-30,13033000000,15040000000,13033000000,-2007000000,6200000000,9340000000,13638000000,-2007000000,1402000000,-11347000000,3140000000,6200000000,5666000000,-16745000000,21730000000,-17483000000,-738000000,9430000000,20575000000,16159000000,1568000000,-1524000000,-22822000000,1336000000,-2174000000,-2840000000,-676000000,0,-7292000000,1498000000,2466096000000,917000000,2213673000000,252423000000,1330958000000,4105000000,153749000000,47303000000,990333000000,365305000000,1552817000000,37224000000,1597000000,14262000000,1228954000000,178135000000,0,863649000000,199185000000,352000000,184635000000,4105000000,26068000000,153749000000,-25070000000,1174660000000,2095719000000,199185000000,461671000000,660856000000,91974000000,2466096000000,365305000000
2016-07-29,63.97,-0.07,-0.109307%,63.98,63.675,64.685,"51,266,610","3,285,692,902.080100",2016-06-30,13033000000,15040000000,13033000000,-2007000000,6200000000,9340000000,13638000000,-2007000000,1402000000,-11347000000,3140000000,6200000000,5666000000,-16745000000,21730000000,-17483000000,-738000000,9430000000,20575000000,16159000000,1568000000,-1524000000,-22822000000,1336000000,-2174000000,-2840000000,-676000000,0,-7292000000,1498000000,2466096000000,917000000,2213673000000,252423000000,1330958000000,4105000000,153749000000,47303000000,990333000000,365305000000,1552817000000,37224000000,1597000000,14262000000,1228954000000,178135000000,0,863649000000,199185000000,352000000,184635000000,4105000000,26068000000,153749000000,-25070000000,1174660000000,2095719000000,199185000000,461671000000,660856000000,91974000000,2466096000000,365305000000
2016-07-22,64.04,-0.14,-0.218136%,64.13,63.46,64.4,"49,121,260","3,140,605,763.773200",2016-06-30,13033000000,15040000000,13033000000,-2007000000,6200000000,9340000000,13638000000,-2007000000,1402000000,-11347000000,3140000000,6200000000,5666000000,-16745000000,21730000000,-17483000000,-738000000,9430000000,20575000000,16159000000,1568000000,-1524000000,-22822000000,1336000000,-2174000000,-2840000000,-676000000,0,-7292000000,1498000000,2466096000000,917000000,2213673000000,252423000000,1330958000000,4105000000,153749000000,47303000000,990333000000,365305000000,1552817000000,37224000000,1597000000,14262000000,1228954000000,178135000000,0,863649000000,199185000000,352000000,184635000000,4105000000,26068000000,153749000000,-25070000000,1174660000000,2095719000000,199185000000,461671000000,660856000000,91974000000,2466096000000,365305000000
2016-07-15,64.18,2.35,+3.800744%,62.42,62.14,64.98,"94,859,519","6,032,729,522.105600",2016-06-30,13033000000,15040000000,13033000000,-2007000000,6200000000,9340000000,13638000000,-2007000000,1402000000,-11347000000,3140000000,6200000000,5666000000,-16745000000,21730000000,-17483000000,-738000000,9430000000,20575000000,16159000000,1568000000,-1524000000,-22822000000,1336000000,-2174000000,-2840000000,-676000000,0,-7292000000,1498000000,2466096000000,917000000,2213673000000,252423000000,1330958000000,4105000000,153749000000,47303000000,990333000000,365305000000,1552817000000,37224000000,1597000000,14262000000,1228954000000,178135000000,0,863649000000,199185000000,352000000,184635000000,4105000000,26068000000,153749000000,-25070000000,1174660000000,2095719000000,199185000000,461671000000,660856000000,91974000000,2466096000000,365305000000
