Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,accountsPayable,preferredStockTotalEquity,retainedEarningsTotalEquity,otherNonCurrrentAssets,totalNonCurrentAssets,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2019-11-01,180.93,3.08,+1.731796%,178.93,176.39,181.32,"36,865,115","6,606,858,297.984700",2019-09-30,6137000000,2402000000,1064000000,6137000000,3831000000,3025000000,3711000000,2230000000,3735000000,172000000,120000000,686000000,-274000000,3025000000,3025000000,3647000000,2365000000,-1004000000,-4402000000,-2660000000,-5000000,378000000,4042000000,4381000000,-4308000000,-563000000,-2092000000,-14000000,-1000000,249000000,-1420000000,163000000,72574000000,26780000000,4306000000,37890000000,34684000000,4807000000,5200000000,13502000000,7746000000,15656000000,4316000000,7838000000,13415000000,3990000000,-821000000,2695000000,20970000000,2157000000,-13214000000,4236000000,4590000000,16729000000,4225000000,5462000000,13502000000,4316000000,51604000000,2939000000,24475000000,16541000000,72574000000,12074000000
2019-10-25,177.85,2.14,+1.217916%,176.0,170.18,179.15,"40,534,524","7,080,185,379.071300",2019-09-30,6137000000,2402000000,1064000000,6137000000,3831000000,3025000000,3711000000,2230000000,3735000000,172000000,120000000,686000000,-274000000,3025000000,3025000000,3647000000,2365000000,-1004000000,-4402000000,-2660000000,-5000000,378000000,4042000000,4381000000,-4308000000,-563000000,-2092000000,-14000000,-1000000,249000000,-1420000000,163000000,72574000000,26780000000,4306000000,37890000000,34684000000,4807000000,5200000000,13502000000,7746000000,15656000000,4316000000,7838000000,13415000000,3990000000,-821000000,2695000000,20970000000,2157000000,-13214000000,4236000000,4590000000,16729000000,4225000000,5462000000,13502000000,4316000000,51604000000,2939000000,24475000000,16541000000,72574000000,12074000000
2019-10-18,175.71,-1.35,-0.762453%,177.38,174.55,179.43,"29,453,209","5,228,028,921.398200",2019-09-30,6137000000,2402000000,1064000000,6137000000,3831000000,3025000000,3711000000,2230000000,3735000000,172000000,120000000,686000000,-274000000,3025000000,3025000000,3647000000,2365000000,-1004000000,-4402000000,-2660000000,-5000000,378000000,4042000000,4381000000,-4308000000,-563000000,-2092000000,-14000000,-1000000,249000000,-1420000000,163000000,72574000000,26780000000,4306000000,37890000000,34684000000,4807000000,5200000000,13502000000,7746000000,15656000000,4316000000,7838000000,13415000000,3990000000,-821000000,2695000000,20970000000,2157000000,-13214000000,4236000000,4590000000,16729000000,4225000000,5462000000,13502000000,4316000000,51604000000,2939000000,24475000000,16541000000,72574000000,12074000000
2019-10-11,177.06,1.08,+0.613706%,174.66,171.88,179.2,"30,936,913","5,428,255,187.353100",2019-09-30,6137000000,2402000000,1064000000,6137000000,3831000000,3025000000,3711000000,2230000000,3735000000,172000000,120000000,686000000,-274000000,3025000000,3025000000,3647000000,2365000000,-1004000000,-4402000000,-2660000000,-5000000,378000000,4042000000,4381000000,-4308000000,-563000000,-2092000000,-14000000,-1000000,249000000,-1420000000,163000000,72574000000,26780000000,4306000000,37890000000,34684000000,4807000000,5200000000,13502000000,7746000000,15656000000,4316000000,7838000000,13415000000,3990000000,-821000000,2695000000,20970000000,2157000000,-13214000000,4236000000,4590000000,16729000000,4225000000,5462000000,13502000000,4316000000,51604000000,2939000000,24475000000,16541000000,72574000000,12074000000
2019-10-04,175.98,1.98,+1.137931%,174.17,168.59,176.52,"49,026,417","8,462,956,442.625300",2019-09-30,6137000000,2402000000,1064000000,6137000000,3831000000,3025000000,3711000000,2230000000,3735000000,172000000,120000000,686000000,-274000000,3025000000,3025000000,3647000000,2365000000,-1004000000,-4402000000,-2660000000,-5000000,378000000,4042000000,4381000000,-4308000000,-563000000,-2092000000,-14000000,-1000000,249000000,-1420000000,163000000,72574000000,26780000000,4306000000,37890000000,34684000000,4807000000,5200000000,13502000000,7746000000,15656000000,4316000000,7838000000,13415000000,3990000000,-821000000,2695000000,20970000000,2157000000,-13214000000,4236000000,4590000000,16729000000,4225000000,5462000000,13502000000,4316000000,51604000000,2939000000,24475000000,16541000000,72574000000,12074000000
2019-09-27,174.0,-0.06,-0.034471%,172.9,172.36,177.2,"46,830,138","8,188,208,819.911600",2019-06-30,5840000000,1932000000,1056000000,5840000000,3994000000,3101000000,3866000000,1767000000,3908000000,165000000,128000000,765000000,85000000,3101000000,3101000000,-761000000,373000000,809000000,1764000000,-3915000000,-1239000000,278000000,3384000000,-1571000000,1711000000,-565000000,-2111000000,-116000000,-10000000,194000000,-220000000,387000000,70249000000,27272000000,3908000000,35254000000,40457000000,4930000000,4546000000,13040000000,7731000000,15313000000,3892000000,7912000000,10829000000,2420000000,-59000000,2549000000,18305000000,2918000000,-18514000000,3265000000,3220000000,16694000000,3863000000,10924000000,13040000000,3892000000,51944000000,2801000000,24425000000,16552000000,70249000000,11177000000
2019-09-20,174.06,-3.21,-1.810797%,176.17,172.825,178.26,"39,917,506","7,014,016,398.771300",2019-06-30,5840000000,1932000000,1056000000,5840000000,3994000000,3101000000,3866000000,1767000000,3908000000,165000000,128000000,765000000,85000000,3101000000,3101000000,-761000000,373000000,809000000,1764000000,-3915000000,-1239000000,278000000,3384000000,-1571000000,1711000000,-565000000,-2111000000,-116000000,-10000000,194000000,-220000000,387000000,70249000000,27272000000,3908000000,35254000000,40457000000,4930000000,4546000000,13040000000,7731000000,15313000000,3892000000,7912000000,10829000000,2420000000,-59000000,2549000000,18305000000,2918000000,-18514000000,3265000000,3220000000,16694000000,3863000000,10924000000,13040000000,3892000000,51944000000,2801000000,24425000000,16552000000,70249000000,11177000000
2019-09-13,177.27,-8.47,-4.560138%,186.92,173.81,187.05,"45,511,360","8,067,334,982.845400",2019-06-30,5840000000,1932000000,1056000000,5840000000,3994000000,3101000000,3866000000,1767000000,3908000000,165000000,128000000,765000000,85000000,3101000000,3101000000,-761000000,373000000,809000000,1764000000,-3915000000,-1239000000,278000000,3384000000,-1571000000,1711000000,-565000000,-2111000000,-116000000,-10000000,194000000,-220000000,387000000,70249000000,27272000000,3908000000,35254000000,40457000000,4930000000,4546000000,13040000000,7731000000,15313000000,3892000000,7912000000,10829000000,2420000000,-59000000,2549000000,18305000000,2918000000,-18514000000,3265000000,3220000000,16694000000,3863000000,10924000000,13040000000,3892000000,51944000000,2801000000,24425000000,16552000000,70249000000,11177000000
2019-09-06,185.74,4.92,+2.720938%,180.52,179.1,186.71,"23,191,501","4,257,181,191.102300",2019-06-30,5840000000,1932000000,1056000000,5840000000,3994000000,3101000000,3866000000,1767000000,3908000000,165000000,128000000,765000000,85000000,3101000000,3101000000,-761000000,373000000,809000000,1764000000,-3915000000,-1239000000,278000000,3384000000,-1571000000,1711000000,-565000000,-2111000000,-116000000,-10000000,194000000,-220000000,387000000,70249000000,27272000000,3908000000,35254000000,40457000000,4930000000,4546000000,13040000000,7731000000,15313000000,3892000000,7912000000,10829000000,2420000000,-59000000,2549000000,18305000000,2918000000,-18514000000,3265000000,3220000000,16694000000,3863000000,10924000000,13040000000,3892000000,51944000000,2801000000,24425000000,16552000000,70249000000,11177000000
2019-08-30,180.82,5.59,+3.190093%,176.41,175.35,182.18,"24,929,443","4,455,578,465.486500",2019-06-30,5840000000,1932000000,1056000000,5840000000,3994000000,3101000000,3866000000,1767000000,3908000000,165000000,128000000,765000000,85000000,3101000000,3101000000,-761000000,373000000,809000000,1764000000,-3915000000,-1239000000,278000000,3384000000,-1571000000,1711000000,-565000000,-2111000000,-116000000,-10000000,194000000,-220000000,387000000,70249000000,27272000000,3908000000,35254000000,40457000000,4930000000,4546000000,13040000000,7731000000,15313000000,3892000000,7912000000,10829000000,2420000000,-59000000,2549000000,18305000000,2918000000,-18514000000,3265000000,3220000000,16694000000,3863000000,10924000000,13040000000,3892000000,51944000000,2801000000,24425000000,16552000000,70249000000,11177000000
2019-08-23,175.23,-3.0,-1.683218%,180.42,174.235,182.33,"26,490,226","4,744,320,377.413000",2019-06-30,5840000000,1932000000,1056000000,5840000000,3994000000,3101000000,3866000000,1767000000,3908000000,165000000,128000000,765000000,85000000,3101000000,3101000000,-761000000,373000000,809000000,1764000000,-3915000000,-1239000000,278000000,3384000000,-1571000000,1711000000,-565000000,-2111000000,-116000000,-10000000,194000000,-220000000,387000000,70249000000,27272000000,3908000000,35254000000,40457000000,4930000000,4546000000,13040000000,7731000000,15313000000,3892000000,7912000000,10829000000,2420000000,-59000000,2549000000,18305000000,2918000000,-18514000000,3265000000,3220000000,16694000000,3863000000,10924000000,13040000000,3892000000,51944000000,2801000000,24425000000,16552000000,70249000000,11177000000
2019-08-16,178.23,-0.82,-0.457973%,177.44,173.1601,178.92,"36,484,099","6,464,385,136.072400",2019-06-30,5840000000,1932000000,1056000000,5840000000,3994000000,3101000000,3866000000,1767000000,3908000000,165000000,128000000,765000000,85000000,3101000000,3101000000,-761000000,373000000,809000000,1764000000,-3915000000,-1239000000,278000000,3384000000,-1571000000,1711000000,-565000000,-2111000000,-116000000,-10000000,194000000,-220000000,387000000,70249000000,27272000000,3908000000,35254000000,40457000000,4930000000,4546000000,13040000000,7731000000,15313000000,3892000000,7912000000,10829000000,2420000000,-59000000,2549000000,18305000000,2918000000,-18514000000,3265000000,3220000000,16694000000,3863000000,10924000000,13040000000,3892000000,51944000000,2801000000,24425000000,16552000000,70249000000,11177000000
2019-08-09,179.05,1.63,+0.918724%,172.01,166.975,180.1,"48,408,932","8,392,502,446.667400",2019-06-30,5840000000,1932000000,1056000000,5840000000,3994000000,3101000000,3866000000,1767000000,3908000000,165000000,128000000,765000000,85000000,3101000000,3101000000,-761000000,373000000,809000000,1764000000,-3915000000,-1239000000,278000000,3384000000,-1571000000,1711000000,-565000000,-2111000000,-116000000,-10000000,194000000,-220000000,387000000,70249000000,27272000000,3908000000,35254000000,40457000000,4930000000,4546000000,13040000000,7731000000,15313000000,3892000000,7912000000,10829000000,2420000000,-59000000,2549000000,18305000000,2918000000,-18514000000,3265000000,3220000000,16694000000,3863000000,10924000000,13040000000,3892000000,51944000000,2801000000,24425000000,16552000000,70249000000,11177000000
2019-08-02,177.42,-6.27,-3.413359%,183.89,174.69,184.07,"34,521,571","6,208,420,873.938300",2019-06-30,5840000000,1932000000,1056000000,5840000000,3994000000,3101000000,3866000000,1767000000,3908000000,165000000,128000000,765000000,85000000,3101000000,3101000000,-761000000,373000000,809000000,1764000000,-3915000000,-1239000000,278000000,3384000000,-1571000000,1711000000,-565000000,-2111000000,-116000000,-10000000,194000000,-220000000,387000000,70249000000,27272000000,3908000000,35254000000,40457000000,4930000000,4546000000,13040000000,7731000000,15313000000,3892000000,7912000000,10829000000,2420000000,-59000000,2549000000,18305000000,2918000000,-18514000000,3265000000,3220000000,16694000000,3863000000,10924000000,13040000000,3892000000,51944000000,2801000000,24425000000,16552000000,70249000000,11177000000
2019-07-26,183.69,4.45,+2.482705%,179.64,179.06,183.99,"31,368,989","5,688,541,462.659000",2019-06-30,5840000000,1932000000,1056000000,5840000000,3994000000,3101000000,3866000000,1767000000,3908000000,165000000,128000000,765000000,85000000,3101000000,3101000000,-761000000,373000000,809000000,1764000000,-3915000000,-1239000000,278000000,3384000000,-1571000000,1711000000,-565000000,-2111000000,-116000000,-10000000,194000000,-220000000,387000000,70249000000,27272000000,3908000000,35254000000,40457000000,4930000000,4546000000,13040000000,7731000000,15313000000,3892000000,7912000000,10829000000,2420000000,-59000000,2549000000,18305000000,2918000000,-18514000000,3265000000,3220000000,16694000000,3863000000,10924000000,13040000000,3892000000,51944000000,2801000000,24425000000,16552000000,70249000000,11177000000
2019-07-19,179.24,-1.09,-0.604447%,180.56,178.58,181.84,"25,350,552","4,561,126,840.576400",2019-06-30,5840000000,1932000000,1056000000,5840000000,3994000000,3101000000,3866000000,1767000000,3908000000,165000000,128000000,765000000,85000000,3101000000,3101000000,-761000000,373000000,809000000,1764000000,-3915000000,-1239000000,278000000,3384000000,-1571000000,1711000000,-565000000,-2111000000,-116000000,-10000000,194000000,-220000000,387000000,70249000000,27272000000,3908000000,35254000000,40457000000,4930000000,4546000000,13040000000,7731000000,15313000000,3892000000,7912000000,10829000000,2420000000,-59000000,2549000000,18305000000,2918000000,-18514000000,3265000000,3220000000,16694000000,3863000000,10924000000,13040000000,3892000000,51944000000,2801000000,24425000000,16552000000,70249000000,11177000000
2019-07-12,180.33,3.67,+2.077437%,176.3,175.3,181.35,"30,908,848","5,523,842,263.396500",2019-06-30,5840000000,1932000000,1056000000,5840000000,3994000000,3101000000,3866000000,1767000000,3908000000,165000000,128000000,765000000,85000000,3101000000,3101000000,-761000000,373000000,809000000,1764000000,-3915000000,-1239000000,278000000,3384000000,-1571000000,1711000000,-565000000,-2111000000,-116000000,-10000000,194000000,-220000000,387000000,70249000000,27272000000,3908000000,35254000000,40457000000,4930000000,4546000000,13040000000,7731000000,15313000000,3892000000,7912000000,10829000000,2420000000,-59000000,2549000000,18305000000,2918000000,-18514000000,3265000000,3220000000,16694000000,3863000000,10924000000,13040000000,3892000000,51944000000,2801000000,24425000000,16552000000,70249000000,11177000000
2019-07-05,176.66,3.11,+1.791991%,175.33,172.74,177.0311,"21,268,295","3,725,689,432.844600",2019-06-30,5840000000,1932000000,1056000000,5840000000,3994000000,3101000000,3866000000,1767000000,3908000000,165000000,128000000,765000000,85000000,3101000000,3101000000,-761000000,373000000,809000000,1764000000,-3915000000,-1239000000,278000000,3384000000,-1571000000,1711000000,-565000000,-2111000000,-116000000,-10000000,194000000,-220000000,387000000,70249000000,27272000000,3908000000,35254000000,40457000000,4930000000,4546000000,13040000000,7731000000,15313000000,3892000000,7912000000,10829000000,2420000000,-59000000,2549000000,18305000000,2918000000,-18514000000,3265000000,3220000000,16694000000,3863000000,10924000000,13040000000,3892000000,51944000000,2801000000,24425000000,16552000000,70249000000,11177000000
2019-06-28,173.55,0.11,+0.063423%,174.6,170.32,174.94,"36,900,794","6,349,536,028.069900",2019-03-31,5494000000,1853000000,1065000000,5494000000,3817000000,2977000000,3677000000,1693000000,3641000000,160000000,140000000,700000000,154000000,2977000000,2977000000,-2119000000,-2129000000,-326000000,1949000000,-2468000000,-2000000,-730000000,2064000000,-2060000000,1638000000,-569000000,-1897000000,-3000000,113000000,156000000,1525000000,-833000000,69865000000,26966000000,3089000000,35590000000,39739000000,4911000000,5660000000,12513000000,7580000000,15088000000,3359000000,8547000000,11380000000,2081000000,-249000000,2456000000,18490000000,3506000000,-18707000000,3876000000,2978000000,16630000000,3639000000,10928000000,12513000000,3359000000,51375000000,2669000000,24210000000,16547000000,69865000000,12423000000
2019-06-21,173.44,3.78,+2.227985%,169.73,167.55,174.8065,"42,905,638","7,367,963,675.894400",2019-03-31,5494000000,1853000000,1065000000,5494000000,3817000000,2977000000,3677000000,1693000000,3641000000,160000000,140000000,700000000,154000000,2977000000,2977000000,-2119000000,-2129000000,-326000000,1949000000,-2468000000,-2000000,-730000000,2064000000,-2060000000,1638000000,-569000000,-1897000000,-3000000,113000000,156000000,1525000000,-833000000,69865000000,26966000000,3089000000,35590000000,39739000000,4911000000,5660000000,12513000000,7580000000,15088000000,3359000000,8547000000,11380000000,2081000000,-249000000,2456000000,18490000000,3506000000,-18707000000,3876000000,2978000000,16630000000,3639000000,10928000000,12513000000,3359000000,51375000000,2669000000,24210000000,16547000000,69865000000,12423000000
2019-06-14,169.66,-0.39,-0.229344%,171.84,168.42,172.2,"32,322,378","5,510,901,148.216700",2019-03-31,5494000000,1853000000,1065000000,5494000000,3817000000,2977000000,3677000000,1693000000,3641000000,160000000,140000000,700000000,154000000,2977000000,2977000000,-2119000000,-2129000000,-326000000,1949000000,-2468000000,-2000000,-730000000,2064000000,-2060000000,1638000000,-569000000,-1897000000,-3000000,113000000,156000000,1525000000,-833000000,69865000000,26966000000,3089000000,35590000000,39739000000,4911000000,5660000000,12513000000,7580000000,15088000000,3359000000,8547000000,11380000000,2081000000,-249000000,2456000000,18490000000,3506000000,-18707000000,3876000000,2978000000,16630000000,3639000000,10928000000,12513000000,3359000000,51375000000,2669000000,24210000000,16547000000,69865000000,12423000000
2019-06-07,170.05,8.72,+5.405070%,161.54,156.75,171.61,"46,756,304","7,715,712,049.152300",2019-03-31,5494000000,1853000000,1065000000,5494000000,3817000000,2977000000,3677000000,1693000000,3641000000,160000000,140000000,700000000,154000000,2977000000,2977000000,-2119000000,-2129000000,-326000000,1949000000,-2468000000,-2000000,-730000000,2064000000,-2060000000,1638000000,-569000000,-1897000000,-3000000,113000000,156000000,1525000000,-833000000,69865000000,26966000000,3089000000,35590000000,39739000000,4911000000,5660000000,12513000000,7580000000,15088000000,3359000000,8547000000,11380000000,2081000000,-249000000,2456000000,18490000000,3506000000,-18707000000,3876000000,2978000000,16630000000,3639000000,10928000000,12513000000,3359000000,51375000000,2669000000,24210000000,16547000000,69865000000,12423000000
2019-05-31,161.33,-1.31,-0.805460%,163.4,160.56,165.77,"26,488,405","4,317,231,266.563100",2019-03-31,5494000000,1853000000,1065000000,5494000000,3817000000,2977000000,3677000000,1693000000,3641000000,160000000,140000000,700000000,154000000,2977000000,2977000000,-2119000000,-2129000000,-326000000,1949000000,-2468000000,-2000000,-730000000,2064000000,-2060000000,1638000000,-569000000,-1897000000,-3000000,113000000,156000000,1525000000,-833000000,69865000000,26966000000,3089000000,35590000000,39739000000,4911000000,5660000000,12513000000,7580000000,15088000000,3359000000,8547000000,11380000000,2081000000,-249000000,2456000000,18490000000,3506000000,-18707000000,3876000000,2978000000,16630000000,3639000000,10928000000,12513000000,3359000000,51375000000,2669000000,24210000000,16547000000,69865000000,12423000000
2019-05-24,162.64,-1.45,-0.883661%,163.35,160.82,165.63,"29,503,104","4,820,727,470.059600",2019-03-31,5494000000,1853000000,1065000000,5494000000,3817000000,2977000000,3677000000,1693000000,3641000000,160000000,140000000,700000000,154000000,2977000000,2977000000,-2119000000,-2129000000,-326000000,1949000000,-2468000000,-2000000,-730000000,2064000000,-2060000000,1638000000,-569000000,-1897000000,-3000000,113000000,156000000,1525000000,-833000000,69865000000,26966000000,3089000000,35590000000,39739000000,4911000000,5660000000,12513000000,7580000000,15088000000,3359000000,8547000000,11380000000,2081000000,-249000000,2456000000,18490000000,3506000000,-18707000000,3876000000,2978000000,16630000000,3639000000,10928000000,12513000000,3359000000,51375000000,2669000000,24210000000,16547000000,69865000000,12423000000
2019-05-17,164.09,3.38,+2.103167%,157.19,156.42,165.6036,"41,361,572","6,679,733,429.135300",2019-03-31,5494000000,1853000000,1065000000,5494000000,3817000000,2977000000,3677000000,1693000000,3641000000,160000000,140000000,700000000,154000000,2977000000,2977000000,-2119000000,-2129000000,-326000000,1949000000,-2468000000,-2000000,-730000000,2064000000,-2060000000,1638000000,-569000000,-1897000000,-3000000,113000000,156000000,1525000000,-833000000,69865000000,26966000000,3089000000,35590000000,39739000000,4911000000,5660000000,12513000000,7580000000,15088000000,3359000000,8547000000,11380000000,2081000000,-249000000,2456000000,18490000000,3506000000,-18707000000,3876000000,2978000000,16630000000,3639000000,10928000000,12513000000,3359000000,51375000000,2669000000,24210000000,16547000000,69865000000,12423000000
2019-05-10,160.71,-1.33,-0.820785%,158.21,157.17,162.65,"34,308,184","5,501,913,664.761600",2019-03-31,5494000000,1853000000,1065000000,5494000000,3817000000,2977000000,3677000000,1693000000,3641000000,160000000,140000000,700000000,154000000,2977000000,2977000000,-2119000000,-2129000000,-326000000,1949000000,-2468000000,-2000000,-730000000,2064000000,-2060000000,1638000000,-569000000,-1897000000,-3000000,113000000,156000000,1525000000,-833000000,69865000000,26966000000,3089000000,35590000000,39739000000,4911000000,5660000000,12513000000,7580000000,15088000000,3359000000,8547000000,11380000000,2081000000,-249000000,2456000000,18490000000,3506000000,-18707000000,3876000000,2978000000,16630000000,3639000000,10928000000,12513000000,3359000000,51375000000,2669000000,24210000000,16547000000,69865000000,12423000000
2019-05-03,162.04,-0.89,-0.546247%,163.21,160.43,165.74,"32,057,131","5,238,636,355.845400",2019-03-31,5494000000,1853000000,1065000000,5494000000,3817000000,2977000000,3677000000,1693000000,3641000000,160000000,140000000,700000000,154000000,2977000000,2977000000,-2119000000,-2129000000,-326000000,1949000000,-2468000000,-2000000,-730000000,2064000000,-2060000000,1638000000,-569000000,-1897000000,-3000000,113000000,156000000,1525000000,-833000000,69865000000,26966000000,3089000000,35590000000,39739000000,4911000000,5660000000,12513000000,7580000000,15088000000,3359000000,8547000000,11380000000,2081000000,-249000000,2456000000,18490000000,3506000000,-18707000000,3876000000,2978000000,16630000000,3639000000,10928000000,12513000000,3359000000,51375000000,2669000000,24210000000,16547000000,69865000000,12423000000
2019-04-26,162.93,2.77,+1.729520%,159.2,158.55,163.03,"34,890,100","5,625,263,744.279000",2019-03-31,5494000000,1853000000,1065000000,5494000000,3817000000,2977000000,3677000000,1693000000,3641000000,160000000,140000000,700000000,154000000,2977000000,2977000000,-2119000000,-2129000000,-326000000,1949000000,-2468000000,-2000000,-730000000,2064000000,-2060000000,1638000000,-569000000,-1897000000,-3000000,113000000,156000000,1525000000,-833000000,69865000000,26966000000,3089000000,35590000000,39739000000,4911000000,5660000000,12513000000,7580000000,15088000000,3359000000,8547000000,11380000000,2081000000,-249000000,2456000000,18490000000,3506000000,-18707000000,3876000000,2978000000,16630000000,3639000000,10928000000,12513000000,3359000000,51375000000,2669000000,24210000000,16547000000,69865000000,12423000000
2019-04-19,160.16,0.52,+0.325733%,159.83,159.0007,161.105,"26,633,602","4,267,677,215.046400",2019-03-31,5494000000,1853000000,1065000000,5494000000,3817000000,2977000000,3677000000,1693000000,3641000000,160000000,140000000,700000000,154000000,2977000000,2977000000,-2119000000,-2129000000,-326000000,1949000000,-2468000000,-2000000,-730000000,2064000000,-2060000000,1638000000,-569000000,-1897000000,-3000000,113000000,156000000,1525000000,-833000000,69865000000,26966000000,3089000000,35590000000,39739000000,4911000000,5660000000,12513000000,7580000000,15088000000,3359000000,8547000000,11380000000,2081000000,-249000000,2456000000,18490000000,3506000000,-18707000000,3876000000,2978000000,16630000000,3639000000,10928000000,12513000000,3359000000,51375000000,2669000000,24210000000,16547000000,69865000000,12423000000
2019-04-12,159.64,1.99,+1.262290%,157.55,156.32,159.64,"28,404,714","4,489,889,373.898900",2019-03-31,5494000000,1853000000,1065000000,5494000000,3817000000,2977000000,3677000000,1693000000,3641000000,160000000,140000000,700000000,154000000,2977000000,2977000000,-2119000000,-2129000000,-326000000,1949000000,-2468000000,-2000000,-730000000,2064000000,-2060000000,1638000000,-569000000,-1897000000,-3000000,113000000,156000000,1525000000,-833000000,69865000000,26966000000,3089000000,35590000000,39739000000,4911000000,5660000000,12513000000,7580000000,15088000000,3359000000,8547000000,11380000000,2081000000,-249000000,2456000000,18490000000,3506000000,-18707000000,3876000000,2978000000,16630000000,3639000000,10928000000,12513000000,3359000000,51375000000,2669000000,24210000000,16547000000,69865000000,12423000000
2019-04-05,157.65,1.46,+0.934759%,157.53,156.53,159.11,"30,125,965","4,751,887,029.117500",2019-03-31,5494000000,1853000000,1065000000,5494000000,3817000000,2977000000,3677000000,1693000000,3641000000,160000000,140000000,700000000,154000000,2977000000,2977000000,-2119000000,-2129000000,-326000000,1949000000,-2468000000,-2000000,-730000000,2064000000,-2060000000,1638000000,-569000000,-1897000000,-3000000,113000000,156000000,1525000000,-833000000,69865000000,26966000000,3089000000,35590000000,39739000000,4911000000,5660000000,12513000000,7580000000,15088000000,3359000000,8547000000,11380000000,2081000000,-249000000,2456000000,18490000000,3506000000,-18707000000,3876000000,2978000000,16630000000,3639000000,10928000000,12513000000,3359000000,51375000000,2669000000,24210000000,16547000000,69865000000,12423000000
2019-03-29,156.19,3.12,+2.038283%,152.36,151.54,156.29,"64,483,218","9,975,819,235.984300",2018-12-31,5506000000,1789000000,173000000,5506000000,3775000000,2977000000,3630000000,1630000000,3717000000,159000000,145000000,653000000,-94000000,2977000000,2977000000,87000000,1694000000,-70000000,-89000000,-3018000000,-101000000,206000000,3294000000,-1489000000,1615000000,-572000000,-2345000000,-200000000,248000000,157000000,-1751000000,138000000,71655000000,27301000000,2333000000,37560000000,73746000000,4835000000,6118000000,11908000000,7538000000,15149000000,2370000000,9785000000,13389000000,3890000000,34370000000,2437000000,20107000000,4132000000,-19283000000,3461000000,4528000000,16633000000,3381000000,10928000000,11908000000,2529000000,51548000000,2703000000,24171000000,16540000000,71655000000,13246000000
2019-03-22,153.07,-2.39,-1.537373%,155.92,152.7134,156.68,"40,464,193","6,258,443,504.161600",2018-12-31,5506000000,1789000000,173000000,5506000000,3775000000,2977000000,3630000000,1630000000,3717000000,159000000,145000000,653000000,-94000000,2977000000,2977000000,87000000,1694000000,-70000000,-89000000,-3018000000,-101000000,206000000,3294000000,-1489000000,1615000000,-572000000,-2345000000,-200000000,248000000,157000000,-1751000000,138000000,71655000000,27301000000,2333000000,37560000000,73746000000,4835000000,6118000000,11908000000,7538000000,15149000000,2370000000,9785000000,13389000000,3890000000,34370000000,2437000000,20107000000,4132000000,-19283000000,3461000000,4528000000,16633000000,3381000000,10928000000,11908000000,2529000000,51548000000,2703000000,24171000000,16540000000,71655000000,13246000000
2019-03-15,155.46,8.11,+5.503902%,148.11,148.02,156.82,"56,662,660","8,695,727,028.115100",2018-12-31,5506000000,1789000000,173000000,5506000000,3775000000,2977000000,3630000000,1630000000,3717000000,159000000,145000000,653000000,-94000000,2977000000,2977000000,87000000,1694000000,-70000000,-89000000,-3018000000,-101000000,206000000,3294000000,-1489000000,1615000000,-572000000,-2345000000,-200000000,248000000,157000000,-1751000000,138000000,71655000000,27301000000,2333000000,37560000000,73746000000,4835000000,6118000000,11908000000,7538000000,15149000000,2370000000,9785000000,13389000000,3890000000,34370000000,2437000000,20107000000,4132000000,-19283000000,3461000000,4528000000,16633000000,3381000000,10928000000,11908000000,2529000000,51548000000,2703000000,24171000000,16540000000,71655000000,13246000000
2019-03-08,147.35,-2.12,-1.418345%,150.07,144.5,150.19,"38,774,573","5,722,879,991.650900",2018-12-31,5506000000,1789000000,173000000,5506000000,3775000000,2977000000,3630000000,1630000000,3717000000,159000000,145000000,653000000,-94000000,2977000000,2977000000,87000000,1694000000,-70000000,-89000000,-3018000000,-101000000,206000000,3294000000,-1489000000,1615000000,-572000000,-2345000000,-200000000,248000000,157000000,-1751000000,138000000,71655000000,27301000000,2333000000,37560000000,73746000000,4835000000,6118000000,11908000000,7538000000,15149000000,2370000000,9785000000,13389000000,3890000000,34370000000,2437000000,20107000000,4132000000,-19283000000,3461000000,4528000000,16633000000,3381000000,10928000000,11908000000,2529000000,51548000000,2703000000,24171000000,16540000000,71655000000,13246000000
