Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,cashflowFromFinancing,otherCashflowFromFinancing,operatingCashflow,depreciation,dividendPayout,capitalExpenditures,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation
2017-01-27,49.6,-3.12,-5.918058%,52.46,48.51,52.7,"145,825,136","7,279,794,165.389400",2016-12-31,32340000000,9955000000,14362000000,17978000000,8086000000,4495000000,6949000000,105000000,5968000000,8023000000,1137000000,2349000000,-3850000000,4600000000,4495000000,-8444000000,-2783000000,-203000000,-375000000,5086000000,3987000000,-2354000000,5661000000,244180000000,95570000000,4800000000,220148000000,22524000000,45964000000,8102000000,424000000,15059000000,38411000000,27205000000,133034000000,2880000000,30340000000,2645000000,3122000000,84751000000,26395000000,1110000000,-100251000000,17513000000,105433000000,1202000000,19593000000,424000000,15059000000,-7263000000,9149000000,217785000000,105433000000,38411000000,189808000000,11182000000,244180000000,2880000000,-147464000000
2017-01-20,52.72,0.17,+0.323501%,52.55,52.18,53.2,"53,074,235","2,790,334,015.358600",2016-12-31,32340000000,9955000000,14362000000,17978000000,8086000000,4495000000,6949000000,105000000,5968000000,8023000000,1137000000,2349000000,-3850000000,4600000000,4495000000,-8444000000,-2783000000,-203000000,-375000000,5086000000,3987000000,-2354000000,5661000000,244180000000,95570000000,4800000000,220148000000,22524000000,45964000000,8102000000,424000000,15059000000,38411000000,27205000000,133034000000,2880000000,30340000000,2645000000,3122000000,84751000000,26395000000,1110000000,-100251000000,17513000000,105433000000,1202000000,19593000000,424000000,15059000000,-7263000000,9149000000,217785000000,105433000000,38411000000,189808000000,11182000000,244180000000,2880000000,-147464000000
2017-01-13,52.55,-0.71,-1.333083%,53.22,52.02,53.265,"62,538,194","3,291,723,285.042700",2016-12-31,32340000000,9955000000,14362000000,17978000000,8086000000,4495000000,6949000000,105000000,5968000000,8023000000,1137000000,2349000000,-3850000000,4600000000,4495000000,-8444000000,-2783000000,-203000000,-375000000,5086000000,3987000000,-2354000000,5661000000,244180000000,95570000000,4800000000,220148000000,22524000000,45964000000,8102000000,424000000,15059000000,38411000000,27205000000,133034000000,2880000000,30340000000,2645000000,3122000000,84751000000,26395000000,1110000000,-100251000000,17513000000,105433000000,1202000000,19593000000,424000000,15059000000,-7263000000,9149000000,217785000000,105433000000,38411000000,189808000000,11182000000,244180000000,2880000000,-147464000000
2017-01-06,53.26,-0.12,-0.224803%,53.96,53.095,54.83,"70,663,427","3,832,888,889.721300",2016-12-31,32340000000,9955000000,14362000000,17978000000,8086000000,4495000000,6949000000,105000000,5968000000,8023000000,1137000000,2349000000,-3850000000,4600000000,4495000000,-8444000000,-2783000000,-203000000,-375000000,5086000000,3987000000,-2354000000,5661000000,244180000000,95570000000,4800000000,220148000000,22524000000,45964000000,8102000000,424000000,15059000000,38411000000,27205000000,133034000000,2880000000,30340000000,2645000000,3122000000,84751000000,26395000000,1110000000,-100251000000,17513000000,105433000000,1202000000,19593000000,424000000,15059000000,-7263000000,9149000000,217785000000,105433000000,38411000000,189808000000,11182000000,244180000000,2880000000,-147464000000
2016-12-30,53.38,-0.3,-0.558867%,53.69,53.17,53.9,"32,696,481","1,750,669,024.575600",2016-09-30,30937000000,12168000000,12229000000,18708000000,6614000000,3620000000,5576000000,127000000,8226000000,6540000000,1038000000,1829000000,0,3747000000,3620000000,-5192000000,-1067000000,3977000000,-526000000,4799000000,3942000000,-2303000000,4125000000,239498000000,95099000000,3030000000,217515000000,20460000000,44617000000,8444000000,424000000,12918000000,39861000000,25970000000,130463000000,6441000000,30298000000,3852000000,3203000000,83414000000,25621000000,1119000000,-100609000000,14832000000,102739000000,1318000000,18002000000,424000000,12918000000,-7264000000,8275000000,213877000000,102739000000,39861000000,187217000000,11179000000,239498000000,6441000000,-145495000000
2016-12-23,53.68,1.41,+2.697532%,52.48,52.09,53.75,"51,733,249","2,753,210,826.596300",2016-09-30,30937000000,12168000000,12229000000,18708000000,6614000000,3620000000,5576000000,127000000,8226000000,6540000000,1038000000,1829000000,0,3747000000,3620000000,-5192000000,-1067000000,3977000000,-526000000,4799000000,3942000000,-2303000000,4125000000,239498000000,95099000000,3030000000,217515000000,20460000000,44617000000,8444000000,424000000,12918000000,39861000000,25970000000,130463000000,6441000000,30298000000,3852000000,3203000000,83414000000,25621000000,1119000000,-100609000000,14832000000,102739000000,1318000000,18002000000,424000000,12918000000,-7264000000,8275000000,213877000000,102739000000,39861000000,187217000000,11179000000,239498000000,6441000000,-145495000000
2016-12-16,52.27,0.78,+1.514857%,51.54,51.245,52.66,"83,544,442","4,345,679,488.890300",2016-09-30,30937000000,12168000000,12229000000,18708000000,6614000000,3620000000,5576000000,127000000,8226000000,6540000000,1038000000,1829000000,0,3747000000,3620000000,-5192000000,-1067000000,3977000000,-526000000,4799000000,3942000000,-2303000000,4125000000,239498000000,95099000000,3030000000,217515000000,20460000000,44617000000,8444000000,424000000,12918000000,39861000000,25970000000,130463000000,6441000000,30298000000,3852000000,3203000000,83414000000,25621000000,1119000000,-100609000000,14832000000,102739000000,1318000000,18002000000,424000000,12918000000,-7264000000,8275000000,213877000000,102739000000,39861000000,187217000000,11179000000,239498000000,6441000000,-145495000000
2016-12-09,51.49,1.68,+3.372817%,49.74,49.735,51.63,"64,541,163","3,274,011,037.152800",2016-09-30,30937000000,12168000000,12229000000,18708000000,6614000000,3620000000,5576000000,127000000,8226000000,6540000000,1038000000,1829000000,0,3747000000,3620000000,-5192000000,-1067000000,3977000000,-526000000,4799000000,3942000000,-2303000000,4125000000,239498000000,95099000000,3030000000,217515000000,20460000000,44617000000,8444000000,424000000,12918000000,39861000000,25970000000,130463000000,6441000000,30298000000,3852000000,3203000000,83414000000,25621000000,1119000000,-100609000000,14832000000,102739000000,1318000000,18002000000,424000000,12918000000,-7264000000,8275000000,213877000000,102739000000,39861000000,187217000000,11179000000,239498000000,6441000000,-145495000000
2016-12-02,49.81,-0.86,-1.697257%,50.47,49.31,51.2,"71,847,619","3,619,626,657.100100",2016-09-30,30937000000,12168000000,12229000000,18708000000,6614000000,3620000000,5576000000,127000000,8226000000,6540000000,1038000000,1829000000,0,3747000000,3620000000,-5192000000,-1067000000,3977000000,-526000000,4799000000,3942000000,-2303000000,4125000000,239498000000,95099000000,3030000000,217515000000,20460000000,44617000000,8444000000,424000000,12918000000,39861000000,25970000000,130463000000,6441000000,30298000000,3852000000,3203000000,83414000000,25621000000,1119000000,-100609000000,14832000000,102739000000,1318000000,18002000000,424000000,12918000000,-7264000000,8275000000,213877000000,102739000000,39861000000,187217000000,11179000000,239498000000,6441000000,-145495000000
2016-11-25,50.67,2.6,+5.408779%,48.06,47.92,50.8,"62,360,715","3,090,156,954.831800",2016-09-30,30937000000,12168000000,12229000000,18708000000,6614000000,3620000000,5576000000,127000000,8226000000,6540000000,1038000000,1829000000,0,3747000000,3620000000,-5192000000,-1067000000,3977000000,-526000000,4799000000,3942000000,-2303000000,4125000000,239498000000,95099000000,3030000000,217515000000,20460000000,44617000000,8444000000,424000000,12918000000,39861000000,25970000000,130463000000,6441000000,30298000000,3852000000,3203000000,83414000000,25621000000,1119000000,-100609000000,14832000000,102739000000,1318000000,18002000000,424000000,12918000000,-7264000000,8275000000,213877000000,102739000000,39861000000,187217000000,11179000000,239498000000,6441000000,-145495000000
2016-11-18,48.07,1.38,+2.955665%,46.71,46.01,48.2,"83,077,709","3,925,577,063.947600",2016-09-30,30937000000,12168000000,12229000000,18708000000,6614000000,3620000000,5576000000,127000000,8226000000,6540000000,1038000000,1829000000,0,3747000000,3620000000,-5192000000,-1067000000,3977000000,-526000000,4799000000,3942000000,-2303000000,4125000000,239498000000,95099000000,3030000000,217515000000,20460000000,44617000000,8444000000,424000000,12918000000,39861000000,25970000000,130463000000,6441000000,30298000000,3852000000,3203000000,83414000000,25621000000,1119000000,-100609000000,14832000000,102739000000,1318000000,18002000000,424000000,12918000000,-7264000000,8275000000,213877000000,102739000000,39861000000,187217000000,11179000000,239498000000,6441000000,-145495000000
2016-11-11,46.69,-0.39,-0.828377%,47.39,46.36,48.08,"85,796,724","4,043,654,919.503400",2016-09-30,30937000000,12168000000,12229000000,18708000000,6614000000,3620000000,5576000000,127000000,8226000000,6540000000,1038000000,1829000000,0,3747000000,3620000000,-5192000000,-1067000000,3977000000,-526000000,4799000000,3942000000,-2303000000,4125000000,239498000000,95099000000,3030000000,217515000000,20460000000,44617000000,8444000000,424000000,12918000000,39861000000,25970000000,130463000000,6441000000,30298000000,3852000000,3203000000,83414000000,25621000000,1119000000,-100609000000,14832000000,102739000000,1318000000,18002000000,424000000,12918000000,-7264000000,8275000000,213877000000,102739000000,39861000000,187217000000,11179000000,239498000000,6441000000,-145495000000
2016-11-04,47.08,-1.13,-2.343912%,48.24,46.79,48.38,"69,192,290","3,280,481,731.919900",2016-09-30,30937000000,12168000000,12229000000,18708000000,6614000000,3620000000,5576000000,127000000,8226000000,6540000000,1038000000,1829000000,0,3747000000,3620000000,-5192000000,-1067000000,3977000000,-526000000,4799000000,3942000000,-2303000000,4125000000,239498000000,95099000000,3030000000,217515000000,20460000000,44617000000,8444000000,424000000,12918000000,39861000000,25970000000,130463000000,6441000000,30298000000,3852000000,3203000000,83414000000,25621000000,1119000000,-100609000000,14832000000,102739000000,1318000000,18002000000,424000000,12918000000,-7264000000,8275000000,213877000000,102739000000,39861000000,187217000000,11179000000,239498000000,6441000000,-145495000000
2016-10-28,48.21,0.01,+0.020747%,48.71,47.58,48.93,"83,895,906","4,040,731,610.092500",2016-09-30,30937000000,12168000000,12229000000,18708000000,6614000000,3620000000,5576000000,127000000,8226000000,6540000000,1038000000,1829000000,0,3747000000,3620000000,-5192000000,-1067000000,3977000000,-526000000,4799000000,3942000000,-2303000000,4125000000,239498000000,95099000000,3030000000,217515000000,20460000000,44617000000,8444000000,424000000,12918000000,39861000000,25970000000,130463000000,6441000000,30298000000,3852000000,3203000000,83414000000,25621000000,1119000000,-100609000000,14832000000,102739000000,1318000000,18002000000,424000000,12918000000,-7264000000,8275000000,213877000000,102739000000,39861000000,187217000000,11179000000,239498000000,6441000000,-145495000000
2016-10-21,48.2,-2.08,-4.136834%,50.21,47.95,50.63,"83,846,547","4,139,586,807.756600",2016-09-30,30937000000,12168000000,12229000000,18708000000,6614000000,3620000000,5576000000,127000000,8226000000,6540000000,1038000000,1829000000,0,3747000000,3620000000,-5192000000,-1067000000,3977000000,-526000000,4799000000,3942000000,-2303000000,4125000000,239498000000,95099000000,3030000000,217515000000,20460000000,44617000000,8444000000,424000000,12918000000,39861000000,25970000000,130463000000,6441000000,30298000000,3852000000,3203000000,83414000000,25621000000,1119000000,-100609000000,14832000000,102739000000,1318000000,18002000000,424000000,12918000000,-7264000000,8275000000,213877000000,102739000000,39861000000,187217000000,11179000000,239498000000,6441000000,-145495000000
2016-10-14,50.28,0.36,+0.721154%,50.23,49.63,50.61,"51,315,811","2,573,753,670.991400",2016-09-30,30937000000,12168000000,12229000000,18708000000,6614000000,3620000000,5576000000,127000000,8226000000,6540000000,1038000000,1829000000,0,3747000000,3620000000,-5192000000,-1067000000,3977000000,-526000000,4799000000,3942000000,-2303000000,4125000000,239498000000,95099000000,3030000000,217515000000,20460000000,44617000000,8444000000,424000000,12918000000,39861000000,25970000000,130463000000,6441000000,30298000000,3852000000,3203000000,83414000000,25621000000,1119000000,-100609000000,14832000000,102739000000,1318000000,18002000000,424000000,12918000000,-7264000000,8275000000,213877000000,102739000000,39861000000,187217000000,11179000000,239498000000,6441000000,-145495000000
2016-10-07,49.92,-2.06,-3.963063%,51.84,49.92,52.14,"65,605,270","3,323,032,691.531400",2016-09-30,30937000000,12168000000,12229000000,18708000000,6614000000,3620000000,5576000000,127000000,8226000000,6540000000,1038000000,1829000000,0,3747000000,3620000000,-5192000000,-1067000000,3977000000,-526000000,4799000000,3942000000,-2303000000,4125000000,239498000000,95099000000,3030000000,217515000000,20460000000,44617000000,8444000000,424000000,12918000000,39861000000,25970000000,130463000000,6441000000,30298000000,3852000000,3203000000,83414000000,25621000000,1119000000,-100609000000,14832000000,102739000000,1318000000,18002000000,424000000,12918000000,-7264000000,8275000000,213877000000,102739000000,39861000000,187217000000,11179000000,239498000000,6441000000,-145495000000
2016-09-30,51.98,-0.58,-1.103501%,52.45,51.77,52.66,"55,979,434","2,920,523,846.310900",2016-09-30,30937000000,12168000000,12229000000,18708000000,6614000000,3620000000,5576000000,127000000,8226000000,6540000000,1038000000,1829000000,0,3747000000,3620000000,-5192000000,-1067000000,3977000000,-526000000,4799000000,3942000000,-2303000000,4125000000,239498000000,95099000000,3030000000,217515000000,20460000000,44617000000,8444000000,424000000,12918000000,39861000000,25970000000,130463000000,6441000000,30298000000,3852000000,3203000000,83414000000,25621000000,1119000000,-100609000000,14832000000,102739000000,1318000000,18002000000,424000000,12918000000,-7264000000,8275000000,213877000000,102739000000,39861000000,187217000000,11179000000,239498000000,6441000000,-145495000000
2016-09-23,52.56,0.68,+1.310717%,51.89,51.02,52.82,"68,786,286","3,563,479,561.716100",2016-06-30,30532000000,13757000000,12221000000,18311000000,2708000000,702000000,1695000000,129000000,9775000000,4554000000,1013000000,864000000,0,831000000,702000000,6089000000,9975000000,-14489000000,-1912000000,5411000000,3982000000,-2303000000,3886000000,231870000000,94380000000,3762000000,211126000000,19244000000,43825000000,8515000000,424000000,11652000000,39971000000,25417000000,127854000000,2857000000,34408000000,6803000000,3255000000,83172000000,20844000000,822000000,-100553000000,13294000000,92922000000,931000000,19090000000,424000000,11652000000,-7279000000,7235000000,211026000000,92922000000,39971000000,176718000000,11192000000,231870000000,2857000000,-142584000000
2016-09-16,51.88,0.06,+0.115785%,51.75,51.115,52.835,"78,202,353","4,051,657,365.374800",2016-06-30,30532000000,13757000000,12221000000,18311000000,2708000000,702000000,1695000000,129000000,9775000000,4554000000,1013000000,864000000,0,831000000,702000000,6089000000,9975000000,-14489000000,-1912000000,5411000000,3982000000,-2303000000,3886000000,231870000000,94380000000,3762000000,211126000000,19244000000,43825000000,8515000000,424000000,11652000000,39971000000,25417000000,127854000000,2857000000,34408000000,6803000000,3255000000,83172000000,20844000000,822000000,-100553000000,13294000000,92922000000,931000000,19090000000,424000000,11652000000,-7279000000,7235000000,211026000000,92922000000,39971000000,176718000000,11192000000,231870000000,2857000000,-142584000000
2016-09-09,51.82,-1.06,-2.004539%,53.09,51.77,53.88,"55,111,717","2,927,416,633.633400",2016-06-30,30532000000,13757000000,12221000000,18311000000,2708000000,702000000,1695000000,129000000,9775000000,4554000000,1013000000,864000000,0,831000000,702000000,6089000000,9975000000,-14489000000,-1912000000,5411000000,3982000000,-2303000000,3886000000,231870000000,94380000000,3762000000,211126000000,19244000000,43825000000,8515000000,424000000,11652000000,39971000000,25417000000,127854000000,2857000000,34408000000,6803000000,3255000000,83172000000,20844000000,822000000,-100553000000,13294000000,92922000000,931000000,19090000000,424000000,11652000000,-7279000000,7235000000,211026000000,92922000000,39971000000,176718000000,11192000000,231870000000,2857000000,-142584000000
2016-09-02,52.88,0.81,+1.555598%,52.36,52.03,53.14,"54,776,953","2,873,583,358.246600",2016-06-30,30532000000,13757000000,12221000000,18311000000,2708000000,702000000,1695000000,129000000,9775000000,4554000000,1013000000,864000000,0,831000000,702000000,6089000000,9975000000,-14489000000,-1912000000,5411000000,3982000000,-2303000000,3886000000,231870000000,94380000000,3762000000,211126000000,19244000000,43825000000,8515000000,424000000,11652000000,39971000000,25417000000,127854000000,2857000000,34408000000,6803000000,3255000000,83172000000,20844000000,822000000,-100553000000,13294000000,92922000000,931000000,19090000000,424000000,11652000000,-7279000000,7235000000,211026000000,92922000000,39971000000,176718000000,11192000000,231870000000,2857000000,-142584000000
2016-08-26,52.07,-0.38,-0.724500%,52.58,51.9,53.005,"48,645,000","2,553,492,376.586900",2016-06-30,30532000000,13757000000,12221000000,18311000000,2708000000,702000000,1695000000,129000000,9775000000,4554000000,1013000000,864000000,0,831000000,702000000,6089000000,9975000000,-14489000000,-1912000000,5411000000,3982000000,-2303000000,3886000000,231870000000,94380000000,3762000000,211126000000,19244000000,43825000000,8515000000,424000000,11652000000,39971000000,25417000000,127854000000,2857000000,34408000000,6803000000,3255000000,83172000000,20844000000,822000000,-100553000000,13294000000,92922000000,931000000,19090000000,424000000,11652000000,-7279000000,7235000000,211026000000,92922000000,39971000000,176718000000,11192000000,231870000000,2857000000,-142584000000
2016-08-19,52.45,-1.2,-2.236719%,53.66,52.16,53.85,"58,309,918","3,084,724,968.409400",2016-06-30,30532000000,13757000000,12221000000,18311000000,2708000000,702000000,1695000000,129000000,9775000000,4554000000,1013000000,864000000,0,831000000,702000000,6089000000,9975000000,-14489000000,-1912000000,5411000000,3982000000,-2303000000,3886000000,231870000000,94380000000,3762000000,211126000000,19244000000,43825000000,8515000000,424000000,11652000000,39971000000,25417000000,127854000000,2857000000,34408000000,6803000000,3255000000,83172000000,20844000000,822000000,-100553000000,13294000000,92922000000,931000000,19090000000,424000000,11652000000,-7279000000,7235000000,211026000000,92922000000,39971000000,176718000000,11192000000,231870000000,2857000000,-142584000000
2016-08-12,53.65,0.01,+0.018643%,53.64,53.33,53.99,"42,092,153","2,260,894,295.079000",2016-06-30,30532000000,13757000000,12221000000,18311000000,2708000000,702000000,1695000000,129000000,9775000000,4554000000,1013000000,864000000,0,831000000,702000000,6089000000,9975000000,-14489000000,-1912000000,5411000000,3982000000,-2303000000,3886000000,231870000000,94380000000,3762000000,211126000000,19244000000,43825000000,8515000000,424000000,11652000000,39971000000,25417000000,127854000000,2857000000,34408000000,6803000000,3255000000,83172000000,20844000000,822000000,-100553000000,13294000000,92922000000,931000000,19090000000,424000000,11652000000,-7279000000,7235000000,211026000000,92922000000,39971000000,176718000000,11192000000,231870000000,2857000000,-142584000000
2016-08-05,53.64,-1.77,-3.194369%,55.58,53.33,55.8195,"71,062,183","3,844,151,515.437100",2016-06-30,30532000000,13757000000,12221000000,18311000000,2708000000,702000000,1695000000,129000000,9775000000,4554000000,1013000000,864000000,0,831000000,702000000,6089000000,9975000000,-14489000000,-1912000000,5411000000,3982000000,-2303000000,3886000000,231870000000,94380000000,3762000000,211126000000,19244000000,43825000000,8515000000,424000000,11652000000,39971000000,25417000000,127854000000,2857000000,34408000000,6803000000,3255000000,83172000000,20844000000,822000000,-100553000000,13294000000,92922000000,931000000,19090000000,424000000,11652000000,-7279000000,7235000000,211026000000,92922000000,39971000000,176718000000,11192000000,231870000000,2857000000,-142584000000
2016-07-29,55.41,-0.69,-1.229947%,56.1,54.44,56.25,"72,858,415","4,021,801,525.506200",2016-06-30,30532000000,13757000000,12221000000,18311000000,2708000000,702000000,1695000000,129000000,9775000000,4554000000,1013000000,864000000,0,831000000,702000000,6089000000,9975000000,-14489000000,-1912000000,5411000000,3982000000,-2303000000,3886000000,231870000000,94380000000,3762000000,211126000000,19244000000,43825000000,8515000000,424000000,11652000000,39971000000,25417000000,127854000000,2857000000,34408000000,6803000000,3255000000,83172000000,20844000000,822000000,-100553000000,13294000000,92922000000,931000000,19090000000,424000000,11652000000,-7279000000,7235000000,211026000000,92922000000,39971000000,176718000000,11192000000,231870000000,2857000000,-142584000000
2016-07-22,56.1,0.26,+0.465616%,55.87,55.24,56.2,"52,829,260","2,943,428,872.583100",2016-06-30,30532000000,13757000000,12221000000,18311000000,2708000000,702000000,1695000000,129000000,9775000000,4554000000,1013000000,864000000,0,831000000,702000000,6089000000,9975000000,-14489000000,-1912000000,5411000000,3982000000,-2303000000,3886000000,231870000000,94380000000,3762000000,211126000000,19244000000,43825000000,8515000000,424000000,11652000000,39971000000,25417000000,127854000000,2857000000,34408000000,6803000000,3255000000,83172000000,20844000000,822000000,-100553000000,13294000000,92922000000,931000000,19090000000,424000000,11652000000,-7279000000,7235000000,211026000000,92922000000,39971000000,176718000000,11192000000,231870000000,2857000000,-142584000000
2016-07-15,55.84,-0.06,-0.107335%,55.75,55.37,56.1,"63,786,074","3,557,775,644.868000",2016-06-30,30532000000,13757000000,12221000000,18311000000,2708000000,702000000,1695000000,129000000,9775000000,4554000000,1013000000,864000000,0,831000000,702000000,6089000000,9975000000,-14489000000,-1912000000,5411000000,3982000000,-2303000000,3886000000,231870000000,94380000000,3762000000,211126000000,19244000000,43825000000,8515000000,424000000,11652000000,39971000000,25417000000,127854000000,2857000000,34408000000,6803000000,3255000000,83172000000,20844000000,822000000,-100553000000,13294000000,92922000000,931000000,19090000000,424000000,11652000000,-7279000000,7235000000,211026000000,92922000000,39971000000,176718000000,11192000000,231870000000,2857000000,-142584000000
2016-07-08,55.9,-0.33,-0.586875%,56.32,55.01,56.95,"65,984,910","3,696,538,960.328400",2016-06-30,30532000000,13757000000,12221000000,18311000000,2708000000,702000000,1695000000,129000000,9775000000,4554000000,1013000000,864000000,0,831000000,702000000,6089000000,9975000000,-14489000000,-1912000000,5411000000,3982000000,-2303000000,3886000000,231870000000,94380000000,3762000000,211126000000,19244000000,43825000000,8515000000,424000000,11652000000,39971000000,25417000000,127854000000,2857000000,34408000000,6803000000,3255000000,83172000000,20844000000,822000000,-100553000000,13294000000,92922000000,931000000,19090000000,424000000,11652000000,-7279000000,7235000000,211026000000,92922000000,39971000000,176718000000,11192000000,231870000000,2857000000,-142584000000
2016-07-01,56.23,1.8,+3.307000%,54.06,53.88,56.29,"96,781,297","5,337,454,193.826300",2016-06-30,30532000000,13757000000,12221000000,18311000000,2708000000,702000000,1695000000,129000000,9775000000,4554000000,1013000000,864000000,0,831000000,702000000,6089000000,9975000000,-14489000000,-1912000000,5411000000,3982000000,-2303000000,3886000000,231870000000,94380000000,3762000000,211126000000,19244000000,43825000000,8515000000,424000000,11652000000,39971000000,25417000000,127854000000,2857000000,34408000000,6803000000,3255000000,83172000000,20844000000,822000000,-100553000000,13294000000,92922000000,931000000,19090000000,424000000,11652000000,-7279000000,7235000000,211026000000,92922000000,39971000000,176718000000,11192000000,231870000000,2857000000,-142584000000
2016-06-24,54.43,0.65,+1.208628%,54.0,53.43,55.22,"95,369,157","5,180,036,895.251400",2016-03-31,32171000000,11617000000,12612000000,19559000000,7954000000,4310000000,6766000000,120000000,7600000000,7942000000,1188000000,2336000000,0,4430000000,4310000000,-3436000000,-49000000,-2607000000,108000000,7419000000,4017000000,-2302000000,3387000000,244587000000,95046000000,4142000000,224484000000,18641000000,45568000000,8929000000,424000000,13253000000,41989000000,25364000000,137961000000,5846000000,33312000000,6265000000,1052000000,83011000000,23615000000,821000000,-101769000000,12485000000,103615000000,1142000000,18118000000,424000000,13253000000,-7279000000,16730000000,220972000000,103615000000,41989000000,191172000000,11191000000,244587000000,5846000000,-139658000000
2016-06-17,53.78,1.11,+2.107462%,52.5,52.233,53.78,"64,248,410","3,410,847,323.198100",2016-03-31,32171000000,11617000000,12612000000,19559000000,7954000000,4310000000,6766000000,120000000,7600000000,7942000000,1188000000,2336000000,0,4430000000,4310000000,-3436000000,-49000000,-2607000000,108000000,7419000000,4017000000,-2302000000,3387000000,244587000000,95046000000,4142000000,224484000000,18641000000,45568000000,8929000000,424000000,13253000000,41989000000,25364000000,137961000000,5846000000,33312000000,6265000000,1052000000,83011000000,23615000000,821000000,-101769000000,12485000000,103615000000,1142000000,18118000000,424000000,13253000000,-7279000000,16730000000,220972000000,103615000000,41989000000,191172000000,11191000000,244587000000,5846000000,-139658000000
2016-06-10,52.67,1.75,+3.436764%,51.06,50.6,52.83,"61,252,331","3,166,644,677.317700",2016-03-31,32171000000,11617000000,12612000000,19559000000,7954000000,4310000000,6766000000,120000000,7600000000,7942000000,1188000000,2336000000,0,4430000000,4310000000,-3436000000,-49000000,-2607000000,108000000,7419000000,4017000000,-2302000000,3387000000,244587000000,95046000000,4142000000,224484000000,18641000000,45568000000,8929000000,424000000,13253000000,41989000000,25364000000,137961000000,5846000000,33312000000,6265000000,1052000000,83011000000,23615000000,821000000,-101769000000,12485000000,103615000000,1142000000,18118000000,424000000,13253000000,-7279000000,16730000000,220972000000,103615000000,41989000000,191172000000,11191000000,244587000000,5846000000,-139658000000
2016-06-03,50.92,0.3,+0.592651%,50.88,50.12,51.16,"44,726,992","2,269,606,799.950800",2016-03-31,32171000000,11617000000,12612000000,19559000000,7954000000,4310000000,6766000000,120000000,7600000000,7942000000,1188000000,2336000000,0,4430000000,4310000000,-3436000000,-49000000,-2607000000,108000000,7419000000,4017000000,-2302000000,3387000000,244587000000,95046000000,4142000000,224484000000,18641000000,45568000000,8929000000,424000000,13253000000,41989000000,25364000000,137961000000,5846000000,33312000000,6265000000,1052000000,83011000000,23615000000,821000000,-101769000000,12485000000,103615000000,1142000000,18118000000,424000000,13253000000,-7279000000,16730000000,220972000000,103615000000,41989000000,191172000000,11191000000,244587000000,5846000000,-139658000000
2016-05-27,50.62,0.96,+1.933145%,49.66,49.045,50.86,"56,281,412","2,802,690,497.982600",2016-03-31,32171000000,11617000000,12612000000,19559000000,7954000000,4310000000,6766000000,120000000,7600000000,7942000000,1188000000,2336000000,0,4430000000,4310000000,-3436000000,-49000000,-2607000000,108000000,7419000000,4017000000,-2302000000,3387000000,244587000000,95046000000,4142000000,224484000000,18641000000,45568000000,8929000000,424000000,13253000000,41989000000,25364000000,137961000000,5846000000,33312000000,6265000000,1052000000,83011000000,23615000000,821000000,-101769000000,12485000000,103615000000,1142000000,18118000000,424000000,13253000000,-7279000000,16730000000,220972000000,103615000000,41989000000,191172000000,11191000000,244587000000,5846000000,-139658000000
2016-05-20,49.66,-1.28,-2.512760%,50.77,49.12,51.35,"60,220,173","3,021,443,971.061600",2016-03-31,32171000000,11617000000,12612000000,19559000000,7954000000,4310000000,6766000000,120000000,7600000000,7942000000,1188000000,2336000000,0,4430000000,4310000000,-3436000000,-49000000,-2607000000,108000000,7419000000,4017000000,-2302000000,3387000000,244587000000,95046000000,4142000000,224484000000,18641000000,45568000000,8929000000,424000000,13253000000,41989000000,25364000000,137961000000,5846000000,33312000000,6265000000,1052000000,83011000000,23615000000,821000000,-101769000000,12485000000,103615000000,1142000000,18118000000,424000000,13253000000,-7279000000,16730000000,220972000000,103615000000,41989000000,191172000000,11191000000,244587000000,5846000000,-139658000000
2016-05-13,50.94,-0.18,-0.352113%,51.22,50.85,51.695,"44,610,472","2,287,237,240.156900",2016-03-31,32171000000,11617000000,12612000000,19559000000,7954000000,4310000000,6766000000,120000000,7600000000,7942000000,1188000000,2336000000,0,4430000000,4310000000,-3436000000,-49000000,-2607000000,108000000,7419000000,4017000000,-2302000000,3387000000,244587000000,95046000000,4142000000,224484000000,18641000000,45568000000,8929000000,424000000,13253000000,41989000000,25364000000,137961000000,5846000000,33312000000,6265000000,1052000000,83011000000,23615000000,821000000,-101769000000,12485000000,103615000000,1142000000,18118000000,424000000,13253000000,-7279000000,16730000000,220972000000,103615000000,41989000000,191172000000,11191000000,244587000000,5846000000,-139658000000
