Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2017-11-17,262.26,1.41,+0.540541%,261.67,260.15,265.04,"11,908,533","3,127,499,640.568200",2017-09-30,24358000000,1682000000,19987000000,4322000000,2734000000,1853000000,767000000,2647000000,423000000,915000000,45000000,2689000000,0,87000000,794000000,0,1853000000,1853000000,144000000,2278000000,-250000000,5000000,-25000000,-3335000000,-6000000,-189000000,3396000000,295000000,522000000,-855000000,-2449000000,-623000000,1983000000,142000000,399000000,-1071000000,-168000000,91007000000,2523000000,89862000000,1086000000,40703000000,5061000000,44052000000,22789000000,5344000000,14153000000,8569000000,54409000000,988000000,-13036000000,12712000000,64142000000,4309000000,-6781000000,1463000000,11079000000,9780000000,43031000000,53421000000,5061000000,44052000000,-41745000000,1679000000,26865000000,9780000000,22789000000,35453000000,6754000000,91007000000,10032000000
2017-11-10,260.85,-0.9,-0.343840%,262.62,259.5626,267.62,"13,915,269","3,678,092,569.098500",2017-09-30,24358000000,1682000000,19987000000,4322000000,2734000000,1853000000,767000000,2647000000,423000000,915000000,45000000,2689000000,0,87000000,794000000,0,1853000000,1853000000,144000000,2278000000,-250000000,5000000,-25000000,-3335000000,-6000000,-189000000,3396000000,295000000,522000000,-855000000,-2449000000,-623000000,1983000000,142000000,399000000,-1071000000,-168000000,91007000000,2523000000,89862000000,1086000000,40703000000,5061000000,44052000000,22789000000,5344000000,14153000000,8569000000,54409000000,988000000,-13036000000,12712000000,64142000000,4309000000,-6781000000,1463000000,11079000000,9780000000,43031000000,53421000000,5061000000,44052000000,-41745000000,1679000000,26865000000,9780000000,22789000000,35453000000,6754000000,91007000000,10032000000
2017-11-03,261.75,5.29,+2.062700%,255.45,255.33,263.79,"13,838,880","3,592,732,607.031600",2017-09-30,24358000000,1682000000,19987000000,4322000000,2734000000,1853000000,767000000,2647000000,423000000,915000000,45000000,2689000000,0,87000000,794000000,0,1853000000,1853000000,144000000,2278000000,-250000000,5000000,-25000000,-3335000000,-6000000,-189000000,3396000000,295000000,522000000,-855000000,-2449000000,-623000000,1983000000,142000000,399000000,-1071000000,-168000000,91007000000,2523000000,89862000000,1086000000,40703000000,5061000000,44052000000,22789000000,5344000000,14153000000,8569000000,54409000000,988000000,-13036000000,12712000000,64142000000,4309000000,-6781000000,1463000000,11079000000,9780000000,43031000000,53421000000,5061000000,44052000000,-41745000000,1679000000,26865000000,9780000000,22789000000,35453000000,6754000000,91007000000,10032000000
2017-10-27,256.46,-8.29,-3.131256%,265.13,254.5,267.21,"21,917,615","5,716,961,652.536100",2017-09-30,24358000000,1682000000,19987000000,4322000000,2734000000,1853000000,767000000,2647000000,423000000,915000000,45000000,2689000000,0,87000000,794000000,0,1853000000,1853000000,144000000,2278000000,-250000000,5000000,-25000000,-3335000000,-6000000,-189000000,3396000000,295000000,522000000,-855000000,-2449000000,-623000000,1983000000,142000000,399000000,-1071000000,-168000000,91007000000,2523000000,89862000000,1086000000,40703000000,5061000000,44052000000,22789000000,5344000000,14153000000,8569000000,54409000000,988000000,-13036000000,12712000000,64142000000,4309000000,-6781000000,1463000000,11079000000,9780000000,43031000000,53421000000,5061000000,44052000000,-41745000000,1679000000,26865000000,9780000000,22789000000,35453000000,6754000000,91007000000,10032000000
2017-10-20,264.75,4.01,+1.537931%,261.5,256.03,264.8272,"12,931,510","3,365,324,778.419100",2017-09-30,24358000000,1682000000,19987000000,4322000000,2734000000,1853000000,767000000,2647000000,423000000,915000000,45000000,2689000000,0,87000000,794000000,0,1853000000,1853000000,144000000,2278000000,-250000000,5000000,-25000000,-3335000000,-6000000,-189000000,3396000000,295000000,522000000,-855000000,-2449000000,-623000000,1983000000,142000000,399000000,-1071000000,-168000000,91007000000,2523000000,89862000000,1086000000,40703000000,5061000000,44052000000,22789000000,5344000000,14153000000,8569000000,54409000000,988000000,-13036000000,12712000000,64142000000,4309000000,-6781000000,1463000000,11079000000,9780000000,43031000000,53421000000,5061000000,44052000000,-41745000000,1679000000,26865000000,9780000000,22789000000,35453000000,6754000000,91007000000,10032000000
2017-10-13,260.74,2.16,+0.835331%,259.0,257.11,263.79,"12,599,580","3,283,574,809.347000",2017-09-30,24358000000,1682000000,19987000000,4322000000,2734000000,1853000000,767000000,2647000000,423000000,915000000,45000000,2689000000,0,87000000,794000000,0,1853000000,1853000000,144000000,2278000000,-250000000,5000000,-25000000,-3335000000,-6000000,-189000000,3396000000,295000000,522000000,-855000000,-2449000000,-623000000,1983000000,142000000,399000000,-1071000000,-168000000,91007000000,2523000000,89862000000,1086000000,40703000000,5061000000,44052000000,22789000000,5344000000,14153000000,8569000000,54409000000,988000000,-13036000000,12712000000,64142000000,4309000000,-6781000000,1463000000,11079000000,9780000000,43031000000,53421000000,5061000000,44052000000,-41745000000,1679000000,26865000000,9780000000,22789000000,35453000000,6754000000,91007000000,10032000000
2017-10-06,258.58,4.37,+1.719051%,254.65,253.5301,258.99,"15,556,007","3,991,021,281.609200",2017-09-30,24358000000,1682000000,19987000000,4322000000,2734000000,1853000000,767000000,2647000000,423000000,915000000,45000000,2689000000,0,87000000,794000000,0,1853000000,1853000000,144000000,2278000000,-250000000,5000000,-25000000,-3335000000,-6000000,-189000000,3396000000,295000000,522000000,-855000000,-2449000000,-623000000,1983000000,142000000,399000000,-1071000000,-168000000,91007000000,2523000000,89862000000,1086000000,40703000000,5061000000,44052000000,22789000000,5344000000,14153000000,8569000000,54409000000,988000000,-13036000000,12712000000,64142000000,4309000000,-6781000000,1463000000,11079000000,9780000000,43031000000,53421000000,5061000000,44052000000,-41745000000,1679000000,26865000000,9780000000,22789000000,35453000000,6754000000,91007000000,10032000000
2017-09-29,254.21,-2.24,-0.873465%,256.97,251.17,258.77,"14,610,093","3,719,931,529.257100",2017-06-30,22776000000,1853000000,18388000000,4351000000,2562000000,1761000000,813000000,2469000000,-241000000,1040000000,27000000,2535000000,0,93000000,708000000,0,1761000000,1761000000,-577000000,1695000000,-1124000000,-108000000,-20000000,-3311000000,-5000000,515000000,4950000000,87000000,494000000,-852000000,-2434000000,908000000,912000000,148000000,439000000,-143000000,547000000,90036000000,2567000000,92014000000,-2037000000,40096000000,5061000000,42222000000,27635000000,5347000000,14385000000,8737000000,52909000000,720000000,-13234000000,12820000000,62831000000,4676000000,-9951000000,1589000000,10052000000,10055000000,42453000000,52189000000,5061000000,42222000000,-40730000000,1470000000,27205000000,10055000000,27635000000,39105000000,4644000000,90036000000,10326000000
2017-09-22,256.45,7.45,+2.991968%,249.97,248.91,259.3,"19,455,768","4,949,917,735.181800",2017-06-30,22776000000,1853000000,18388000000,4351000000,2562000000,1761000000,813000000,2469000000,-241000000,1040000000,27000000,2535000000,0,93000000,708000000,0,1761000000,1761000000,-577000000,1695000000,-1124000000,-108000000,-20000000,-3311000000,-5000000,515000000,4950000000,87000000,494000000,-852000000,-2434000000,908000000,912000000,148000000,439000000,-143000000,547000000,90036000000,2567000000,92014000000,-2037000000,40096000000,5061000000,42222000000,27635000000,5347000000,14385000000,8737000000,52909000000,720000000,-13234000000,12820000000,62831000000,4676000000,-9951000000,1589000000,10052000000,10055000000,42453000000,52189000000,5061000000,42222000000,-40730000000,1470000000,27205000000,10055000000,27635000000,39105000000,4644000000,90036000000,10326000000
2017-09-15,249.0,10.22,+4.280090%,239.5,237.09,249.95,"24,888,424","6,082,560,673.281500",2017-06-30,22776000000,1853000000,18388000000,4351000000,2562000000,1761000000,813000000,2469000000,-241000000,1040000000,27000000,2535000000,0,93000000,708000000,0,1761000000,1761000000,-577000000,1695000000,-1124000000,-108000000,-20000000,-3311000000,-5000000,515000000,4950000000,87000000,494000000,-852000000,-2434000000,908000000,912000000,148000000,439000000,-143000000,547000000,90036000000,2567000000,92014000000,-2037000000,40096000000,5061000000,42222000000,27635000000,5347000000,14385000000,8737000000,52909000000,720000000,-13234000000,12820000000,62831000000,4676000000,-9951000000,1589000000,10052000000,10055000000,42453000000,52189000000,5061000000,42222000000,-40730000000,1470000000,27205000000,10055000000,27635000000,39105000000,4644000000,90036000000,10326000000
2017-09-08,238.78,-1.55,-0.644947%,240.3,234.29,240.36,"14,520,620","3,437,312,243.299100",2017-06-30,22776000000,1853000000,18388000000,4351000000,2562000000,1761000000,813000000,2469000000,-241000000,1040000000,27000000,2535000000,0,93000000,708000000,0,1761000000,1761000000,-577000000,1695000000,-1124000000,-108000000,-20000000,-3311000000,-5000000,515000000,4950000000,87000000,494000000,-852000000,-2434000000,908000000,912000000,148000000,439000000,-143000000,547000000,90036000000,2567000000,92014000000,-2037000000,40096000000,5061000000,42222000000,27635000000,5347000000,14385000000,8737000000,52909000000,720000000,-13234000000,12820000000,62831000000,4676000000,-9951000000,1589000000,10052000000,10055000000,42453000000,52189000000,5061000000,42222000000,-40730000000,1470000000,27205000000,10055000000,27635000000,39105000000,4644000000,90036000000,10326000000
2017-09-01,240.33,4.44,+1.882233%,236.22,234.611,242.53,"15,078,613","3,610,845,796.929200",2017-06-30,22776000000,1853000000,18388000000,4351000000,2562000000,1761000000,813000000,2469000000,-241000000,1040000000,27000000,2535000000,0,93000000,708000000,0,1761000000,1761000000,-577000000,1695000000,-1124000000,-108000000,-20000000,-3311000000,-5000000,515000000,4950000000,87000000,494000000,-852000000,-2434000000,908000000,912000000,148000000,439000000,-143000000,547000000,90036000000,2567000000,92014000000,-2037000000,40096000000,5061000000,42222000000,27635000000,5347000000,14385000000,8737000000,52909000000,720000000,-13234000000,12820000000,62831000000,4676000000,-9951000000,1589000000,10052000000,10055000000,42453000000,52189000000,5061000000,42222000000,-40730000000,1470000000,27205000000,10055000000,27635000000,39105000000,4644000000,90036000000,10326000000
2017-08-25,235.89,0.12,+0.050897%,235.77,234.35,239.89,"12,802,676","3,039,487,910.453800",2017-06-30,22776000000,1853000000,18388000000,4351000000,2562000000,1761000000,813000000,2469000000,-241000000,1040000000,27000000,2535000000,0,93000000,708000000,0,1761000000,1761000000,-577000000,1695000000,-1124000000,-108000000,-20000000,-3311000000,-5000000,515000000,4950000000,87000000,494000000,-852000000,-2434000000,908000000,912000000,148000000,439000000,-143000000,547000000,90036000000,2567000000,92014000000,-2037000000,40096000000,5061000000,42222000000,27635000000,5347000000,14385000000,8737000000,52909000000,720000000,-13234000000,12820000000,62831000000,4676000000,-9951000000,1589000000,10052000000,10055000000,42453000000,52189000000,5061000000,42222000000,-40730000000,1470000000,27205000000,10055000000,27635000000,39105000000,4644000000,90036000000,10326000000
2017-08-18,235.77,0.89,+0.378917%,236.01,234.5664,240.26,"14,567,718","3,455,503,222.768700",2017-06-30,22776000000,1853000000,18388000000,4351000000,2562000000,1761000000,813000000,2469000000,-241000000,1040000000,27000000,2535000000,0,93000000,708000000,0,1761000000,1761000000,-577000000,1695000000,-1124000000,-108000000,-20000000,-3311000000,-5000000,515000000,4950000000,87000000,494000000,-852000000,-2434000000,908000000,912000000,148000000,439000000,-143000000,547000000,90036000000,2567000000,92014000000,-2037000000,40096000000,5061000000,42222000000,27635000000,5347000000,14385000000,8737000000,52909000000,720000000,-13234000000,12820000000,62831000000,4676000000,-9951000000,1589000000,10052000000,10055000000,42453000000,52189000000,5061000000,42222000000,-40730000000,1470000000,27205000000,10055000000,27635000000,39105000000,4644000000,90036000000,10326000000
2017-08-11,234.88,-2.83,-1.190526%,237.6,230.94,241.43,"24,505,815","5,792,767,314.818900",2017-06-30,22776000000,1853000000,18388000000,4351000000,2562000000,1761000000,813000000,2469000000,-241000000,1040000000,27000000,2535000000,0,93000000,708000000,0,1761000000,1761000000,-577000000,1695000000,-1124000000,-108000000,-20000000,-3311000000,-5000000,515000000,4950000000,87000000,494000000,-852000000,-2434000000,908000000,912000000,148000000,439000000,-143000000,547000000,90036000000,2567000000,92014000000,-2037000000,40096000000,5061000000,42222000000,27635000000,5347000000,14385000000,8737000000,52909000000,720000000,-13234000000,12820000000,62831000000,4676000000,-9951000000,1589000000,10052000000,10055000000,42453000000,52189000000,5061000000,42222000000,-40730000000,1470000000,27205000000,10055000000,27635000000,39105000000,4644000000,90036000000,10326000000
2017-08-04,237.71,-3.56,-1.475525%,241.85,236.04,246.49,"26,618,775","6,389,366,157.673000",2017-06-30,22776000000,1853000000,18388000000,4351000000,2562000000,1761000000,813000000,2469000000,-241000000,1040000000,27000000,2535000000,0,93000000,708000000,0,1761000000,1761000000,-577000000,1695000000,-1124000000,-108000000,-20000000,-3311000000,-5000000,515000000,4950000000,87000000,494000000,-852000000,-2434000000,908000000,912000000,148000000,439000000,-143000000,547000000,90036000000,2567000000,92014000000,-2037000000,40096000000,5061000000,42222000000,27635000000,5347000000,14385000000,8737000000,52909000000,720000000,-13234000000,12820000000,62831000000,4676000000,-9951000000,1589000000,10052000000,10055000000,42453000000,52189000000,5061000000,42222000000,-40730000000,1470000000,27205000000,10055000000,27635000000,39105000000,4644000000,90036000000,10326000000
2017-07-28,241.27,29.13,+13.731498%,212.0,211.4,242.68,"34,884,715","8,079,993,676.630600",2017-06-30,22776000000,1853000000,18388000000,4351000000,2562000000,1761000000,813000000,2469000000,-241000000,1040000000,27000000,2535000000,0,93000000,708000000,0,1761000000,1761000000,-577000000,1695000000,-1124000000,-108000000,-20000000,-3311000000,-5000000,515000000,4950000000,87000000,494000000,-852000000,-2434000000,908000000,912000000,148000000,439000000,-143000000,547000000,90036000000,2567000000,92014000000,-2037000000,40096000000,5061000000,42222000000,27635000000,5347000000,14385000000,8737000000,52909000000,720000000,-13234000000,12820000000,62831000000,4676000000,-9951000000,1589000000,10052000000,10055000000,42453000000,52189000000,5061000000,42222000000,-40730000000,1470000000,27205000000,10055000000,27635000000,39105000000,4644000000,90036000000,10326000000
2017-07-21,212.14,3.63,+1.740924%,208.73,207.53,212.2014,"10,950,947","2,298,488,203.826600",2017-06-30,22776000000,1853000000,18388000000,4351000000,2562000000,1761000000,813000000,2469000000,-241000000,1040000000,27000000,2535000000,0,93000000,708000000,0,1761000000,1761000000,-577000000,1695000000,-1124000000,-108000000,-20000000,-3311000000,-5000000,515000000,4950000000,87000000,494000000,-852000000,-2434000000,908000000,912000000,148000000,439000000,-143000000,547000000,90036000000,2567000000,92014000000,-2037000000,40096000000,5061000000,42222000000,27635000000,5347000000,14385000000,8737000000,52909000000,720000000,-13234000000,12820000000,62831000000,4676000000,-9951000000,1589000000,10052000000,10055000000,42453000000,52189000000,5061000000,42222000000,-40730000000,1470000000,27205000000,10055000000,27635000000,39105000000,4644000000,90036000000,10326000000
2017-07-14,208.51,6.14,+3.034047%,202.32,202.19,208.73,"13,507,677","2,785,702,974.898000",2017-06-30,22776000000,1853000000,18388000000,4351000000,2562000000,1761000000,813000000,2469000000,-241000000,1040000000,27000000,2535000000,0,93000000,708000000,0,1761000000,1761000000,-577000000,1695000000,-1124000000,-108000000,-20000000,-3311000000,-5000000,515000000,4950000000,87000000,494000000,-852000000,-2434000000,908000000,912000000,148000000,439000000,-143000000,547000000,90036000000,2567000000,92014000000,-2037000000,40096000000,5061000000,42222000000,27635000000,5347000000,14385000000,8737000000,52909000000,720000000,-13234000000,12820000000,62831000000,4676000000,-9951000000,1589000000,10052000000,10055000000,42453000000,52189000000,5061000000,42222000000,-40730000000,1470000000,27205000000,10055000000,27635000000,39105000000,4644000000,90036000000,10326000000
