Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2018-06-29,335.51,-3.4,-1.003216%,332.52,327.29,341.42,"19,200,283","6,399,589,905.147400",2018-03-31,23460000000,1761000000,18824000000,4558000000,2941000000,2477000000,764000000,2839000000,76000000,997000000,66000000,2875000000,0,102000000,362000000,24000000,2477000000,2477000000,503000000,1226000000,119000000,10000000,1316000000,-2845000000,-226000000,410000000,3136000000,65000000,501000000,-1006000000,-2929000000,283000000,-1536000000,120000000,394000000,-1536000000,410000000,113549000000,2525000000,112251000000,1222000000,49955000000,5061000000,52095000000,24247000000,5558000000,14378000000,9235000000,75532000000,1981000000,-16162000000,12628000000,86543000000,4001000000,-6861000000,656000000,12868000000,10471000000,61303000000,23596000000,5061000000,52095000000,-46396000000,1969000000,27006000000,10471000000,24247000000,36719000000,6624000000,113549000000,9891000000
2018-06-22,338.91,-18.97,-5.300659%,353.19,336.1952,357.645,"22,106,967","7,583,502,529.033500",2018-03-31,23460000000,1761000000,18824000000,4558000000,2941000000,2477000000,764000000,2839000000,76000000,997000000,66000000,2875000000,0,102000000,362000000,24000000,2477000000,2477000000,503000000,1226000000,119000000,10000000,1316000000,-2845000000,-226000000,410000000,3136000000,65000000,501000000,-1006000000,-2929000000,283000000,-1536000000,120000000,394000000,-1536000000,410000000,113549000000,2525000000,112251000000,1222000000,49955000000,5061000000,52095000000,24247000000,5558000000,14378000000,9235000000,75532000000,1981000000,-16162000000,12628000000,86543000000,4001000000,-6861000000,656000000,12868000000,10471000000,61303000000,23596000000,5061000000,52095000000,-46396000000,1969000000,27006000000,10471000000,24247000000,36719000000,6624000000,113549000000,9891000000
2018-06-15,357.88,-11.62,-3.144790%,371.0,353.47,373.3299,"22,762,005","8,252,644,818.443100",2018-03-31,23460000000,1761000000,18824000000,4558000000,2941000000,2477000000,764000000,2839000000,76000000,997000000,66000000,2875000000,0,102000000,362000000,24000000,2477000000,2477000000,503000000,1226000000,119000000,10000000,1316000000,-2845000000,-226000000,410000000,3136000000,65000000,501000000,-1006000000,-2929000000,283000000,-1536000000,120000000,394000000,-1536000000,410000000,113549000000,2525000000,112251000000,1222000000,49955000000,5061000000,52095000000,24247000000,5558000000,14378000000,9235000000,75532000000,1981000000,-16162000000,12628000000,86543000000,4001000000,-6861000000,656000000,12868000000,10471000000,61303000000,23596000000,5061000000,52095000000,-46396000000,1969000000,27006000000,10471000000,24247000000,36719000000,6624000000,113549000000,9891000000
2018-06-08,369.5,12.78,+3.582642%,358.97,358.85,374.48,"17,817,173","6,526,260,715.834900",2018-03-31,23460000000,1761000000,18824000000,4558000000,2941000000,2477000000,764000000,2839000000,76000000,997000000,66000000,2875000000,0,102000000,362000000,24000000,2477000000,2477000000,503000000,1226000000,119000000,10000000,1316000000,-2845000000,-226000000,410000000,3136000000,65000000,501000000,-1006000000,-2929000000,283000000,-1536000000,120000000,394000000,-1536000000,410000000,113549000000,2525000000,112251000000,1222000000,49955000000,5061000000,52095000000,24247000000,5558000000,14378000000,9235000000,75532000000,1981000000,-16162000000,12628000000,86543000000,4001000000,-6861000000,656000000,12868000000,10471000000,61303000000,23596000000,5061000000,52095000000,-46396000000,1969000000,27006000000,10471000000,24247000000,36719000000,6624000000,113549000000,9891000000
2018-06-01,356.72,-3.37,-0.935877%,357.71,350.66,360.97,"14,138,895","5,020,755,033.223400",2018-03-31,23460000000,1761000000,18824000000,4558000000,2941000000,2477000000,764000000,2839000000,76000000,997000000,66000000,2875000000,0,102000000,362000000,24000000,2477000000,2477000000,503000000,1226000000,119000000,10000000,1316000000,-2845000000,-226000000,410000000,3136000000,65000000,501000000,-1006000000,-2929000000,283000000,-1536000000,120000000,394000000,-1536000000,410000000,113549000000,2525000000,112251000000,1222000000,49955000000,5061000000,52095000000,24247000000,5558000000,14378000000,9235000000,75532000000,1981000000,-16162000000,12628000000,86543000000,4001000000,-6861000000,656000000,12868000000,10471000000,61303000000,23596000000,5061000000,52095000000,-46396000000,1969000000,27006000000,10471000000,24247000000,36719000000,6624000000,113549000000,9891000000
2018-05-25,360.09,8.86,+2.522564%,358.46,351.62,365.0,"23,068,067","8,293,430,249.567900",2018-03-31,23460000000,1761000000,18824000000,4558000000,2941000000,2477000000,764000000,2839000000,76000000,997000000,66000000,2875000000,0,102000000,362000000,24000000,2477000000,2477000000,503000000,1226000000,119000000,10000000,1316000000,-2845000000,-226000000,410000000,3136000000,65000000,501000000,-1006000000,-2929000000,283000000,-1536000000,120000000,394000000,-1536000000,410000000,113549000000,2525000000,112251000000,1222000000,49955000000,5061000000,52095000000,24247000000,5558000000,14378000000,9235000000,75532000000,1981000000,-16162000000,12628000000,86543000000,4001000000,-6861000000,656000000,12868000000,10471000000,61303000000,23596000000,5061000000,52095000000,-46396000000,1969000000,27006000000,10471000000,24247000000,36719000000,6624000000,113549000000,9891000000
2018-05-18,351.23,8.77,+2.560883%,344.0,340.25,352.05,"14,570,348","5,029,887,616.402300",2018-03-31,23460000000,1761000000,18824000000,4558000000,2941000000,2477000000,764000000,2839000000,76000000,997000000,66000000,2875000000,0,102000000,362000000,24000000,2477000000,2477000000,503000000,1226000000,119000000,10000000,1316000000,-2845000000,-226000000,410000000,3136000000,65000000,501000000,-1006000000,-2929000000,283000000,-1536000000,120000000,394000000,-1536000000,410000000,113549000000,2525000000,112251000000,1222000000,49955000000,5061000000,52095000000,24247000000,5558000000,14378000000,9235000000,75532000000,1981000000,-16162000000,12628000000,86543000000,4001000000,-6861000000,656000000,12868000000,10471000000,61303000000,23596000000,5061000000,52095000000,-46396000000,1969000000,27006000000,10471000000,24247000000,36719000000,6624000000,113549000000,9891000000
2018-05-11,342.46,8.03,+2.401100%,335.23,335.21,348.57,"18,805,870","6,431,651,374.946000",2018-03-31,23460000000,1761000000,18824000000,4558000000,2941000000,2477000000,764000000,2839000000,76000000,997000000,66000000,2875000000,0,102000000,362000000,24000000,2477000000,2477000000,503000000,1226000000,119000000,10000000,1316000000,-2845000000,-226000000,410000000,3136000000,65000000,501000000,-1006000000,-2929000000,283000000,-1536000000,120000000,394000000,-1536000000,410000000,113549000000,2525000000,112251000000,1222000000,49955000000,5061000000,52095000000,24247000000,5558000000,14378000000,9235000000,75532000000,1981000000,-16162000000,12628000000,86543000000,4001000000,-6861000000,656000000,12868000000,10471000000,61303000000,23596000000,5061000000,52095000000,-46396000000,1969000000,27006000000,10471000000,24247000000,36719000000,6624000000,113549000000,9891000000
2018-05-04,334.43,-6.45,-1.892161%,341.17,319.125,342.58,"21,509,137","7,092,148,926.620400",2018-03-31,23460000000,1761000000,18824000000,4558000000,2941000000,2477000000,764000000,2839000000,76000000,997000000,66000000,2875000000,0,102000000,362000000,24000000,2477000000,2477000000,503000000,1226000000,119000000,10000000,1316000000,-2845000000,-226000000,410000000,3136000000,65000000,501000000,-1006000000,-2929000000,283000000,-1536000000,120000000,394000000,-1536000000,410000000,113549000000,2525000000,112251000000,1222000000,49955000000,5061000000,52095000000,24247000000,5558000000,14378000000,9235000000,75532000000,1981000000,-16162000000,12628000000,86543000000,4001000000,-6861000000,656000000,12868000000,10471000000,61303000000,23596000000,5061000000,52095000000,-46396000000,1969000000,27006000000,10471000000,24247000000,36719000000,6624000000,113549000000,9891000000
2018-04-27,340.88,2.21,+0.652553%,339.55,323.28,347.67,"29,505,077","9,977,937,437.238300",2018-03-31,23460000000,1761000000,18824000000,4558000000,2941000000,2477000000,764000000,2839000000,76000000,997000000,66000000,2875000000,0,102000000,362000000,24000000,2477000000,2477000000,503000000,1226000000,119000000,10000000,1316000000,-2845000000,-226000000,410000000,3136000000,65000000,501000000,-1006000000,-2929000000,283000000,-1536000000,120000000,394000000,-1536000000,410000000,113549000000,2525000000,112251000000,1222000000,49955000000,5061000000,52095000000,24247000000,5558000000,14378000000,9235000000,75532000000,1981000000,-16162000000,12628000000,86543000000,4001000000,-6861000000,656000000,12868000000,10471000000,61303000000,23596000000,5061000000,52095000000,-46396000000,1969000000,27006000000,10471000000,24247000000,36719000000,6624000000,113549000000,9891000000
2018-04-20,338.67,9.39,+2.851676%,332.34,327.625,342.41,"16,445,470","5,543,456,249.946000",2018-03-31,23460000000,1761000000,18824000000,4558000000,2941000000,2477000000,764000000,2839000000,76000000,997000000,66000000,2875000000,0,102000000,362000000,24000000,2477000000,2477000000,503000000,1226000000,119000000,10000000,1316000000,-2845000000,-226000000,410000000,3136000000,65000000,501000000,-1006000000,-2929000000,283000000,-1536000000,120000000,394000000,-1536000000,410000000,113549000000,2525000000,112251000000,1222000000,49955000000,5061000000,52095000000,24247000000,5558000000,14378000000,9235000000,75532000000,1981000000,-16162000000,12628000000,86543000000,4001000000,-6861000000,656000000,12868000000,10471000000,61303000000,23596000000,5061000000,52095000000,-46396000000,1969000000,27006000000,10471000000,24247000000,36719000000,6624000000,113549000000,9891000000
2018-04-13,329.28,3.16,+0.968968%,332.25,322.05,339.67,"24,181,887","8,021,521,648.800900",2018-03-31,23460000000,1761000000,18824000000,4558000000,2941000000,2477000000,764000000,2839000000,76000000,997000000,66000000,2875000000,0,102000000,362000000,24000000,2477000000,2477000000,503000000,1226000000,119000000,10000000,1316000000,-2845000000,-226000000,410000000,3136000000,65000000,501000000,-1006000000,-2929000000,283000000,-1536000000,120000000,394000000,-1536000000,410000000,113549000000,2525000000,112251000000,1222000000,49955000000,5061000000,52095000000,24247000000,5558000000,14378000000,9235000000,75532000000,1981000000,-16162000000,12628000000,86543000000,4001000000,-6861000000,656000000,12868000000,10471000000,61303000000,23596000000,5061000000,52095000000,-46396000000,1969000000,27006000000,10471000000,24247000000,36719000000,6624000000,113549000000,9891000000
2018-04-06,326.12,-1.76,-0.536782%,325.2,311.88,338.9599,"29,977,404","9,787,327,295.937600",2018-03-31,23460000000,1761000000,18824000000,4558000000,2941000000,2477000000,764000000,2839000000,76000000,997000000,66000000,2875000000,0,102000000,362000000,24000000,2477000000,2477000000,503000000,1226000000,119000000,10000000,1316000000,-2845000000,-226000000,410000000,3136000000,65000000,501000000,-1006000000,-2929000000,283000000,-1536000000,120000000,394000000,-1536000000,410000000,113549000000,2525000000,112251000000,1222000000,49955000000,5061000000,52095000000,24247000000,5558000000,14378000000,9235000000,75532000000,1981000000,-16162000000,12628000000,86543000000,4001000000,-6861000000,656000000,12868000000,10471000000,61303000000,23596000000,5061000000,52095000000,-46396000000,1969000000,27006000000,10471000000,24247000000,36719000000,6624000000,113549000000,9891000000
2018-03-30,327.88,6.88,+2.143302%,330.48,311.17,334.88,"20,035,183","6,511,901,800.945900",2017-12-31,25220000000,1763000000,20427000000,4941000000,3065000000,3132000000,761000000,2972000000,-185000000,1206000000,35000000,3030000000,-204000000,93000000,-3860000000,-6000000,6832000000,3132000000,273000000,-16000000,-426000000,-264000000,331000000,-2241000000,-14000000,237000000,2904000000,220000000,582000000,-842000000,-1716000000,-1339000000,-2440000000,163000000,435000000,162000000,244000000,92333000000,2573000000,91921000000,355000000,42352000000,5061000000,45320000000,24031000000,5559000000,14500000000,8813000000,56269000000,1335000000,-13376000000,12672000000,65161000000,4000000000,-7777000000,1179000000,10825000000,9782000000,44344000000,54934000000,5061000000,45320000000,-43454000000,2027000000,27172000000,9782000000,24031000000,35652000000,6804000000,92333000000,9992000000
2018-03-23,321.0,-9.47,-2.865616%,327.45,318.3216,341.91,"31,405,325","10,374,221,075.868900",2017-12-31,25220000000,1763000000,20427000000,4941000000,3065000000,3132000000,761000000,2972000000,-185000000,1206000000,35000000,3030000000,-204000000,93000000,-3860000000,-6000000,6832000000,3132000000,273000000,-16000000,-426000000,-264000000,331000000,-2241000000,-14000000,237000000,2904000000,220000000,582000000,-842000000,-1716000000,-1339000000,-2440000000,163000000,435000000,162000000,244000000,92333000000,2573000000,91921000000,355000000,42352000000,5061000000,45320000000,24031000000,5559000000,14500000000,8813000000,56269000000,1335000000,-13376000000,12672000000,65161000000,4000000000,-7777000000,1179000000,10825000000,9782000000,44344000000,54934000000,5061000000,45320000000,-43454000000,2027000000,27172000000,9782000000,24031000000,35652000000,6804000000,92333000000,9992000000
2018-03-16,330.47,-24.05,-6.783820%,355.2,322.3,355.23,"42,685,492","14,231,181,986.477500",2017-12-31,25220000000,1763000000,20427000000,4941000000,3065000000,3132000000,761000000,2972000000,-185000000,1206000000,35000000,3030000000,-204000000,93000000,-3860000000,-6000000,6832000000,3132000000,273000000,-16000000,-426000000,-264000000,331000000,-2241000000,-14000000,237000000,2904000000,220000000,582000000,-842000000,-1716000000,-1339000000,-2440000000,163000000,435000000,162000000,244000000,92333000000,2573000000,91921000000,355000000,42352000000,5061000000,45320000000,24031000000,5559000000,14500000000,8813000000,56269000000,1335000000,-13376000000,12672000000,65161000000,4000000000,-7777000000,1179000000,10825000000,9782000000,44344000000,54934000000,5061000000,45320000000,-43454000000,2027000000,27172000000,9782000000,24031000000,35652000000,6804000000,92333000000,9992000000
2018-03-09,354.52,9.85,+2.857806%,338.0,336.61,355.21,"25,462,396","8,863,284,351.113500",2017-12-31,25220000000,1763000000,20427000000,4941000000,3065000000,3132000000,761000000,2972000000,-185000000,1206000000,35000000,3030000000,-204000000,93000000,-3860000000,-6000000,6832000000,3132000000,273000000,-16000000,-426000000,-264000000,331000000,-2241000000,-14000000,237000000,2904000000,220000000,582000000,-842000000,-1716000000,-1339000000,-2440000000,163000000,435000000,162000000,244000000,92333000000,2573000000,91921000000,355000000,42352000000,5061000000,45320000000,24031000000,5559000000,14500000000,8813000000,56269000000,1335000000,-13376000000,12672000000,65161000000,4000000000,-7777000000,1179000000,10825000000,9782000000,44344000000,54934000000,5061000000,45320000000,-43454000000,2027000000,27172000000,9782000000,24031000000,35652000000,6804000000,92333000000,9992000000
2018-03-02,344.67,-11.99,-3.361745%,359.5,335.3,371.6,"33,394,467","11,854,488,840.679500",2017-12-31,25220000000,1763000000,20427000000,4941000000,3065000000,3132000000,761000000,2972000000,-185000000,1206000000,35000000,3030000000,-204000000,93000000,-3860000000,-6000000,6832000000,3132000000,273000000,-16000000,-426000000,-264000000,331000000,-2241000000,-14000000,237000000,2904000000,220000000,582000000,-842000000,-1716000000,-1339000000,-2440000000,163000000,435000000,162000000,244000000,92333000000,2573000000,91921000000,355000000,42352000000,5061000000,45320000000,24031000000,5559000000,14500000000,8813000000,56269000000,1335000000,-13376000000,12672000000,65161000000,4000000000,-7777000000,1179000000,10825000000,9782000000,44344000000,54934000000,5061000000,45320000000,-43454000000,2027000000,27172000000,9782000000,24031000000,35652000000,6804000000,92333000000,9992000000
2018-02-23,356.66,1.62,+0.456287%,352.0,351.4,360.81,"16,331,627","5,808,092,618.292800",2017-12-31,25220000000,1763000000,20427000000,4941000000,3065000000,3132000000,761000000,2972000000,-185000000,1206000000,35000000,3030000000,-204000000,93000000,-3860000000,-6000000,6832000000,3132000000,273000000,-16000000,-426000000,-264000000,331000000,-2241000000,-14000000,237000000,2904000000,220000000,582000000,-842000000,-1716000000,-1339000000,-2440000000,163000000,435000000,162000000,244000000,92333000000,2573000000,91921000000,355000000,42352000000,5061000000,45320000000,24031000000,5559000000,14500000000,8813000000,56269000000,1335000000,-13376000000,12672000000,65161000000,4000000000,-7777000000,1179000000,10825000000,9782000000,44344000000,54934000000,5061000000,45320000000,-43454000000,2027000000,27172000000,9782000000,24031000000,35652000000,6804000000,92333000000,9992000000
2018-02-16,355.04,22.21,+6.673076%,336.57,335.13,359.5,"26,294,526","9,159,507,049.445300",2017-12-31,25220000000,1763000000,20427000000,4941000000,3065000000,3132000000,761000000,2972000000,-185000000,1206000000,35000000,3030000000,-204000000,93000000,-3860000000,-6000000,6832000000,3132000000,273000000,-16000000,-426000000,-264000000,331000000,-2241000000,-14000000,237000000,2904000000,220000000,582000000,-842000000,-1716000000,-1339000000,-2440000000,163000000,435000000,162000000,244000000,92333000000,2573000000,91921000000,355000000,42352000000,5061000000,45320000000,24031000000,5559000000,14500000000,8813000000,56269000000,1335000000,-13376000000,12672000000,65161000000,4000000000,-7777000000,1179000000,10825000000,9782000000,44344000000,54934000000,5061000000,45320000000,-43454000000,2027000000,27172000000,9782000000,24031000000,35652000000,6804000000,92333000000,9992000000
2018-02-09,332.83,-16.08,-4.608638%,342.67,317.39,353.59,"47,521,979","15,997,363,253.788300",2017-12-31,25220000000,1763000000,20427000000,4941000000,3065000000,3132000000,761000000,2972000000,-185000000,1206000000,35000000,3030000000,-204000000,93000000,-3860000000,-6000000,6832000000,3132000000,273000000,-16000000,-426000000,-264000000,331000000,-2241000000,-14000000,237000000,2904000000,220000000,582000000,-842000000,-1716000000,-1339000000,-2440000000,163000000,435000000,162000000,244000000,92333000000,2573000000,91921000000,355000000,42352000000,5061000000,45320000000,24031000000,5559000000,14500000000,8813000000,56269000000,1335000000,-13376000000,12672000000,65161000000,4000000000,-7777000000,1179000000,10825000000,9782000000,44344000000,54934000000,5061000000,45320000000,-43454000000,2027000000,27172000000,9782000000,24031000000,35652000000,6804000000,92333000000,9992000000
2018-02-02,348.91,5.69,+1.657829%,341.23,334.16,361.45,"31,271,214","10,974,676,716.982800",2017-12-31,25220000000,1763000000,20427000000,4941000000,3065000000,3132000000,761000000,2972000000,-185000000,1206000000,35000000,3030000000,-204000000,93000000,-3860000000,-6000000,6832000000,3132000000,273000000,-16000000,-426000000,-264000000,331000000,-2241000000,-14000000,237000000,2904000000,220000000,582000000,-842000000,-1716000000,-1339000000,-2440000000,163000000,435000000,162000000,244000000,92333000000,2573000000,91921000000,355000000,42352000000,5061000000,45320000000,24031000000,5559000000,14500000000,8813000000,56269000000,1335000000,-13376000000,12672000000,65161000000,4000000000,-7777000000,1179000000,10825000000,9782000000,44344000000,54934000000,5061000000,45320000000,-43454000000,2027000000,27172000000,9782000000,24031000000,35652000000,6804000000,92333000000,9992000000
2018-01-26,343.22,5.49,+1.625559%,335.29,332.04,345.98,"25,519,743","8,647,489,275.057000",2017-12-31,25220000000,1763000000,20427000000,4941000000,3065000000,3132000000,761000000,2972000000,-185000000,1206000000,35000000,3030000000,-204000000,93000000,-3860000000,-6000000,6832000000,3132000000,273000000,-16000000,-426000000,-264000000,331000000,-2241000000,-14000000,237000000,2904000000,220000000,582000000,-842000000,-1716000000,-1339000000,-2440000000,163000000,435000000,162000000,244000000,92333000000,2573000000,91921000000,355000000,42352000000,5061000000,45320000000,24031000000,5559000000,14500000000,8813000000,56269000000,1335000000,-13376000000,12672000000,65161000000,4000000000,-7777000000,1179000000,10825000000,9782000000,44344000000,54934000000,5061000000,45320000000,-43454000000,2027000000,27172000000,9782000000,24031000000,35652000000,6804000000,92333000000,9992000000
2018-01-19,337.73,1.52,+0.452098%,339.9,331.33,352.23,"38,728,427","13,230,433,868.916700",2017-12-31,25220000000,1763000000,20427000000,4941000000,3065000000,3132000000,761000000,2972000000,-185000000,1206000000,35000000,3030000000,-204000000,93000000,-3860000000,-6000000,6832000000,3132000000,273000000,-16000000,-426000000,-264000000,331000000,-2241000000,-14000000,237000000,2904000000,220000000,582000000,-842000000,-1716000000,-1339000000,-2440000000,163000000,435000000,162000000,244000000,92333000000,2573000000,91921000000,355000000,42352000000,5061000000,45320000000,24031000000,5559000000,14500000000,8813000000,56269000000,1335000000,-13376000000,12672000000,65161000000,4000000000,-7777000000,1179000000,10825000000,9782000000,44344000000,54934000000,5061000000,45320000000,-43454000000,2027000000,27172000000,9782000000,24031000000,35652000000,6804000000,92333000000,9992000000
2018-01-12,336.21,27.37,+8.862194%,308.66,305.75,336.88,"25,440,076","8,191,584,466.740100",2017-12-31,25220000000,1763000000,20427000000,4941000000,3065000000,3132000000,761000000,2972000000,-185000000,1206000000,35000000,3030000000,-204000000,93000000,-3860000000,-6000000,6832000000,3132000000,273000000,-16000000,-426000000,-264000000,331000000,-2241000000,-14000000,237000000,2904000000,220000000,582000000,-842000000,-1716000000,-1339000000,-2440000000,163000000,435000000,162000000,244000000,92333000000,2573000000,91921000000,355000000,42352000000,5061000000,45320000000,24031000000,5559000000,14500000000,8813000000,56269000000,1335000000,-13376000000,12672000000,65161000000,4000000000,-7777000000,1179000000,10825000000,9782000000,44344000000,54934000000,5061000000,45320000000,-43454000000,2027000000,27172000000,9782000000,24031000000,35652000000,6804000000,92333000000,9992000000
2018-01-05,308.84,13.93,+4.723475%,295.75,295.396,308.89,"16,539,564","4,954,943,856.074800",2017-12-31,25220000000,1763000000,20427000000,4941000000,3065000000,3132000000,761000000,2972000000,-185000000,1206000000,35000000,3030000000,-204000000,93000000,-3860000000,-6000000,6832000000,3132000000,273000000,-16000000,-426000000,-264000000,331000000,-2241000000,-14000000,237000000,2904000000,220000000,582000000,-842000000,-1716000000,-1339000000,-2440000000,163000000,435000000,162000000,244000000,92333000000,2573000000,91921000000,355000000,42352000000,5061000000,45320000000,24031000000,5559000000,14500000000,8813000000,56269000000,1335000000,-13376000000,12672000000,65161000000,4000000000,-7777000000,1179000000,10825000000,9782000000,44344000000,54934000000,5061000000,45320000000,-43454000000,2027000000,27172000000,9782000000,24031000000,35652000000,6804000000,92333000000,9992000000
2017-12-29,294.91,-0.19,-0.064385%,295.54,294.65,297.44,"6,103,916","1,804,572,316.429200",2017-09-30,24358000000,1682000000,19987000000,4322000000,2734000000,1853000000,767000000,2647000000,423000000,915000000,45000000,2689000000,0,87000000,794000000,0,1853000000,1853000000,144000000,2278000000,-250000000,5000000,-25000000,-3335000000,-6000000,-189000000,3396000000,295000000,522000000,-855000000,-2449000000,-623000000,1983000000,142000000,399000000,-1071000000,-168000000,91007000000,2523000000,89862000000,1086000000,40703000000,5061000000,44052000000,22789000000,5344000000,14153000000,8569000000,54409000000,988000000,-13036000000,12712000000,64142000000,4309000000,-6781000000,1463000000,11079000000,9780000000,43031000000,53421000000,5061000000,44052000000,-41745000000,1679000000,26865000000,9780000000,22789000000,35453000000,6754000000,91007000000,10032000000
2017-12-22,295.1,1.16,+0.394638%,296.0,293.01,299.33,"15,819,325","4,688,234,392.887000",2017-09-30,24358000000,1682000000,19987000000,4322000000,2734000000,1853000000,767000000,2647000000,423000000,915000000,45000000,2689000000,0,87000000,794000000,0,1853000000,1853000000,144000000,2278000000,-250000000,5000000,-25000000,-3335000000,-6000000,-189000000,3396000000,295000000,522000000,-855000000,-2449000000,-623000000,1983000000,142000000,399000000,-1071000000,-168000000,91007000000,2523000000,89862000000,1086000000,40703000000,5061000000,44052000000,22789000000,5344000000,14153000000,8569000000,54409000000,988000000,-13036000000,12712000000,64142000000,4309000000,-6781000000,1463000000,11079000000,9780000000,43031000000,53421000000,5061000000,44052000000,-41745000000,1679000000,26865000000,9780000000,22789000000,35453000000,6754000000,91007000000,10032000000
2017-12-15,293.94,8.04,+2.812172%,286.21,279.9,297.37,"25,433,054","7,416,112,828.003100",2017-09-30,24358000000,1682000000,19987000000,4322000000,2734000000,1853000000,767000000,2647000000,423000000,915000000,45000000,2689000000,0,87000000,794000000,0,1853000000,1853000000,144000000,2278000000,-250000000,5000000,-25000000,-3335000000,-6000000,-189000000,3396000000,295000000,522000000,-855000000,-2449000000,-623000000,1983000000,142000000,399000000,-1071000000,-168000000,91007000000,2523000000,89862000000,1086000000,40703000000,5061000000,44052000000,22789000000,5344000000,14153000000,8569000000,54409000000,988000000,-13036000000,12712000000,64142000000,4309000000,-6781000000,1463000000,11079000000,9780000000,43031000000,53421000000,5061000000,44052000000,-41745000000,1679000000,26865000000,9780000000,22789000000,35453000000,6754000000,91007000000,10032000000
2017-12-08,285.9,14.52,+5.350431%,276.16,274.0046,287.32,"19,572,053","5,493,816,949.707000",2017-09-30,24358000000,1682000000,19987000000,4322000000,2734000000,1853000000,767000000,2647000000,423000000,915000000,45000000,2689000000,0,87000000,794000000,0,1853000000,1853000000,144000000,2278000000,-250000000,5000000,-25000000,-3335000000,-6000000,-189000000,3396000000,295000000,522000000,-855000000,-2449000000,-623000000,1983000000,142000000,399000000,-1071000000,-168000000,91007000000,2523000000,89862000000,1086000000,40703000000,5061000000,44052000000,22789000000,5344000000,14153000000,8569000000,54409000000,988000000,-13036000000,12712000000,64142000000,4309000000,-6781000000,1463000000,11079000000,9780000000,43031000000,53421000000,5061000000,44052000000,-41745000000,1679000000,26865000000,9780000000,22789000000,35453000000,6754000000,91007000000,10032000000
2017-12-01,271.38,5.5,+2.068602%,265.38,264.72,278.73,"16,476,139","4,468,020,761.871300",2017-09-30,24358000000,1682000000,19987000000,4322000000,2734000000,1853000000,767000000,2647000000,423000000,915000000,45000000,2689000000,0,87000000,794000000,0,1853000000,1853000000,144000000,2278000000,-250000000,5000000,-25000000,-3335000000,-6000000,-189000000,3396000000,295000000,522000000,-855000000,-2449000000,-623000000,1983000000,142000000,399000000,-1071000000,-168000000,91007000000,2523000000,89862000000,1086000000,40703000000,5061000000,44052000000,22789000000,5344000000,14153000000,8569000000,54409000000,988000000,-13036000000,12712000000,64142000000,4309000000,-6781000000,1463000000,11079000000,9780000000,43031000000,53421000000,5061000000,44052000000,-41745000000,1679000000,26865000000,9780000000,22789000000,35453000000,6754000000,91007000000,10032000000
2017-11-24,265.88,3.62,+1.380310%,263.0,262.76,267.48,"6,974,797","1,851,486,734.464100",2017-09-30,24358000000,1682000000,19987000000,4322000000,2734000000,1853000000,767000000,2647000000,423000000,915000000,45000000,2689000000,0,87000000,794000000,0,1853000000,1853000000,144000000,2278000000,-250000000,5000000,-25000000,-3335000000,-6000000,-189000000,3396000000,295000000,522000000,-855000000,-2449000000,-623000000,1983000000,142000000,399000000,-1071000000,-168000000,91007000000,2523000000,89862000000,1086000000,40703000000,5061000000,44052000000,22789000000,5344000000,14153000000,8569000000,54409000000,988000000,-13036000000,12712000000,64142000000,4309000000,-6781000000,1463000000,11079000000,9780000000,43031000000,53421000000,5061000000,44052000000,-41745000000,1679000000,26865000000,9780000000,22789000000,35453000000,6754000000,91007000000,10032000000
