Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,otherOperatingExpense,interestExpense,nonRecurring,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2017-02-17,110.33,-2.72,-2.406015%,113.36,109.27,113.99,"35,307,014","3,944,016,869.830300",2016-12-31,31497000000,8807000000,22120000000,9377000000,570000000,415000000,512000000,23000000,4413000000,570000000,4203000000,58000000,191000000,74000000,3870000000,438000000,415000000,-2923000000,568000000,489000000,-1251000000,-311000000,3863000000,921000000,4203000000,-2031000000,291000000,603000000,-1649000000,4009000000,-50000000,-363000000,260078000000,3107000000,113356000000,145556000000,39069000000,5909000000,1832000000,173046000000,28769000000,4581000000,48273000000,6988000000,31785000000,10840000000,-4083000000,186305000000,29619000000,32735000000,140975000000,13000000,14092000000,35193000000,5419000000,28161000000,1832000000,173046000000,-41834000000,6838000000,230459000000,35286000000,74355000000,16595000000,260078000000,7001000000
2017-02-10,113.05,-0.52,-0.457867%,113.28,110.32,113.5,"27,666,487","3,105,659,106.958900",2016-12-31,31497000000,8807000000,22120000000,9377000000,570000000,415000000,512000000,23000000,4413000000,570000000,4203000000,58000000,191000000,74000000,3870000000,438000000,415000000,-2923000000,568000000,489000000,-1251000000,-311000000,3863000000,921000000,4203000000,-2031000000,291000000,603000000,-1649000000,4009000000,-50000000,-363000000,260078000000,3107000000,113356000000,145556000000,39069000000,5909000000,1832000000,173046000000,28769000000,4581000000,48273000000,6988000000,31785000000,10840000000,-4083000000,186305000000,29619000000,32735000000,140975000000,13000000,14092000000,35193000000,5419000000,28161000000,1832000000,173046000000,-41834000000,6838000000,230459000000,35286000000,74355000000,16595000000,260078000000,7001000000
2017-02-03,113.57,-0.22,-0.193339%,113.15,110.71,114.28,"35,005,761","3,916,007,203.524200",2016-12-31,31497000000,8807000000,22120000000,9377000000,570000000,415000000,512000000,23000000,4413000000,570000000,4203000000,58000000,191000000,74000000,3870000000,438000000,415000000,-2923000000,568000000,489000000,-1251000000,-311000000,3863000000,921000000,4203000000,-2031000000,291000000,603000000,-1649000000,4009000000,-50000000,-363000000,260078000000,3107000000,113356000000,145556000000,39069000000,5909000000,1832000000,173046000000,28769000000,4581000000,48273000000,6988000000,31785000000,10840000000,-4083000000,186305000000,29619000000,32735000000,140975000000,13000000,14092000000,35193000000,5419000000,28161000000,1832000000,173046000000,-41834000000,6838000000,230459000000,35286000000,74355000000,16595000000,260078000000,7001000000
2017-01-27,113.79,-1.81,-1.565744%,115.12,112.85,117.82,"34,041,438","3,933,253,630.838600",2016-12-31,31497000000,8807000000,22120000000,9377000000,570000000,415000000,512000000,23000000,4413000000,570000000,4203000000,58000000,191000000,74000000,3870000000,438000000,415000000,-2923000000,568000000,489000000,-1251000000,-311000000,3863000000,921000000,4203000000,-2031000000,291000000,603000000,-1649000000,4009000000,-50000000,-363000000,260078000000,3107000000,113356000000,145556000000,39069000000,5909000000,1832000000,173046000000,28769000000,4581000000,48273000000,6988000000,31785000000,10840000000,-4083000000,186305000000,29619000000,32735000000,140975000000,13000000,14092000000,35193000000,5419000000,28161000000,1832000000,173046000000,-41834000000,6838000000,230459000000,35286000000,74355000000,16595000000,260078000000,7001000000
2017-01-20,115.6,-0.78,-0.670218%,116.4,115.29,116.77,"19,683,791","2,281,134,874.262300",2016-12-31,31497000000,8807000000,22120000000,9377000000,570000000,415000000,512000000,23000000,4413000000,570000000,4203000000,58000000,191000000,74000000,3870000000,438000000,415000000,-2923000000,568000000,489000000,-1251000000,-311000000,3863000000,921000000,4203000000,-2031000000,291000000,603000000,-1649000000,4009000000,-50000000,-363000000,260078000000,3107000000,113356000000,145556000000,39069000000,5909000000,1832000000,173046000000,28769000000,4581000000,48273000000,6988000000,31785000000,10840000000,-4083000000,186305000000,29619000000,32735000000,140975000000,13000000,14092000000,35193000000,5419000000,28161000000,1832000000,173046000000,-41834000000,6838000000,230459000000,35286000000,74355000000,16595000000,260078000000,7001000000
2017-01-13,116.38,-0.46,-0.393701%,116.29,114.86,116.99,"29,127,396","3,375,045,492.629300",2016-12-31,31497000000,8807000000,22120000000,9377000000,570000000,415000000,512000000,23000000,4413000000,570000000,4203000000,58000000,191000000,74000000,3870000000,438000000,415000000,-2923000000,568000000,489000000,-1251000000,-311000000,3863000000,921000000,4203000000,-2031000000,291000000,603000000,-1649000000,4009000000,-50000000,-363000000,260078000000,3107000000,113356000000,145556000000,39069000000,5909000000,1832000000,173046000000,28769000000,4581000000,48273000000,6988000000,31785000000,10840000000,-4083000000,186305000000,29619000000,32735000000,140975000000,13000000,14092000000,35193000000,5419000000,28161000000,1832000000,173046000000,-41834000000,6838000000,230459000000,35286000000,74355000000,16595000000,260078000000,7001000000
2017-01-06,116.84,-0.86,-0.730671%,118.38,116.38,119.0,"24,775,828","2,914,060,579.085000",2016-12-31,31497000000,8807000000,22120000000,9377000000,570000000,415000000,512000000,23000000,4413000000,570000000,4203000000,58000000,191000000,74000000,3870000000,438000000,415000000,-2923000000,568000000,489000000,-1251000000,-311000000,3863000000,921000000,4203000000,-2031000000,291000000,603000000,-1649000000,4009000000,-50000000,-363000000,260078000000,3107000000,113356000000,145556000000,39069000000,5909000000,1832000000,173046000000,28769000000,4581000000,48273000000,6988000000,31785000000,10840000000,-4083000000,186305000000,29619000000,32735000000,140975000000,13000000,14092000000,35193000000,5419000000,28161000000,1832000000,173046000000,-41834000000,6838000000,230459000000,35286000000,74355000000,16595000000,260078000000,7001000000
2016-12-30,117.7,-0.72,-0.608005%,118.5,117.31,118.9,"15,308,606","1,806,114,600.501900",2016-09-30,30140000000,8459000000,20508000000,9632000000,1173000000,1283000000,1109000000,18000000,4071000000,1173000000,4130000000,64000000,258000000,-192000000,0,1301000000,1283000000,-5263000000,839000000,476000000,-1465000000,-1413000000,5311000000,803000000,4130000000,-2038000000,97000000,232000000,-875000000,4065000000,-48000000,-1413000000,259863000000,2703000000,111911000000,146800000000,40105000000,5482000000,1832000000,174657000000,29822000000,4581000000,47551000000,7351000000,24744000000,6057000000,-4083000000,187332000000,28873000000,32446000000,142219000000,321000000,12522000000,39462000000,5976000000,26221000000,1832000000,174657000000,-42118000000,6631000000,230990000000,39528000000,79633000000,16512000000,259863000000,7672000000
2016-12-23,118.42,0.34,+0.287940%,118.37,117.42,119.0,"22,792,450","2,693,946,158.310400",2016-09-30,30140000000,8459000000,20508000000,9632000000,1173000000,1283000000,1109000000,18000000,4071000000,1173000000,4130000000,64000000,258000000,-192000000,0,1301000000,1283000000,-5263000000,839000000,476000000,-1465000000,-1413000000,5311000000,803000000,4130000000,-2038000000,97000000,232000000,-875000000,4065000000,-48000000,-1413000000,259863000000,2703000000,111911000000,146800000000,40105000000,5482000000,1832000000,174657000000,29822000000,4581000000,47551000000,7351000000,24744000000,6057000000,-4083000000,187332000000,28873000000,32446000000,142219000000,321000000,12522000000,39462000000,5976000000,26221000000,1832000000,174657000000,-42118000000,6631000000,230990000000,39528000000,79633000000,16512000000,259863000000,7672000000
2016-12-16,118.08,2.27,+1.960107%,117.77,115.36,118.99,"47,777,972","5,608,802,693.561300",2016-09-30,30140000000,8459000000,20508000000,9632000000,1173000000,1283000000,1109000000,18000000,4071000000,1173000000,4130000000,64000000,258000000,-192000000,0,1301000000,1283000000,-5263000000,839000000,476000000,-1465000000,-1413000000,5311000000,803000000,4130000000,-2038000000,97000000,232000000,-875000000,4065000000,-48000000,-1413000000,259863000000,2703000000,111911000000,146800000000,40105000000,5482000000,1832000000,174657000000,29822000000,4581000000,47551000000,7351000000,24744000000,6057000000,-4083000000,187332000000,28873000000,32446000000,142219000000,321000000,12522000000,39462000000,5976000000,26221000000,1832000000,174657000000,-42118000000,6631000000,230990000000,39528000000,79633000000,16512000000,259863000000,7672000000
2016-12-09,115.81,2.81,+2.486726%,113.39,112.21,115.99,"30,668,838","3,500,849,117.096200",2016-09-30,30140000000,8459000000,20508000000,9632000000,1173000000,1283000000,1109000000,18000000,4071000000,1173000000,4130000000,64000000,258000000,-192000000,0,1301000000,1283000000,-5263000000,839000000,476000000,-1465000000,-1413000000,5311000000,803000000,4130000000,-2038000000,97000000,232000000,-875000000,4065000000,-48000000,-1413000000,259863000000,2703000000,111911000000,146800000000,40105000000,5482000000,1832000000,174657000000,29822000000,4581000000,47551000000,7351000000,24744000000,6057000000,-4083000000,187332000000,28873000000,32446000000,142219000000,321000000,12522000000,39462000000,5976000000,26221000000,1832000000,174657000000,-42118000000,6631000000,230990000000,39528000000,79633000000,16512000000,259863000000,7672000000
2016-12-02,113.0,2.0,+1.801802%,110.95,108.4,114.91,"49,130,211","5,503,710,180.697600",2016-09-30,30140000000,8459000000,20508000000,9632000000,1173000000,1283000000,1109000000,18000000,4071000000,1173000000,4130000000,64000000,258000000,-192000000,0,1301000000,1283000000,-5263000000,839000000,476000000,-1465000000,-1413000000,5311000000,803000000,4130000000,-2038000000,97000000,232000000,-875000000,4065000000,-48000000,-1413000000,259863000000,2703000000,111911000000,146800000000,40105000000,5482000000,1832000000,174657000000,29822000000,4581000000,47551000000,7351000000,24744000000,6057000000,-4083000000,187332000000,28873000000,32446000000,142219000000,321000000,12522000000,39462000000,5976000000,26221000000,1832000000,174657000000,-42118000000,6631000000,230990000000,39528000000,79633000000,16512000000,259863000000,7672000000
2016-11-25,111.0,1.8,+1.648352%,110.36,109.31,111.47,"22,646,091","2,504,364,943.743800",2016-09-30,30140000000,8459000000,20508000000,9632000000,1173000000,1283000000,1109000000,18000000,4071000000,1173000000,4130000000,64000000,258000000,-192000000,0,1301000000,1283000000,-5263000000,839000000,476000000,-1465000000,-1413000000,5311000000,803000000,4130000000,-2038000000,97000000,232000000,-875000000,4065000000,-48000000,-1413000000,259863000000,2703000000,111911000000,146800000000,40105000000,5482000000,1832000000,174657000000,29822000000,4581000000,47551000000,7351000000,24744000000,6057000000,-4083000000,187332000000,28873000000,32446000000,142219000000,321000000,12522000000,39462000000,5976000000,26221000000,1832000000,174657000000,-42118000000,6631000000,230990000000,39528000000,79633000000,16512000000,259863000000,7672000000
2016-11-18,109.2,2.56,+2.400600%,106.15,105.59,110.1,"40,989,785","4,435,168,011.009800",2016-09-30,30140000000,8459000000,20508000000,9632000000,1173000000,1283000000,1109000000,18000000,4071000000,1173000000,4130000000,64000000,258000000,-192000000,0,1301000000,1283000000,-5263000000,839000000,476000000,-1465000000,-1413000000,5311000000,803000000,4130000000,-2038000000,97000000,232000000,-875000000,4065000000,-48000000,-1413000000,259863000000,2703000000,111911000000,146800000000,40105000000,5482000000,1832000000,174657000000,29822000000,4581000000,47551000000,7351000000,24744000000,6057000000,-4083000000,187332000000,28873000000,32446000000,142219000000,321000000,12522000000,39462000000,5976000000,26221000000,1832000000,174657000000,-42118000000,6631000000,230990000000,39528000000,79633000000,16512000000,259863000000,7672000000
2016-11-11,106.64,1.86,+1.775148%,106.0,105.69,108.5,"41,224,729","4,419,281,652.691900",2016-09-30,30140000000,8459000000,20508000000,9632000000,1173000000,1283000000,1109000000,18000000,4071000000,1173000000,4130000000,64000000,258000000,-192000000,0,1301000000,1283000000,-5263000000,839000000,476000000,-1465000000,-1413000000,5311000000,803000000,4130000000,-2038000000,97000000,232000000,-875000000,4065000000,-48000000,-1413000000,259863000000,2703000000,111911000000,146800000000,40105000000,5482000000,1832000000,174657000000,29822000000,4581000000,47551000000,7351000000,24744000000,6057000000,-4083000000,187332000000,28873000000,32446000000,142219000000,321000000,12522000000,39462000000,5976000000,26221000000,1832000000,174657000000,-42118000000,6631000000,230990000000,39528000000,79633000000,16512000000,259863000000,7672000000
2016-11-04,104.78,0.96,+0.924677%,103.82,103.78,106.74,"46,290,206","4,880,117,000.343500",2016-09-30,30140000000,8459000000,20508000000,9632000000,1173000000,1283000000,1109000000,18000000,4071000000,1173000000,4130000000,64000000,258000000,-192000000,0,1301000000,1283000000,-5263000000,839000000,476000000,-1465000000,-1413000000,5311000000,803000000,4130000000,-2038000000,97000000,232000000,-875000000,4065000000,-48000000,-1413000000,259863000000,2703000000,111911000000,146800000000,40105000000,5482000000,1832000000,174657000000,29822000000,4581000000,47551000000,7351000000,24744000000,6057000000,-4083000000,187332000000,28873000000,32446000000,142219000000,321000000,12522000000,39462000000,5976000000,26221000000,1832000000,174657000000,-42118000000,6631000000,230990000000,39528000000,79633000000,16512000000,259863000000,7672000000
2016-10-28,103.82,2.52,+2.487660%,101.56,99.87,105.03,"44,494,949","4,538,625,562.317600",2016-09-30,30140000000,8459000000,20508000000,9632000000,1173000000,1283000000,1109000000,18000000,4071000000,1173000000,4130000000,64000000,258000000,-192000000,0,1301000000,1283000000,-5263000000,839000000,476000000,-1465000000,-1413000000,5311000000,803000000,4130000000,-2038000000,97000000,232000000,-875000000,4065000000,-48000000,-1413000000,259863000000,2703000000,111911000000,146800000000,40105000000,5482000000,1832000000,174657000000,29822000000,4581000000,47551000000,7351000000,24744000000,6057000000,-4083000000,187332000000,28873000000,32446000000,142219000000,321000000,12522000000,39462000000,5976000000,26221000000,1832000000,174657000000,-42118000000,6631000000,230990000000,39528000000,79633000000,16512000000,259863000000,7672000000
2016-10-21,101.3,0.22,+0.217649%,100.94,100.62,103.695,"25,610,709","2,605,416,570.317700",2016-09-30,30140000000,8459000000,20508000000,9632000000,1173000000,1283000000,1109000000,18000000,4071000000,1173000000,4130000000,64000000,258000000,-192000000,0,1301000000,1283000000,-5263000000,839000000,476000000,-1465000000,-1413000000,5311000000,803000000,4130000000,-2038000000,97000000,232000000,-875000000,4065000000,-48000000,-1413000000,259863000000,2703000000,111911000000,146800000000,40105000000,5482000000,1832000000,174657000000,29822000000,4581000000,47551000000,7351000000,24744000000,6057000000,-4083000000,187332000000,28873000000,32446000000,142219000000,321000000,12522000000,39462000000,5976000000,26221000000,1832000000,174657000000,-42118000000,6631000000,230990000000,39528000000,79633000000,16512000000,259863000000,7672000000
2016-10-14,101.08,-1.19,-1.163587%,103.21,99.61,104.42,"29,252,890","2,986,652,063.428200",2016-09-30,30140000000,8459000000,20508000000,9632000000,1173000000,1283000000,1109000000,18000000,4071000000,1173000000,4130000000,64000000,258000000,-192000000,0,1301000000,1283000000,-5263000000,839000000,476000000,-1465000000,-1413000000,5311000000,803000000,4130000000,-2038000000,97000000,232000000,-875000000,4065000000,-48000000,-1413000000,259863000000,2703000000,111911000000,146800000000,40105000000,5482000000,1832000000,174657000000,29822000000,4581000000,47551000000,7351000000,24744000000,6057000000,-4083000000,187332000000,28873000000,32446000000,142219000000,321000000,12522000000,39462000000,5976000000,26221000000,1832000000,174657000000,-42118000000,6631000000,230990000000,39528000000,79633000000,16512000000,259863000000,7672000000
2016-10-07,102.27,-0.65,-0.631558%,102.55,100.76,103.47,"26,960,159","2,754,289,781.938600",2016-09-30,30140000000,8459000000,20508000000,9632000000,1173000000,1283000000,1109000000,18000000,4071000000,1173000000,4130000000,64000000,258000000,-192000000,0,1301000000,1283000000,-5263000000,839000000,476000000,-1465000000,-1413000000,5311000000,803000000,4130000000,-2038000000,97000000,232000000,-875000000,4065000000,-48000000,-1413000000,259863000000,2703000000,111911000000,146800000000,40105000000,5482000000,1832000000,174657000000,29822000000,4581000000,47551000000,7351000000,24744000000,6057000000,-4083000000,187332000000,28873000000,32446000000,142219000000,321000000,12522000000,39462000000,5976000000,26221000000,1832000000,174657000000,-42118000000,6631000000,230990000000,39528000000,79633000000,16512000000,259863000000,7672000000
2016-09-30,102.92,3.7,+3.729087%,99.49,97.79,103.6,"40,028,726","4,041,161,950.971200",2016-09-30,30140000000,8459000000,20508000000,9632000000,1173000000,1283000000,1109000000,18000000,4071000000,1173000000,4130000000,64000000,258000000,-192000000,0,1301000000,1283000000,-5263000000,839000000,476000000,-1465000000,-1413000000,5311000000,803000000,4130000000,-2038000000,97000000,232000000,-875000000,4065000000,-48000000,-1413000000,259863000000,2703000000,111911000000,146800000000,40105000000,5482000000,1832000000,174657000000,29822000000,4581000000,47551000000,7351000000,24744000000,6057000000,-4083000000,187332000000,28873000000,32446000000,142219000000,321000000,12522000000,39462000000,5976000000,26221000000,1832000000,174657000000,-42118000000,6631000000,230990000000,39528000000,79633000000,16512000000,259863000000,7672000000
2016-09-23,99.22,1.38,+1.410466%,98.33,97.68,100.75,"31,129,101","3,080,613,009.284300",2016-06-30,29282000000,10941000000,20332000000,8950000000,-1991000000,-1470000000,-2070000000,7000000,4006000000,-1991000000,6721000000,79000000,214000000,-607000000,0,-1463000000,-1470000000,-3157000000,1370000000,2717000000,830000000,202000000,2531000000,-1049000000,6721000000,-2026000000,139000000,219000000,-1890000000,4469000000,35000000,202000000,261478000000,3470000000,113153000000,147163000000,41054000000,5491000000,1832000000,175379000000,30329000000,4581000000,44322000000,8764000000,24927000000,5530000000,-4272000000,187901000000,32471000000,30209000000,142582000000,320000000,13490000000,39487000000,6427000000,27014000000,1832000000,175379000000,-42212000000,6316000000,229007000000,39555000000,80609000000,16436000000,261478000000,9084000000
2016-09-16,97.84,-3.43,-3.386985%,101.2,97.525,102.55,"45,131,806","4,490,728,604.749700",2016-06-30,29282000000,10941000000,20332000000,8950000000,-1991000000,-1470000000,-2070000000,7000000,4006000000,-1991000000,6721000000,79000000,214000000,-607000000,0,-1463000000,-1470000000,-3157000000,1370000000,2717000000,830000000,202000000,2531000000,-1049000000,6721000000,-2026000000,139000000,219000000,-1890000000,4469000000,35000000,202000000,261478000000,3470000000,113153000000,147163000000,41054000000,5491000000,1832000000,175379000000,30329000000,4581000000,44322000000,8764000000,24927000000,5530000000,-4272000000,187901000000,32471000000,30209000000,142582000000,320000000,13490000000,39487000000,6427000000,27014000000,1832000000,175379000000,-42212000000,6316000000,229007000000,39555000000,80609000000,16436000000,261478000000,9084000000
2016-09-09,101.27,0.34,+0.336867%,101.21,100.97,104.345,"24,310,699","2,493,482,707.766700",2016-06-30,29282000000,10941000000,20332000000,8950000000,-1991000000,-1470000000,-2070000000,7000000,4006000000,-1991000000,6721000000,79000000,214000000,-607000000,0,-1463000000,-1470000000,-3157000000,1370000000,2717000000,830000000,202000000,2531000000,-1049000000,6721000000,-2026000000,139000000,219000000,-1890000000,4469000000,35000000,202000000,261478000000,3470000000,113153000000,147163000000,41054000000,5491000000,1832000000,175379000000,30329000000,4581000000,44322000000,8764000000,24927000000,5530000000,-4272000000,187901000000,32471000000,30209000000,142582000000,320000000,13490000000,39487000000,6427000000,27014000000,1832000000,175379000000,-42212000000,6316000000,229007000000,39555000000,80609000000,16436000000,261478000000,9084000000
2016-09-02,100.93,-0.39,-0.384919%,101.24,99.47,102.6292,"24,710,378","2,492,804,115.711800",2016-06-30,29282000000,10941000000,20332000000,8950000000,-1991000000,-1470000000,-2070000000,7000000,4006000000,-1991000000,6721000000,79000000,214000000,-607000000,0,-1463000000,-1470000000,-3157000000,1370000000,2717000000,830000000,202000000,2531000000,-1049000000,6721000000,-2026000000,139000000,219000000,-1890000000,4469000000,35000000,202000000,261478000000,3470000000,113153000000,147163000000,41054000000,5491000000,1832000000,175379000000,30329000000,4581000000,44322000000,8764000000,24927000000,5530000000,-4272000000,187901000000,32471000000,30209000000,142582000000,320000000,13490000000,39487000000,6427000000,27014000000,1832000000,175379000000,-42212000000,6316000000,229007000000,39555000000,80609000000,16436000000,261478000000,9084000000
2016-08-26,101.32,-1.0,-0.977326%,101.75,100.86,102.48,"24,869,149","2,532,105,562.378400",2016-06-30,29282000000,10941000000,20332000000,8950000000,-1991000000,-1470000000,-2070000000,7000000,4006000000,-1991000000,6721000000,79000000,214000000,-607000000,0,-1463000000,-1470000000,-3157000000,1370000000,2717000000,830000000,202000000,2531000000,-1049000000,6721000000,-2026000000,139000000,219000000,-1890000000,4469000000,35000000,202000000,261478000000,3470000000,113153000000,147163000000,41054000000,5491000000,1832000000,175379000000,30329000000,4581000000,44322000000,8764000000,24927000000,5530000000,-4272000000,187901000000,32471000000,30209000000,142582000000,320000000,13490000000,39487000000,6427000000,27014000000,1832000000,175379000000,-42212000000,6316000000,229007000000,39555000000,80609000000,16436000000,261478000000,9084000000
2016-08-19,102.32,0.16,+0.156617%,102.61,101.02,103.6,"27,583,831","2,829,664,355.293200",2016-06-30,29282000000,10941000000,20332000000,8950000000,-1991000000,-1470000000,-2070000000,7000000,4006000000,-1991000000,6721000000,79000000,214000000,-607000000,0,-1463000000,-1470000000,-3157000000,1370000000,2717000000,830000000,202000000,2531000000,-1049000000,6721000000,-2026000000,139000000,219000000,-1890000000,4469000000,35000000,202000000,261478000000,3470000000,113153000000,147163000000,41054000000,5491000000,1832000000,175379000000,30329000000,4581000000,44322000000,8764000000,24927000000,5530000000,-4272000000,187901000000,32471000000,30209000000,142582000000,320000000,13490000000,39487000000,6427000000,27014000000,1832000000,175379000000,-42212000000,6316000000,229007000000,39555000000,80609000000,16436000000,261478000000,9084000000
2016-08-12,102.16,1.65,+1.641628%,100.99,99.9374,102.33,"25,521,584","2,585,784,663.990100",2016-06-30,29282000000,10941000000,20332000000,8950000000,-1991000000,-1470000000,-2070000000,7000000,4006000000,-1991000000,6721000000,79000000,214000000,-607000000,0,-1463000000,-1470000000,-3157000000,1370000000,2717000000,830000000,202000000,2531000000,-1049000000,6721000000,-2026000000,139000000,219000000,-1890000000,4469000000,35000000,202000000,261478000000,3470000000,113153000000,147163000000,41054000000,5491000000,1832000000,175379000000,30329000000,4581000000,44322000000,8764000000,24927000000,5530000000,-4272000000,187901000000,32471000000,30209000000,142582000000,320000000,13490000000,39487000000,6427000000,27014000000,1832000000,175379000000,-42212000000,6316000000,229007000000,39555000000,80609000000,16436000000,261478000000,9084000000
2016-08-05,100.51,-1.97,-1.922326%,101.33,97.91,102.1,"40,713,567","4,063,729,133.445400",2016-06-30,29282000000,10941000000,20332000000,8950000000,-1991000000,-1470000000,-2070000000,7000000,4006000000,-1991000000,6721000000,79000000,214000000,-607000000,0,-1463000000,-1470000000,-3157000000,1370000000,2717000000,830000000,202000000,2531000000,-1049000000,6721000000,-2026000000,139000000,219000000,-1890000000,4469000000,35000000,202000000,261478000000,3470000000,113153000000,147163000000,41054000000,5491000000,1832000000,175379000000,30329000000,4581000000,44322000000,8764000000,24927000000,5530000000,-4272000000,187901000000,32471000000,30209000000,142582000000,320000000,13490000000,39487000000,6427000000,27014000000,1832000000,175379000000,-42212000000,6316000000,229007000000,39555000000,80609000000,16436000000,261478000000,9084000000
2016-07-29,102.48,-3.18,-3.009654%,104.86,99.85,105.11,"37,681,042","3,851,983,511.167200",2016-06-30,29282000000,10941000000,20332000000,8950000000,-1991000000,-1470000000,-2070000000,7000000,4006000000,-1991000000,6721000000,79000000,214000000,-607000000,0,-1463000000,-1470000000,-3157000000,1370000000,2717000000,830000000,202000000,2531000000,-1049000000,6721000000,-2026000000,139000000,219000000,-1890000000,4469000000,35000000,202000000,261478000000,3470000000,113153000000,147163000000,41054000000,5491000000,1832000000,175379000000,30329000000,4581000000,44322000000,8764000000,24927000000,5530000000,-4272000000,187901000000,32471000000,30209000000,142582000000,320000000,13490000000,39487000000,6427000000,27014000000,1832000000,175379000000,-42212000000,6316000000,229007000000,39555000000,80609000000,16436000000,261478000000,9084000000
2016-07-22,105.66,-1.37,-1.280015%,106.67,104.87,106.75,"27,675,157","2,925,912,120.667700",2016-06-30,29282000000,10941000000,20332000000,8950000000,-1991000000,-1470000000,-2070000000,7000000,4006000000,-1991000000,6721000000,79000000,214000000,-607000000,0,-1463000000,-1470000000,-3157000000,1370000000,2717000000,830000000,202000000,2531000000,-1049000000,6721000000,-2026000000,139000000,219000000,-1890000000,4469000000,35000000,202000000,261478000000,3470000000,113153000000,147163000000,41054000000,5491000000,1832000000,175379000000,30329000000,4581000000,44322000000,8764000000,24927000000,5530000000,-4272000000,187901000000,32471000000,30209000000,142582000000,320000000,13490000000,39487000000,6427000000,27014000000,1832000000,175379000000,-42212000000,6316000000,229007000000,39555000000,80609000000,16436000000,261478000000,9084000000
2016-07-15,107.03,2.26,+2.157106%,104.81,104.8,107.58,"32,458,365","3,457,208,391.842400",2016-06-30,29282000000,10941000000,20332000000,8950000000,-1991000000,-1470000000,-2070000000,7000000,4006000000,-1991000000,6721000000,79000000,214000000,-607000000,0,-1463000000,-1470000000,-3157000000,1370000000,2717000000,830000000,202000000,2531000000,-1049000000,6721000000,-2026000000,139000000,219000000,-1890000000,4469000000,35000000,202000000,261478000000,3470000000,113153000000,147163000000,41054000000,5491000000,1832000000,175379000000,30329000000,4581000000,44322000000,8764000000,24927000000,5530000000,-4272000000,187901000000,32471000000,30209000000,142582000000,320000000,13490000000,39487000000,6427000000,27014000000,1832000000,175379000000,-42212000000,6316000000,229007000000,39555000000,80609000000,16436000000,261478000000,9084000000
2016-07-08,104.77,0.62,+0.595295%,103.5,102.1399,105.0,"30,684,519","3,181,290,255.302400",2016-06-30,29282000000,10941000000,20332000000,8950000000,-1991000000,-1470000000,-2070000000,7000000,4006000000,-1991000000,6721000000,79000000,214000000,-607000000,0,-1463000000,-1470000000,-3157000000,1370000000,2717000000,830000000,202000000,2531000000,-1049000000,6721000000,-2026000000,139000000,219000000,-1890000000,4469000000,35000000,202000000,261478000000,3470000000,113153000000,147163000000,41054000000,5491000000,1832000000,175379000000,30329000000,4581000000,44322000000,8764000000,24927000000,5530000000,-4272000000,187901000000,32471000000,30209000000,142582000000,320000000,13490000000,39487000000,6427000000,27014000000,1832000000,175379000000,-42212000000,6316000000,229007000000,39555000000,80609000000,16436000000,261478000000,9084000000
2016-07-01,104.15,2.25,+2.208047%,101.25,99.52,105.0,"38,184,675","3,924,076,100.441800",2016-06-30,29282000000,10941000000,20332000000,8950000000,-1991000000,-1470000000,-2070000000,7000000,4006000000,-1991000000,6721000000,79000000,214000000,-607000000,0,-1463000000,-1470000000,-3157000000,1370000000,2717000000,830000000,202000000,2531000000,-1049000000,6721000000,-2026000000,139000000,219000000,-1890000000,4469000000,35000000,202000000,261478000000,3470000000,113153000000,147163000000,41054000000,5491000000,1832000000,175379000000,30329000000,4581000000,44322000000,8764000000,24927000000,5530000000,-4272000000,187901000000,32471000000,30209000000,142582000000,320000000,13490000000,39487000000,6427000000,27014000000,1832000000,175379000000,-42212000000,6316000000,229007000000,39555000000,80609000000,16436000000,261478000000,9084000000
