Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding
2019-02-15,136.2,7.6,+5.909798%,128.95,128.69,136.25,"18,438,685","2,452,731,356.891400",2018-12-31,14342000000,12459000000,10770000000,14342000000,1469000000,1045000000,466000000,1367000000,1000000,29438000000,-414000000,1883000000,-17445000000,99000000,321000000,-362000000,1046000000,1048000000,-171000000,246000000,-798000000,160000000,-1000000000,-1432000000,1852000000,-147000000,2083000000,-353000000,701000000,-507000000,-1779000000,243000000,1091000000,787000000,-894000000,-156000000,78509000000,1897000000,1765000000,64429000000,14039000000,1919000000,5827000000,30427000000,11211000000,6217000000,3443000000,6968000000,28218000000,11553000000,-1684000000,13574000000,38603000000,14447000000,5925000000,17452000000,25000000000,11529000000,14746000000,5827000000,30427000000,-20531000000,2332000000,1439000000,25000000000,11211000000,36211000000,78509000000,7857000000,575500000
2019-02-08,128.6,-2.31,-1.764571%,130.88,126.55,132.1,"18,071,542","2,348,876,464.231400",2018-12-31,14342000000,12459000000,10770000000,14342000000,1469000000,1045000000,466000000,1367000000,1000000,29438000000,-414000000,1883000000,-17445000000,99000000,321000000,-362000000,1046000000,1048000000,-171000000,246000000,-798000000,160000000,-1000000000,-1432000000,1852000000,-147000000,2083000000,-353000000,701000000,-507000000,-1779000000,243000000,1091000000,787000000,-894000000,-156000000,78509000000,1897000000,1765000000,64429000000,14039000000,1919000000,5827000000,30427000000,11211000000,6217000000,3443000000,6968000000,28218000000,11553000000,-1684000000,13574000000,38603000000,14447000000,5925000000,17452000000,25000000000,11529000000,14746000000,5827000000,30427000000,-20531000000,2332000000,1439000000,25000000000,11211000000,36211000000,78509000000,7857000000,575500000
2019-02-01,130.91,-5.95,-4.347508%,126.99,123.15,133.86,"45,443,802","5,809,304,192.807100",2018-12-31,14342000000,12459000000,10770000000,14342000000,1469000000,1045000000,466000000,1367000000,1000000,29438000000,-414000000,1883000000,-17445000000,99000000,321000000,-362000000,1046000000,1048000000,-171000000,246000000,-798000000,160000000,-1000000000,-1432000000,1852000000,-147000000,2083000000,-353000000,701000000,-507000000,-1779000000,243000000,1091000000,787000000,-894000000,-156000000,78509000000,1897000000,1765000000,64429000000,14039000000,1919000000,5827000000,30427000000,11211000000,6217000000,3443000000,6968000000,28218000000,11553000000,-1684000000,13574000000,38603000000,14447000000,5925000000,17452000000,25000000000,11529000000,14746000000,5827000000,30427000000,-20531000000,2332000000,1439000000,25000000000,11211000000,36211000000,78509000000,7857000000,575500000
2019-01-25,136.86,0.26,+0.190337%,134.93,130.15,136.89,"18,685,298","2,494,561,705.967400",2018-12-31,14342000000,12459000000,10770000000,14342000000,1469000000,1045000000,466000000,1367000000,1000000,29438000000,-414000000,1883000000,-17445000000,99000000,321000000,-362000000,1046000000,1048000000,-171000000,246000000,-798000000,160000000,-1000000000,-1432000000,1852000000,-147000000,2083000000,-353000000,701000000,-507000000,-1779000000,243000000,1091000000,787000000,-894000000,-156000000,78509000000,1897000000,1765000000,64429000000,14039000000,1919000000,5827000000,30427000000,11211000000,6217000000,3443000000,6968000000,28218000000,11553000000,-1684000000,13574000000,38603000000,14447000000,5925000000,17452000000,25000000000,11529000000,14746000000,5827000000,30427000000,-20531000000,2332000000,1439000000,25000000000,11211000000,36211000000,78509000000,7857000000,575500000
2019-01-18,136.6,4.5,+3.406510%,130.31,129.13,137.72,"24,344,295","3,240,382,609.518800",2018-12-31,14342000000,12459000000,10770000000,14342000000,1469000000,1045000000,466000000,1367000000,1000000,29438000000,-414000000,1883000000,-17445000000,99000000,321000000,-362000000,1046000000,1048000000,-171000000,246000000,-798000000,160000000,-1000000000,-1432000000,1852000000,-147000000,2083000000,-353000000,701000000,-507000000,-1779000000,243000000,1091000000,787000000,-894000000,-156000000,78509000000,1897000000,1765000000,64429000000,14039000000,1919000000,5827000000,30427000000,11211000000,6217000000,3443000000,6968000000,28218000000,11553000000,-1684000000,13574000000,38603000000,14447000000,5925000000,17452000000,25000000000,11529000000,14746000000,5827000000,30427000000,-20531000000,2332000000,1439000000,25000000000,11211000000,36211000000,78509000000,7857000000,575500000
2019-01-11,132.1,3.95,+3.082325%,128.59,126.7,133.12,"20,049,000","2,613,734,252.398600",2018-12-31,14342000000,12459000000,10770000000,14342000000,1469000000,1045000000,466000000,1367000000,1000000,29438000000,-414000000,1883000000,-17445000000,99000000,321000000,-362000000,1046000000,1048000000,-171000000,246000000,-798000000,160000000,-1000000000,-1432000000,1852000000,-147000000,2083000000,-353000000,701000000,-507000000,-1779000000,243000000,1091000000,787000000,-894000000,-156000000,78509000000,1897000000,1765000000,64429000000,14039000000,1919000000,5827000000,30427000000,11211000000,6217000000,3443000000,6968000000,28218000000,11553000000,-1684000000,13574000000,38603000000,14447000000,5925000000,17452000000,25000000000,11529000000,14746000000,5827000000,30427000000,-20531000000,2332000000,1439000000,25000000000,11211000000,36211000000,78509000000,7857000000,575500000
2019-01-04,128.15,2.54,+2.022132%,126.6,120.4434,128.59,"19,861,412","2,486,862,643.103100",2018-12-31,14342000000,12459000000,10770000000,14342000000,1469000000,1045000000,466000000,1367000000,1000000,29438000000,-414000000,1883000000,-17445000000,99000000,321000000,-362000000,1046000000,1048000000,-171000000,246000000,-798000000,160000000,-1000000000,-1432000000,1852000000,-147000000,2083000000,-353000000,701000000,-507000000,-1779000000,243000000,1091000000,787000000,-894000000,-156000000,78509000000,1897000000,1765000000,64429000000,14039000000,1919000000,5827000000,30427000000,11211000000,6217000000,3443000000,6968000000,28218000000,11553000000,-1684000000,13574000000,38603000000,14447000000,5925000000,17452000000,25000000000,11529000000,14746000000,5827000000,30427000000,-20531000000,2332000000,1439000000,25000000000,11211000000,36211000000,78509000000,7857000000,575500000
2018-12-28,125.61,5.54,+4.613975%,118.17,116.09,128.25,"16,492,714","2,019,264,319.045800",2018-09-30,13510000000,11375000000,9690000000,13510000000,2244000000,1720000000,479000000,2135000000,40000000,10321000000,109000000,2135000000,575000000,102000000,415000000,-74000000,1720000000,1727000000,66000000,-801000000,-346000000,189000000,-3111000000,-1645000000,2691000000,-599000000,1392000000,220000000,698000000,-511000000,-714000000,-614000000,184000000,601000000,-22000000,-648000000,78209000000,1976000000,1835000000,62319000000,15850000000,1867000000,5715000000,30384000000,10845000000,6233000000,3199000000,7189000000,26033000000,10332000000,-1568000000,13607000000,38454000000,14373000000,7641000000,16798000000,25441000000,11814000000,13834000000,5715000000,30384000000,-18681000000,2278000000,1288000000,25441000000,10845000000,36286000000,78209000000,8007000000,590100000
2018-12-21,120.07,-6.7,-5.285162%,126.8,119.57,128.9493,"35,054,292","4,327,269,606.814900",2018-09-30,13510000000,11375000000,9690000000,13510000000,2244000000,1720000000,479000000,2135000000,40000000,10321000000,109000000,2135000000,575000000,102000000,415000000,-74000000,1720000000,1727000000,66000000,-801000000,-346000000,189000000,-3111000000,-1645000000,2691000000,-599000000,1392000000,220000000,698000000,-511000000,-714000000,-614000000,184000000,601000000,-22000000,-648000000,78209000000,1976000000,1835000000,62319000000,15850000000,1867000000,5715000000,30384000000,10845000000,6233000000,3199000000,7189000000,26033000000,10332000000,-1568000000,13607000000,38454000000,14373000000,7641000000,16798000000,25441000000,11814000000,13834000000,5715000000,30384000000,-18681000000,2278000000,1288000000,25441000000,10845000000,36286000000,78209000000,8007000000,590100000
2018-12-14,126.77,3.22,+2.606232%,122.41,121.16,129.11,"24,992,319","3,131,649,393.723800",2018-09-30,13510000000,11375000000,9690000000,13510000000,2244000000,1720000000,479000000,2135000000,40000000,10321000000,109000000,2135000000,575000000,102000000,415000000,-74000000,1720000000,1727000000,66000000,-801000000,-346000000,189000000,-3111000000,-1645000000,2691000000,-599000000,1392000000,220000000,698000000,-511000000,-714000000,-614000000,184000000,601000000,-22000000,-648000000,78209000000,1976000000,1835000000,62319000000,15850000000,1867000000,5715000000,30384000000,10845000000,6233000000,3199000000,7189000000,26033000000,10332000000,-1568000000,13607000000,38454000000,14373000000,7641000000,16798000000,25441000000,11814000000,13834000000,5715000000,30384000000,-18681000000,2278000000,1288000000,25441000000,10845000000,36286000000,78209000000,8007000000,590100000
2018-12-07,123.55,-12.12,-8.933441%,141.88,122.75,142.41,"30,483,093","4,016,044,235.123100",2018-09-30,13510000000,11375000000,9690000000,13510000000,2244000000,1720000000,479000000,2135000000,40000000,10321000000,109000000,2135000000,575000000,102000000,415000000,-74000000,1720000000,1727000000,66000000,-801000000,-346000000,189000000,-3111000000,-1645000000,2691000000,-599000000,1392000000,220000000,698000000,-511000000,-714000000,-614000000,184000000,601000000,-22000000,-648000000,78209000000,1976000000,1835000000,62319000000,15850000000,1867000000,5715000000,30384000000,10845000000,6233000000,3199000000,7189000000,26033000000,10332000000,-1568000000,13607000000,38454000000,14373000000,7641000000,16798000000,25441000000,11814000000,13834000000,5715000000,30384000000,-18681000000,2278000000,1288000000,25441000000,10845000000,36286000000,78209000000,8007000000,590100000
2018-11-30,135.67,13.35,+10.913996%,123.65,122.3944,135.97,"27,948,995","3,608,991,180.146400",2018-09-30,13510000000,11375000000,9690000000,13510000000,2244000000,1720000000,479000000,2135000000,40000000,10321000000,109000000,2135000000,575000000,102000000,415000000,-74000000,1720000000,1727000000,66000000,-801000000,-346000000,189000000,-3111000000,-1645000000,2691000000,-599000000,1392000000,220000000,698000000,-511000000,-714000000,-614000000,184000000,601000000,-22000000,-648000000,78209000000,1976000000,1835000000,62319000000,15850000000,1867000000,5715000000,30384000000,10845000000,6233000000,3199000000,7189000000,26033000000,10332000000,-1568000000,13607000000,38454000000,14373000000,7641000000,16798000000,25441000000,11814000000,13834000000,5715000000,30384000000,-18681000000,2278000000,1288000000,25441000000,10845000000,36286000000,78209000000,8007000000,590100000
2018-11-23,122.32,-7.64,-5.878732%,129.15,121.23,129.49,"21,021,648","2,611,825,810.995900",2018-09-30,13510000000,11375000000,9690000000,13510000000,2244000000,1720000000,479000000,2135000000,40000000,10321000000,109000000,2135000000,575000000,102000000,415000000,-74000000,1720000000,1727000000,66000000,-801000000,-346000000,189000000,-3111000000,-1645000000,2691000000,-599000000,1392000000,220000000,698000000,-511000000,-714000000,-614000000,184000000,601000000,-22000000,-648000000,78209000000,1976000000,1835000000,62319000000,15850000000,1867000000,5715000000,30384000000,10845000000,6233000000,3199000000,7189000000,26033000000,10332000000,-1568000000,13607000000,38454000000,14373000000,7641000000,16798000000,25441000000,11814000000,13834000000,5715000000,30384000000,-18681000000,2278000000,1288000000,25441000000,10845000000,36286000000,78209000000,8007000000,590100000
2018-11-16,129.96,3.05,+2.403278%,127.18,123.13,131.92,"28,979,620","3,695,610,070.069400",2018-09-30,13510000000,11375000000,9690000000,13510000000,2244000000,1720000000,479000000,2135000000,40000000,10321000000,109000000,2135000000,575000000,102000000,415000000,-74000000,1720000000,1727000000,66000000,-801000000,-346000000,189000000,-3111000000,-1645000000,2691000000,-599000000,1392000000,220000000,698000000,-511000000,-714000000,-614000000,184000000,601000000,-22000000,-648000000,78209000000,1976000000,1835000000,62319000000,15850000000,1867000000,5715000000,30384000000,10845000000,6233000000,3199000000,7189000000,26033000000,10332000000,-1568000000,13607000000,38454000000,14373000000,7641000000,16798000000,25441000000,11814000000,13834000000,5715000000,30384000000,-18681000000,2278000000,1288000000,25441000000,10845000000,36286000000,78209000000,8007000000,590100000
2018-11-09,126.91,1.12,+0.890373%,126.09,124.55,135.22,"30,642,121","3,976,033,099.132200",2018-09-30,13510000000,11375000000,9690000000,13510000000,2244000000,1720000000,479000000,2135000000,40000000,10321000000,109000000,2135000000,575000000,102000000,415000000,-74000000,1720000000,1727000000,66000000,-801000000,-346000000,189000000,-3111000000,-1645000000,2691000000,-599000000,1392000000,220000000,698000000,-511000000,-714000000,-614000000,184000000,601000000,-22000000,-648000000,78209000000,1976000000,1835000000,62319000000,15850000000,1867000000,5715000000,30384000000,10845000000,6233000000,3199000000,7189000000,26033000000,10332000000,-1568000000,13607000000,38454000000,14373000000,7641000000,16798000000,25441000000,11814000000,13834000000,5715000000,30384000000,-18681000000,2278000000,1288000000,25441000000,10845000000,36286000000,78209000000,8007000000,590100000
2018-11-02,125.79,10.74,+9.335072%,116.88,112.06,128.3005,"44,291,376","5,339,534,743.295800",2018-09-30,13510000000,11375000000,9690000000,13510000000,2244000000,1720000000,479000000,2135000000,40000000,10321000000,109000000,2135000000,575000000,102000000,415000000,-74000000,1720000000,1727000000,66000000,-801000000,-346000000,189000000,-3111000000,-1645000000,2691000000,-599000000,1392000000,220000000,698000000,-511000000,-714000000,-614000000,184000000,601000000,-22000000,-648000000,78209000000,1976000000,1835000000,62319000000,15850000000,1867000000,5715000000,30384000000,10845000000,6233000000,3199000000,7189000000,26033000000,10332000000,-1568000000,13607000000,38454000000,14373000000,7641000000,16798000000,25441000000,11814000000,13834000000,5715000000,30384000000,-18681000000,2278000000,1288000000,25441000000,10845000000,36286000000,78209000000,8007000000,590100000
2018-10-26,115.05,-16.27,-12.389583%,132.68,112.25,133.13,"71,665,740","8,457,677,011.608200",2018-09-30,13510000000,11375000000,9690000000,13510000000,2244000000,1720000000,479000000,2135000000,40000000,10321000000,109000000,2135000000,575000000,102000000,415000000,-74000000,1720000000,1727000000,66000000,-801000000,-346000000,189000000,-3111000000,-1645000000,2691000000,-599000000,1392000000,220000000,698000000,-511000000,-714000000,-614000000,184000000,601000000,-22000000,-648000000,78209000000,1976000000,1835000000,62319000000,15850000000,1867000000,5715000000,30384000000,10845000000,6233000000,3199000000,7189000000,26033000000,10332000000,-1568000000,13607000000,38454000000,14373000000,7641000000,16798000000,25441000000,11814000000,13834000000,5715000000,30384000000,-18681000000,2278000000,1288000000,25441000000,10845000000,36286000000,78209000000,8007000000,590100000
2018-10-19,131.32,-10.75,-7.566692%,142.0,131.27,143.89,"29,427,896","4,062,679,695.183900",2018-09-30,13510000000,11375000000,9690000000,13510000000,2244000000,1720000000,479000000,2135000000,40000000,10321000000,109000000,2135000000,575000000,102000000,415000000,-74000000,1720000000,1727000000,66000000,-801000000,-346000000,189000000,-3111000000,-1645000000,2691000000,-599000000,1392000000,220000000,698000000,-511000000,-714000000,-614000000,184000000,601000000,-22000000,-648000000,78209000000,1976000000,1835000000,62319000000,15850000000,1867000000,5715000000,30384000000,10845000000,6233000000,3199000000,7189000000,26033000000,10332000000,-1568000000,13607000000,38454000000,14373000000,7641000000,16798000000,25441000000,11814000000,13834000000,5715000000,30384000000,-18681000000,2278000000,1288000000,25441000000,10845000000,36286000000,78209000000,8007000000,590100000
2018-10-12,142.07,-11.24,-7.331550%,151.95,139.75,153.66,"31,083,931","4,527,202,277.788200",2018-09-30,13510000000,11375000000,9690000000,13510000000,2244000000,1720000000,479000000,2135000000,40000000,10321000000,109000000,2135000000,575000000,102000000,415000000,-74000000,1720000000,1727000000,66000000,-801000000,-346000000,189000000,-3111000000,-1645000000,2691000000,-599000000,1392000000,220000000,698000000,-511000000,-714000000,-614000000,184000000,601000000,-22000000,-648000000,78209000000,1976000000,1835000000,62319000000,15850000000,1867000000,5715000000,30384000000,10845000000,6233000000,3199000000,7189000000,26033000000,10332000000,-1568000000,13607000000,38454000000,14373000000,7641000000,16798000000,25441000000,11814000000,13834000000,5715000000,30384000000,-18681000000,2278000000,1288000000,25441000000,10845000000,36286000000,78209000000,8007000000,590100000
2018-10-05,153.31,0.82,+0.537740%,153.61,151.5,159.37,"23,210,194","3,603,847,515.098800",2018-09-30,13510000000,11375000000,9690000000,13510000000,2244000000,1720000000,479000000,2135000000,40000000,10321000000,109000000,2135000000,575000000,102000000,415000000,-74000000,1720000000,1727000000,66000000,-801000000,-346000000,189000000,-3111000000,-1645000000,2691000000,-599000000,1392000000,220000000,698000000,-511000000,-714000000,-614000000,184000000,601000000,-22000000,-648000000,78209000000,1976000000,1835000000,62319000000,15850000000,1867000000,5715000000,30384000000,10845000000,6233000000,3199000000,7189000000,26033000000,10332000000,-1568000000,13607000000,38454000000,14373000000,7641000000,16798000000,25441000000,11814000000,13834000000,5715000000,30384000000,-18681000000,2278000000,1288000000,25441000000,10845000000,36286000000,78209000000,8007000000,590100000
2018-09-28,152.49,-3.89,-2.487530%,156.0,150.56,156.1,"16,669,597","2,558,737,507.042900",2018-06-30,14011000000,11844000000,10126000000,14011000000,2297000000,1698000000,462000000,2186000000,-2000000,1440000000,130000000,2167000000,9942000000,102000000,490000000,-54000000,1696000000,1707000000,-775000000,232000000,-1268000000,278000000,-1691000000,-35000000,2765000000,845000000,2148000000,9000000,686000000,-466000000,-643000000,-405000000,298000000,771000000,-377000000,767000000,78987000000,2039000000,1835000000,64045000000,14879000000,1871000000,5746000000,28657000000,12046000000,6249000000,3520000000,7786000000,28300000000,12470000000,-1496000000,13752000000,38641000000,14402000000,6591000000,16897000000,23699000000,11255000000,13959000000,5746000000,28657000000,-18028000000,2278000000,1626000000,23699000000,12046000000,35745000000,78987000000,8654000000,594300000
2018-09-21,156.38,11.48,+7.922705%,144.85,144.55,157.72,"27,029,814","4,127,187,299.450700",2018-06-30,14011000000,11844000000,10126000000,14011000000,2297000000,1698000000,462000000,2186000000,-2000000,1440000000,130000000,2167000000,9942000000,102000000,490000000,-54000000,1696000000,1707000000,-775000000,232000000,-1268000000,278000000,-1691000000,-35000000,2765000000,845000000,2148000000,9000000,686000000,-466000000,-643000000,-405000000,298000000,771000000,-377000000,767000000,78987000000,2039000000,1835000000,64045000000,14879000000,1871000000,5746000000,28657000000,12046000000,6249000000,3520000000,7786000000,28300000000,12470000000,-1496000000,13752000000,38641000000,14402000000,6591000000,16897000000,23699000000,11255000000,13959000000,5746000000,28657000000,-18028000000,2278000000,1626000000,23699000000,12046000000,35745000000,78987000000,8654000000,594300000
2018-09-14,144.9,3.58,+2.533258%,141.77,140.37,147.2,"19,653,281","2,824,538,874.265500",2018-06-30,14011000000,11844000000,10126000000,14011000000,2297000000,1698000000,462000000,2186000000,-2000000,1440000000,130000000,2167000000,9942000000,102000000,490000000,-54000000,1696000000,1707000000,-775000000,232000000,-1268000000,278000000,-1691000000,-35000000,2765000000,845000000,2148000000,9000000,686000000,-466000000,-643000000,-405000000,298000000,771000000,-377000000,767000000,78987000000,2039000000,1835000000,64045000000,14879000000,1871000000,5746000000,28657000000,12046000000,6249000000,3520000000,7786000000,28300000000,12470000000,-1496000000,13752000000,38641000000,14402000000,6591000000,16897000000,23699000000,11255000000,13959000000,5746000000,28657000000,-18028000000,2278000000,1626000000,23699000000,12046000000,35745000000,78987000000,8654000000,594300000
2018-09-07,141.32,2.47,+1.778898%,137.86,136.93,142.14,"17,296,490","2,421,951,967.674200",2018-06-30,14011000000,11844000000,10126000000,14011000000,2297000000,1698000000,462000000,2186000000,-2000000,1440000000,130000000,2167000000,9942000000,102000000,490000000,-54000000,1696000000,1707000000,-775000000,232000000,-1268000000,278000000,-1691000000,-35000000,2765000000,845000000,2148000000,9000000,686000000,-466000000,-643000000,-405000000,298000000,771000000,-377000000,767000000,78987000000,2039000000,1835000000,64045000000,14879000000,1871000000,5746000000,28657000000,12046000000,6249000000,3520000000,7786000000,28300000000,12470000000,-1496000000,13752000000,38641000000,14402000000,6591000000,16897000000,23699000000,11255000000,13959000000,5746000000,28657000000,-18028000000,2278000000,1626000000,23699000000,12046000000,35745000000,78987000000,8654000000,594300000
2018-08-31,138.85,0.64,+0.463063%,139.4,138.38,143.77,"20,700,354","2,915,319,134.664800",2018-06-30,14011000000,11844000000,10126000000,14011000000,2297000000,1698000000,462000000,2186000000,-2000000,1440000000,130000000,2167000000,9942000000,102000000,490000000,-54000000,1696000000,1707000000,-775000000,232000000,-1268000000,278000000,-1691000000,-35000000,2765000000,845000000,2148000000,9000000,686000000,-466000000,-643000000,-405000000,298000000,771000000,-377000000,767000000,78987000000,2039000000,1835000000,64045000000,14879000000,1871000000,5746000000,28657000000,12046000000,6249000000,3520000000,7786000000,28300000000,12470000000,-1496000000,13752000000,38641000000,14402000000,6591000000,16897000000,23699000000,11255000000,13959000000,5746000000,28657000000,-18028000000,2278000000,1626000000,23699000000,12046000000,35745000000,78987000000,8654000000,594300000
2018-08-24,138.21,-1.13,-0.810966%,139.82,136.42,140.96,"15,012,749","2,084,765,531.822500",2018-06-30,14011000000,11844000000,10126000000,14011000000,2297000000,1698000000,462000000,2186000000,-2000000,1440000000,130000000,2167000000,9942000000,102000000,490000000,-54000000,1696000000,1707000000,-775000000,232000000,-1268000000,278000000,-1691000000,-35000000,2765000000,845000000,2148000000,9000000,686000000,-466000000,-643000000,-405000000,298000000,771000000,-377000000,767000000,78987000000,2039000000,1835000000,64045000000,14879000000,1871000000,5746000000,28657000000,12046000000,6249000000,3520000000,7786000000,28300000000,12470000000,-1496000000,13752000000,38641000000,14402000000,6591000000,16897000000,23699000000,11255000000,13959000000,5746000000,28657000000,-18028000000,2278000000,1626000000,23699000000,12046000000,35745000000,78987000000,8654000000,594300000
