Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding
2018-05-18,155.71,0.85,+0.548883%,155.61,151.71,156.84,"17,159,675","2,645,941,491.137200",2018-03-31,12859000000,10751000000,7849000000,12859000000,2240000000,1660000000,443000000,2134000000,2000000,1276000000,132000000,2108000000,9032000000,101000000,472000000,0,1662000000,1665000000,11000000,-597000000,-800000000,-54000000,-1258000000,-538000000,1538000000,-403000000,935000000,165000000,681000000,-467000000,-351000000,-803000000,148000000,757000000,-326000000,-393000000,78014000000,2163000000,1856000000,62742000000,15206000000,1890000000,5640000000,27929000000,12175000000,6376000000,26745000000,7888000000,27402000000,12150000000,-1016000000,13912000000,37357000000,14363000000,6667000000,16666000000,23165000000,10947000000,13362000000,5640000000,27929000000,-17347000000,2156000000,1687000000,23165000000,12175000000,35340000000,78014000000,7888000000,597900000
2018-05-11,154.86,8.49,+5.800369%,148.18,148.0,156.74,"22,785,284","3,463,593,072.878800",2018-03-31,12859000000,10751000000,7849000000,12859000000,2240000000,1660000000,443000000,2134000000,2000000,1276000000,132000000,2108000000,9032000000,101000000,472000000,0,1662000000,1665000000,11000000,-597000000,-800000000,-54000000,-1258000000,-538000000,1538000000,-403000000,935000000,165000000,681000000,-467000000,-351000000,-803000000,148000000,757000000,-326000000,-393000000,78014000000,2163000000,1856000000,62742000000,15206000000,1890000000,5640000000,27929000000,12175000000,6376000000,26745000000,7888000000,27402000000,12150000000,-1016000000,13912000000,37357000000,14363000000,6667000000,16666000000,23165000000,10947000000,13362000000,5640000000,27929000000,-17347000000,2156000000,1687000000,23165000000,12175000000,35340000000,78014000000,7888000000,597900000
2018-05-04,146.37,1.65,+1.140133%,145.21,138.15,147.19,"26,788,471","3,843,157,642.423600",2018-03-31,12859000000,10751000000,7849000000,12859000000,2240000000,1660000000,443000000,2134000000,2000000,1276000000,132000000,2108000000,9032000000,101000000,472000000,0,1662000000,1665000000,11000000,-597000000,-800000000,-54000000,-1258000000,-538000000,1538000000,-403000000,935000000,165000000,681000000,-467000000,-351000000,-803000000,148000000,757000000,-326000000,-393000000,78014000000,2163000000,1856000000,62742000000,15206000000,1890000000,5640000000,27929000000,12175000000,6376000000,26745000000,7888000000,27402000000,12150000000,-1016000000,13912000000,37357000000,14363000000,6667000000,16666000000,23165000000,10947000000,13362000000,5640000000,27929000000,-17347000000,2156000000,1687000000,23165000000,12175000000,35340000000,78014000000,7888000000,597900000
2018-04-27,144.72,-8.53,-5.566069%,154.65,142.16,161.1,"49,855,825","7,418,567,104.544600",2018-03-31,12859000000,10751000000,7849000000,12859000000,2240000000,1660000000,443000000,2134000000,2000000,1276000000,132000000,2108000000,9032000000,101000000,472000000,0,1662000000,1665000000,11000000,-597000000,-800000000,-54000000,-1258000000,-538000000,1538000000,-403000000,935000000,165000000,681000000,-467000000,-351000000,-803000000,148000000,757000000,-326000000,-393000000,78014000000,2163000000,1856000000,62742000000,15206000000,1890000000,5640000000,27929000000,12175000000,6376000000,26745000000,7888000000,27402000000,12150000000,-1016000000,13912000000,37357000000,14363000000,6667000000,16666000000,23165000000,10947000000,13362000000,5640000000,27929000000,-17347000000,2156000000,1687000000,23165000000,12175000000,35340000000,78014000000,7888000000,597900000
2018-04-20,153.25,3.02,+2.010251%,151.74,150.28,157.12,"18,030,841","2,782,740,534.229700",2018-03-31,12859000000,10751000000,7849000000,12859000000,2240000000,1660000000,443000000,2134000000,2000000,1276000000,132000000,2108000000,9032000000,101000000,472000000,0,1662000000,1665000000,11000000,-597000000,-800000000,-54000000,-1258000000,-538000000,1538000000,-403000000,935000000,165000000,681000000,-467000000,-351000000,-803000000,148000000,757000000,-326000000,-393000000,78014000000,2163000000,1856000000,62742000000,15206000000,1890000000,5640000000,27929000000,12175000000,6376000000,26745000000,7888000000,27402000000,12150000000,-1016000000,13912000000,37357000000,14363000000,6667000000,16666000000,23165000000,10947000000,13362000000,5640000000,27929000000,-17347000000,2156000000,1687000000,23165000000,12175000000,35340000000,78014000000,7888000000,597900000
2018-04-13,150.23,7.24,+5.063291%,144.8,142.8,152.91,"18,862,213","2,794,357,506.292300",2018-03-31,12859000000,10751000000,7849000000,12859000000,2240000000,1660000000,443000000,2134000000,2000000,1276000000,132000000,2108000000,9032000000,101000000,472000000,0,1662000000,1665000000,11000000,-597000000,-800000000,-54000000,-1258000000,-538000000,1538000000,-403000000,935000000,165000000,681000000,-467000000,-351000000,-803000000,148000000,757000000,-326000000,-393000000,78014000000,2163000000,1856000000,62742000000,15206000000,1890000000,5640000000,27929000000,12175000000,6376000000,26745000000,7888000000,27402000000,12150000000,-1016000000,13912000000,37357000000,14363000000,6667000000,16666000000,23165000000,10947000000,13362000000,5640000000,27929000000,-17347000000,2156000000,1687000000,23165000000,12175000000,35340000000,78014000000,7888000000,597900000
2018-04-06,142.99,-4.39,-2.978695%,146.44,138.05,148.879,"26,723,645","3,851,406,187.482600",2018-03-31,12859000000,10751000000,7849000000,12859000000,2240000000,1660000000,443000000,2134000000,2000000,1276000000,132000000,2108000000,9032000000,101000000,472000000,0,1662000000,1665000000,11000000,-597000000,-800000000,-54000000,-1258000000,-538000000,1538000000,-403000000,935000000,165000000,681000000,-467000000,-351000000,-803000000,148000000,757000000,-326000000,-393000000,78014000000,2163000000,1856000000,62742000000,15206000000,1890000000,5640000000,27929000000,12175000000,6376000000,26745000000,7888000000,27402000000,12150000000,-1016000000,13912000000,37357000000,14363000000,6667000000,16666000000,23165000000,10947000000,13362000000,5640000000,27929000000,-17347000000,2156000000,1687000000,23165000000,12175000000,35340000000,78014000000,7888000000,597900000
2018-03-30,147.38,3.09,+2.141521%,147.82,143.63,151.12,"19,513,510","2,874,971,739.048200",2017-12-31,12896000000,11735000000,8241000000,12896000000,1288000000,-1307000000,579000000,1111000000,67000000,1606000000,127000000,1161000000,9550000000,169000000,2418000000,-1478000000,-1307000000,-1299000000,-145000000,5000000,-526000000,318000000,-1716000000,-1343000000,617000000,-1328000000,541000000,-55000000,724000000,-457000000,213000000,194000000,1668000000,699000000,-696000000,-1330000000,76962000000,2111000000,1772000000,63196000000,13697000000,1975000000,5593000000,26301000000,12137000000,6200000000,26563000000,8261000000,26931000000,11031000000,-1192000000,14155000000,36244000000,14532000000,5386000000,16193000000,23847000000,10018000000,13925000000,5593000000,26301000000,-17005000000,2027000000,1693000000,23847000000,12418000000,36265000000,76962000000,8261000000,597600000
2018-03-23,144.29,-12.17,-7.778346%,154.24,143.79,157.28,"27,682,878","4,175,629,859.807100",2017-12-31,12896000000,11735000000,8241000000,12896000000,1288000000,-1307000000,579000000,1111000000,67000000,1606000000,127000000,1161000000,9550000000,169000000,2418000000,-1478000000,-1307000000,-1299000000,-145000000,5000000,-526000000,318000000,-1716000000,-1343000000,617000000,-1328000000,541000000,-55000000,724000000,-457000000,213000000,194000000,1668000000,699000000,-696000000,-1330000000,76962000000,2111000000,1772000000,63196000000,13697000000,1975000000,5593000000,26301000000,12137000000,6200000000,26563000000,8261000000,26931000000,11031000000,-1192000000,14155000000,36244000000,14532000000,5386000000,16193000000,23847000000,10018000000,13925000000,5593000000,26301000000,-17005000000,2027000000,1693000000,23847000000,12418000000,36265000000,76962000000,8261000000,597600000
2018-03-16,156.46,-1.79,-1.131122%,158.24,151.31,159.34,"30,739,521","4,767,256,148.672200",2017-12-31,12896000000,11735000000,8241000000,12896000000,1288000000,-1307000000,579000000,1111000000,67000000,1606000000,127000000,1161000000,9550000000,169000000,2418000000,-1478000000,-1307000000,-1299000000,-145000000,5000000,-526000000,318000000,-1716000000,-1343000000,617000000,-1328000000,541000000,-55000000,724000000,-457000000,213000000,194000000,1668000000,699000000,-696000000,-1330000000,76962000000,2111000000,1772000000,63196000000,13697000000,1975000000,5593000000,26301000000,12137000000,6200000000,26563000000,8261000000,26931000000,11031000000,-1192000000,14155000000,36244000000,14532000000,5386000000,16193000000,23847000000,10018000000,13925000000,5593000000,26301000000,-17005000000,2027000000,1693000000,23847000000,12418000000,36265000000,76962000000,8261000000,597600000
2018-03-09,158.25,11.87,+8.109031%,145.15,144.01,158.42,"28,421,360","4,324,322,094.797500",2017-12-31,12896000000,11735000000,8241000000,12896000000,1288000000,-1307000000,579000000,1111000000,67000000,1606000000,127000000,1161000000,9550000000,169000000,2418000000,-1478000000,-1307000000,-1299000000,-145000000,5000000,-526000000,318000000,-1716000000,-1343000000,617000000,-1328000000,541000000,-55000000,724000000,-457000000,213000000,194000000,1668000000,699000000,-696000000,-1330000000,76962000000,2111000000,1772000000,63196000000,13697000000,1975000000,5593000000,26301000000,12137000000,6200000000,26563000000,8261000000,26931000000,11031000000,-1192000000,14155000000,36244000000,14532000000,5386000000,16193000000,23847000000,10018000000,13925000000,5593000000,26301000000,-17005000000,2027000000,1693000000,23847000000,12418000000,36265000000,76962000000,8261000000,597600000
2018-03-02,146.38,-16.03,-9.870082%,163.05,145.86,164.6,"36,624,863","5,674,992,999.256500",2017-12-31,12896000000,11735000000,8241000000,12896000000,1288000000,-1307000000,579000000,1111000000,67000000,1606000000,127000000,1161000000,9550000000,169000000,2418000000,-1478000000,-1307000000,-1299000000,-145000000,5000000,-526000000,318000000,-1716000000,-1343000000,617000000,-1328000000,541000000,-55000000,724000000,-457000000,213000000,194000000,1668000000,699000000,-696000000,-1330000000,76962000000,2111000000,1772000000,63196000000,13697000000,1975000000,5593000000,26301000000,12137000000,6200000000,26563000000,8261000000,26931000000,11031000000,-1192000000,14155000000,36244000000,14532000000,5386000000,16193000000,23847000000,10018000000,13925000000,5593000000,26301000000,-17005000000,2027000000,1693000000,23847000000,12418000000,36265000000,76962000000,8261000000,597600000
2018-02-23,162.41,6.12,+3.915798%,155.17,154.27,162.48,"18,448,039","2,915,996,574.939900",2017-12-31,12896000000,11735000000,8241000000,12896000000,1288000000,-1307000000,579000000,1111000000,67000000,1606000000,127000000,1161000000,9550000000,169000000,2418000000,-1478000000,-1307000000,-1299000000,-145000000,5000000,-526000000,318000000,-1716000000,-1343000000,617000000,-1328000000,541000000,-55000000,724000000,-457000000,213000000,194000000,1668000000,699000000,-696000000,-1330000000,76962000000,2111000000,1772000000,63196000000,13697000000,1975000000,5593000000,26301000000,12137000000,6200000000,26563000000,8261000000,26931000000,11031000000,-1192000000,14155000000,36244000000,14532000000,5386000000,16193000000,23847000000,10018000000,13925000000,5593000000,26301000000,-17005000000,2027000000,1693000000,23847000000,12418000000,36265000000,76962000000,8261000000,597600000
2018-02-16,156.29,7.08,+4.744990%,151.87,150.25,161.0,"27,735,049","4,323,797,870.580400",2017-12-31,12896000000,11735000000,8241000000,12896000000,1288000000,-1307000000,579000000,1111000000,67000000,1606000000,127000000,1161000000,9550000000,169000000,2418000000,-1478000000,-1307000000,-1299000000,-145000000,5000000,-526000000,318000000,-1716000000,-1343000000,617000000,-1328000000,541000000,-55000000,724000000,-457000000,213000000,194000000,1668000000,699000000,-696000000,-1330000000,76962000000,2111000000,1772000000,63196000000,13697000000,1975000000,5593000000,26301000000,12137000000,6200000000,26563000000,8261000000,26931000000,11031000000,-1192000000,14155000000,36244000000,14532000000,5386000000,16193000000,23847000000,10018000000,13925000000,5593000000,26301000000,-17005000000,2027000000,1693000000,23847000000,12418000000,36265000000,76962000000,8261000000,597600000
2018-02-09,149.21,-8.28,-5.257477%,154.93,142.85,158.93,"51,085,705","7,760,170,868.867500",2017-12-31,12896000000,11735000000,8241000000,12896000000,1288000000,-1307000000,579000000,1111000000,67000000,1606000000,127000000,1161000000,9550000000,169000000,2418000000,-1478000000,-1307000000,-1299000000,-145000000,5000000,-526000000,318000000,-1716000000,-1343000000,617000000,-1328000000,541000000,-55000000,724000000,-457000000,213000000,194000000,1668000000,699000000,-696000000,-1330000000,76962000000,2111000000,1772000000,63196000000,13697000000,1975000000,5593000000,26301000000,12137000000,6200000000,26563000000,8261000000,26931000000,11031000000,-1192000000,14155000000,36244000000,14532000000,5386000000,16193000000,23847000000,10018000000,13925000000,5593000000,26301000000,-17005000000,2027000000,1693000000,23847000000,12418000000,36265000000,76962000000,8261000000,597600000
2018-02-02,157.49,-9.57,-5.728481%,165.58,156.53,165.88,"37,132,013","6,008,534,413.786900",2017-12-31,12896000000,11735000000,8241000000,12896000000,1288000000,-1307000000,579000000,1111000000,67000000,1606000000,127000000,1161000000,9550000000,169000000,2418000000,-1478000000,-1307000000,-1299000000,-145000000,5000000,-526000000,318000000,-1716000000,-1343000000,617000000,-1328000000,541000000,-55000000,724000000,-457000000,213000000,194000000,1668000000,699000000,-696000000,-1330000000,76962000000,2111000000,1772000000,63196000000,13697000000,1975000000,5593000000,26301000000,12137000000,6200000000,26563000000,8261000000,26931000000,11031000000,-1192000000,14155000000,36244000000,14532000000,5386000000,16193000000,23847000000,10018000000,13925000000,5593000000,26301000000,-17005000000,2027000000,1693000000,23847000000,12418000000,36265000000,76962000000,8261000000,597600000
2018-01-26,167.06,-3.35,-1.965847%,170.32,162.46,173.1,"42,800,741","7,206,818,879.474800",2017-12-31,12896000000,11735000000,8241000000,12896000000,1288000000,-1307000000,579000000,1111000000,67000000,1606000000,127000000,1161000000,9550000000,169000000,2418000000,-1478000000,-1307000000,-1299000000,-145000000,5000000,-526000000,318000000,-1716000000,-1343000000,617000000,-1328000000,541000000,-55000000,724000000,-457000000,213000000,194000000,1668000000,699000000,-696000000,-1330000000,76962000000,2111000000,1772000000,63196000000,13697000000,1975000000,5593000000,26301000000,12137000000,6200000000,26563000000,8261000000,26931000000,11031000000,-1192000000,14155000000,36244000000,14532000000,5386000000,16193000000,23847000000,10018000000,13925000000,5593000000,26301000000,-17005000000,2027000000,1693000000,23847000000,12418000000,36265000000,76962000000,8261000000,597600000
2018-01-19,170.41,0.11,+0.064592%,172.9,167.57,173.24,"24,567,491","4,170,928,446.893400",2017-12-31,12896000000,11735000000,8241000000,12896000000,1288000000,-1307000000,579000000,1111000000,67000000,1606000000,127000000,1161000000,9550000000,169000000,2418000000,-1478000000,-1307000000,-1299000000,-145000000,5000000,-526000000,318000000,-1716000000,-1343000000,617000000,-1328000000,541000000,-55000000,724000000,-457000000,213000000,194000000,1668000000,699000000,-696000000,-1330000000,76962000000,2111000000,1772000000,63196000000,13697000000,1975000000,5593000000,26301000000,12137000000,6200000000,26563000000,8261000000,26931000000,11031000000,-1192000000,14155000000,36244000000,14532000000,5386000000,16193000000,23847000000,10018000000,13925000000,5593000000,26301000000,-17005000000,2027000000,1693000000,23847000000,12418000000,36265000000,76962000000,8261000000,597600000
2018-01-12,170.3,8.34,+5.149420%,164.11,162.55,170.67,"24,257,651","4,052,248,655.895100",2017-12-31,12896000000,11735000000,8241000000,12896000000,1288000000,-1307000000,579000000,1111000000,67000000,1606000000,127000000,1161000000,9550000000,169000000,2418000000,-1478000000,-1307000000,-1299000000,-145000000,5000000,-526000000,318000000,-1716000000,-1343000000,617000000,-1328000000,541000000,-55000000,724000000,-457000000,213000000,194000000,1668000000,699000000,-696000000,-1330000000,76962000000,2111000000,1772000000,63196000000,13697000000,1975000000,5593000000,26301000000,12137000000,6200000000,26563000000,8261000000,26931000000,11031000000,-1192000000,14155000000,36244000000,14532000000,5386000000,16193000000,23847000000,10018000000,13925000000,5593000000,26301000000,-17005000000,2027000000,1693000000,23847000000,12418000000,36265000000,76962000000,8261000000,597600000
2018-01-05,161.96,4.38,+2.779541%,158.3,155.4,162.05,"18,065,586","2,860,115,756.752900",2017-12-31,12896000000,11735000000,8241000000,12896000000,1288000000,-1307000000,579000000,1111000000,67000000,1606000000,127000000,1161000000,9550000000,169000000,2418000000,-1478000000,-1307000000,-1299000000,-145000000,5000000,-526000000,318000000,-1716000000,-1343000000,617000000,-1328000000,541000000,-55000000,724000000,-457000000,213000000,194000000,1668000000,699000000,-696000000,-1330000000,76962000000,2111000000,1772000000,63196000000,13697000000,1975000000,5593000000,26301000000,12137000000,6200000000,26563000000,8261000000,26931000000,11031000000,-1192000000,14155000000,36244000000,14532000000,5386000000,16193000000,23847000000,10018000000,13925000000,5593000000,26301000000,-17005000000,2027000000,1693000000,23847000000,12418000000,36265000000,76962000000,8261000000,597600000
2017-12-29,157.58,1.83,+1.174960%,156.04,155.66,158.65,"11,071,242","1,744,465,684.915700",2017-09-30,11413000000,9836000000,6955000000,11413000000,1649000000,1051000000,455000000,1523000000,2000000,1237000000,72000000,1577000000,8144000000,118000000,470000000,0,1053000000,1059000000,-86000000,22000000,-289000000,310000000,-3892000000,-1619000000,2465000000,-668000000,1240000000,143000000,723000000,-462000000,270000000,-801000000,105000000,513000000,-13000000,-641000000,78560000000,2175000000,1707000000,62863000000,15627000000,1744000000,5460000000,28530000000,12125000000,6196000000,27188000000,9591000000,25903000000,11089000000,-1233000000,14187000000,37185000000,14161000000,7256000000,15675000000,24835000000,10212000000,13070000000,5460000000,28530000000,-17130000000,1811000000,2845000000,24835000000,12125000000,36960000000,78560000000,9591000000,594900000
2017-12-22,155.75,9.06,+6.176290%,147.75,146.8,155.8,"16,668,819","2,531,996,235.490500",2017-09-30,11413000000,9836000000,6955000000,11413000000,1649000000,1051000000,455000000,1523000000,2000000,1237000000,72000000,1577000000,8144000000,118000000,470000000,0,1053000000,1059000000,-86000000,22000000,-289000000,310000000,-3892000000,-1619000000,2465000000,-668000000,1240000000,143000000,723000000,-462000000,270000000,-801000000,105000000,513000000,-13000000,-641000000,78560000000,2175000000,1707000000,62863000000,15627000000,1744000000,5460000000,28530000000,12125000000,6196000000,27188000000,9591000000,25903000000,11089000000,-1233000000,14187000000,37185000000,14161000000,7256000000,15675000000,24835000000,10212000000,13070000000,5460000000,28530000000,-17130000000,1811000000,2845000000,24835000000,12125000000,36960000000,78560000000,9591000000,594900000
2017-12-15,146.69,2.83,+1.967190%,144.63,143.21,149.05,"24,345,705","3,565,788,830.002600",2017-09-30,11413000000,9836000000,6955000000,11413000000,1649000000,1051000000,455000000,1523000000,2000000,1237000000,72000000,1577000000,8144000000,118000000,470000000,0,1053000000,1059000000,-86000000,22000000,-289000000,310000000,-3892000000,-1619000000,2465000000,-668000000,1240000000,143000000,723000000,-462000000,270000000,-801000000,105000000,513000000,-13000000,-641000000,78560000000,2175000000,1707000000,62863000000,15627000000,1744000000,5460000000,28530000000,12125000000,6196000000,27188000000,9591000000,25903000000,11089000000,-1233000000,14187000000,37185000000,14161000000,7256000000,15675000000,24835000000,10212000000,13070000000,5460000000,28530000000,-17130000000,1811000000,2845000000,24835000000,12125000000,36960000000,78560000000,9591000000,594900000
2017-12-08,143.86,2.34,+1.653477%,144.25,139.1884,145.19,"17,154,908","2,434,994,908.185000",2017-09-30,11413000000,9836000000,6955000000,11413000000,1649000000,1051000000,455000000,1523000000,2000000,1237000000,72000000,1577000000,8144000000,118000000,470000000,0,1053000000,1059000000,-86000000,22000000,-289000000,310000000,-3892000000,-1619000000,2465000000,-668000000,1240000000,143000000,723000000,-462000000,270000000,-801000000,105000000,513000000,-13000000,-641000000,78560000000,2175000000,1707000000,62863000000,15627000000,1744000000,5460000000,28530000000,12125000000,6196000000,27188000000,9591000000,25903000000,11089000000,-1233000000,14187000000,37185000000,14161000000,7256000000,15675000000,24835000000,10212000000,13070000000,5460000000,28530000000,-17130000000,1811000000,2845000000,24835000000,12125000000,36960000000,78560000000,9591000000,594900000
2017-12-01,141.52,4.13,+3.006041%,137.47,136.89,142.4,"21,265,771","2,967,840,783.428000",2017-09-30,11413000000,9836000000,6955000000,11413000000,1649000000,1051000000,455000000,1523000000,2000000,1237000000,72000000,1577000000,8144000000,118000000,470000000,0,1053000000,1059000000,-86000000,22000000,-289000000,310000000,-3892000000,-1619000000,2465000000,-668000000,1240000000,143000000,723000000,-462000000,270000000,-801000000,105000000,513000000,-13000000,-641000000,78560000000,2175000000,1707000000,62863000000,15627000000,1744000000,5460000000,28530000000,12125000000,6196000000,27188000000,9591000000,25903000000,11089000000,-1233000000,14187000000,37185000000,14161000000,7256000000,15675000000,24835000000,10212000000,13070000000,5460000000,28530000000,-17130000000,1811000000,2845000000,24835000000,12125000000,36960000000,78560000000,9591000000,594900000
2017-11-24,137.39,1.26,+0.925586%,136.44,136.25,138.42,"10,178,226","1,401,250,077.570800",2017-09-30,11413000000,9836000000,6955000000,11413000000,1649000000,1051000000,455000000,1523000000,2000000,1237000000,72000000,1577000000,8144000000,118000000,470000000,0,1053000000,1059000000,-86000000,22000000,-289000000,310000000,-3892000000,-1619000000,2465000000,-668000000,1240000000,143000000,723000000,-462000000,270000000,-801000000,105000000,513000000,-13000000,-641000000,78560000000,2175000000,1707000000,62863000000,15627000000,1744000000,5460000000,28530000000,12125000000,6196000000,27188000000,9591000000,25903000000,11089000000,-1233000000,14187000000,37185000000,14161000000,7256000000,15675000000,24835000000,10212000000,13070000000,5460000000,28530000000,-17130000000,1811000000,2845000000,24835000000,12125000000,36960000000,78560000000,9591000000,594900000
2017-11-17,136.13,-0.35,-0.256448%,135.53,133.81,138.12,"13,807,951","1,878,063,455.985000",2017-09-30,11413000000,9836000000,6955000000,11413000000,1649000000,1051000000,455000000,1523000000,2000000,1237000000,72000000,1577000000,8144000000,118000000,470000000,0,1053000000,1059000000,-86000000,22000000,-289000000,310000000,-3892000000,-1619000000,2465000000,-668000000,1240000000,143000000,723000000,-462000000,270000000,-801000000,105000000,513000000,-13000000,-641000000,78560000000,2175000000,1707000000,62863000000,15627000000,1744000000,5460000000,28530000000,12125000000,6196000000,27188000000,9591000000,25903000000,11089000000,-1233000000,14187000000,37185000000,14161000000,7256000000,15675000000,24835000000,10212000000,13070000000,5460000000,28530000000,-17130000000,1811000000,2845000000,24835000000,12125000000,36960000000,78560000000,9591000000,594900000
2017-11-10,136.48,-0.15,-0.109786%,136.8,134.65,138.9,"12,894,742","1,767,109,616.297400",2017-09-30,11413000000,9836000000,6955000000,11413000000,1649000000,1051000000,455000000,1523000000,2000000,1237000000,72000000,1577000000,8144000000,118000000,470000000,0,1053000000,1059000000,-86000000,22000000,-289000000,310000000,-3892000000,-1619000000,2465000000,-668000000,1240000000,143000000,723000000,-462000000,270000000,-801000000,105000000,513000000,-13000000,-641000000,78560000000,2175000000,1707000000,62863000000,15627000000,1744000000,5460000000,28530000000,12125000000,6196000000,27188000000,9591000000,25903000000,11089000000,-1233000000,14187000000,37185000000,14161000000,7256000000,15675000000,24835000000,10212000000,13070000000,5460000000,28530000000,-17130000000,1811000000,2845000000,24835000000,12125000000,36960000000,78560000000,9591000000,594900000
2017-11-03,136.63,-1.18,-0.856251%,137.3,135.0801,137.81,"15,489,844","2,112,761,829.828700",2017-09-30,11413000000,9836000000,6955000000,11413000000,1649000000,1051000000,455000000,1523000000,2000000,1237000000,72000000,1577000000,8144000000,118000000,470000000,0,1053000000,1059000000,-86000000,22000000,-289000000,310000000,-3892000000,-1619000000,2465000000,-668000000,1240000000,143000000,723000000,-462000000,270000000,-801000000,105000000,513000000,-13000000,-641000000,78560000000,2175000000,1707000000,62863000000,15627000000,1744000000,5460000000,28530000000,12125000000,6196000000,27188000000,9591000000,25903000000,11089000000,-1233000000,14187000000,37185000000,14161000000,7256000000,15675000000,24835000000,10212000000,13070000000,5460000000,28530000000,-17130000000,1811000000,2845000000,24835000000,12125000000,36960000000,78560000000,9591000000,594900000
2017-10-27,137.81,6.45,+4.910171%,131.95,131.16,140.439,"41,684,760","5,711,515,398.058500",2017-09-30,11413000000,9836000000,6955000000,11413000000,1649000000,1051000000,455000000,1523000000,2000000,1237000000,72000000,1577000000,8144000000,118000000,470000000,0,1053000000,1059000000,-86000000,22000000,-289000000,310000000,-3892000000,-1619000000,2465000000,-668000000,1240000000,143000000,723000000,-462000000,270000000,-801000000,105000000,513000000,-13000000,-641000000,78560000000,2175000000,1707000000,62863000000,15627000000,1744000000,5460000000,28530000000,12125000000,6196000000,27188000000,9591000000,25903000000,11089000000,-1233000000,14187000000,37185000000,14161000000,7256000000,15675000000,24835000000,10212000000,13070000000,5460000000,28530000000,-17130000000,1811000000,2845000000,24835000000,12125000000,36960000000,78560000000,9591000000,594900000
2017-10-20,131.36,0.65,+0.497284%,131.25,129.4,132.12,"15,730,327","2,061,331,547.577200",2017-09-30,11413000000,9836000000,6955000000,11413000000,1649000000,1051000000,455000000,1523000000,2000000,1237000000,72000000,1577000000,8144000000,118000000,470000000,0,1053000000,1059000000,-86000000,22000000,-289000000,310000000,-3892000000,-1619000000,2465000000,-668000000,1240000000,143000000,723000000,-462000000,270000000,-801000000,105000000,513000000,-13000000,-641000000,78560000000,2175000000,1707000000,62863000000,15627000000,1744000000,5460000000,28530000000,12125000000,6196000000,27188000000,9591000000,25903000000,11089000000,-1233000000,14187000000,37185000000,14161000000,7256000000,15675000000,24835000000,10212000000,13070000000,5460000000,28530000000,-17130000000,1811000000,2845000000,24835000000,12125000000,36960000000,78560000000,9591000000,594900000
2017-10-13,130.71,3.78,+2.978019%,126.92,125.94,131.41,"15,422,758","1,984,780,881.254500",2017-09-30,11413000000,9836000000,6955000000,11413000000,1649000000,1051000000,455000000,1523000000,2000000,1237000000,72000000,1577000000,8144000000,118000000,470000000,0,1053000000,1059000000,-86000000,22000000,-289000000,310000000,-3892000000,-1619000000,2465000000,-668000000,1240000000,143000000,723000000,-462000000,270000000,-801000000,105000000,513000000,-13000000,-641000000,78560000000,2175000000,1707000000,62863000000,15627000000,1744000000,5460000000,28530000000,12125000000,6196000000,27188000000,9591000000,25903000000,11089000000,-1233000000,14187000000,37185000000,14161000000,7256000000,15675000000,24835000000,10212000000,13070000000,5460000000,28530000000,-17130000000,1811000000,2845000000,24835000000,12125000000,36960000000,78560000000,9591000000,594900000
2017-10-06,126.93,2.22,+1.780130%,124.4,123.95,127.09,"12,655,208","1,592,563,871.786600",2017-09-30,11413000000,9836000000,6955000000,11413000000,1649000000,1051000000,455000000,1523000000,2000000,1237000000,72000000,1577000000,8144000000,118000000,470000000,0,1053000000,1059000000,-86000000,22000000,-289000000,310000000,-3892000000,-1619000000,2465000000,-668000000,1240000000,143000000,723000000,-462000000,270000000,-801000000,105000000,513000000,-13000000,-641000000,78560000000,2175000000,1707000000,62863000000,15627000000,1744000000,5460000000,28530000000,12125000000,6196000000,27188000000,9591000000,25903000000,11089000000,-1233000000,14187000000,37185000000,14161000000,7256000000,15675000000,24835000000,10212000000,13070000000,5460000000,28530000000,-17130000000,1811000000,2845000000,24835000000,12125000000,36960000000,78560000000,9591000000,594900000
