Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,totalNonCurrentAssets,totalLongTermDebt,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2017-01-13,52.92,-0.99,-1.836394%,53.96,52.16,53.99,"39,148,445","2,074,686,194.750300",2016-11-30,8180000000,2505000000,4564000000,3616000000,1129000000,842000000,1114000000,2505000000,18000000,1111000000,15000000,272000000,0,842000000,842000000,546000000,176000000,312000000,1000000,1477000000,455000000,19000000,1730000000,963000000,-22000000,178000000,-267000000,-774000000,-238000000,318000000,61000000,235000000,-34000000,-50000000,1680000000,22652000000,283000000,1557000000,10329000000,12323000000,1631000000,3076000000,3000000,3725000000,1631000000,139000000,3075000000,4339000000,5225000000,64000000,399000000,3566000000,16011000000,11901000000,1604000000,3478000000,3473000000,5033000000,5161000000,3000000,3725000000,2653000000,3473000000,5104000000,8196000000,22652000000,5943000000
2017-01-06,53.91,3.08,+6.059414%,51.99,51.77,54.09,"48,269,722","2,551,394,568.346900",2016-11-30,8180000000,2505000000,4564000000,3616000000,1129000000,842000000,1114000000,2505000000,18000000,1111000000,15000000,272000000,0,842000000,842000000,546000000,176000000,312000000,1000000,1477000000,455000000,19000000,1730000000,963000000,-22000000,178000000,-267000000,-774000000,-238000000,318000000,61000000,235000000,-34000000,-50000000,1680000000,22652000000,283000000,1557000000,10329000000,12323000000,1631000000,3076000000,3000000,3725000000,1631000000,139000000,3075000000,4339000000,5225000000,64000000,399000000,3566000000,16011000000,11901000000,1604000000,3478000000,3473000000,5033000000,5161000000,3000000,3725000000,2653000000,3473000000,5104000000,8196000000,22652000000,5943000000
2016-12-30,50.83,-1.08,-2.080524%,51.8,50.7,52.25,"26,558,138","1,359,398,625.217900",2016-11-30,8180000000,2505000000,4564000000,3616000000,1129000000,842000000,1114000000,2505000000,18000000,1111000000,15000000,272000000,0,842000000,842000000,546000000,176000000,312000000,1000000,1477000000,455000000,19000000,1730000000,963000000,-22000000,178000000,-267000000,-774000000,-238000000,318000000,61000000,235000000,-34000000,-50000000,1680000000,22652000000,283000000,1557000000,10329000000,12323000000,1631000000,3076000000,3000000,3725000000,1631000000,139000000,3075000000,4339000000,5225000000,64000000,399000000,3566000000,16011000000,11901000000,1604000000,3478000000,3473000000,5033000000,5161000000,3000000,3725000000,2653000000,3473000000,5104000000,8196000000,22652000000,5943000000
2016-12-23,51.91,0.99,+1.944226%,50.91,50.48,53.35,"69,831,888","3,627,111,413.555900",2016-11-30,8180000000,2505000000,4564000000,3616000000,1129000000,842000000,1114000000,2505000000,18000000,1111000000,15000000,272000000,0,842000000,842000000,546000000,176000000,312000000,1000000,1477000000,455000000,19000000,1730000000,963000000,-22000000,178000000,-267000000,-774000000,-238000000,318000000,61000000,235000000,-34000000,-50000000,1680000000,22652000000,283000000,1557000000,10329000000,12323000000,1631000000,3076000000,3000000,3725000000,1631000000,139000000,3075000000,4339000000,5225000000,64000000,399000000,3566000000,16011000000,11901000000,1604000000,3478000000,3473000000,5033000000,5161000000,3000000,3725000000,2653000000,3473000000,5104000000,8196000000,22652000000,5943000000
2016-12-16,50.92,-0.8,-1.546790%,51.5,50.67,53.215,"54,467,033","2,812,183,199.118700",2016-11-30,8180000000,2505000000,4564000000,3616000000,1129000000,842000000,1114000000,2505000000,18000000,1111000000,15000000,272000000,0,842000000,842000000,546000000,176000000,312000000,1000000,1477000000,455000000,19000000,1730000000,963000000,-22000000,178000000,-267000000,-774000000,-238000000,318000000,61000000,235000000,-34000000,-50000000,1680000000,22652000000,283000000,1557000000,10329000000,12323000000,1631000000,3076000000,3000000,3725000000,1631000000,139000000,3075000000,4339000000,5225000000,64000000,399000000,3566000000,16011000000,11901000000,1604000000,3478000000,3473000000,5033000000,5161000000,3000000,3725000000,2653000000,3473000000,5104000000,8196000000,22652000000,5943000000
2016-12-09,51.72,1.26,+2.497027%,50.8,50.26,52.47,"50,070,818","2,575,259,051.798800",2016-11-30,8180000000,2505000000,4564000000,3616000000,1129000000,842000000,1114000000,2505000000,18000000,1111000000,15000000,272000000,0,842000000,842000000,546000000,176000000,312000000,1000000,1477000000,455000000,19000000,1730000000,963000000,-22000000,178000000,-267000000,-774000000,-238000000,318000000,61000000,235000000,-34000000,-50000000,1680000000,22652000000,283000000,1557000000,10329000000,12323000000,1631000000,3076000000,3000000,3725000000,1631000000,139000000,3075000000,4339000000,5225000000,64000000,399000000,3566000000,16011000000,11901000000,1604000000,3478000000,3473000000,5033000000,5161000000,3000000,3725000000,2653000000,3473000000,5104000000,8196000000,22652000000,5943000000
2016-12-02,50.46,-1.06,-2.057453%,51.44,50.06,51.44,"37,409,560","1,895,181,369.280800",2016-11-30,8180000000,2505000000,4564000000,3616000000,1129000000,842000000,1114000000,2505000000,18000000,1111000000,15000000,272000000,0,842000000,842000000,546000000,176000000,312000000,1000000,1477000000,455000000,19000000,1730000000,963000000,-22000000,178000000,-267000000,-774000000,-238000000,318000000,61000000,235000000,-34000000,-50000000,1680000000,22652000000,283000000,1557000000,10329000000,12323000000,1631000000,3076000000,3000000,3725000000,1631000000,139000000,3075000000,4339000000,5225000000,64000000,399000000,3566000000,16011000000,11901000000,1604000000,3478000000,3473000000,5033000000,5161000000,3000000,3725000000,2653000000,3473000000,5104000000,8196000000,22652000000,5943000000
2016-11-25,51.52,0.42,+0.821918%,51.0,50.9527,51.85,"17,471,081","898,130,224.000800",2016-08-31,9061000000,2897000000,4938000000,4123000000,1288000000,1249000000,1281000000,2897000000,62000000,1226000000,7000000,32000000,0,1249000000,1249000000,243000000,-245000000,-76000000,-42000000,17000000,-1135000000,59000000,-490000000,721000000,-63000000,180000000,-269000000,-942000000,-62000000,284000000,-54000000,277000000,-284000000,11000000,-479000000,21156000000,284000000,1380000000,8991000000,12165000000,1635000000,3147000000,3000000,4078000000,1635000000,139000000,2995000000,2659000000,5363000000,66000000,85000000,3572000000,14589000000,11742000000,2128000000,3526000000,1993000000,4896000000,5297000000,3000000,4078000000,2572000000,1993000000,3628000000,7999000000,21156000000,4787000000
2016-11-18,51.1,0.33,+0.649990%,51.18,49.75,51.89,"39,257,158","1,993,052,549.063500",2016-08-31,9061000000,2897000000,4938000000,4123000000,1288000000,1249000000,1281000000,2897000000,62000000,1226000000,7000000,32000000,0,1249000000,1249000000,243000000,-245000000,-76000000,-42000000,17000000,-1135000000,59000000,-490000000,721000000,-63000000,180000000,-269000000,-942000000,-62000000,284000000,-54000000,277000000,-284000000,11000000,-479000000,21156000000,284000000,1380000000,8991000000,12165000000,1635000000,3147000000,3000000,4078000000,1635000000,139000000,2995000000,2659000000,5363000000,66000000,85000000,3572000000,14589000000,11742000000,2128000000,3526000000,1993000000,4896000000,5297000000,3000000,4078000000,2572000000,1993000000,3628000000,7999000000,21156000000,4787000000
2016-11-11,50.77,0.81,+1.621297%,50.48,49.8,51.49,"44,145,311","2,242,027,218.429100",2016-08-31,9061000000,2897000000,4938000000,4123000000,1288000000,1249000000,1281000000,2897000000,62000000,1226000000,7000000,32000000,0,1249000000,1249000000,243000000,-245000000,-76000000,-42000000,17000000,-1135000000,59000000,-490000000,721000000,-63000000,180000000,-269000000,-942000000,-62000000,284000000,-54000000,277000000,-284000000,11000000,-479000000,21156000000,284000000,1380000000,8991000000,12165000000,1635000000,3147000000,3000000,4078000000,1635000000,139000000,2995000000,2659000000,5363000000,66000000,85000000,3572000000,14589000000,11742000000,2128000000,3526000000,1993000000,4896000000,5297000000,3000000,4078000000,2572000000,1993000000,3628000000,7999000000,21156000000,4787000000
2016-11-04,49.96,-2.06,-3.960015%,50.88,49.01,51.15,"60,411,517","3,019,737,962.309900",2016-08-31,9061000000,2897000000,4938000000,4123000000,1288000000,1249000000,1281000000,2897000000,62000000,1226000000,7000000,32000000,0,1249000000,1249000000,243000000,-245000000,-76000000,-42000000,17000000,-1135000000,59000000,-490000000,721000000,-63000000,180000000,-269000000,-942000000,-62000000,284000000,-54000000,277000000,-284000000,11000000,-479000000,21156000000,284000000,1380000000,8991000000,12165000000,1635000000,3147000000,3000000,4078000000,1635000000,139000000,2995000000,2659000000,5363000000,66000000,85000000,3572000000,14589000000,11742000000,2128000000,3526000000,1993000000,4896000000,5297000000,3000000,4078000000,2572000000,1993000000,3628000000,7999000000,21156000000,4787000000
2016-10-28,52.02,0.25,+0.482905%,52.16,50.71,52.5,"51,990,510","2,689,229,687.569200",2016-08-31,9061000000,2897000000,4938000000,4123000000,1288000000,1249000000,1281000000,2897000000,62000000,1226000000,7000000,32000000,0,1249000000,1249000000,243000000,-245000000,-76000000,-42000000,17000000,-1135000000,59000000,-490000000,721000000,-63000000,180000000,-269000000,-942000000,-62000000,284000000,-54000000,277000000,-284000000,11000000,-479000000,21156000000,284000000,1380000000,8991000000,12165000000,1635000000,3147000000,3000000,4078000000,1635000000,139000000,2995000000,2659000000,5363000000,66000000,85000000,3572000000,14589000000,11742000000,2128000000,3526000000,1993000000,4896000000,5297000000,3000000,4078000000,2572000000,1993000000,3628000000,7999000000,21156000000,4787000000
2016-10-21,51.77,0.15,+0.290585%,51.65,50.96,52.36,"37,459,623","1,931,571,260.088600",2016-08-31,9061000000,2897000000,4938000000,4123000000,1288000000,1249000000,1281000000,2897000000,62000000,1226000000,7000000,32000000,0,1249000000,1249000000,243000000,-245000000,-76000000,-42000000,17000000,-1135000000,59000000,-490000000,721000000,-63000000,180000000,-269000000,-942000000,-62000000,284000000,-54000000,277000000,-284000000,11000000,-479000000,21156000000,284000000,1380000000,8991000000,12165000000,1635000000,3147000000,3000000,4078000000,1635000000,139000000,2995000000,2659000000,5363000000,66000000,85000000,3572000000,14589000000,11742000000,2128000000,3526000000,1993000000,4896000000,5297000000,3000000,4078000000,2572000000,1993000000,3628000000,7999000000,21156000000,4787000000
2016-10-14,51.62,-0.17,-0.328249%,52.13,51.5,52.71,"39,533,649","2,056,380,000.926300",2016-08-31,9061000000,2897000000,4938000000,4123000000,1288000000,1249000000,1281000000,2897000000,62000000,1226000000,7000000,32000000,0,1249000000,1249000000,243000000,-245000000,-76000000,-42000000,17000000,-1135000000,59000000,-490000000,721000000,-63000000,180000000,-269000000,-942000000,-62000000,284000000,-54000000,277000000,-284000000,11000000,-479000000,21156000000,284000000,1380000000,8991000000,12165000000,1635000000,3147000000,3000000,4078000000,1635000000,139000000,2995000000,2659000000,5363000000,66000000,85000000,3572000000,14589000000,11742000000,2128000000,3526000000,1993000000,4896000000,5297000000,3000000,4078000000,2572000000,1993000000,3628000000,7999000000,21156000000,4787000000
2016-10-07,51.79,-0.86,-1.633428%,52.54,51.68,53.06,"43,412,887","2,269,548,196.944200",2016-08-31,9061000000,2897000000,4938000000,4123000000,1288000000,1249000000,1281000000,2897000000,62000000,1226000000,7000000,32000000,0,1249000000,1249000000,243000000,-245000000,-76000000,-42000000,17000000,-1135000000,59000000,-490000000,721000000,-63000000,180000000,-269000000,-942000000,-62000000,284000000,-54000000,277000000,-284000000,11000000,-479000000,21156000000,284000000,1380000000,8991000000,12165000000,1635000000,3147000000,3000000,4078000000,1635000000,139000000,2995000000,2659000000,5363000000,66000000,85000000,3572000000,14589000000,11742000000,2128000000,3526000000,1993000000,4896000000,5297000000,3000000,4078000000,2572000000,1993000000,3628000000,7999000000,21156000000,4787000000
2016-09-30,52.65,-2.5,-4.533092%,54.8,52.12,55.54,"92,721,957","4,979,753,368.771200",2016-08-31,9061000000,2897000000,4938000000,4123000000,1288000000,1249000000,1281000000,2897000000,62000000,1226000000,7000000,32000000,0,1249000000,1249000000,243000000,-245000000,-76000000,-42000000,17000000,-1135000000,59000000,-490000000,721000000,-63000000,180000000,-269000000,-942000000,-62000000,284000000,-54000000,277000000,-284000000,11000000,-479000000,21156000000,284000000,1380000000,8991000000,12165000000,1635000000,3147000000,3000000,4078000000,1635000000,139000000,2995000000,2659000000,5363000000,66000000,85000000,3572000000,14589000000,11742000000,2128000000,3526000000,1993000000,4896000000,5297000000,3000000,4078000000,2572000000,1993000000,3628000000,7999000000,21156000000,4787000000
2016-09-23,55.15,-0.03,-0.054368%,55.38,54.61,55.98,"41,250,147","2,274,674,761.157900",2016-08-31,9061000000,2897000000,4938000000,4123000000,1288000000,1249000000,1281000000,2897000000,62000000,1226000000,7000000,32000000,0,1249000000,1249000000,243000000,-245000000,-76000000,-42000000,17000000,-1135000000,59000000,-490000000,721000000,-63000000,180000000,-269000000,-942000000,-62000000,284000000,-54000000,277000000,-284000000,11000000,-479000000,21156000000,284000000,1380000000,8991000000,12165000000,1635000000,3147000000,3000000,4078000000,1635000000,139000000,2995000000,2659000000,5363000000,66000000,85000000,3572000000,14589000000,11742000000,2128000000,3526000000,1993000000,4896000000,5297000000,3000000,4078000000,2572000000,1993000000,3628000000,7999000000,21156000000,4787000000
2016-09-16,55.18,-0.15,-0.271101%,55.0,54.81,56.115,"40,483,250","2,239,742,781.627400",2016-08-31,9061000000,2897000000,4938000000,4123000000,1288000000,1249000000,1281000000,2897000000,62000000,1226000000,7000000,32000000,0,1249000000,1249000000,243000000,-245000000,-76000000,-42000000,17000000,-1135000000,59000000,-490000000,721000000,-63000000,180000000,-269000000,-942000000,-62000000,284000000,-54000000,277000000,-284000000,11000000,-479000000,21156000000,284000000,1380000000,8991000000,12165000000,1635000000,3147000000,3000000,4078000000,1635000000,139000000,2995000000,2659000000,5363000000,66000000,85000000,3572000000,14589000000,11742000000,2128000000,3526000000,1993000000,4896000000,5297000000,3000000,4078000000,2572000000,1993000000,3628000000,7999000000,21156000000,4787000000
2016-09-09,55.33,-2.69,-4.636332%,58.25,55.265,58.38,"41,360,222","2,342,835,794.904000",2016-08-31,9061000000,2897000000,4938000000,4123000000,1288000000,1249000000,1281000000,2897000000,62000000,1226000000,7000000,32000000,0,1249000000,1249000000,243000000,-245000000,-76000000,-42000000,17000000,-1135000000,59000000,-490000000,721000000,-63000000,180000000,-269000000,-942000000,-62000000,284000000,-54000000,277000000,-284000000,11000000,-479000000,21156000000,284000000,1380000000,8991000000,12165000000,1635000000,3147000000,3000000,4078000000,1635000000,139000000,2995000000,2659000000,5363000000,66000000,85000000,3572000000,14589000000,11742000000,2128000000,3526000000,1993000000,4896000000,5297000000,3000000,4078000000,2572000000,1993000000,3628000000,7999000000,21156000000,4787000000
2016-09-02,58.02,-0.98,-1.661017%,59.2,57.185,59.25,"35,057,305","2,039,588,416.310700",2016-08-31,9061000000,2897000000,4938000000,4123000000,1288000000,1249000000,1281000000,2897000000,62000000,1226000000,7000000,32000000,0,1249000000,1249000000,243000000,-245000000,-76000000,-42000000,17000000,-1135000000,59000000,-490000000,721000000,-63000000,180000000,-269000000,-942000000,-62000000,284000000,-54000000,277000000,-284000000,11000000,-479000000,21156000000,284000000,1380000000,8991000000,12165000000,1635000000,3147000000,3000000,4078000000,1635000000,139000000,2995000000,2659000000,5363000000,66000000,85000000,3572000000,14589000000,11742000000,2128000000,3526000000,1993000000,4896000000,5297000000,3000000,4078000000,2572000000,1993000000,3628000000,7999000000,21156000000,4787000000
2016-08-26,59.0,0.1,+0.169779%,58.82,58.3,60.33,"46,575,957","2,766,444,705.343400",2016-05-31,8244000000,2766000000,4458000000,3786000000,1078000000,846000000,1073000000,2766000000,58000000,1020000000,5000000,227000000,121000000,846000000,846000000,-258000000,342000000,-490000000,10000000,-3000000,-626000000,50000000,68000000,1184000000,-12000000,163000000,-270000000,-403000000,-231000000,60000000,-108000000,242000000,184000000,26000000,94000000,21396000000,281000000,1489000000,9138000000,12258000000,1770000000,3030000000,3000000,4151000000,1762000000,131000000,2851000000,3138000000,5358000000,45000000,318000000,3520000000,15025000000,11846000000,2319000000,3241000000,2010000000,4838000000,5313000000,3000000,4151000000,2439000000,2010000000,3780000000,7786000000,21396000000,5457000000
2016-08-19,58.9,2.45,+4.340124%,56.65,56.42,59.14,"39,109,386","2,255,192,613.101300",2016-05-31,8244000000,2766000000,4458000000,3786000000,1078000000,846000000,1073000000,2766000000,58000000,1020000000,5000000,227000000,121000000,846000000,846000000,-258000000,342000000,-490000000,10000000,-3000000,-626000000,50000000,68000000,1184000000,-12000000,163000000,-270000000,-403000000,-231000000,60000000,-108000000,242000000,184000000,26000000,94000000,21396000000,281000000,1489000000,9138000000,12258000000,1770000000,3030000000,3000000,4151000000,1762000000,131000000,2851000000,3138000000,5358000000,45000000,318000000,3520000000,15025000000,11846000000,2319000000,3241000000,2010000000,4838000000,5313000000,3000000,4151000000,2439000000,2010000000,3780000000,7786000000,21396000000,5457000000
2016-08-12,56.45,0.6,+1.074306%,56.13,55.07,56.89,"36,165,604","2,025,913,634.878900",2016-05-31,8244000000,2766000000,4458000000,3786000000,1078000000,846000000,1073000000,2766000000,58000000,1020000000,5000000,227000000,121000000,846000000,846000000,-258000000,342000000,-490000000,10000000,-3000000,-626000000,50000000,68000000,1184000000,-12000000,163000000,-270000000,-403000000,-231000000,60000000,-108000000,242000000,184000000,26000000,94000000,21396000000,281000000,1489000000,9138000000,12258000000,1770000000,3030000000,3000000,4151000000,1762000000,131000000,2851000000,3138000000,5358000000,45000000,318000000,3520000000,15025000000,11846000000,2319000000,3241000000,2010000000,4838000000,5313000000,3000000,4151000000,2439000000,2010000000,3780000000,7786000000,21396000000,5457000000
2016-08-05,55.85,0.35,+0.630631%,55.73,54.28,56.06,"39,291,909","2,167,036,981.019900",2016-05-31,8244000000,2766000000,4458000000,3786000000,1078000000,846000000,1073000000,2766000000,58000000,1020000000,5000000,227000000,121000000,846000000,846000000,-258000000,342000000,-490000000,10000000,-3000000,-626000000,50000000,68000000,1184000000,-12000000,163000000,-270000000,-403000000,-231000000,60000000,-108000000,242000000,184000000,26000000,94000000,21396000000,281000000,1489000000,9138000000,12258000000,1770000000,3030000000,3000000,4151000000,1762000000,131000000,2851000000,3138000000,5358000000,45000000,318000000,3520000000,15025000000,11846000000,2319000000,3241000000,2010000000,4838000000,5313000000,3000000,4151000000,2439000000,2010000000,3780000000,7786000000,21396000000,5457000000
2016-07-29,55.5,-1.23,-2.168165%,56.87,54.98,57.8689,"42,025,897","2,356,703,381.137900",2016-05-31,8244000000,2766000000,4458000000,3786000000,1078000000,846000000,1073000000,2766000000,58000000,1020000000,5000000,227000000,121000000,846000000,846000000,-258000000,342000000,-490000000,10000000,-3000000,-626000000,50000000,68000000,1184000000,-12000000,163000000,-270000000,-403000000,-231000000,60000000,-108000000,242000000,184000000,26000000,94000000,21396000000,281000000,1489000000,9138000000,12258000000,1770000000,3030000000,3000000,4151000000,1762000000,131000000,2851000000,3138000000,5358000000,45000000,318000000,3520000000,15025000000,11846000000,2319000000,3241000000,2010000000,4838000000,5313000000,3000000,4151000000,2439000000,2010000000,3780000000,7786000000,21396000000,5457000000
2016-07-22,56.73,-1.14,-1.969933%,58.0,56.425,58.16,"36,726,015","2,106,078,389.097000",2016-05-31,8244000000,2766000000,4458000000,3786000000,1078000000,846000000,1073000000,2766000000,58000000,1020000000,5000000,227000000,121000000,846000000,846000000,-258000000,342000000,-490000000,10000000,-3000000,-626000000,50000000,68000000,1184000000,-12000000,163000000,-270000000,-403000000,-231000000,60000000,-108000000,242000000,184000000,26000000,94000000,21396000000,281000000,1489000000,9138000000,12258000000,1770000000,3030000000,3000000,4151000000,1762000000,131000000,2851000000,3138000000,5358000000,45000000,318000000,3520000000,15025000000,11846000000,2319000000,3241000000,2010000000,4838000000,5313000000,3000000,4151000000,2439000000,2010000000,3780000000,7786000000,21396000000,5457000000
2016-07-15,57.87,1.15,+2.027504%,56.83,56.71,58.865,"45,126,909","2,613,667,691.031800",2016-05-31,8244000000,2766000000,4458000000,3786000000,1078000000,846000000,1073000000,2766000000,58000000,1020000000,5000000,227000000,121000000,846000000,846000000,-258000000,342000000,-490000000,10000000,-3000000,-626000000,50000000,68000000,1184000000,-12000000,163000000,-270000000,-403000000,-231000000,60000000,-108000000,242000000,184000000,26000000,94000000,21396000000,281000000,1489000000,9138000000,12258000000,1770000000,3030000000,3000000,4151000000,1762000000,131000000,2851000000,3138000000,5358000000,45000000,318000000,3520000000,15025000000,11846000000,2319000000,3241000000,2010000000,4838000000,5313000000,3000000,4151000000,2439000000,2010000000,3780000000,7786000000,21396000000,5457000000
2016-07-08,56.72,1.11,+1.996044%,55.34,54.82,56.82,"33,713,444","1,882,048,503.310400",2016-05-31,8244000000,2766000000,4458000000,3786000000,1078000000,846000000,1073000000,2766000000,58000000,1020000000,5000000,227000000,121000000,846000000,846000000,-258000000,342000000,-490000000,10000000,-3000000,-626000000,50000000,68000000,1184000000,-12000000,163000000,-270000000,-403000000,-231000000,60000000,-108000000,242000000,184000000,26000000,94000000,21396000000,281000000,1489000000,9138000000,12258000000,1770000000,3030000000,3000000,4151000000,1762000000,131000000,2851000000,3138000000,5358000000,45000000,318000000,3520000000,15025000000,11846000000,2319000000,3241000000,2010000000,4838000000,5313000000,3000000,4151000000,2439000000,2010000000,3780000000,7786000000,21396000000,5457000000
2016-07-01,55.61,3.02,+5.742537%,52.0,51.475,55.81,"98,932,231","5,312,937,954.181900",2016-05-31,8244000000,2766000000,4458000000,3786000000,1078000000,846000000,1073000000,2766000000,58000000,1020000000,5000000,227000000,121000000,846000000,846000000,-258000000,342000000,-490000000,10000000,-3000000,-626000000,50000000,68000000,1184000000,-12000000,163000000,-270000000,-403000000,-231000000,60000000,-108000000,242000000,184000000,26000000,94000000,21396000000,281000000,1489000000,9138000000,12258000000,1770000000,3030000000,3000000,4151000000,1762000000,131000000,2851000000,3138000000,5358000000,45000000,318000000,3520000000,15025000000,11846000000,2319000000,3241000000,2010000000,4838000000,5313000000,3000000,4151000000,2439000000,2010000000,3780000000,7786000000,21396000000,5457000000
2016-06-24,52.59,-1.12,-2.085273%,54.23,52.18,55.18,"53,428,202","2,885,228,872.854300",2016-05-31,8244000000,2766000000,4458000000,3786000000,1078000000,846000000,1073000000,2766000000,58000000,1020000000,5000000,227000000,121000000,846000000,846000000,-258000000,342000000,-490000000,10000000,-3000000,-626000000,50000000,68000000,1184000000,-12000000,163000000,-270000000,-403000000,-231000000,60000000,-108000000,242000000,184000000,26000000,94000000,21396000000,281000000,1489000000,9138000000,12258000000,1770000000,3030000000,3000000,4151000000,1762000000,131000000,2851000000,3138000000,5358000000,45000000,318000000,3520000000,15025000000,11846000000,2319000000,3241000000,2010000000,4838000000,5313000000,3000000,4151000000,2439000000,2010000000,3780000000,7786000000,21396000000,5457000000
2016-06-17,53.71,-1.4,-2.540374%,55.0,52.94,55.64,"51,129,754","2,763,951,817.505900",2016-05-31,8244000000,2766000000,4458000000,3786000000,1078000000,846000000,1073000000,2766000000,58000000,1020000000,5000000,227000000,121000000,846000000,846000000,-258000000,342000000,-490000000,10000000,-3000000,-626000000,50000000,68000000,1184000000,-12000000,163000000,-270000000,-403000000,-231000000,60000000,-108000000,242000000,184000000,26000000,94000000,21396000000,281000000,1489000000,9138000000,12258000000,1770000000,3030000000,3000000,4151000000,1762000000,131000000,2851000000,3138000000,5358000000,45000000,318000000,3520000000,15025000000,11846000000,2319000000,3241000000,2010000000,4838000000,5313000000,3000000,4151000000,2439000000,2010000000,3780000000,7786000000,21396000000,5457000000
2016-06-10,55.11,1.66,+3.105706%,53.77,53.55,55.36,"63,004,229","3,426,916,526.168000",2016-05-31,8244000000,2766000000,4458000000,3786000000,1078000000,846000000,1073000000,2766000000,58000000,1020000000,5000000,227000000,121000000,846000000,846000000,-258000000,342000000,-490000000,10000000,-3000000,-626000000,50000000,68000000,1184000000,-12000000,163000000,-270000000,-403000000,-231000000,60000000,-108000000,242000000,184000000,26000000,94000000,21396000000,281000000,1489000000,9138000000,12258000000,1770000000,3030000000,3000000,4151000000,1762000000,131000000,2851000000,3138000000,5358000000,45000000,318000000,3520000000,15025000000,11846000000,2319000000,3241000000,2010000000,4838000000,5313000000,3000000,4151000000,2439000000,2010000000,3780000000,7786000000,21396000000,5457000000
2016-06-03,53.45,-2.74,-4.876313%,56.41,52.92,56.47,"73,810,371","4,020,992,717.825100",2016-05-31,8244000000,2766000000,4458000000,3786000000,1078000000,846000000,1073000000,2766000000,58000000,1020000000,5000000,227000000,121000000,846000000,846000000,-258000000,342000000,-490000000,10000000,-3000000,-626000000,50000000,68000000,1184000000,-12000000,163000000,-270000000,-403000000,-231000000,60000000,-108000000,242000000,184000000,26000000,94000000,21396000000,281000000,1489000000,9138000000,12258000000,1770000000,3030000000,3000000,4151000000,1762000000,131000000,2851000000,3138000000,5358000000,45000000,318000000,3520000000,15025000000,11846000000,2319000000,3241000000,2010000000,4838000000,5313000000,3000000,4151000000,2439000000,2010000000,3780000000,7786000000,21396000000,5457000000
2016-05-27,56.19,-0.29,-0.513456%,56.6,55.6,56.97,"46,390,049","2,607,204,815.444100",2016-02-29,8032000000,2566000000,4343000000,3689000000,1140000000,950000000,1135000000,2566000000,17000000,1123000000,5000000,185000000,0,950000000,950000000,292000000,-437000000,153000000,147000000,-104000000,-1763000000,30000000,-734000000,876000000,-35000000,177000000,-273000000,-1416000000,-5000000,0,211000000,286000000,15000000,-73000000,-807000000,20987000000,281000000,1782000000,8687000000,12300000000,1659000000,3224000000,3000000,4113000000,1659000000,131000000,2402000000,3044000000,4980000000,7000000,645000000,3329000000,15256000000,11888000000,2062000000,3778000000,2048000000,4590000000,4973000000,3000000,4113000000,1990000000,2048000000,3707000000,7539000000,20987000000,5106000000
2016-05-20,56.48,-0.83,-1.448264%,57.27,55.41,57.53,"50,321,161","2,851,593,962.635900",2016-02-29,8032000000,2566000000,4343000000,3689000000,1140000000,950000000,1135000000,2566000000,17000000,1123000000,5000000,185000000,0,950000000,950000000,292000000,-437000000,153000000,147000000,-104000000,-1763000000,30000000,-734000000,876000000,-35000000,177000000,-273000000,-1416000000,-5000000,0,211000000,286000000,15000000,-73000000,-807000000,20987000000,281000000,1782000000,8687000000,12300000000,1659000000,3224000000,3000000,4113000000,1659000000,131000000,2402000000,3044000000,4980000000,7000000,645000000,3329000000,15256000000,11888000000,2062000000,3778000000,2048000000,4590000000,4973000000,3000000,4113000000,1990000000,2048000000,3707000000,7539000000,20987000000,5106000000
