Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,totalNonCurrentAssets,totalLongTermDebt,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2019-09-27,92.31,5.63,+6.495155%,86.98,86.76,92.86,"58,490,155","5,300,037,365.900800",2019-08-31,10660000000,3328000000,5789000000,4871000000,1576000000,1367000000,1561000000,3328000000,33000000,1543000000,15000000,194000000,33000000,1367000000,1367000000,45000000,-547000000,-348000000,-109000000,241000000,-1010000000,-18000000,-964000000,394000000,38000000,175000000,-345000000,-888000000,-270000000,-456000000,87000000,284000000,-456000000,-56000000,-1020000000,26249000000,279000000,2093000000,14374000000,9200000000,2841000000,427000000,3000000,1721000000,2841000000,224000000,2071000000,3446000000,8070000000,256000000,180000000,4615000000,16228000000,11372000000,198000000,4656000000,3463000000,5835000000,7387000000,3000000,1721000000,2071000000,3463000000,6304000000,7296000000,26249000000,3644000000
2019-09-20,86.68,-0.64,-0.732936%,87.09,86.47,88.72,"23,454,907","2,053,221,365.944200",2019-08-31,10660000000,3328000000,5789000000,4871000000,1576000000,1367000000,1561000000,3328000000,33000000,1543000000,15000000,194000000,33000000,1367000000,1367000000,45000000,-547000000,-348000000,-109000000,241000000,-1010000000,-18000000,-964000000,394000000,38000000,175000000,-345000000,-888000000,-270000000,-456000000,87000000,284000000,-456000000,-56000000,-1020000000,26249000000,279000000,2093000000,14374000000,9200000000,2841000000,427000000,3000000,1721000000,2841000000,224000000,2071000000,3446000000,8070000000,256000000,180000000,4615000000,16228000000,11372000000,198000000,4656000000,3463000000,5835000000,7387000000,3000000,1721000000,2071000000,3463000000,6304000000,7296000000,26249000000,3644000000
2019-09-13,87.32,-1.37,-1.544706%,88.94,85.8725,89.35,"25,930,521","2,268,319,102.853300",2019-08-31,10660000000,3328000000,5789000000,4871000000,1576000000,1367000000,1561000000,3328000000,33000000,1543000000,15000000,194000000,33000000,1367000000,1367000000,45000000,-547000000,-348000000,-109000000,241000000,-1010000000,-18000000,-964000000,394000000,38000000,175000000,-345000000,-888000000,-270000000,-456000000,87000000,284000000,-456000000,-56000000,-1020000000,26249000000,279000000,2093000000,14374000000,9200000000,2841000000,427000000,3000000,1721000000,2841000000,224000000,2071000000,3446000000,8070000000,256000000,180000000,4615000000,16228000000,11372000000,198000000,4656000000,3463000000,5835000000,7387000000,3000000,1721000000,2071000000,3463000000,6304000000,7296000000,26249000000,3644000000
2019-09-06,88.69,4.19,+4.958580%,84.0,83.62,88.98,"20,481,215","1,776,258,977.941700",2019-08-31,10660000000,3328000000,5789000000,4871000000,1576000000,1367000000,1561000000,3328000000,33000000,1543000000,15000000,194000000,33000000,1367000000,1367000000,45000000,-547000000,-348000000,-109000000,241000000,-1010000000,-18000000,-964000000,394000000,38000000,175000000,-345000000,-888000000,-270000000,-456000000,87000000,284000000,-456000000,-56000000,-1020000000,26249000000,279000000,2093000000,14374000000,9200000000,2841000000,427000000,3000000,1721000000,2841000000,224000000,2071000000,3446000000,8070000000,256000000,180000000,4615000000,16228000000,11372000000,198000000,4656000000,3463000000,5835000000,7387000000,3000000,1721000000,2071000000,3463000000,6304000000,7296000000,26249000000,3644000000
2019-08-30,84.5,4.06,+5.047240%,81.44,80.7442,85.99,"22,645,752","1,893,565,290.049000",2019-05-31,10184000000,3406000000,5551000000,4633000000,1255000000,989000000,1243000000,3406000000,28000000,1227000000,12000000,254000000,28000000,989000000,989000000,130000000,866000000,-143000000,855000000,-12000000,-1026000000,-17000000,841000000,2010000000,-36000000,184000000,-346000000,-668000000,-264000000,190000000,81000000,273000000,190000000,-70000000,771000000,23717000000,283000000,1968000000,14677000000,9040000000,3347000000,341000000,3000000,1643000000,3287000000,154000000,2011000000,4466000000,7866000000,15000000,231000000,4744000000,16525000000,8603000000,197000000,4272000000,3464000000,5622000000,7851000000,3000000,1643000000,2011000000,3464000000,6811000000,7163000000,23717000000,4663000000
2019-08-23,80.44,0.16,+0.199302%,82.0,79.45,83.72,"33,456,114","2,729,797,737.168700",2019-05-31,10184000000,3406000000,5551000000,4633000000,1255000000,989000000,1243000000,3406000000,28000000,1227000000,12000000,254000000,28000000,989000000,989000000,130000000,866000000,-143000000,855000000,-12000000,-1026000000,-17000000,841000000,2010000000,-36000000,184000000,-346000000,-668000000,-264000000,190000000,81000000,273000000,190000000,-70000000,771000000,23717000000,283000000,1968000000,14677000000,9040000000,3347000000,341000000,3000000,1643000000,3287000000,154000000,2011000000,4466000000,7866000000,15000000,231000000,4744000000,16525000000,8603000000,197000000,4272000000,3464000000,5622000000,7851000000,3000000,1643000000,2011000000,3464000000,6811000000,7163000000,23717000000,4663000000
2019-08-16,80.28,-1.7,-2.073677%,81.41,79.25,84.15,"30,331,976","2,463,176,741.230200",2019-05-31,10184000000,3406000000,5551000000,4633000000,1255000000,989000000,1243000000,3406000000,28000000,1227000000,12000000,254000000,28000000,989000000,989000000,130000000,866000000,-143000000,855000000,-12000000,-1026000000,-17000000,841000000,2010000000,-36000000,184000000,-346000000,-668000000,-264000000,190000000,81000000,273000000,190000000,-70000000,771000000,23717000000,283000000,1968000000,14677000000,9040000000,3347000000,341000000,3000000,1643000000,3287000000,154000000,2011000000,4466000000,7866000000,15000000,231000000,4744000000,16525000000,8603000000,197000000,4272000000,3464000000,5622000000,7851000000,3000000,1643000000,2011000000,3464000000,6811000000,7163000000,23717000000,4663000000
2019-08-09,81.98,0.84,+1.035248%,79.66,78.185,83.43,"35,101,989","2,844,619,647.186600",2019-05-31,10184000000,3406000000,5551000000,4633000000,1255000000,989000000,1243000000,3406000000,28000000,1227000000,12000000,254000000,28000000,989000000,989000000,130000000,866000000,-143000000,855000000,-12000000,-1026000000,-17000000,841000000,2010000000,-36000000,184000000,-346000000,-668000000,-264000000,190000000,81000000,273000000,190000000,-70000000,771000000,23717000000,283000000,1968000000,14677000000,9040000000,3347000000,341000000,3000000,1643000000,3287000000,154000000,2011000000,4466000000,7866000000,15000000,231000000,4744000000,16525000000,8603000000,197000000,4272000000,3464000000,5622000000,7851000000,3000000,1643000000,2011000000,3464000000,6811000000,7163000000,23717000000,4663000000
2019-08-02,81.14,-6.4,-7.310944%,87.65,80.79,87.9108,"30,401,762","2,576,551,439.421000",2019-05-31,10184000000,3406000000,5551000000,4633000000,1255000000,989000000,1243000000,3406000000,28000000,1227000000,12000000,254000000,28000000,989000000,989000000,130000000,866000000,-143000000,855000000,-12000000,-1026000000,-17000000,841000000,2010000000,-36000000,184000000,-346000000,-668000000,-264000000,190000000,81000000,273000000,190000000,-70000000,771000000,23717000000,283000000,1968000000,14677000000,9040000000,3347000000,341000000,3000000,1643000000,3287000000,154000000,2011000000,4466000000,7866000000,15000000,231000000,4744000000,16525000000,8603000000,197000000,4272000000,3464000000,5622000000,7851000000,3000000,1643000000,2011000000,3464000000,6811000000,7163000000,23717000000,4663000000
2019-07-26,87.54,0.99,+1.143847%,86.56,85.83,87.84,"27,086,914","2,348,178,045.933400",2019-05-31,10184000000,3406000000,5551000000,4633000000,1255000000,989000000,1243000000,3406000000,28000000,1227000000,12000000,254000000,28000000,989000000,989000000,130000000,866000000,-143000000,855000000,-12000000,-1026000000,-17000000,841000000,2010000000,-36000000,184000000,-346000000,-668000000,-264000000,190000000,81000000,273000000,190000000,-70000000,771000000,23717000000,283000000,1968000000,14677000000,9040000000,3347000000,341000000,3000000,1643000000,3287000000,154000000,2011000000,4466000000,7866000000,15000000,231000000,4744000000,16525000000,8603000000,197000000,4272000000,3464000000,5622000000,7851000000,3000000,1643000000,2011000000,3464000000,6811000000,7163000000,23717000000,4663000000
2019-07-19,86.55,-2.57,-2.883752%,89.06,86.48,89.87,"25,270,599","2,224,942,376.278900",2019-05-31,10184000000,3406000000,5551000000,4633000000,1255000000,989000000,1243000000,3406000000,28000000,1227000000,12000000,254000000,28000000,989000000,989000000,130000000,866000000,-143000000,855000000,-12000000,-1026000000,-17000000,841000000,2010000000,-36000000,184000000,-346000000,-668000000,-264000000,190000000,81000000,273000000,190000000,-70000000,771000000,23717000000,283000000,1968000000,14677000000,9040000000,3347000000,341000000,3000000,1643000000,3287000000,154000000,2011000000,4466000000,7866000000,15000000,231000000,4744000000,16525000000,8603000000,197000000,4272000000,3464000000,5622000000,7851000000,3000000,1643000000,2011000000,3464000000,6811000000,7163000000,23717000000,4663000000
2019-07-12,89.12,2.3,+2.649159%,86.06,85.97,89.31,"27,440,490","2,418,880,218.105900",2019-05-31,10184000000,3406000000,5551000000,4633000000,1255000000,989000000,1243000000,3406000000,28000000,1227000000,12000000,254000000,28000000,989000000,989000000,130000000,866000000,-143000000,855000000,-12000000,-1026000000,-17000000,841000000,2010000000,-36000000,184000000,-346000000,-668000000,-264000000,190000000,81000000,273000000,190000000,-70000000,771000000,23717000000,283000000,1968000000,14677000000,9040000000,3347000000,341000000,3000000,1643000000,3287000000,154000000,2011000000,4466000000,7866000000,15000000,231000000,4744000000,16525000000,8603000000,197000000,4272000000,3464000000,5622000000,7851000000,3000000,1643000000,2011000000,3464000000,6811000000,7163000000,23717000000,4663000000
2019-07-05,86.82,2.87,+3.418702%,84.93,84.22,86.91,"24,250,594","2,077,585,743.752000",2019-05-31,10184000000,3406000000,5551000000,4633000000,1255000000,989000000,1243000000,3406000000,28000000,1227000000,12000000,254000000,28000000,989000000,989000000,130000000,866000000,-143000000,855000000,-12000000,-1026000000,-17000000,841000000,2010000000,-36000000,184000000,-346000000,-668000000,-264000000,190000000,81000000,273000000,190000000,-70000000,771000000,23717000000,283000000,1968000000,14677000000,9040000000,3347000000,341000000,3000000,1643000000,3287000000,154000000,2011000000,4466000000,7866000000,15000000,231000000,4744000000,16525000000,8603000000,197000000,4272000000,3464000000,5622000000,7851000000,3000000,1643000000,2011000000,3464000000,6811000000,7163000000,23717000000,4663000000
2019-06-28,83.95,-1.8,-2.099125%,86.0,82.16,86.85,"45,102,604","3,771,862,166.533500",2019-05-31,10184000000,3406000000,5551000000,4633000000,1255000000,989000000,1243000000,3406000000,28000000,1227000000,12000000,254000000,28000000,989000000,989000000,130000000,866000000,-143000000,855000000,-12000000,-1026000000,-17000000,841000000,2010000000,-36000000,184000000,-346000000,-668000000,-264000000,190000000,81000000,273000000,190000000,-70000000,771000000,23717000000,283000000,1968000000,14677000000,9040000000,3347000000,341000000,3000000,1643000000,3287000000,154000000,2011000000,4466000000,7866000000,15000000,231000000,4744000000,16525000000,8603000000,197000000,4272000000,3464000000,5622000000,7851000000,3000000,1643000000,2011000000,3464000000,6811000000,7163000000,23717000000,4663000000
2019-06-21,85.75,2.31,+2.768456%,83.34,82.01,85.75,"33,229,825","2,801,622,330.239400",2019-05-31,10184000000,3406000000,5551000000,4633000000,1255000000,989000000,1243000000,3406000000,28000000,1227000000,12000000,254000000,28000000,989000000,989000000,130000000,866000000,-143000000,855000000,-12000000,-1026000000,-17000000,841000000,2010000000,-36000000,184000000,-346000000,-668000000,-264000000,190000000,81000000,273000000,190000000,-70000000,771000000,23717000000,283000000,1968000000,14677000000,9040000000,3347000000,341000000,3000000,1643000000,3287000000,154000000,2011000000,4466000000,7866000000,15000000,231000000,4744000000,16525000000,8603000000,197000000,4272000000,3464000000,5622000000,7851000000,3000000,1643000000,2011000000,3464000000,6811000000,7163000000,23717000000,4663000000
2019-06-14,83.44,0.03,+0.035967%,83.75,82.45,84.335,"20,124,316","1,675,718,891.189400",2019-05-31,10184000000,3406000000,5551000000,4633000000,1255000000,989000000,1243000000,3406000000,28000000,1227000000,12000000,254000000,28000000,989000000,989000000,130000000,866000000,-143000000,855000000,-12000000,-1026000000,-17000000,841000000,2010000000,-36000000,184000000,-346000000,-668000000,-264000000,190000000,81000000,273000000,190000000,-70000000,771000000,23717000000,283000000,1968000000,14677000000,9040000000,3347000000,341000000,3000000,1643000000,3287000000,154000000,2011000000,4466000000,7866000000,15000000,231000000,4744000000,16525000000,8603000000,197000000,4272000000,3464000000,5622000000,7851000000,3000000,1643000000,2011000000,3464000000,6811000000,7163000000,23717000000,4663000000
2019-06-07,83.41,6.27,+8.128079%,77.24,77.08,83.68,"36,209,628","2,926,311,250.094900",2019-05-31,10184000000,3406000000,5551000000,4633000000,1255000000,989000000,1243000000,3406000000,28000000,1227000000,12000000,254000000,28000000,989000000,989000000,130000000,866000000,-143000000,855000000,-12000000,-1026000000,-17000000,841000000,2010000000,-36000000,184000000,-346000000,-668000000,-264000000,190000000,81000000,273000000,190000000,-70000000,771000000,23717000000,283000000,1968000000,14677000000,9040000000,3347000000,341000000,3000000,1643000000,3287000000,154000000,2011000000,4466000000,7866000000,15000000,231000000,4744000000,16525000000,8603000000,197000000,4272000000,3464000000,5622000000,7851000000,3000000,1643000000,2011000000,3464000000,6811000000,7163000000,23717000000,4663000000
2019-05-31,77.14,-5.02,-6.110029%,82.85,77.07,83.19,"33,113,310","2,624,292,472.816300",2019-05-31,10184000000,3406000000,5551000000,4633000000,1255000000,989000000,1243000000,3406000000,28000000,1227000000,12000000,254000000,28000000,989000000,989000000,130000000,866000000,-143000000,855000000,-12000000,-1026000000,-17000000,841000000,2010000000,-36000000,184000000,-346000000,-668000000,-264000000,190000000,81000000,273000000,190000000,-70000000,771000000,23717000000,283000000,1968000000,14677000000,9040000000,3347000000,341000000,3000000,1643000000,3287000000,154000000,2011000000,4466000000,7866000000,15000000,231000000,4744000000,16525000000,8603000000,197000000,4272000000,3464000000,5622000000,7851000000,3000000,1643000000,2011000000,3464000000,6811000000,7163000000,23717000000,4663000000
2019-05-24,82.16,-2.41,-2.849710%,83.8,81.99,83.8,"33,885,864","2,807,726,096.925100",2019-02-28,9611000000,3091000000,5272000000,4339000000,1303000000,1101000000,1291000000,3091000000,55000000,1248000000,12000000,190000000,55000000,1101000000,1101000000,339000000,-225000000,124000000,1000000,-2000000,-977000000,-6000000,215000000,1068000000,-43000000,177000000,-348000000,-621000000,37000000,-136000000,157000000,216000000,-136000000,57000000,272000000,22921000000,283000000,1786000000,13960000000,8961000000,3214000000,224000000,3000000,1851000000,3214000000,154000000,2000000000,3695000000,7281000000,22000000,197000000,4688000000,15796000000,8524000000,351000000,4549000000,3465000000,5415000000,7259000000,3000000,1851000000,2000000000,3465000000,6679000000,6910000000,22921000000,4046000000
2019-05-17,84.57,0.62,+0.738535%,81.65,81.32,85.515,"30,650,400","2,567,402,284.171300",2019-02-28,9611000000,3091000000,5272000000,4339000000,1303000000,1101000000,1291000000,3091000000,55000000,1248000000,12000000,190000000,55000000,1101000000,1101000000,339000000,-225000000,124000000,1000000,-2000000,-977000000,-6000000,215000000,1068000000,-43000000,177000000,-348000000,-621000000,37000000,-136000000,157000000,216000000,-136000000,57000000,272000000,22921000000,283000000,1786000000,13960000000,8961000000,3214000000,224000000,3000000,1851000000,3214000000,154000000,2000000000,3695000000,7281000000,22000000,197000000,4688000000,15796000000,8524000000,351000000,4549000000,3465000000,5415000000,7259000000,3000000,1851000000,2000000000,3465000000,6679000000,6910000000,22921000000,4046000000
2019-05-10,83.95,-1.75,-2.042007%,83.77,81.5355,84.27,"43,936,231","3,648,992,676.465300",2019-02-28,9611000000,3091000000,5272000000,4339000000,1303000000,1101000000,1291000000,3091000000,55000000,1248000000,12000000,190000000,55000000,1101000000,1101000000,339000000,-225000000,124000000,1000000,-2000000,-977000000,-6000000,215000000,1068000000,-43000000,177000000,-348000000,-621000000,37000000,-136000000,157000000,216000000,-136000000,57000000,272000000,22921000000,283000000,1786000000,13960000000,8961000000,3214000000,224000000,3000000,1851000000,3214000000,154000000,2000000000,3695000000,7281000000,22000000,197000000,4688000000,15796000000,8524000000,351000000,4549000000,3465000000,5415000000,7259000000,3000000,1851000000,2000000000,3465000000,6679000000,6910000000,22921000000,4046000000
2019-05-03,85.7,-2.61,-2.955498%,88.18,84.985,88.505,"32,759,135","2,841,761,185.938700",2019-02-28,9611000000,3091000000,5272000000,4339000000,1303000000,1101000000,1291000000,3091000000,55000000,1248000000,12000000,190000000,55000000,1101000000,1101000000,339000000,-225000000,124000000,1000000,-2000000,-977000000,-6000000,215000000,1068000000,-43000000,177000000,-348000000,-621000000,37000000,-136000000,157000000,216000000,-136000000,57000000,272000000,22921000000,283000000,1786000000,13960000000,8961000000,3214000000,224000000,3000000,1851000000,3214000000,154000000,2000000000,3695000000,7281000000,22000000,197000000,4688000000,15796000000,8524000000,351000000,4549000000,3465000000,5415000000,7259000000,3000000,1851000000,2000000000,3465000000,6679000000,6910000000,22921000000,4046000000
2019-04-26,88.31,-0.89,-0.997758%,88.35,87.0092,88.94,"34,256,868","3,013,554,049.828200",2019-02-28,9611000000,3091000000,5272000000,4339000000,1303000000,1101000000,1291000000,3091000000,55000000,1248000000,12000000,190000000,55000000,1101000000,1101000000,339000000,-225000000,124000000,1000000,-2000000,-977000000,-6000000,215000000,1068000000,-43000000,177000000,-348000000,-621000000,37000000,-136000000,157000000,216000000,-136000000,57000000,272000000,22921000000,283000000,1786000000,13960000000,8961000000,3214000000,224000000,3000000,1851000000,3214000000,154000000,2000000000,3695000000,7281000000,22000000,197000000,4688000000,15796000000,8524000000,351000000,4549000000,3465000000,5415000000,7259000000,3000000,1851000000,2000000000,3465000000,6679000000,6910000000,22921000000,4046000000
2019-04-19,89.2,2.96,+3.432282%,86.89,86.4388,90.0,"22,399,382","1,976,078,559.773500",2019-02-28,9611000000,3091000000,5272000000,4339000000,1303000000,1101000000,1291000000,3091000000,55000000,1248000000,12000000,190000000,55000000,1101000000,1101000000,339000000,-225000000,124000000,1000000,-2000000,-977000000,-6000000,215000000,1068000000,-43000000,177000000,-348000000,-621000000,37000000,-136000000,157000000,216000000,-136000000,57000000,272000000,22921000000,283000000,1786000000,13960000000,8961000000,3214000000,224000000,3000000,1851000000,3214000000,154000000,2000000000,3695000000,7281000000,22000000,197000000,4688000000,15796000000,8524000000,351000000,4549000000,3465000000,5415000000,7259000000,3000000,1851000000,2000000000,3465000000,6679000000,6910000000,22921000000,4046000000
2019-04-12,86.24,0.84,+0.983607%,85.01,83.97,86.49,"21,813,429","1,856,059,121.915300",2019-02-28,9611000000,3091000000,5272000000,4339000000,1303000000,1101000000,1291000000,3091000000,55000000,1248000000,12000000,190000000,55000000,1101000000,1101000000,339000000,-225000000,124000000,1000000,-2000000,-977000000,-6000000,215000000,1068000000,-43000000,177000000,-348000000,-621000000,37000000,-136000000,157000000,216000000,-136000000,57000000,272000000,22921000000,283000000,1786000000,13960000000,8961000000,3214000000,224000000,3000000,1851000000,3214000000,154000000,2000000000,3695000000,7281000000,22000000,197000000,4688000000,15796000000,8524000000,351000000,4549000000,3465000000,5415000000,7259000000,3000000,1851000000,2000000000,3465000000,6679000000,6910000000,22921000000,4046000000
2019-04-05,85.4,1.19,+1.413134%,85.04,84.16,86.16,"26,280,232","2,233,059,494.192400",2019-02-28,9611000000,3091000000,5272000000,4339000000,1303000000,1101000000,1291000000,3091000000,55000000,1248000000,12000000,190000000,55000000,1101000000,1101000000,339000000,-225000000,124000000,1000000,-2000000,-977000000,-6000000,215000000,1068000000,-43000000,177000000,-348000000,-621000000,37000000,-136000000,157000000,216000000,-136000000,57000000,272000000,22921000000,283000000,1786000000,13960000000,8961000000,3214000000,224000000,3000000,1851000000,3214000000,154000000,2000000000,3695000000,7281000000,22000000,197000000,4688000000,15796000000,8524000000,351000000,4549000000,3465000000,5415000000,7259000000,3000000,1851000000,2000000000,3465000000,6679000000,6910000000,22921000000,4046000000
2019-03-29,84.21,2.02,+2.457720%,81.48,80.89,84.85,"44,179,944","3,671,361,629.504500",2019-02-28,9611000000,3091000000,5272000000,4339000000,1303000000,1101000000,1291000000,3091000000,55000000,1248000000,12000000,190000000,55000000,1101000000,1101000000,339000000,-225000000,124000000,1000000,-2000000,-977000000,-6000000,215000000,1068000000,-43000000,177000000,-348000000,-621000000,37000000,-136000000,157000000,216000000,-136000000,57000000,272000000,22921000000,283000000,1786000000,13960000000,8961000000,3214000000,224000000,3000000,1851000000,3214000000,154000000,2000000000,3695000000,7281000000,22000000,197000000,4688000000,15796000000,8524000000,351000000,4549000000,3465000000,5415000000,7259000000,3000000,1851000000,2000000000,3465000000,6679000000,6910000000,22921000000,4046000000
2019-03-22,82.19,-4.61,-5.311060%,87.3,82.15,88.59,"52,431,064","4,495,930,165.045000",2019-02-28,9611000000,3091000000,5272000000,4339000000,1303000000,1101000000,1291000000,3091000000,55000000,1248000000,12000000,190000000,55000000,1101000000,1101000000,339000000,-225000000,124000000,1000000,-2000000,-977000000,-6000000,215000000,1068000000,-43000000,177000000,-348000000,-621000000,37000000,-136000000,157000000,216000000,-136000000,57000000,272000000,22921000000,283000000,1786000000,13960000000,8961000000,3214000000,224000000,3000000,1851000000,3214000000,154000000,2000000000,3695000000,7281000000,22000000,197000000,4688000000,15796000000,8524000000,351000000,4549000000,3465000000,5415000000,7259000000,3000000,1851000000,2000000000,3465000000,6679000000,6910000000,22921000000,4046000000
2019-03-15,86.8,2.0,+2.358491%,85.39,85.02,87.6053,"30,406,647","2,623,591,993.419100",2019-02-28,9611000000,3091000000,5272000000,4339000000,1303000000,1101000000,1291000000,3091000000,55000000,1248000000,12000000,190000000,55000000,1101000000,1101000000,339000000,-225000000,124000000,1000000,-2000000,-977000000,-6000000,215000000,1068000000,-43000000,177000000,-348000000,-621000000,37000000,-136000000,157000000,216000000,-136000000,57000000,272000000,22921000000,283000000,1786000000,13960000000,8961000000,3214000000,224000000,3000000,1851000000,3214000000,154000000,2000000000,3695000000,7281000000,22000000,197000000,4688000000,15796000000,8524000000,351000000,4549000000,3465000000,5415000000,7259000000,3000000,1851000000,2000000000,3465000000,6679000000,6910000000,22921000000,4046000000
2019-03-08,84.8,-2.36,-2.707664%,87.32,84.02,87.99,"24,505,468","2,094,689,038.008100",2019-02-28,9611000000,3091000000,5272000000,4339000000,1303000000,1101000000,1291000000,3091000000,55000000,1248000000,12000000,190000000,55000000,1101000000,1101000000,339000000,-225000000,124000000,1000000,-2000000,-977000000,-6000000,215000000,1068000000,-43000000,177000000,-348000000,-621000000,37000000,-136000000,157000000,216000000,-136000000,57000000,272000000,22921000000,283000000,1786000000,13960000000,8961000000,3214000000,224000000,3000000,1851000000,3214000000,154000000,2000000000,3695000000,7281000000,22000000,197000000,4688000000,15796000000,8524000000,351000000,4549000000,3465000000,5415000000,7259000000,3000000,1851000000,2000000000,3465000000,6679000000,6910000000,22921000000,4046000000
2019-03-01,87.16,2.4,+2.831524%,85.39,84.96,87.99,"28,800,013","2,475,957,880.817900",2019-02-28,9611000000,3091000000,5272000000,4339000000,1303000000,1101000000,1291000000,3091000000,55000000,1248000000,12000000,190000000,55000000,1101000000,1101000000,339000000,-225000000,124000000,1000000,-2000000,-977000000,-6000000,215000000,1068000000,-43000000,177000000,-348000000,-621000000,37000000,-136000000,157000000,216000000,-136000000,57000000,272000000,22921000000,283000000,1786000000,13960000000,8961000000,3214000000,224000000,3000000,1851000000,3214000000,154000000,2000000000,3695000000,7281000000,22000000,197000000,4688000000,15796000000,8524000000,351000000,4549000000,3465000000,5415000000,7259000000,3000000,1851000000,2000000000,3465000000,6679000000,6910000000,22921000000,4046000000
2019-02-22,84.76,-0.62,-0.726165%,84.58,83.35,85.05,"24,570,892","2,073,842,165.272700",2018-11-30,9374000000,3142000000,5269000000,4105000000,1011000000,847000000,997000000,3142000000,48000000,963000000,14000000,150000000,34000000,847000000,847000000,375000000,679000000,88000000,-109000000,-16000000,-1458000000,-18000000,154000000,1524000000,-41000000,178000000,-318000000,-1124000000,-238000000,-30000000,129000000,287000000,-30000000,-13000000,141000000,22677000000,284000000,1791000000,13948000000,8729000000,3204000000,1977000000,3000000,1810000000,3204000000,154000000,2085000000,3423000000,7278000000,15000000,209000000,4588000000,15566000000,8291000000,618000000,4346000000,3466000000,5388000000,7263000000,3000000,1810000000,2085000000,3466000000,6670000000,6707000000,22677000000,4041000000
2019-02-15,85.38,3.02,+3.666829%,82.95,82.8704,85.78,"28,771,890","2,435,629,964.223700",2018-11-30,9374000000,3142000000,5269000000,4105000000,1011000000,847000000,997000000,3142000000,48000000,963000000,14000000,150000000,34000000,847000000,847000000,375000000,679000000,88000000,-109000000,-16000000,-1458000000,-18000000,154000000,1524000000,-41000000,178000000,-318000000,-1124000000,-238000000,-30000000,129000000,287000000,-30000000,-13000000,141000000,22677000000,284000000,1791000000,13948000000,8729000000,3204000000,1977000000,3000000,1810000000,3204000000,154000000,2085000000,3423000000,7278000000,15000000,209000000,4588000000,15566000000,8291000000,618000000,4346000000,3466000000,5388000000,7263000000,3000000,1810000000,2085000000,3466000000,6670000000,6707000000,22677000000,4041000000
2019-02-08,82.36,0.85,+1.042817%,81.22,80.83,83.19,"23,079,046","1,899,842,453.456500",2018-11-30,9374000000,3142000000,5269000000,4105000000,1011000000,847000000,997000000,3142000000,48000000,963000000,14000000,150000000,34000000,847000000,847000000,375000000,679000000,88000000,-109000000,-16000000,-1458000000,-18000000,154000000,1524000000,-41000000,178000000,-318000000,-1124000000,-238000000,-30000000,129000000,287000000,-30000000,-13000000,141000000,22677000000,284000000,1791000000,13948000000,8729000000,3204000000,1977000000,3000000,1810000000,3204000000,154000000,2085000000,3423000000,7278000000,15000000,209000000,4588000000,15566000000,8291000000,618000000,4346000000,3466000000,5388000000,7263000000,3000000,1810000000,2085000000,3466000000,6670000000,6707000000,22677000000,4041000000
2019-02-01,81.51,0.9,+1.116487%,79.8,79.74,81.95,"28,790,846","2,330,573,810.842500",2018-11-30,9374000000,3142000000,5269000000,4105000000,1011000000,847000000,997000000,3142000000,48000000,963000000,14000000,150000000,34000000,847000000,847000000,375000000,679000000,88000000,-109000000,-16000000,-1458000000,-18000000,154000000,1524000000,-41000000,178000000,-318000000,-1124000000,-238000000,-30000000,129000000,287000000,-30000000,-13000000,141000000,22677000000,284000000,1791000000,13948000000,8729000000,3204000000,1977000000,3000000,1810000000,3204000000,154000000,2085000000,3423000000,7278000000,15000000,209000000,4588000000,15566000000,8291000000,618000000,4346000000,3466000000,5388000000,7263000000,3000000,1810000000,2085000000,3466000000,6670000000,6707000000,22677000000,4041000000
