Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2016-09-09,42.27,-1.39,-3.183692%,43.74,42.27,43.8,"50,901,614","2,196,371,534.740000",2016-06-30,11539000000,4209000000,4471000000,7068000000,4461000000,3448000000,4299000000,12000000,3912000000,1602000000,2859000000,297000000,162000000,839000000,0,3460000000,3448000000,-1285000000,-736000000,1450000000,-1182000000,-48000000,749000000,3216000000,486000000,445000000,-1072000000,-1175000000,549000000,150000000,899000000,94094000000,11654000000,4025000000,67256000000,26637000000,4497000000,14039000000,1760000000,66921000000,3963000000,11204000000,45558000000,9647000000,29544000000,4895000000,-10153000000,12663000000,35873000000,16215000000,3779000000,14428000000,4768000000,29252000000,3005000000,10610000000,1760000000,66921000000,-46601000000,6485000000,58221000000,29252000000,3963000000,37712000000,14710000000,94094000000,21402000000
2016-09-02,43.66,0.34,+0.784857%,43.34,43.08,43.83,"46,966,352","2,038,366,708.523000",2016-06-30,11539000000,4209000000,4471000000,7068000000,4461000000,3448000000,4299000000,12000000,3912000000,1602000000,2859000000,297000000,162000000,839000000,0,3460000000,3448000000,-1285000000,-736000000,1450000000,-1182000000,-48000000,749000000,3216000000,486000000,445000000,-1072000000,-1175000000,549000000,150000000,899000000,94094000000,11654000000,4025000000,67256000000,26637000000,4497000000,14039000000,1760000000,66921000000,3963000000,11204000000,45558000000,9647000000,29544000000,4895000000,-10153000000,12663000000,35873000000,16215000000,3779000000,14428000000,4768000000,29252000000,3005000000,10610000000,1760000000,66921000000,-46601000000,6485000000,58221000000,29252000000,3963000000,37712000000,14710000000,94094000000,21402000000
2016-08-26,43.32,-0.6,-1.366120%,43.94,43.31,43.98,"50,258,109","2,198,225,314.718400",2016-06-30,11539000000,4209000000,4471000000,7068000000,4461000000,3448000000,4299000000,12000000,3912000000,1602000000,2859000000,297000000,162000000,839000000,0,3460000000,3448000000,-1285000000,-736000000,1450000000,-1182000000,-48000000,749000000,3216000000,486000000,445000000,-1072000000,-1175000000,549000000,150000000,899000000,94094000000,11654000000,4025000000,67256000000,26637000000,4497000000,14039000000,1760000000,66921000000,3963000000,11204000000,45558000000,9647000000,29544000000,4895000000,-10153000000,12663000000,35873000000,16215000000,3779000000,14428000000,4768000000,29252000000,3005000000,10610000000,1760000000,66921000000,-46601000000,6485000000,58221000000,29252000000,3963000000,37712000000,14710000000,94094000000,21402000000
2016-08-19,43.92,-0.11,-0.249830%,44.1,43.74,44.33,"49,835,486","2,193,688,321.061400",2016-06-30,11539000000,4209000000,4471000000,7068000000,4461000000,3448000000,4299000000,12000000,3912000000,1602000000,2859000000,297000000,162000000,839000000,0,3460000000,3448000000,-1285000000,-736000000,1450000000,-1182000000,-48000000,749000000,3216000000,486000000,445000000,-1072000000,-1175000000,549000000,150000000,899000000,94094000000,11654000000,4025000000,67256000000,26637000000,4497000000,14039000000,1760000000,66921000000,3963000000,11204000000,45558000000,9647000000,29544000000,4895000000,-10153000000,12663000000,35873000000,16215000000,3779000000,14428000000,4768000000,29252000000,3005000000,10610000000,1760000000,66921000000,-46601000000,6485000000,58221000000,29252000000,3963000000,37712000000,14710000000,94094000000,21402000000
2016-08-12,44.03,0.55,+1.264949%,43.43,43.22,44.19,"46,605,902","2,035,418,520.021100",2016-06-30,11539000000,4209000000,4471000000,7068000000,4461000000,3448000000,4299000000,12000000,3912000000,1602000000,2859000000,297000000,162000000,839000000,0,3460000000,3448000000,-1285000000,-736000000,1450000000,-1182000000,-48000000,749000000,3216000000,486000000,445000000,-1072000000,-1175000000,549000000,150000000,899000000,94094000000,11654000000,4025000000,67256000000,26637000000,4497000000,14039000000,1760000000,66921000000,3963000000,11204000000,45558000000,9647000000,29544000000,4895000000,-10153000000,12663000000,35873000000,16215000000,3779000000,14428000000,4768000000,29252000000,3005000000,10610000000,1760000000,66921000000,-46601000000,6485000000,58221000000,29252000000,3963000000,37712000000,14710000000,94094000000,21402000000
2016-08-05,43.48,-0.15,-0.343800%,43.69,43.31,43.83,"58,936,205","2,565,636,129.717700",2016-06-30,11539000000,4209000000,4471000000,7068000000,4461000000,3448000000,4299000000,12000000,3912000000,1602000000,2859000000,297000000,162000000,839000000,0,3460000000,3448000000,-1285000000,-736000000,1450000000,-1182000000,-48000000,749000000,3216000000,486000000,445000000,-1072000000,-1175000000,549000000,150000000,899000000,94094000000,11654000000,4025000000,67256000000,26637000000,4497000000,14039000000,1760000000,66921000000,3963000000,11204000000,45558000000,9647000000,29544000000,4895000000,-10153000000,12663000000,35873000000,16215000000,3779000000,14428000000,4768000000,29252000000,3005000000,10610000000,1760000000,66921000000,-46601000000,6485000000,58221000000,29252000000,3963000000,37712000000,14710000000,94094000000,21402000000
2016-07-29,43.63,-2.2,-4.800349%,45.81,43.1,45.83,"92,023,657","4,046,897,866.761300",2016-06-30,11539000000,4209000000,4471000000,7068000000,4461000000,3448000000,4299000000,12000000,3912000000,1602000000,2859000000,297000000,162000000,839000000,0,3460000000,3448000000,-1285000000,-736000000,1450000000,-1182000000,-48000000,749000000,3216000000,486000000,445000000,-1072000000,-1175000000,549000000,150000000,899000000,94094000000,11654000000,4025000000,67256000000,26637000000,4497000000,14039000000,1760000000,66921000000,3963000000,11204000000,45558000000,9647000000,29544000000,4895000000,-10153000000,12663000000,35873000000,16215000000,3779000000,14428000000,4768000000,29252000000,3005000000,10610000000,1760000000,66921000000,-46601000000,6485000000,58221000000,29252000000,3963000000,37712000000,14710000000,94094000000,21402000000
2016-07-22,45.83,0.2,+0.438308%,45.69,45.255,45.8375,"41,183,940","1,876,609,397.675900",2016-06-30,11539000000,4209000000,4471000000,7068000000,4461000000,3448000000,4299000000,12000000,3912000000,1602000000,2859000000,297000000,162000000,839000000,0,3460000000,3448000000,-1285000000,-736000000,1450000000,-1182000000,-48000000,749000000,3216000000,486000000,445000000,-1072000000,-1175000000,549000000,150000000,899000000,94094000000,11654000000,4025000000,67256000000,26637000000,4497000000,14039000000,1760000000,66921000000,3963000000,11204000000,45558000000,9647000000,29544000000,4895000000,-10153000000,12663000000,35873000000,16215000000,3779000000,14428000000,4768000000,29252000000,3005000000,10610000000,1760000000,66921000000,-46601000000,6485000000,58221000000,29252000000,3963000000,37712000000,14710000000,94094000000,21402000000
2016-07-15,45.63,0.25,+0.550903%,45.35,45.11,45.94,"46,955,286","2,141,595,061.382200",2016-06-30,11539000000,4209000000,4471000000,7068000000,4461000000,3448000000,4299000000,12000000,3912000000,1602000000,2859000000,297000000,162000000,839000000,0,3460000000,3448000000,-1285000000,-736000000,1450000000,-1182000000,-48000000,749000000,3216000000,486000000,445000000,-1072000000,-1175000000,549000000,150000000,899000000,94094000000,11654000000,4025000000,67256000000,26637000000,4497000000,14039000000,1760000000,66921000000,3963000000,11204000000,45558000000,9647000000,29544000000,4895000000,-10153000000,12663000000,35873000000,16215000000,3779000000,14428000000,4768000000,29252000000,3005000000,10610000000,1760000000,66921000000,-46601000000,6485000000,58221000000,29252000000,3963000000,37712000000,14710000000,94094000000,21402000000
2016-07-08,45.38,0.26,+0.576241%,45.16,44.915,45.67,"44,109,881","1,999,029,480.391700",2016-06-30,11539000000,4209000000,4471000000,7068000000,4461000000,3448000000,4299000000,12000000,3912000000,1602000000,2859000000,297000000,162000000,839000000,0,3460000000,3448000000,-1285000000,-736000000,1450000000,-1182000000,-48000000,749000000,3216000000,486000000,445000000,-1072000000,-1175000000,549000000,150000000,899000000,94094000000,11654000000,4025000000,67256000000,26637000000,4497000000,14039000000,1760000000,66921000000,3963000000,11204000000,45558000000,9647000000,29544000000,4895000000,-10153000000,12663000000,35873000000,16215000000,3779000000,14428000000,4768000000,29252000000,3005000000,10610000000,1760000000,66921000000,-46601000000,6485000000,58221000000,29252000000,3963000000,37712000000,14710000000,94094000000,21402000000
2016-07-01,45.12,1.19,+2.708855%,43.67,43.315,45.41,"72,422,530","3,218,416,925.487800",2016-06-30,11539000000,4209000000,4471000000,7068000000,4461000000,3448000000,4299000000,12000000,3912000000,1602000000,2859000000,297000000,162000000,839000000,0,3460000000,3448000000,-1285000000,-736000000,1450000000,-1182000000,-48000000,749000000,3216000000,486000000,445000000,-1072000000,-1175000000,549000000,150000000,899000000,94094000000,11654000000,4025000000,67256000000,26637000000,4497000000,14039000000,1760000000,66921000000,3963000000,11204000000,45558000000,9647000000,29544000000,4895000000,-10153000000,12663000000,35873000000,16215000000,3779000000,14428000000,4768000000,29252000000,3005000000,10610000000,1760000000,66921000000,-46601000000,6485000000,58221000000,29252000000,3963000000,37712000000,14710000000,94094000000,21402000000
2016-06-24,43.93,-0.86,-1.920071%,45.09,43.82,45.325,"65,029,693","2,905,421,062.233400",2016-03-31,10282000000,4072000000,4069000000,6213000000,2035000000,1483000000,1894000000,10000000,3761000000,-106000000,2141000000,311000000,141000000,401000000,0,1493000000,1483000000,348000000,884000000,1747000000,399000000,133000000,1351000000,604000000,-1680000000,458000000,24000000,333000000,536000000,88000000,1439000000,91263000000,11728000000,7100000000,66134000000,24914000000,4337000000,16130000000,1760000000,64985000000,3820000000,11396000000,42140000000,8748000000,30987000000,4956000000,-10789000000,12613000000,36510000000,12610000000,1790000000,13463000000,4147000000,26990000000,3052000000,9901000000,1760000000,64985000000,-45549000000,6406000000,54753000000,26990000000,3820000000,35147000000,14507000000,91263000000,18751000000
2016-06-17,44.79,-1.2,-2.609263%,45.48,44.38,45.67,"62,382,925","2,804,528,684.864200",2016-03-31,10282000000,4072000000,4069000000,6213000000,2035000000,1483000000,1894000000,10000000,3761000000,-106000000,2141000000,311000000,141000000,401000000,0,1493000000,1483000000,348000000,884000000,1747000000,399000000,133000000,1351000000,604000000,-1680000000,458000000,24000000,333000000,536000000,88000000,1439000000,91263000000,11728000000,7100000000,66134000000,24914000000,4337000000,16130000000,1760000000,64985000000,3820000000,11396000000,42140000000,8748000000,30987000000,4956000000,-10789000000,12613000000,36510000000,12610000000,1790000000,13463000000,4147000000,26990000000,3052000000,9901000000,1760000000,64985000000,-45549000000,6406000000,54753000000,26990000000,3820000000,35147000000,14507000000,91263000000,18751000000
2016-06-10,45.99,0.95,+2.109236%,45.09,45.08,46.01,"48,438,473","2,206,346,514.317100",2016-03-31,10282000000,4072000000,4069000000,6213000000,2035000000,1483000000,1894000000,10000000,3761000000,-106000000,2141000000,311000000,141000000,401000000,0,1493000000,1483000000,348000000,884000000,1747000000,399000000,133000000,1351000000,604000000,-1680000000,458000000,24000000,333000000,536000000,88000000,1439000000,91263000000,11728000000,7100000000,66134000000,24914000000,4337000000,16130000000,1760000000,64985000000,3820000000,11396000000,42140000000,8748000000,30987000000,4956000000,-10789000000,12613000000,36510000000,12610000000,1790000000,13463000000,4147000000,26990000000,3052000000,9901000000,1760000000,64985000000,-45549000000,6406000000,54753000000,26990000000,3820000000,35147000000,14507000000,91263000000,18751000000
2016-06-03,45.04,0.26,+0.580616%,44.98,44.26,45.05,"47,980,074","2,143,592,401.736600",2016-03-31,10282000000,4072000000,4069000000,6213000000,2035000000,1483000000,1894000000,10000000,3761000000,-106000000,2141000000,311000000,141000000,401000000,0,1493000000,1483000000,348000000,884000000,1747000000,399000000,133000000,1351000000,604000000,-1680000000,458000000,24000000,333000000,536000000,88000000,1439000000,91263000000,11728000000,7100000000,66134000000,24914000000,4337000000,16130000000,1760000000,64985000000,3820000000,11396000000,42140000000,8748000000,30987000000,4956000000,-10789000000,12613000000,36510000000,12610000000,1790000000,13463000000,4147000000,26990000000,3052000000,9901000000,1760000000,64985000000,-45549000000,6406000000,54753000000,26990000000,3820000000,35147000000,14507000000,91263000000,18751000000
2016-05-27,44.78,0.83,+1.888510%,44.07,43.94,44.96,"51,997,003","2,306,955,021.126600",2016-03-31,10282000000,4072000000,4069000000,6213000000,2035000000,1483000000,1894000000,10000000,3761000000,-106000000,2141000000,311000000,141000000,401000000,0,1493000000,1483000000,348000000,884000000,1747000000,399000000,133000000,1351000000,604000000,-1680000000,458000000,24000000,333000000,536000000,88000000,1439000000,91263000000,11728000000,7100000000,66134000000,24914000000,4337000000,16130000000,1760000000,64985000000,3820000000,11396000000,42140000000,8748000000,30987000000,4956000000,-10789000000,12613000000,36510000000,12610000000,1790000000,13463000000,4147000000,26990000000,3052000000,9901000000,1760000000,64985000000,-45549000000,6406000000,54753000000,26990000000,3820000000,35147000000,14507000000,91263000000,18751000000
2016-05-20,43.95,-1.4,-3.087100%,45.16,43.94,45.73,"62,968,542","2,811,747,161.285300",2016-03-31,10282000000,4072000000,4069000000,6213000000,2035000000,1483000000,1894000000,10000000,3761000000,-106000000,2141000000,311000000,141000000,401000000,0,1493000000,1483000000,348000000,884000000,1747000000,399000000,133000000,1351000000,604000000,-1680000000,458000000,24000000,333000000,536000000,88000000,1439000000,91263000000,11728000000,7100000000,66134000000,24914000000,4337000000,16130000000,1760000000,64985000000,3820000000,11396000000,42140000000,8748000000,30987000000,4956000000,-10789000000,12613000000,36510000000,12610000000,1790000000,13463000000,4147000000,26990000000,3052000000,9901000000,1760000000,64985000000,-45549000000,6406000000,54753000000,26990000000,3820000000,35147000000,14507000000,91263000000,18751000000
2016-05-13,45.35,0.03,+0.066196%,45.32,45.17,45.895,"46,681,771","2,127,371,259.169800",2016-03-31,10282000000,4072000000,4069000000,6213000000,2035000000,1483000000,1894000000,10000000,3761000000,-106000000,2141000000,311000000,141000000,401000000,0,1493000000,1483000000,348000000,884000000,1747000000,399000000,133000000,1351000000,604000000,-1680000000,458000000,24000000,333000000,536000000,88000000,1439000000,91263000000,11728000000,7100000000,66134000000,24914000000,4337000000,16130000000,1760000000,64985000000,3820000000,11396000000,42140000000,8748000000,30987000000,4956000000,-10789000000,12613000000,36510000000,12610000000,1790000000,13463000000,4147000000,26990000000,3052000000,9901000000,1760000000,64985000000,-45549000000,6406000000,54753000000,26990000000,3820000000,35147000000,14507000000,91263000000,18751000000
2016-05-06,45.32,0.52,+1.160714%,44.57,44.505,45.49,"49,713,596","2,236,289,751.584800",2016-03-31,10282000000,4072000000,4069000000,6213000000,2035000000,1483000000,1894000000,10000000,3761000000,-106000000,2141000000,311000000,141000000,401000000,0,1493000000,1483000000,348000000,884000000,1747000000,399000000,133000000,1351000000,604000000,-1680000000,458000000,24000000,333000000,536000000,88000000,1439000000,91263000000,11728000000,7100000000,66134000000,24914000000,4337000000,16130000000,1760000000,64985000000,3820000000,11396000000,42140000000,8748000000,30987000000,4956000000,-10789000000,12613000000,36510000000,12610000000,1790000000,13463000000,4147000000,26990000000,3052000000,9901000000,1760000000,64985000000,-45549000000,6406000000,54753000000,26990000000,3820000000,35147000000,14507000000,91263000000,18751000000
2016-04-29,44.8,0.26,+0.583745%,44.5,44.25,44.96,"59,093,414","2,637,701,736.076600",2016-03-31,10282000000,4072000000,4069000000,6213000000,2035000000,1483000000,1894000000,10000000,3761000000,-106000000,2141000000,311000000,141000000,401000000,0,1493000000,1483000000,348000000,884000000,1747000000,399000000,133000000,1351000000,604000000,-1680000000,458000000,24000000,333000000,536000000,88000000,1439000000,91263000000,11728000000,7100000000,66134000000,24914000000,4337000000,16130000000,1760000000,64985000000,3820000000,11396000000,42140000000,8748000000,30987000000,4956000000,-10789000000,12613000000,36510000000,12610000000,1790000000,13463000000,4147000000,26990000000,3052000000,9901000000,1760000000,64985000000,-45549000000,6406000000,54753000000,26990000000,3820000000,35147000000,14507000000,91263000000,18751000000
2016-04-22,44.54,-1.56,-3.383948%,46.13,42.87,46.62,"128,657,766","5,733,357,412.003400",2016-03-31,10282000000,4072000000,4069000000,6213000000,2035000000,1483000000,1894000000,10000000,3761000000,-106000000,2141000000,311000000,141000000,401000000,0,1493000000,1483000000,348000000,884000000,1747000000,399000000,133000000,1351000000,604000000,-1680000000,458000000,24000000,333000000,536000000,88000000,1439000000,91263000000,11728000000,7100000000,66134000000,24914000000,4337000000,16130000000,1760000000,64985000000,3820000000,11396000000,42140000000,8748000000,30987000000,4956000000,-10789000000,12613000000,36510000000,12610000000,1790000000,13463000000,4147000000,26990000000,3052000000,9901000000,1760000000,64985000000,-45549000000,6406000000,54753000000,26990000000,3820000000,35147000000,14507000000,91263000000,18751000000
2016-04-15,46.1,-0.77,-1.642842%,46.9,45.68,47.13,"62,963,331","2,912,483,638.371000",2016-03-31,10282000000,4072000000,4069000000,6213000000,2035000000,1483000000,1894000000,10000000,3761000000,-106000000,2141000000,311000000,141000000,401000000,0,1493000000,1483000000,348000000,884000000,1747000000,399000000,133000000,1351000000,604000000,-1680000000,458000000,24000000,333000000,536000000,88000000,1439000000,91263000000,11728000000,7100000000,66134000000,24914000000,4337000000,16130000000,1760000000,64985000000,3820000000,11396000000,42140000000,8748000000,30987000000,4956000000,-10789000000,12613000000,36510000000,12610000000,1790000000,13463000000,4147000000,26990000000,3052000000,9901000000,1760000000,64985000000,-45549000000,6406000000,54753000000,26990000000,3820000000,35147000000,14507000000,91263000000,18751000000
2016-04-08,46.87,0.04,+0.085415%,46.84,46.16,46.98,"51,700,464","2,410,469,943.397100",2016-03-31,10282000000,4072000000,4069000000,6213000000,2035000000,1483000000,1894000000,10000000,3761000000,-106000000,2141000000,311000000,141000000,401000000,0,1493000000,1483000000,348000000,884000000,1747000000,399000000,133000000,1351000000,604000000,-1680000000,458000000,24000000,333000000,536000000,88000000,1439000000,91263000000,11728000000,7100000000,66134000000,24914000000,4337000000,16130000000,1760000000,64985000000,3820000000,11396000000,42140000000,8748000000,30987000000,4956000000,-10789000000,12613000000,36510000000,12610000000,1790000000,13463000000,4147000000,26990000000,3052000000,9901000000,1760000000,64985000000,-45549000000,6406000000,54753000000,26990000000,3820000000,35147000000,14507000000,91263000000,18751000000
2016-04-01,46.83,1.25,+2.742431%,45.56,45.51,46.88,"83,096,590","3,852,458,806.093600",2016-03-31,10282000000,4072000000,4069000000,6213000000,2035000000,1483000000,1894000000,10000000,3761000000,-106000000,2141000000,311000000,141000000,401000000,0,1493000000,1483000000,348000000,884000000,1747000000,399000000,133000000,1351000000,604000000,-1680000000,458000000,24000000,333000000,536000000,88000000,1439000000,91263000000,11728000000,7100000000,66134000000,24914000000,4337000000,16130000000,1760000000,64985000000,3820000000,11396000000,42140000000,8748000000,30987000000,4956000000,-10789000000,12613000000,36510000000,12610000000,1790000000,13463000000,4147000000,26990000000,3052000000,9901000000,1760000000,64985000000,-45549000000,6406000000,54753000000,26990000000,3820000000,35147000000,14507000000,91263000000,18751000000
2016-03-25,45.58,-0.02,-0.043860%,45.42,45.19,45.87,"43,710,921","1,990,452,686.786000",2015-12-31,10000000000,4428000000,4054000000,5946000000,1681000000,1237000000,1538000000,-1000000,3937000000,163000000,1518000000,491000000,143000000,302000000,-635000000,1236000000,1237000000,-773000000,1862000000,-1443000000,-3935000000,21000000,-2570000000,2138000000,189000000,527000000,-1085000000,186000000,883000000,-104000000,-2674000000,90093000000,11989000000,6652000000,64329000000,25554000000,4691000000,14262000000,1760000000,65018000000,4301000000,11289000000,44127000000,7309000000,26930000000,2677000000,-10174000000,12571000000,33395000000,12318000000,2276000000,12591000000,3941000000,28407000000,2902000000,9991000000,1760000000,65018000000,-45066000000,8531000000,56698000000,28407000000,4301000000,37399000000,14016000000,90093000000,15631000000
2016-03-18,45.6,0.4,+0.884956%,45.04,44.55,45.91,"90,212,561","4,096,818,009.242900",2015-12-31,10000000000,4428000000,4054000000,5946000000,1681000000,1237000000,1538000000,-1000000,3937000000,163000000,1518000000,491000000,143000000,302000000,-635000000,1236000000,1237000000,-773000000,1862000000,-1443000000,-3935000000,21000000,-2570000000,2138000000,189000000,527000000,-1085000000,186000000,883000000,-104000000,-2674000000,90093000000,11989000000,6652000000,64329000000,25554000000,4691000000,14262000000,1760000000,65018000000,4301000000,11289000000,44127000000,7309000000,26930000000,2677000000,-10174000000,12571000000,33395000000,12318000000,2276000000,12591000000,3941000000,28407000000,2902000000,9991000000,1760000000,65018000000,-45066000000,8531000000,56698000000,28407000000,4301000000,37399000000,14016000000,90093000000,15631000000
2016-03-11,45.2,1.09,+2.471095%,43.91,43.81,45.26,"93,100,107","4,161,824,218.969400",2015-12-31,10000000000,4428000000,4054000000,5946000000,1681000000,1237000000,1538000000,-1000000,3937000000,163000000,1518000000,491000000,143000000,302000000,-635000000,1236000000,1237000000,-773000000,1862000000,-1443000000,-3935000000,21000000,-2570000000,2138000000,189000000,527000000,-1085000000,186000000,883000000,-104000000,-2674000000,90093000000,11989000000,6652000000,64329000000,25554000000,4691000000,14262000000,1760000000,65018000000,4301000000,11289000000,44127000000,7309000000,26930000000,2677000000,-10174000000,12571000000,33395000000,12318000000,2276000000,12591000000,3941000000,28407000000,2902000000,9991000000,1760000000,65018000000,-45066000000,8531000000,56698000000,28407000000,4301000000,37399000000,14016000000,90093000000,15631000000
2016-03-04,44.11,0.97,+2.248493%,43.17,42.92,44.15,"67,090,629","2,926,361,610.507000",2015-12-31,10000000000,4428000000,4054000000,5946000000,1681000000,1237000000,1538000000,-1000000,3937000000,163000000,1518000000,491000000,143000000,302000000,-635000000,1236000000,1237000000,-773000000,1862000000,-1443000000,-3935000000,21000000,-2570000000,2138000000,189000000,527000000,-1085000000,186000000,883000000,-104000000,-2674000000,90093000000,11989000000,6652000000,64329000000,25554000000,4691000000,14262000000,1760000000,65018000000,4301000000,11289000000,44127000000,7309000000,26930000000,2677000000,-10174000000,12571000000,33395000000,12318000000,2276000000,12591000000,3941000000,28407000000,2902000000,9991000000,1760000000,65018000000,-45066000000,8531000000,56698000000,28407000000,4301000000,37399000000,14016000000,90093000000,15631000000
2016-02-26,43.14,-0.63,-1.439342%,43.76,43.105,44.18,"72,051,045","3,151,935,642.484900",2015-12-31,10000000000,4428000000,4054000000,5946000000,1681000000,1237000000,1538000000,-1000000,3937000000,163000000,1518000000,491000000,143000000,302000000,-635000000,1236000000,1237000000,-773000000,1862000000,-1443000000,-3935000000,21000000,-2570000000,2138000000,189000000,527000000,-1085000000,186000000,883000000,-104000000,-2674000000,90093000000,11989000000,6652000000,64329000000,25554000000,4691000000,14262000000,1760000000,65018000000,4301000000,11289000000,44127000000,7309000000,26930000000,2677000000,-10174000000,12571000000,33395000000,12318000000,2276000000,12591000000,3941000000,28407000000,2902000000,9991000000,1760000000,65018000000,-45066000000,8531000000,56698000000,28407000000,4301000000,37399000000,14016000000,90093000000,15631000000
2016-02-19,43.77,0.66,+1.530967%,43.32,43.02,43.77,"49,028,596","2,132,644,766.936000",2015-12-31,10000000000,4428000000,4054000000,5946000000,1681000000,1237000000,1538000000,-1000000,3937000000,163000000,1518000000,491000000,143000000,302000000,-635000000,1236000000,1237000000,-773000000,1862000000,-1443000000,-3935000000,21000000,-2570000000,2138000000,189000000,527000000,-1085000000,186000000,883000000,-104000000,-2674000000,90093000000,11989000000,6652000000,64329000000,25554000000,4691000000,14262000000,1760000000,65018000000,4301000000,11289000000,44127000000,7309000000,26930000000,2677000000,-10174000000,12571000000,33395000000,12318000000,2276000000,12591000000,3941000000,28407000000,2902000000,9991000000,1760000000,65018000000,-45066000000,8531000000,56698000000,28407000000,4301000000,37399000000,14016000000,90093000000,15631000000
2016-02-12,43.11,0.67,+1.578699%,42.17,41.9,43.49,"90,885,661","3,882,659,232.223500",2015-12-31,10000000000,4428000000,4054000000,5946000000,1681000000,1237000000,1538000000,-1000000,3937000000,163000000,1518000000,491000000,143000000,302000000,-635000000,1236000000,1237000000,-773000000,1862000000,-1443000000,-3935000000,21000000,-2570000000,2138000000,189000000,527000000,-1085000000,186000000,883000000,-104000000,-2674000000,90093000000,11989000000,6652000000,64329000000,25554000000,4691000000,14262000000,1760000000,65018000000,4301000000,11289000000,44127000000,7309000000,26930000000,2677000000,-10174000000,12571000000,33395000000,12318000000,2276000000,12591000000,3941000000,28407000000,2902000000,9991000000,1760000000,65018000000,-45066000000,8531000000,56698000000,28407000000,4301000000,37399000000,14016000000,90093000000,15631000000
2016-02-05,42.44,-0.48,-1.118360%,42.6,42.26,43.15,"77,118,485","3,289,592,994.497600",2015-12-31,10000000000,4428000000,4054000000,5946000000,1681000000,1237000000,1538000000,-1000000,3937000000,163000000,1518000000,491000000,143000000,302000000,-635000000,1236000000,1237000000,-773000000,1862000000,-1443000000,-3935000000,21000000,-2570000000,2138000000,189000000,527000000,-1085000000,186000000,883000000,-104000000,-2674000000,90093000000,11989000000,6652000000,64329000000,25554000000,4691000000,14262000000,1760000000,65018000000,4301000000,11289000000,44127000000,7309000000,26930000000,2677000000,-10174000000,12571000000,33395000000,12318000000,2276000000,12591000000,3941000000,28407000000,2902000000,9991000000,1760000000,65018000000,-45066000000,8531000000,56698000000,28407000000,4301000000,37399000000,14016000000,90093000000,15631000000
2016-01-29,42.92,0.86,+2.044698%,42.24,41.81,43.26,"76,770,520","3,259,271,691.225600",2015-12-31,10000000000,4428000000,4054000000,5946000000,1681000000,1237000000,1538000000,-1000000,3937000000,163000000,1518000000,491000000,143000000,302000000,-635000000,1236000000,1237000000,-773000000,1862000000,-1443000000,-3935000000,21000000,-2570000000,2138000000,189000000,527000000,-1085000000,186000000,883000000,-104000000,-2674000000,90093000000,11989000000,6652000000,64329000000,25554000000,4691000000,14262000000,1760000000,65018000000,4301000000,11289000000,44127000000,7309000000,26930000000,2677000000,-10174000000,12571000000,33395000000,12318000000,2276000000,12591000000,3941000000,28407000000,2902000000,9991000000,1760000000,65018000000,-45066000000,8531000000,56698000000,28407000000,4301000000,37399000000,14016000000,90093000000,15631000000
2016-01-22,42.06,0.56,+1.349398%,41.77,40.75,42.2385,"66,163,861","2,750,661,318.545800",2015-12-31,10000000000,4428000000,4054000000,5946000000,1681000000,1237000000,1538000000,-1000000,3937000000,163000000,1518000000,491000000,143000000,302000000,-635000000,1236000000,1237000000,-773000000,1862000000,-1443000000,-3935000000,21000000,-2570000000,2138000000,189000000,527000000,-1085000000,186000000,883000000,-104000000,-2674000000,90093000000,11989000000,6652000000,64329000000,25554000000,4691000000,14262000000,1760000000,65018000000,4301000000,11289000000,44127000000,7309000000,26930000000,2677000000,-10174000000,12571000000,33395000000,12318000000,2276000000,12591000000,3941000000,28407000000,2902000000,9991000000,1760000000,65018000000,-45066000000,8531000000,56698000000,28407000000,4301000000,37399000000,14016000000,90093000000,15631000000
