Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,accountsPayable,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding
2018-04-13,255.92,5.95,+2.380286%,251.48,249.17,262.499,"15,978,591","4,090,250,769.857800",2018-03-31,9118000000,6617000000,6819000000,9118000000,2501000000,2832000000,3419000000,628000000,6617000000,2501000000,453000000,-918000000,587000000,2832000000,2737000000,95000000,-8589000000,12165000000,-9213000000,939000000,15009000000,20629000000,7292000000,10452000000,-964000000,-17589000000,299000000,-376000000,-1296000000,1329000000,1563000000,10452000000,973535000000,4049000000,177567000000,889956000000,83579000000,177697000000,9000000,93907000000,5287000000,3707000000,11632000000,120503000000,385171000000,16483000000,645000000,15777000000,406089000000,408576000000,72376000000,108019000000,225899000000,190991000000,9000000,11203000000,93907000000,-76177000000,158870000000,567446000000,225899000000,278886000000,504785000000,53992000000,973535000000,120503000000,377706096
2018-04-06,249.97,-1.89,-0.750417%,251.26,243.77,258.0,"14,318,020","3,576,726,351.519800",2018-03-31,9118000000,6617000000,6819000000,9118000000,2501000000,2832000000,3419000000,628000000,6617000000,2501000000,453000000,-918000000,587000000,2832000000,2737000000,95000000,-8589000000,12165000000,-9213000000,939000000,15009000000,20629000000,7292000000,10452000000,-964000000,-17589000000,299000000,-376000000,-1296000000,1329000000,1563000000,10452000000,973535000000,4049000000,177567000000,889956000000,83579000000,177697000000,9000000,93907000000,5287000000,3707000000,11632000000,120503000000,385171000000,16483000000,645000000,15777000000,406089000000,408576000000,72376000000,108019000000,225899000000,190991000000,9000000,11203000000,93907000000,-76177000000,158870000000,567446000000,225899000000,278886000000,504785000000,53992000000,973535000000,120503000000,377706096
2018-03-30,251.86,6.6,+2.691022%,250.65,244.37,257.06,"12,502,780","3,139,707,653.498600",2017-12-31,6936000000,4726000000,4786000000,6936000000,2210000000,-1928000000,3108000000,-5550000000,4726000000,2210000000,-604000000,-898000000,5036000000,-1928000000,-2143000000,215000000,-9658000000,-2866000000,-11030000000,-397000000,13278000000,11094000000,-702000000,-6559000000,-6623000000,-7790000000,350000000,-498000000,-984000000,5611000000,975000000,-6559000000,916776000000,4038000000,190848000000,834533000000,82243000000,163392000000,9000000,91519000000,5608000000,3665000000,13252000000,110051000000,356354000000,14793000000,897000000,15094000000,385687000000,381921000000,70390000000,84788000000,217687000000,178169000000,9000000,11853000000,91519000000,-75392000000,149168000000,531089000000,217687000000,260492000000,478179000000,53357000000,916776000000,110051000000,374808805
2018-03-23,245.26,-22.34,-8.348281%,266.99,244.93,267.5,"14,882,785","3,829,542,481.590700",2017-12-31,6936000000,4726000000,4786000000,6936000000,2210000000,-1928000000,3108000000,-5550000000,4726000000,2210000000,-604000000,-898000000,5036000000,-1928000000,-2143000000,215000000,-9658000000,-2866000000,-11030000000,-397000000,13278000000,11094000000,-702000000,-6559000000,-6623000000,-7790000000,350000000,-498000000,-984000000,5611000000,975000000,-6559000000,916776000000,4038000000,190848000000,834533000000,82243000000,163392000000,9000000,91519000000,5608000000,3665000000,13252000000,110051000000,356354000000,14793000000,897000000,15094000000,385687000000,381921000000,70390000000,84788000000,217687000000,178169000000,9000000,11853000000,91519000000,-75392000000,149168000000,531089000000,217687000000,260492000000,478179000000,53357000000,916776000000,110051000000,374808805
2018-03-16,267.6,-3.17,-1.170735%,271.0,263.911,275.31,"14,201,903","3,819,414,442.759100",2017-12-31,6936000000,4726000000,4786000000,6936000000,2210000000,-1928000000,3108000000,-5550000000,4726000000,2210000000,-604000000,-898000000,5036000000,-1928000000,-2143000000,215000000,-9658000000,-2866000000,-11030000000,-397000000,13278000000,11094000000,-702000000,-6559000000,-6623000000,-7790000000,350000000,-498000000,-984000000,5611000000,975000000,-6559000000,916776000000,4038000000,190848000000,834533000000,82243000000,163392000000,9000000,91519000000,5608000000,3665000000,13252000000,110051000000,356354000000,14793000000,897000000,15094000000,385687000000,381921000000,70390000000,84788000000,217687000000,178169000000,9000000,11853000000,91519000000,-75392000000,149168000000,531089000000,217687000000,260492000000,478179000000,53357000000,916776000000,110051000000,374808805
2018-03-09,270.77,12.65,+4.900821%,256.46,256.24,271.09,"14,148,469","3,762,383,061.576000",2017-12-31,6936000000,4726000000,4786000000,6936000000,2210000000,-1928000000,3108000000,-5550000000,4726000000,2210000000,-604000000,-898000000,5036000000,-1928000000,-2143000000,215000000,-9658000000,-2866000000,-11030000000,-397000000,13278000000,11094000000,-702000000,-6559000000,-6623000000,-7790000000,350000000,-498000000,-984000000,5611000000,975000000,-6559000000,916776000000,4038000000,190848000000,834533000000,82243000000,163392000000,9000000,91519000000,5608000000,3665000000,13252000000,110051000000,356354000000,14793000000,897000000,15094000000,385687000000,381921000000,70390000000,84788000000,217687000000,178169000000,9000000,11853000000,91519000000,-75392000000,149168000000,531089000000,217687000000,260492000000,478179000000,53357000000,916776000000,110051000000,374808805
2018-03-02,258.12,-8.65,-3.242494%,267.5,252.1,273.12,"15,602,665","4,123,044,603.923100",2017-12-31,6936000000,4726000000,4786000000,6936000000,2210000000,-1928000000,3108000000,-5550000000,4726000000,2210000000,-604000000,-898000000,5036000000,-1928000000,-2143000000,215000000,-9658000000,-2866000000,-11030000000,-397000000,13278000000,11094000000,-702000000,-6559000000,-6623000000,-7790000000,350000000,-498000000,-984000000,5611000000,975000000,-6559000000,916776000000,4038000000,190848000000,834533000000,82243000000,163392000000,9000000,91519000000,5608000000,3665000000,13252000000,110051000000,356354000000,14793000000,897000000,15094000000,385687000000,381921000000,70390000000,84788000000,217687000000,178169000000,9000000,11853000000,91519000000,-75392000000,149168000000,531089000000,217687000000,260492000000,478179000000,53357000000,916776000000,110051000000,374808805
2018-02-23,266.77,-0.85,-0.317615%,266.89,260.72,270.0,"10,822,228","2,866,952,601.198700",2017-12-31,6936000000,4726000000,4786000000,6936000000,2210000000,-1928000000,3108000000,-5550000000,4726000000,2210000000,-604000000,-898000000,5036000000,-1928000000,-2143000000,215000000,-9658000000,-2866000000,-11030000000,-397000000,13278000000,11094000000,-702000000,-6559000000,-6623000000,-7790000000,350000000,-498000000,-984000000,5611000000,975000000,-6559000000,916776000000,4038000000,190848000000,834533000000,82243000000,163392000000,9000000,91519000000,5608000000,3665000000,13252000000,110051000000,356354000000,14793000000,897000000,15094000000,385687000000,381921000000,70390000000,84788000000,217687000000,178169000000,9000000,11853000000,91519000000,-75392000000,149168000000,531089000000,217687000000,260492000000,478179000000,53357000000,916776000000,110051000000,374808805
2018-02-16,267.62,18.32,+7.348576%,251.15,248.82,269.28,"16,312,399","4,238,850,914.038300",2017-12-31,6936000000,4726000000,4786000000,6936000000,2210000000,-1928000000,3108000000,-5550000000,4726000000,2210000000,-604000000,-898000000,5036000000,-1928000000,-2143000000,215000000,-9658000000,-2866000000,-11030000000,-397000000,13278000000,11094000000,-702000000,-6559000000,-6623000000,-7790000000,350000000,-498000000,-984000000,5611000000,975000000,-6559000000,916776000000,4038000000,190848000000,834533000000,82243000000,163392000000,9000000,91519000000,5608000000,3665000000,13252000000,110051000000,356354000000,14793000000,897000000,15094000000,385687000000,381921000000,70390000000,84788000000,217687000000,178169000000,9000000,11853000000,91519000000,-75392000000,149168000000,531089000000,217687000000,260492000000,478179000000,53357000000,916776000000,110051000000,374808805
2018-02-09,249.3,-10.74,-4.130134%,257.51,239.29,263.3,"27,538,117","6,947,228,927.420600",2017-12-31,6936000000,4726000000,4786000000,6936000000,2210000000,-1928000000,3108000000,-5550000000,4726000000,2210000000,-604000000,-898000000,5036000000,-1928000000,-2143000000,215000000,-9658000000,-2866000000,-11030000000,-397000000,13278000000,11094000000,-702000000,-6559000000,-6623000000,-7790000000,350000000,-498000000,-984000000,5611000000,975000000,-6559000000,916776000000,4038000000,190848000000,834533000000,82243000000,163392000000,9000000,91519000000,5608000000,3665000000,13252000000,110051000000,356354000000,14793000000,897000000,15094000000,385687000000,381921000000,70390000000,84788000000,217687000000,178169000000,9000000,11853000000,91519000000,-75392000000,149168000000,531089000000,217687000000,260492000000,478179000000,53357000000,916776000000,110051000000,374808805
2018-02-02,260.04,-8.1,-3.020810%,269.04,259.35,273.79,"20,863,842","5,597,732,036.794000",2017-12-31,6936000000,4726000000,4786000000,6936000000,2210000000,-1928000000,3108000000,-5550000000,4726000000,2210000000,-604000000,-898000000,5036000000,-1928000000,-2143000000,215000000,-9658000000,-2866000000,-11030000000,-397000000,13278000000,11094000000,-702000000,-6559000000,-6623000000,-7790000000,350000000,-498000000,-984000000,5611000000,975000000,-6559000000,916776000000,4038000000,190848000000,834533000000,82243000000,163392000000,9000000,91519000000,5608000000,3665000000,13252000000,110051000000,356354000000,14793000000,897000000,15094000000,385687000000,381921000000,70390000000,84788000000,217687000000,178169000000,9000000,11853000000,91519000000,-75392000000,149168000000,531089000000,217687000000,260492000000,478179000000,53357000000,916776000000,110051000000,374808805
2018-01-26,268.14,12.02,+4.693113%,255.45,255.19,270.5,"22,172,544","5,850,603,180.160300",2017-12-31,6936000000,4726000000,4786000000,6936000000,2210000000,-1928000000,3108000000,-5550000000,4726000000,2210000000,-604000000,-898000000,5036000000,-1928000000,-2143000000,215000000,-9658000000,-2866000000,-11030000000,-397000000,13278000000,11094000000,-702000000,-6559000000,-6623000000,-7790000000,350000000,-498000000,-984000000,5611000000,975000000,-6559000000,916776000000,4038000000,190848000000,834533000000,82243000000,163392000000,9000000,91519000000,5608000000,3665000000,13252000000,110051000000,356354000000,14793000000,897000000,15094000000,385687000000,381921000000,70390000000,84788000000,217687000000,178169000000,9000000,11853000000,91519000000,-75392000000,149168000000,531089000000,217687000000,260492000000,478179000000,53357000000,916776000000,110051000000,374808805
2018-01-19,256.12,-0.91,-0.354044%,259.25,248.8364,262.0,"22,681,505","5,758,109,180.453200",2017-12-31,6936000000,4726000000,4786000000,6936000000,2210000000,-1928000000,3108000000,-5550000000,4726000000,2210000000,-604000000,-898000000,5036000000,-1928000000,-2143000000,215000000,-9658000000,-2866000000,-11030000000,-397000000,13278000000,11094000000,-702000000,-6559000000,-6623000000,-7790000000,350000000,-498000000,-984000000,5611000000,975000000,-6559000000,916776000000,4038000000,190848000000,834533000000,82243000000,163392000000,9000000,91519000000,5608000000,3665000000,13252000000,110051000000,356354000000,14793000000,897000000,15094000000,385687000000,381921000000,70390000000,84788000000,217687000000,178169000000,9000000,11853000000,91519000000,-75392000000,149168000000,531089000000,217687000000,260492000000,478179000000,53357000000,916776000000,110051000000,374808805
2018-01-12,257.03,1.51,+0.590952%,254.75,251.62,257.3,"13,776,683","3,502,188,543.896800",2017-12-31,6936000000,4726000000,4786000000,6936000000,2210000000,-1928000000,3108000000,-5550000000,4726000000,2210000000,-604000000,-898000000,5036000000,-1928000000,-2143000000,215000000,-9658000000,-2866000000,-11030000000,-397000000,13278000000,11094000000,-702000000,-6559000000,-6623000000,-7790000000,350000000,-498000000,-984000000,5611000000,975000000,-6559000000,916776000000,4038000000,190848000000,834533000000,82243000000,163392000000,9000000,91519000000,5608000000,3665000000,13252000000,110051000000,356354000000,14793000000,897000000,15094000000,385687000000,381921000000,70390000000,84788000000,217687000000,178169000000,9000000,11853000000,91519000000,-75392000000,149168000000,531089000000,217687000000,260492000000,478179000000,53357000000,916776000000,110051000000,374808805
2018-01-05,255.52,0.76,+0.298320%,257.77,253.22,259.72,"10,424,383","2,662,388,279.221500",2017-12-31,6936000000,4726000000,4786000000,6936000000,2210000000,-1928000000,3108000000,-5550000000,4726000000,2210000000,-604000000,-898000000,5036000000,-1928000000,-2143000000,215000000,-9658000000,-2866000000,-11030000000,-397000000,13278000000,11094000000,-702000000,-6559000000,-6623000000,-7790000000,350000000,-498000000,-984000000,5611000000,975000000,-6559000000,916776000000,4038000000,190848000000,834533000000,82243000000,163392000000,9000000,91519000000,5608000000,3665000000,13252000000,110051000000,356354000000,14793000000,897000000,15094000000,385687000000,381921000000,70390000000,84788000000,217687000000,178169000000,9000000,11853000000,91519000000,-75392000000,149168000000,531089000000,217687000000,260492000000,478179000000,53357000000,916776000000,110051000000,374808805
