Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,changeInCash,operatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,totalAssets,intangibleAssets,totalLiabilities,totalShareholderEquity,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,cashAndShortTermInvestments
2018-05-25,74.31,0.86,+1.170865%,73.75,73.42,74.94,"34,820,440","2,580,662,732.728500",2018-03-31,16281000000,4642000000,8343000000,7938000000,3386000000,2511000000,3253000000,29000000,4642000000,3296000000,133000000,713000000,-248000000,2540000000,2511000000,969000000,-105000000,97000000,38000000,-2904000000,-5638000000,-2188000000,3353000000,716000000,-1813000000,-921000000,269000000,97000000,298000000,910000000,124369000000,24129000000,69423000000,54315000000,4009000000,98623000000,10192000000,46175000000,75484000000,5326000000,30711000000,-15094000000,20925000000,27960000000,-16961000000,5149000000,22437000000,5207000000,17849000000,-97912000000,5180000000,96409000000,22437000000,10192000000,38712000000,63717000000,15534000000
2018-05-18,73.45,0.08,+0.109036%,73.78,72.6,74.07,"43,570,968","3,197,511,165.081600",2018-03-31,16281000000,4642000000,8343000000,7938000000,3386000000,2511000000,3253000000,29000000,4642000000,3296000000,133000000,713000000,-248000000,2540000000,2511000000,969000000,-105000000,97000000,38000000,-2904000000,-5638000000,-2188000000,3353000000,716000000,-1813000000,-921000000,269000000,97000000,298000000,910000000,124369000000,24129000000,69423000000,54315000000,4009000000,98623000000,10192000000,46175000000,75484000000,5326000000,30711000000,-15094000000,20925000000,27960000000,-16961000000,5149000000,22437000000,5207000000,17849000000,-97912000000,5180000000,96409000000,22437000000,10192000000,38712000000,63717000000,15534000000
2018-05-11,73.37,0.94,+1.297805%,72.67,71.111,74.1,"37,450,735","2,715,727,317.453600",2018-03-31,16281000000,4642000000,8343000000,7938000000,3386000000,2511000000,3253000000,29000000,4642000000,3296000000,133000000,713000000,-248000000,2540000000,2511000000,969000000,-105000000,97000000,38000000,-2904000000,-5638000000,-2188000000,3353000000,716000000,-1813000000,-921000000,269000000,97000000,298000000,910000000,124369000000,24129000000,69423000000,54315000000,4009000000,98623000000,10192000000,46175000000,75484000000,5326000000,30711000000,-15094000000,20925000000,27960000000,-16961000000,5149000000,22437000000,5207000000,17849000000,-97912000000,5180000000,96409000000,22437000000,10192000000,38712000000,63717000000,15534000000
2018-05-04,72.43,-0.38,-0.521906%,72.91,70.73,72.915,"49,505,071","3,557,333,248.947100",2018-03-31,16281000000,4642000000,8343000000,7938000000,3386000000,2511000000,3253000000,29000000,4642000000,3296000000,133000000,713000000,-248000000,2540000000,2511000000,969000000,-105000000,97000000,38000000,-2904000000,-5638000000,-2188000000,3353000000,716000000,-1813000000,-921000000,269000000,97000000,298000000,910000000,124369000000,24129000000,69423000000,54315000000,4009000000,98623000000,10192000000,46175000000,75484000000,5326000000,30711000000,-15094000000,20925000000,27960000000,-16961000000,5149000000,22437000000,5207000000,17849000000,-97912000000,5180000000,96409000000,22437000000,10192000000,38712000000,63717000000,15534000000
2018-04-27,72.81,-0.99,-1.341463%,73.59,71.95,73.98,"63,763,034","4,638,504,407.524300",2018-03-31,16281000000,4642000000,8343000000,7938000000,3386000000,2511000000,3253000000,29000000,4642000000,3296000000,133000000,713000000,-248000000,2540000000,2511000000,969000000,-105000000,97000000,38000000,-2904000000,-5638000000,-2188000000,3353000000,716000000,-1813000000,-921000000,269000000,97000000,298000000,910000000,124369000000,24129000000,69423000000,54315000000,4009000000,98623000000,10192000000,46175000000,75484000000,5326000000,30711000000,-15094000000,20925000000,27960000000,-16961000000,5149000000,22437000000,5207000000,17849000000,-97912000000,5180000000,96409000000,22437000000,10192000000,38712000000,63717000000,15534000000
2018-04-20,73.8,-4.57,-5.831313%,78.56,73.74,78.94,"50,844,558","3,871,202,751.439900",2018-03-31,16281000000,4642000000,8343000000,7938000000,3386000000,2511000000,3253000000,29000000,4642000000,3296000000,133000000,713000000,-248000000,2540000000,2511000000,969000000,-105000000,97000000,38000000,-2904000000,-5638000000,-2188000000,3353000000,716000000,-1813000000,-921000000,269000000,97000000,298000000,910000000,124369000000,24129000000,69423000000,54315000000,4009000000,98623000000,10192000000,46175000000,75484000000,5326000000,30711000000,-15094000000,20925000000,27960000000,-16961000000,5149000000,22437000000,5207000000,17849000000,-97912000000,5180000000,96409000000,22437000000,10192000000,38712000000,63717000000,15534000000
2018-04-13,78.37,-0.06,-0.076501%,78.8,77.57,78.85,"38,477,325","3,010,102,310.630200",2018-03-31,16281000000,4642000000,8343000000,7938000000,3386000000,2511000000,3253000000,29000000,4642000000,3296000000,133000000,713000000,-248000000,2540000000,2511000000,969000000,-105000000,97000000,38000000,-2904000000,-5638000000,-2188000000,3353000000,716000000,-1813000000,-921000000,269000000,97000000,298000000,910000000,124369000000,24129000000,69423000000,54315000000,4009000000,98623000000,10192000000,46175000000,75484000000,5326000000,30711000000,-15094000000,20925000000,27960000000,-16961000000,5149000000,22437000000,5207000000,17849000000,-97912000000,5180000000,96409000000,22437000000,10192000000,38712000000,63717000000,15534000000
2018-04-06,78.43,-0.85,-1.072149%,79.26,77.06,79.5155,"49,146,627","3,850,416,567.508900",2018-03-31,16281000000,4642000000,8343000000,7938000000,3386000000,2511000000,3253000000,29000000,4642000000,3296000000,133000000,713000000,-248000000,2540000000,2511000000,969000000,-105000000,97000000,38000000,-2904000000,-5638000000,-2188000000,3353000000,716000000,-1813000000,-921000000,269000000,97000000,298000000,910000000,124369000000,24129000000,69423000000,54315000000,4009000000,98623000000,10192000000,46175000000,75484000000,5326000000,30711000000,-15094000000,20925000000,27960000000,-16961000000,5149000000,22437000000,5207000000,17849000000,-97912000000,5180000000,96409000000,22437000000,10192000000,38712000000,63717000000,15534000000
2018-03-30,79.28,3.37,+4.439468%,76.57,76.02,80.49,"47,119,414","3,675,633,929.889600",2017-12-31,17395000000,4725000000,8667000000,8728000000,4155000000,2495000000,4033000000,66000000,4725000000,4003000000,122000000,1472000000,17000000,2561000000,2495000000,-383000000,622000000,-1171000000,-20000000,3294000000,-152000000,2361000000,3684000000,676000000,-1813000000,-1633000000,-100000000,-243000000,-2386000000,768000000,126644000000,24224000000,71923000000,54112000000,4009000000,97881000000,10485000000,45624000000,75010000000,7432000000,33107000000,-15400000000,20420000000,31214000000,-16722000000,5182000000,22186000000,5131000000,17560000000,-97121000000,5162000000,95430000000,22186000000,10485000000,38816000000,63757000000,18758000000
2018-03-23,75.91,-3.06,-3.874889%,78.97,75.805,79.57,"48,866,488","3,787,161,446.115900",2017-12-31,17395000000,4725000000,8667000000,8728000000,4155000000,2495000000,4033000000,66000000,4725000000,4003000000,122000000,1472000000,17000000,2561000000,2495000000,-383000000,622000000,-1171000000,-20000000,3294000000,-152000000,2361000000,3684000000,676000000,-1813000000,-1633000000,-100000000,-243000000,-2386000000,768000000,126644000000,24224000000,71923000000,54112000000,4009000000,97881000000,10485000000,45624000000,75010000000,7432000000,33107000000,-15400000000,20420000000,31214000000,-16722000000,5182000000,22186000000,5131000000,17560000000,-97121000000,5162000000,95430000000,22186000000,10485000000,38816000000,63757000000,18758000000
2018-03-16,78.97,-1.32,-1.644040%,80.23,78.54,80.62,"50,412,704","3,996,583,819.027500",2017-12-31,17395000000,4725000000,8667000000,8728000000,4155000000,2495000000,4033000000,66000000,4725000000,4003000000,122000000,1472000000,17000000,2561000000,2495000000,-383000000,622000000,-1171000000,-20000000,3294000000,-152000000,2361000000,3684000000,676000000,-1813000000,-1633000000,-100000000,-243000000,-2386000000,768000000,126644000000,24224000000,71923000000,54112000000,4009000000,97881000000,10485000000,45624000000,75010000000,7432000000,33107000000,-15400000000,20420000000,31214000000,-16722000000,5182000000,22186000000,5131000000,17560000000,-97121000000,5162000000,95430000000,22186000000,10485000000,38816000000,63757000000,18758000000
2018-03-09,80.29,0.79,+0.993711%,79.28,78.9,80.745,"41,965,780","3,349,209,039.867500",2017-12-31,17395000000,4725000000,8667000000,8728000000,4155000000,2495000000,4033000000,66000000,4725000000,4003000000,122000000,1472000000,17000000,2561000000,2495000000,-383000000,622000000,-1171000000,-20000000,3294000000,-152000000,2361000000,3684000000,676000000,-1813000000,-1633000000,-100000000,-243000000,-2386000000,768000000,126644000000,24224000000,71923000000,54112000000,4009000000,97881000000,10485000000,45624000000,75010000000,7432000000,33107000000,-15400000000,20420000000,31214000000,-16722000000,5182000000,22186000000,5131000000,17560000000,-97121000000,5162000000,95430000000,22186000000,10485000000,38816000000,63757000000,18758000000
2018-03-02,79.5,-1.55,-1.912400%,81.45,77.9,82.0,"58,025,661","4,621,073,873.686600",2017-12-31,17395000000,4725000000,8667000000,8728000000,4155000000,2495000000,4033000000,66000000,4725000000,4003000000,122000000,1472000000,17000000,2561000000,2495000000,-383000000,622000000,-1171000000,-20000000,3294000000,-152000000,2361000000,3684000000,676000000,-1813000000,-1633000000,-100000000,-243000000,-2386000000,768000000,126644000000,24224000000,71923000000,54112000000,4009000000,97881000000,10485000000,45624000000,75010000000,7432000000,33107000000,-15400000000,20420000000,31214000000,-16722000000,5182000000,22186000000,5131000000,17560000000,-97121000000,5162000000,95430000000,22186000000,10485000000,38816000000,63757000000,18758000000
2018-02-23,81.05,-1.55,-1.876513%,82.19,80.17,82.22,"36,821,801","2,981,548,005.980800",2017-12-31,17395000000,4725000000,8667000000,8728000000,4155000000,2495000000,4033000000,66000000,4725000000,4003000000,122000000,1472000000,17000000,2561000000,2495000000,-383000000,622000000,-1171000000,-20000000,3294000000,-152000000,2361000000,3684000000,676000000,-1813000000,-1633000000,-100000000,-243000000,-2386000000,768000000,126644000000,24224000000,71923000000,54112000000,4009000000,97881000000,10485000000,45624000000,75010000000,7432000000,33107000000,-15400000000,20420000000,31214000000,-16722000000,5182000000,22186000000,5131000000,17560000000,-97121000000,5162000000,95430000000,22186000000,10485000000,38816000000,63757000000,18758000000
2018-02-16,82.6,2.68,+3.353353%,80.61,80.27,83.25,"48,742,098","3,976,468,016.708600",2017-12-31,17395000000,4725000000,8667000000,8728000000,4155000000,2495000000,4033000000,66000000,4725000000,4003000000,122000000,1472000000,17000000,2561000000,2495000000,-383000000,622000000,-1171000000,-20000000,3294000000,-152000000,2361000000,3684000000,676000000,-1813000000,-1633000000,-100000000,-243000000,-2386000000,768000000,126644000000,24224000000,71923000000,54112000000,4009000000,97881000000,10485000000,45624000000,75010000000,7432000000,33107000000,-15400000000,20420000000,31214000000,-16722000000,5182000000,22186000000,5131000000,17560000000,-97121000000,5162000000,95430000000,22186000000,10485000000,38816000000,63757000000,18758000000
2018-02-09,79.92,-4.33,-5.139466%,83.99,78.59,84.37,"82,704,447","6,728,211,055.028000",2017-12-31,17395000000,4725000000,8667000000,8728000000,4155000000,2495000000,4033000000,66000000,4725000000,4003000000,122000000,1472000000,17000000,2561000000,2495000000,-383000000,622000000,-1171000000,-20000000,3294000000,-152000000,2361000000,3684000000,676000000,-1813000000,-1633000000,-100000000,-243000000,-2386000000,768000000,126644000000,24224000000,71923000000,54112000000,4009000000,97881000000,10485000000,45624000000,75010000000,7432000000,33107000000,-15400000000,20420000000,31214000000,-16722000000,5182000000,22186000000,5131000000,17560000000,-97121000000,5162000000,95430000000,22186000000,10485000000,38816000000,63757000000,18758000000
2018-02-02,84.25,-3.48,-3.966716%,87.69,84.21,87.74,"54,599,344","4,708,175,507.005100",2017-12-31,17395000000,4725000000,8667000000,8728000000,4155000000,2495000000,4033000000,66000000,4725000000,4003000000,122000000,1472000000,17000000,2561000000,2495000000,-383000000,622000000,-1171000000,-20000000,3294000000,-152000000,2361000000,3684000000,676000000,-1813000000,-1633000000,-100000000,-243000000,-2386000000,768000000,126644000000,24224000000,71923000000,54112000000,4009000000,97881000000,10485000000,45624000000,75010000000,7432000000,33107000000,-15400000000,20420000000,31214000000,-16722000000,5182000000,22186000000,5131000000,17560000000,-97121000000,5162000000,95430000000,22186000000,10485000000,38816000000,63757000000,18758000000
2018-01-26,87.73,-3.34,-3.667509%,90.88,87.23,91.92,"65,323,664","5,805,255,353.143300",2017-12-31,17395000000,4725000000,8667000000,8728000000,4155000000,2495000000,4033000000,66000000,4725000000,4003000000,122000000,1472000000,17000000,2561000000,2495000000,-383000000,622000000,-1171000000,-20000000,3294000000,-152000000,2361000000,3684000000,676000000,-1813000000,-1633000000,-100000000,-243000000,-2386000000,768000000,126644000000,24224000000,71923000000,54112000000,4009000000,97881000000,10485000000,45624000000,75010000000,7432000000,33107000000,-15400000000,20420000000,31214000000,-16722000000,5182000000,22186000000,5131000000,17560000000,-97121000000,5162000000,95430000000,22186000000,10485000000,38816000000,63757000000,18758000000
2018-01-19,91.07,1.46,+1.629282%,90.14,89.6399,91.73,"34,874,645","3,158,276,635.566000",2017-12-31,17395000000,4725000000,8667000000,8728000000,4155000000,2495000000,4033000000,66000000,4725000000,4003000000,122000000,1472000000,17000000,2561000000,2495000000,-383000000,622000000,-1171000000,-20000000,3294000000,-152000000,2361000000,3684000000,676000000,-1813000000,-1633000000,-100000000,-243000000,-2386000000,768000000,126644000000,24224000000,71923000000,54112000000,4009000000,97881000000,10485000000,45624000000,75010000000,7432000000,33107000000,-15400000000,20420000000,31214000000,-16722000000,5182000000,22186000000,5131000000,17560000000,-97121000000,5162000000,95430000000,22186000000,10485000000,38816000000,63757000000,18758000000
2018-01-12,89.61,-1.63,-1.786497%,90.93,89.35,91.77,"31,636,194","2,864,325,925.895700",2017-12-31,17395000000,4725000000,8667000000,8728000000,4155000000,2495000000,4033000000,66000000,4725000000,4003000000,122000000,1472000000,17000000,2561000000,2495000000,-383000000,622000000,-1171000000,-20000000,3294000000,-152000000,2361000000,3684000000,676000000,-1813000000,-1633000000,-100000000,-243000000,-2386000000,768000000,126644000000,24224000000,71923000000,54112000000,4009000000,97881000000,10485000000,45624000000,75010000000,7432000000,33107000000,-15400000000,20420000000,31214000000,-16722000000,5182000000,22186000000,5131000000,17560000000,-97121000000,5162000000,95430000000,22186000000,10485000000,38816000000,63757000000,18758000000
2018-01-05,91.24,-0.64,-0.696561%,91.92,90.515,91.93,"25,694,660","2,337,959,544.705300",2017-12-31,17395000000,4725000000,8667000000,8728000000,4155000000,2495000000,4033000000,66000000,4725000000,4003000000,122000000,1472000000,17000000,2561000000,2495000000,-383000000,622000000,-1171000000,-20000000,3294000000,-152000000,2361000000,3684000000,676000000,-1813000000,-1633000000,-100000000,-243000000,-2386000000,768000000,126644000000,24224000000,71923000000,54112000000,4009000000,97881000000,10485000000,45624000000,75010000000,7432000000,33107000000,-15400000000,20420000000,31214000000,-16722000000,5182000000,22186000000,5131000000,17560000000,-97121000000,5162000000,95430000000,22186000000,10485000000,38816000000,63757000000,18758000000
2017-12-29,91.88,-0.25,-0.271356%,92.35,91.88,92.77,"15,060,636","1,388,825,684.144600",2017-09-30,16653000000,4689000000,8229000000,8424000000,3866000000,2853000000,3751000000,17000000,4689000000,3735000000,115000000,881000000,-141000000,2870000000,2853000000,-1522000000,235000000,-2534000000,120000000,2021000000,-1724000000,-627000000,3631000000,692000000,-1823000000,-1922000000,-357000000,-304000000,525000000,1132000000,122851000000,24262000000,67436000000,54818000000,4009000000,97197000000,8043000000,45189000000,74647000000,5024000000,30724000000,-15521000000,20108000000,28096000000,-15624000000,4942000000,20188000000,5023000000,16698000000,-95563000000,5196000000,94755000000,20188000000,8043000000,36712000000,63705000000,16007000000
2017-12-22,92.13,0.24,+0.261182%,91.98,91.35,93.14,"29,768,455","2,736,095,224.578700",2017-09-30,16653000000,4689000000,8229000000,8424000000,3866000000,2853000000,3751000000,17000000,4689000000,3735000000,115000000,881000000,-141000000,2870000000,2853000000,-1522000000,235000000,-2534000000,120000000,2021000000,-1724000000,-627000000,3631000000,692000000,-1823000000,-1922000000,-357000000,-304000000,525000000,1132000000,122851000000,24262000000,67436000000,54818000000,4009000000,97197000000,8043000000,45189000000,74647000000,5024000000,30724000000,-15521000000,20108000000,28096000000,-15624000000,4942000000,20188000000,5023000000,16698000000,-95563000000,5196000000,94755000000,20188000000,8043000000,36712000000,63705000000,16007000000
2017-12-15,91.89,1.52,+1.681974%,90.23,89.7499,92.27,"40,333,419","3,672,474,474.896100",2017-09-30,16653000000,4689000000,8229000000,8424000000,3866000000,2853000000,3751000000,17000000,4689000000,3735000000,115000000,881000000,-141000000,2870000000,2853000000,-1522000000,235000000,-2534000000,120000000,2021000000,-1724000000,-627000000,3631000000,692000000,-1823000000,-1922000000,-357000000,-304000000,525000000,1132000000,122851000000,24262000000,67436000000,54818000000,4009000000,97197000000,8043000000,45189000000,74647000000,5024000000,30724000000,-15521000000,20108000000,28096000000,-15624000000,4942000000,20188000000,5023000000,16698000000,-95563000000,5196000000,94755000000,20188000000,8043000000,36712000000,63705000000,16007000000
2017-12-08,90.37,0.01,+0.011067%,90.17,89.58,91.91,"37,581,570","3,417,761,712.178700",2017-09-30,16653000000,4689000000,8229000000,8424000000,3866000000,2853000000,3751000000,17000000,4689000000,3735000000,115000000,881000000,-141000000,2870000000,2853000000,-1522000000,235000000,-2534000000,120000000,2021000000,-1724000000,-627000000,3631000000,692000000,-1823000000,-1922000000,-357000000,-304000000,525000000,1132000000,122851000000,24262000000,67436000000,54818000000,4009000000,97197000000,8043000000,45189000000,74647000000,5024000000,30724000000,-15521000000,20108000000,28096000000,-15624000000,4942000000,20188000000,5023000000,16698000000,-95563000000,5196000000,94755000000,20188000000,8043000000,36712000000,63705000000,16007000000
2017-12-01,90.36,1.91,+2.159412%,88.33,88.15,90.53,"33,943,017","3,040,826,552.879700",2017-09-30,16653000000,4689000000,8229000000,8424000000,3866000000,2853000000,3751000000,17000000,4689000000,3735000000,115000000,881000000,-141000000,2870000000,2853000000,-1522000000,235000000,-2534000000,120000000,2021000000,-1724000000,-627000000,3631000000,692000000,-1823000000,-1922000000,-357000000,-304000000,525000000,1132000000,122851000000,24262000000,67436000000,54818000000,4009000000,97197000000,8043000000,45189000000,74647000000,5024000000,30724000000,-15521000000,20108000000,28096000000,-15624000000,4942000000,20188000000,5023000000,16698000000,-95563000000,5196000000,94755000000,20188000000,8043000000,36712000000,63705000000,16007000000
2017-11-24,88.45,0.02,+0.022617%,88.43,87.71,89.21,"19,326,194","1,710,727,952.651400",2017-09-30,16653000000,4689000000,8229000000,8424000000,3866000000,2853000000,3751000000,17000000,4689000000,3735000000,115000000,881000000,-141000000,2870000000,2853000000,-1522000000,235000000,-2534000000,120000000,2021000000,-1724000000,-627000000,3631000000,692000000,-1823000000,-1922000000,-357000000,-304000000,525000000,1132000000,122851000000,24262000000,67436000000,54818000000,4009000000,97197000000,8043000000,45189000000,74647000000,5024000000,30724000000,-15521000000,20108000000,28096000000,-15624000000,4942000000,20188000000,5023000000,16698000000,-95563000000,5196000000,94755000000,20188000000,8043000000,36712000000,63705000000,16007000000
2017-11-17,88.43,0.27,+0.306261%,88.67,88.0,89.9,"31,743,982","2,821,150,258.574600",2017-09-30,16653000000,4689000000,8229000000,8424000000,3866000000,2853000000,3751000000,17000000,4689000000,3735000000,115000000,881000000,-141000000,2870000000,2853000000,-1522000000,235000000,-2534000000,120000000,2021000000,-1724000000,-627000000,3631000000,692000000,-1823000000,-1922000000,-357000000,-304000000,525000000,1132000000,122851000000,24262000000,67436000000,54818000000,4009000000,97197000000,8043000000,45189000000,74647000000,5024000000,30724000000,-15521000000,20108000000,28096000000,-15624000000,4942000000,20188000000,5023000000,16698000000,-95563000000,5196000000,94755000000,20188000000,8043000000,36712000000,63705000000,16007000000
2017-11-10,88.16,1.58,+1.824902%,86.55,85.42,88.39,"31,479,095","2,747,402,018.489400",2017-09-30,16653000000,4689000000,8229000000,8424000000,3866000000,2853000000,3751000000,17000000,4689000000,3735000000,115000000,881000000,-141000000,2870000000,2853000000,-1522000000,235000000,-2534000000,120000000,2021000000,-1724000000,-627000000,3631000000,692000000,-1823000000,-1922000000,-357000000,-304000000,525000000,1132000000,122851000000,24262000000,67436000000,54818000000,4009000000,97197000000,8043000000,45189000000,74647000000,5024000000,30724000000,-15521000000,20108000000,28096000000,-15624000000,4942000000,20188000000,5023000000,16698000000,-95563000000,5196000000,94755000000,20188000000,8043000000,36712000000,63705000000,16007000000
2017-11-03,86.58,-0.46,-0.528493%,86.91,85.72,87.16,"27,517,739","2,381,301,288.176000",2017-09-30,16653000000,4689000000,8229000000,8424000000,3866000000,2853000000,3751000000,17000000,4689000000,3735000000,115000000,881000000,-141000000,2870000000,2853000000,-1522000000,235000000,-2534000000,120000000,2021000000,-1724000000,-627000000,3631000000,692000000,-1823000000,-1922000000,-357000000,-304000000,525000000,1132000000,122851000000,24262000000,67436000000,54818000000,4009000000,97197000000,8043000000,45189000000,74647000000,5024000000,30724000000,-15521000000,20108000000,28096000000,-15624000000,4942000000,20188000000,5023000000,16698000000,-95563000000,5196000000,94755000000,20188000000,8043000000,36712000000,63705000000,16007000000
2017-10-27,87.04,-1.21,-1.371105%,88.63,86.28,88.86,"47,569,137","4,144,167,871.104500",2017-09-30,16653000000,4689000000,8229000000,8424000000,3866000000,2853000000,3751000000,17000000,4689000000,3735000000,115000000,881000000,-141000000,2870000000,2853000000,-1522000000,235000000,-2534000000,120000000,2021000000,-1724000000,-627000000,3631000000,692000000,-1823000000,-1922000000,-357000000,-304000000,525000000,1132000000,122851000000,24262000000,67436000000,54818000000,4009000000,97197000000,8043000000,45189000000,74647000000,5024000000,30724000000,-15521000000,20108000000,28096000000,-15624000000,4942000000,20188000000,5023000000,16698000000,-95563000000,5196000000,94755000000,20188000000,8043000000,36712000000,63705000000,16007000000
2017-10-20,88.25,-4.79,-5.148323%,92.97,87.59,93.37,"45,457,597","4,118,083,528.804300",2017-09-30,16653000000,4689000000,8229000000,8424000000,3866000000,2853000000,3751000000,17000000,4689000000,3735000000,115000000,881000000,-141000000,2870000000,2853000000,-1522000000,235000000,-2534000000,120000000,2021000000,-1724000000,-627000000,3631000000,692000000,-1823000000,-1922000000,-357000000,-304000000,525000000,1132000000,122851000000,24262000000,67436000000,54818000000,4009000000,97197000000,8043000000,45189000000,74647000000,5024000000,30724000000,-15521000000,20108000000,28096000000,-15624000000,4942000000,20188000000,5023000000,16698000000,-95563000000,5196000000,94755000000,20188000000,8043000000,36712000000,63705000000,16007000000
2017-10-13,93.04,0.71,+0.768981%,92.4,89.86,93.51,"42,331,510","3,883,860,034.961900",2017-09-30,16653000000,4689000000,8229000000,8424000000,3866000000,2853000000,3751000000,17000000,4689000000,3735000000,115000000,881000000,-141000000,2870000000,2853000000,-1522000000,235000000,-2534000000,120000000,2021000000,-1724000000,-627000000,3631000000,692000000,-1823000000,-1922000000,-357000000,-304000000,525000000,1132000000,122851000000,24262000000,67436000000,54818000000,4009000000,97197000000,8043000000,45189000000,74647000000,5024000000,30724000000,-15521000000,20108000000,28096000000,-15624000000,4942000000,20188000000,5023000000,16698000000,-95563000000,5196000000,94755000000,20188000000,8043000000,36712000000,63705000000,16007000000
2017-10-06,92.33,1.35,+1.483843%,91.26,91.24,92.795,"31,507,738","2,903,460,981.903600",2017-09-30,16653000000,4689000000,8229000000,8424000000,3866000000,2853000000,3751000000,17000000,4689000000,3735000000,115000000,881000000,-141000000,2870000000,2853000000,-1522000000,235000000,-2534000000,120000000,2021000000,-1724000000,-627000000,3631000000,692000000,-1823000000,-1922000000,-357000000,-304000000,525000000,1132000000,122851000000,24262000000,67436000000,54818000000,4009000000,97197000000,8043000000,45189000000,74647000000,5024000000,30724000000,-15521000000,20108000000,28096000000,-15624000000,4942000000,20188000000,5023000000,16698000000,-95563000000,5196000000,94755000000,20188000000,8043000000,36712000000,63705000000,16007000000
2017-09-29,90.98,-1.26,-1.366002%,92.43,90.34,93.09,"32,586,840","2,983,097,787.363100",2017-06-30,16079000000,4831000000,8299000000,7780000000,3043000000,2215000000,2927000000,-13000000,4831000000,2949000000,116000000,725000000,-1428000000,2202000000,2215000000,-872000000,964000000,-1866000000,160000000,222000000,-2229000000,-407000000,3688000000,720000000,-1826000000,-625000000,216000000,-322000000,11000000,1154000000,120406000000,24187000000,64628000000,126843000000,4009000000,96124000000,8254000000,44699000000,74019000000,5569000000,30210000000,55778000000,19893000000,26494000000,-14708000000,4594000000,18038000000,9248000000,16656000000,-93715000000,5133000000,93912000000,18038000000,8254000000,34418000000,63641000000,15137000000
2017-09-22,92.24,-1.03,-1.104321%,93.17,92.08,94.67,"34,920,710","3,259,675,914.214600",2017-06-30,16079000000,4831000000,8299000000,7780000000,3043000000,2215000000,2927000000,-13000000,4831000000,2949000000,116000000,725000000,-1428000000,2202000000,2215000000,-872000000,964000000,-1866000000,160000000,222000000,-2229000000,-407000000,3688000000,720000000,-1826000000,-625000000,216000000,-322000000,11000000,1154000000,120406000000,24187000000,64628000000,126843000000,4009000000,96124000000,8254000000,44699000000,74019000000,5569000000,30210000000,55778000000,19893000000,26494000000,-14708000000,4594000000,18038000000,9248000000,16656000000,-93715000000,5133000000,93912000000,18038000000,8254000000,34418000000,63641000000,15137000000
2017-09-15,93.27,0.43,+0.463162%,93.09,92.82,94.19,"39,271,770","3,673,851,564.048700",2017-06-30,16079000000,4831000000,8299000000,7780000000,3043000000,2215000000,2927000000,-13000000,4831000000,2949000000,116000000,725000000,-1428000000,2202000000,2215000000,-872000000,964000000,-1866000000,160000000,222000000,-2229000000,-407000000,3688000000,720000000,-1826000000,-625000000,216000000,-322000000,11000000,1154000000,120406000000,24187000000,64628000000,126843000000,4009000000,96124000000,8254000000,44699000000,74019000000,5569000000,30210000000,55778000000,19893000000,26494000000,-14708000000,4594000000,18038000000,9248000000,16656000000,-93715000000,5133000000,93912000000,18038000000,8254000000,34418000000,63641000000,15137000000
2017-09-08,92.84,0.31,+0.335026%,92.18,92.04,93.36,"27,084,704","2,510,588,094.337000",2017-06-30,16079000000,4831000000,8299000000,7780000000,3043000000,2215000000,2927000000,-13000000,4831000000,2949000000,116000000,725000000,-1428000000,2202000000,2215000000,-872000000,964000000,-1866000000,160000000,222000000,-2229000000,-407000000,3688000000,720000000,-1826000000,-625000000,216000000,-322000000,11000000,1154000000,120406000000,24187000000,64628000000,126843000000,4009000000,96124000000,8254000000,44699000000,74019000000,5569000000,30210000000,55778000000,19893000000,26494000000,-14708000000,4594000000,18038000000,9248000000,16656000000,-93715000000,5133000000,93912000000,18038000000,8254000000,34418000000,63641000000,15137000000
2017-09-01,92.53,0.02,+0.021619%,92.52,91.66,92.7056,"24,597,535","2,269,879,494.337900",2017-06-30,16079000000,4831000000,8299000000,7780000000,3043000000,2215000000,2927000000,-13000000,4831000000,2949000000,116000000,725000000,-1428000000,2202000000,2215000000,-872000000,964000000,-1866000000,160000000,222000000,-2229000000,-407000000,3688000000,720000000,-1826000000,-625000000,216000000,-322000000,11000000,1154000000,120406000000,24187000000,64628000000,126843000000,4009000000,96124000000,8254000000,44699000000,74019000000,5569000000,30210000000,55778000000,19893000000,26494000000,-14708000000,4594000000,18038000000,9248000000,16656000000,-93715000000,5133000000,93912000000,18038000000,8254000000,34418000000,63641000000,15137000000
