Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2016-06-10,122.36,1.01,+0.832303%,121.79,120.8854,123.38,"22,320,868","2,728,188,968.037200",2016-03-31,5903900000,533200000,3590400000,2313500000,1794700000,1098600000,1576400000,578000000,14400000,1780300000,0,218300000,477800000,14400000,1098600000,1098600000,-255900000,-11800000,-1022400000,-5952600000,31000000,-4489400000,1719100000,383700000,-780800000,-4180400000,19600000,244100000,114000000,-4375400000,33795400000,485700000,29932400000,3863000000,1660300000,1905700000,16600000,44912400000,2060800000,2569800000,5322000000,3310100000,2858700000,-2402600000,23421800000,5051600000,820100000,1293200000,1162100000,23352600000,93700000,2858700000,16600000,44912400000,-44752100000,28743800000,23352600000,2060800000,27073700000,6088700000,33795400000,3310100000
2016-06-03,121.35,-1.9,-1.541582%,123.3,120.34,123.41,"22,435,624","2,730,989,534.900700",2016-03-31,5903900000,533200000,3590400000,2313500000,1794700000,1098600000,1576400000,578000000,14400000,1780300000,0,218300000,477800000,14400000,1098600000,1098600000,-255900000,-11800000,-1022400000,-5952600000,31000000,-4489400000,1719100000,383700000,-780800000,-4180400000,19600000,244100000,114000000,-4375400000,33795400000,485700000,29932400000,3863000000,1660300000,1905700000,16600000,44912400000,2060800000,2569800000,5322000000,3310100000,2858700000,-2402600000,23421800000,5051600000,820100000,1293200000,1162100000,23352600000,93700000,2858700000,16600000,44912400000,-44752100000,28743800000,23352600000,2060800000,27073700000,6088700000,33795400000,3310100000
2016-05-27,123.25,0.69,+0.562990%,122.76,122.47,124.77,"23,823,147","2,942,313,542.507000",2016-03-31,5903900000,533200000,3590400000,2313500000,1794700000,1098600000,1576400000,578000000,14400000,1780300000,0,218300000,477800000,14400000,1098600000,1098600000,-255900000,-11800000,-1022400000,-5952600000,31000000,-4489400000,1719100000,383700000,-780800000,-4180400000,19600000,244100000,114000000,-4375400000,33795400000,485700000,29932400000,3863000000,1660300000,1905700000,16600000,44912400000,2060800000,2569800000,5322000000,3310100000,2858700000,-2402600000,23421800000,5051600000,820100000,1293200000,1162100000,23352600000,93700000,2858700000,16600000,44912400000,-44752100000,28743800000,23352600000,2060800000,27073700000,6088700000,33795400000,3310100000
2016-05-20,122.56,-6.27,-4.866879%,128.51,122.14,129.97,"33,463,997","4,212,314,690.588900",2016-03-31,5903900000,533200000,3590400000,2313500000,1794700000,1098600000,1576400000,578000000,14400000,1780300000,0,218300000,477800000,14400000,1098600000,1098600000,-255900000,-11800000,-1022400000,-5952600000,31000000,-4489400000,1719100000,383700000,-780800000,-4180400000,19600000,244100000,114000000,-4375400000,33795400000,485700000,29932400000,3863000000,1660300000,1905700000,16600000,44912400000,2060800000,2569800000,5322000000,3310100000,2858700000,-2402600000,23421800000,5051600000,820100000,1293200000,1162100000,23352600000,93700000,2858700000,16600000,44912400000,-44752100000,28743800000,23352600000,2060800000,27073700000,6088700000,33795400000,3310100000
2016-05-13,128.83,-1.75,-1.340175%,130.65,128.71,131.96,"26,835,392","3,493,240,146.726500",2016-03-31,5903900000,533200000,3590400000,2313500000,1794700000,1098600000,1576400000,578000000,14400000,1780300000,0,218300000,477800000,14400000,1098600000,1098600000,-255900000,-11800000,-1022400000,-5952600000,31000000,-4489400000,1719100000,383700000,-780800000,-4180400000,19600000,244100000,114000000,-4375400000,33795400000,485700000,29932400000,3863000000,1660300000,1905700000,16600000,44912400000,2060800000,2569800000,5322000000,3310100000,2858700000,-2402600000,23421800000,5051600000,820100000,1293200000,1162100000,23352600000,93700000,2858700000,16600000,44912400000,-44752100000,28743800000,23352600000,2060800000,27073700000,6088700000,33795400000,3310100000
2016-05-06,130.58,4.09,+3.233457%,126.65,126.5,130.58,"24,431,365","3,152,829,604.263500",2016-03-31,5903900000,533200000,3590400000,2313500000,1794700000,1098600000,1576400000,578000000,14400000,1780300000,0,218300000,477800000,14400000,1098600000,1098600000,-255900000,-11800000,-1022400000,-5952600000,31000000,-4489400000,1719100000,383700000,-780800000,-4180400000,19600000,244100000,114000000,-4375400000,33795400000,485700000,29932400000,3863000000,1660300000,1905700000,16600000,44912400000,2060800000,2569800000,5322000000,3310100000,2858700000,-2402600000,23421800000,5051600000,820100000,1293200000,1162100000,23352600000,93700000,2858700000,16600000,44912400000,-44752100000,28743800000,23352600000,2060800000,27073700000,6088700000,33795400000,3310100000
2016-04-29,126.49,0.99,+0.788845%,125.07,125.01,128.85,"25,161,212","3,203,000,649.735700",2016-03-31,5903900000,533200000,3590400000,2313500000,1794700000,1098600000,1576400000,578000000,14400000,1780300000,0,218300000,477800000,14400000,1098600000,1098600000,-255900000,-11800000,-1022400000,-5952600000,31000000,-4489400000,1719100000,383700000,-780800000,-4180400000,19600000,244100000,114000000,-4375400000,33795400000,485700000,29932400000,3863000000,1660300000,1905700000,16600000,44912400000,2060800000,2569800000,5322000000,3310100000,2858700000,-2402600000,23421800000,5051600000,820100000,1293200000,1162100000,23352600000,93700000,2858700000,16600000,44912400000,-44752100000,28743800000,23352600000,2060800000,27073700000,6088700000,33795400000,3310100000
2016-04-22,125.5,-2.28,-1.784317%,127.95,125.36,129.8,"31,397,381","4,003,190,888.372500",2016-03-31,5903900000,533200000,3590400000,2313500000,1794700000,1098600000,1576400000,578000000,14400000,1780300000,0,218300000,477800000,14400000,1098600000,1098600000,-255900000,-11800000,-1022400000,-5952600000,31000000,-4489400000,1719100000,383700000,-780800000,-4180400000,19600000,244100000,114000000,-4375400000,33795400000,485700000,29932400000,3863000000,1660300000,1905700000,16600000,44912400000,2060800000,2569800000,5322000000,3310100000,2858700000,-2402600000,23421800000,5051600000,820100000,1293200000,1162100000,23352600000,93700000,2858700000,16600000,44912400000,-44752100000,28743800000,23352600000,2060800000,27073700000,6088700000,33795400000,3310100000
2016-04-15,127.78,-0.18,-0.140669%,128.35,126.08,128.69,"25,108,861","3,202,376,969.879600",2016-03-31,5903900000,533200000,3590400000,2313500000,1794700000,1098600000,1576400000,578000000,14400000,1780300000,0,218300000,477800000,14400000,1098600000,1098600000,-255900000,-11800000,-1022400000,-5952600000,31000000,-4489400000,1719100000,383700000,-780800000,-4180400000,19600000,244100000,114000000,-4375400000,33795400000,485700000,29932400000,3863000000,1660300000,1905700000,16600000,44912400000,2060800000,2569800000,5322000000,3310100000,2858700000,-2402600000,23421800000,5051600000,820100000,1293200000,1162100000,23352600000,93700000,2858700000,16600000,44912400000,-44752100000,28743800000,23352600000,2060800000,27073700000,6088700000,33795400000,3310100000
2016-04-08,127.96,0.94,+0.740041%,127.05,126.39,128.74,"24,488,192","3,123,294,147.301500",2016-03-31,5903900000,533200000,3590400000,2313500000,1794700000,1098600000,1576400000,578000000,14400000,1780300000,0,218300000,477800000,14400000,1098600000,1098600000,-255900000,-11800000,-1022400000,-5952600000,31000000,-4489400000,1719100000,383700000,-780800000,-4180400000,19600000,244100000,114000000,-4375400000,33795400000,485700000,29932400000,3863000000,1660300000,1905700000,16600000,44912400000,2060800000,2569800000,5322000000,3310100000,2858700000,-2402600000,23421800000,5051600000,820100000,1293200000,1162100000,23352600000,93700000,2858700000,16600000,44912400000,-44752100000,28743800000,23352600000,2060800000,27073700000,6088700000,33795400000,3310100000
2016-04-01,127.02,3.73,+3.025387%,124.0,123.12,127.39,"29,724,532","3,723,091,851.657000",2016-03-31,5903900000,533200000,3590400000,2313500000,1794700000,1098600000,1576400000,578000000,14400000,1780300000,0,218300000,477800000,14400000,1098600000,1098600000,-255900000,-11800000,-1022400000,-5952600000,31000000,-4489400000,1719100000,383700000,-780800000,-4180400000,19600000,244100000,114000000,-4375400000,33795400000,485700000,29932400000,3863000000,1660300000,1905700000,16600000,44912400000,2060800000,2569800000,5322000000,3310100000,2858700000,-2402600000,23421800000,5051600000,820100000,1293200000,1162100000,23352600000,93700000,2858700000,16600000,44912400000,-44752100000,28743800000,23352600000,2060800000,27073700000,6088700000,33795400000,3310100000
2016-03-25,123.29,-0.79,-0.636686%,123.66,122.66,125.0,"17,485,298","2,164,650,838.121600",2015-12-31,6341300000,571450000,3807100000,16483400000,1891700000,1206200000,1710800000,675100000,11300000,1880400000,13927900000,180900000,504600000,-808200000,1206200000,1206200000,-305800000,564300000,6447500000,4219600000,-15200000,5292500000,1378700000,389700000,-813900000,-1398800000,-95000000,870100000,-59500000,5233000000,37938700000,558700000,30850800000,7087900000,1704300000,1920900000,16600000,44594500000,2074000000,2516300000,5178100000,7685500000,2950400000,-2879800000,23117600000,9643000000,792700000,4571600000,1298700000,24122100000,100100000,2950400000,16600000,44594500000,-41176800000,28295700000,24122100000,2074000000,27900400000,6533400000,37938700000,7685500000
2016-03-18,124.08,2.53,+2.081448%,121.81,121.45,124.12,"40,582,712","5,011,040,345.792600",2015-12-31,6341300000,571450000,3807100000,16483400000,1891700000,1206200000,1710800000,675100000,11300000,1880400000,13927900000,180900000,504600000,-808200000,1206200000,1206200000,-305800000,564300000,6447500000,4219600000,-15200000,5292500000,1378700000,389700000,-813900000,-1398800000,-95000000,870100000,-59500000,5233000000,37938700000,558700000,30850800000,7087900000,1704300000,1920900000,16600000,44594500000,2074000000,2516300000,5178100000,7685500000,2950400000,-2879800000,23117600000,9643000000,792700000,4571600000,1298700000,24122100000,100100000,2950400000,16600000,44594500000,-41176800000,28295700000,24122100000,2074000000,27900400000,6533400000,37938700000,7685500000
2016-03-11,121.55,4.37,+3.729305%,117.03,116.12,122.0074,"31,518,997","3,759,228,879.798900",2015-12-31,6341300000,571450000,3807100000,16483400000,1891700000,1206200000,1710800000,675100000,11300000,1880400000,13927900000,180900000,504600000,-808200000,1206200000,1206200000,-305800000,564300000,6447500000,4219600000,-15200000,5292500000,1378700000,389700000,-813900000,-1398800000,-95000000,870100000,-59500000,5233000000,37938700000,558700000,30850800000,7087900000,1704300000,1920900000,16600000,44594500000,2074000000,2516300000,5178100000,7685500000,2950400000,-2879800000,23117600000,9643000000,792700000,4571600000,1298700000,24122100000,100100000,2950400000,16600000,44594500000,-41176800000,28295700000,24122100000,2074000000,27900400000,6533400000,37938700000,7685500000
2016-03-04,117.18,0.12,+0.102512%,116.8,115.3248,119.19,"30,456,358","3,572,346,875.478800",2015-12-31,6341300000,571450000,3807100000,16483400000,1891700000,1206200000,1710800000,675100000,11300000,1880400000,13927900000,180900000,504600000,-808200000,1206200000,1206200000,-305800000,564300000,6447500000,4219600000,-15200000,5292500000,1378700000,389700000,-813900000,-1398800000,-95000000,870100000,-59500000,5233000000,37938700000,558700000,30850800000,7087900000,1704300000,1920900000,16600000,44594500000,2074000000,2516300000,5178100000,7685500000,2950400000,-2879800000,23117600000,9643000000,792700000,4571600000,1298700000,24122100000,100100000,2950400000,16600000,44594500000,-41176800000,28295700000,24122100000,2074000000,27900400000,6533400000,37938700000,7685500000
2016-02-26,117.06,0.53,+0.454819%,117.33,115.8,118.5,"28,077,422","3,294,405,020.064600",2015-12-31,6341300000,571450000,3807100000,16483400000,1891700000,1206200000,1710800000,675100000,11300000,1880400000,13927900000,180900000,504600000,-808200000,1206200000,1206200000,-305800000,564300000,6447500000,4219600000,-15200000,5292500000,1378700000,389700000,-813900000,-1398800000,-95000000,870100000,-59500000,5233000000,37938700000,558700000,30850800000,7087900000,1704300000,1920900000,16600000,44594500000,2074000000,2516300000,5178100000,7685500000,2950400000,-2879800000,23117600000,9643000000,792700000,4571600000,1298700000,24122100000,100100000,2950400000,16600000,44594500000,-41176800000,28295700000,24122100000,2074000000,27900400000,6533400000,37938700000,7685500000
2016-02-19,116.53,-1.4,-1.187145%,118.42,115.81,119.46,"44,065,472","5,189,815,739.824000",2015-12-31,6341300000,571450000,3807100000,16483400000,1891700000,1206200000,1710800000,675100000,11300000,1880400000,13927900000,180900000,504600000,-808200000,1206200000,1206200000,-305800000,564300000,6447500000,4219600000,-15200000,5292500000,1378700000,389700000,-813900000,-1398800000,-95000000,870100000,-59500000,5233000000,37938700000,558700000,30850800000,7087900000,1704300000,1920900000,16600000,44594500000,2074000000,2516300000,5178100000,7685500000,2950400000,-2879800000,23117600000,9643000000,792700000,4571600000,1298700000,24122100000,100100000,2950400000,16600000,44594500000,-41176800000,28295700000,24122100000,2074000000,27900400000,6533400000,37938700000,7685500000
2016-02-12,117.93,2.53,+2.192374%,114.05,112.71,118.53,"40,684,982","4,737,054,559.977400",2015-12-31,6341300000,571450000,3807100000,16483400000,1891700000,1206200000,1710800000,675100000,11300000,1880400000,13927900000,180900000,504600000,-808200000,1206200000,1206200000,-305800000,564300000,6447500000,4219600000,-15200000,5292500000,1378700000,389700000,-813900000,-1398800000,-95000000,870100000,-59500000,5233000000,37938700000,558700000,30850800000,7087900000,1704300000,1920900000,16600000,44594500000,2074000000,2516300000,5178100000,7685500000,2950400000,-2879800000,23117600000,9643000000,792700000,4571600000,1298700000,24122100000,100100000,2950400000,16600000,44594500000,-41176800000,28295700000,24122100000,2074000000,27900400000,6533400000,37938700000,7685500000
2016-02-05,115.4,-8.38,-6.770076%,123.08,114.96,124.83,"44,026,576","5,317,501,841.758400",2015-12-31,6341300000,571450000,3807100000,16483400000,1891700000,1206200000,1710800000,675100000,11300000,1880400000,13927900000,180900000,504600000,-808200000,1206200000,1206200000,-305800000,564300000,6447500000,4219600000,-15200000,5292500000,1378700000,389700000,-813900000,-1398800000,-95000000,870100000,-59500000,5233000000,37938700000,558700000,30850800000,7087900000,1704300000,1920900000,16600000,44594500000,2074000000,2516300000,5178100000,7685500000,2950400000,-2879800000,23117600000,9643000000,792700000,4571600000,1298700000,24122100000,100100000,2950400000,16600000,44594500000,-41176800000,28295700000,24122100000,2074000000,27900400000,6533400000,37938700000,7685500000
2016-01-29,123.78,5.38,+4.543919%,121.85,118.2,124.35,"48,886,946","5,931,382,936.786200",2015-12-31,6341300000,571450000,3807100000,16483400000,1891700000,1206200000,1710800000,675100000,11300000,1880400000,13927900000,180900000,504600000,-808200000,1206200000,1206200000,-305800000,564300000,6447500000,4219600000,-15200000,5292500000,1378700000,389700000,-813900000,-1398800000,-95000000,870100000,-59500000,5233000000,37938700000,558700000,30850800000,7087900000,1704300000,1920900000,16600000,44594500000,2074000000,2516300000,5178100000,7685500000,2950400000,-2879800000,23117600000,9643000000,792700000,4571600000,1298700000,24122100000,100100000,2950400000,16600000,44594500000,-41176800000,28295700000,24122100000,2074000000,27900400000,6533400000,37938700000,7685500000
2016-01-22,118.4,3.22,+2.795624%,116.63,114.38,118.75,"39,956,167","4,671,967,946.005900",2015-12-31,6341300000,571450000,3807100000,16483400000,1891700000,1206200000,1710800000,675100000,11300000,1880400000,13927900000,180900000,504600000,-808200000,1206200000,1206200000,-305800000,564300000,6447500000,4219600000,-15200000,5292500000,1378700000,389700000,-813900000,-1398800000,-95000000,870100000,-59500000,5233000000,37938700000,558700000,30850800000,7087900000,1704300000,1920900000,16600000,44594500000,2074000000,2516300000,5178100000,7685500000,2950400000,-2879800000,23117600000,9643000000,792700000,4571600000,1298700000,24122100000,100100000,2950400000,16600000,44594500000,-41176800000,28295700000,24122100000,2074000000,27900400000,6533400000,37938700000,7685500000
2016-01-15,115.18,-0.3,-0.259785%,115.65,113.0,117.87,"38,424,971","4,457,594,758.406200",2015-12-31,6341300000,571450000,3807100000,16483400000,1891700000,1206200000,1710800000,675100000,11300000,1880400000,13927900000,180900000,504600000,-808200000,1206200000,1206200000,-305800000,564300000,6447500000,4219600000,-15200000,5292500000,1378700000,389700000,-813900000,-1398800000,-95000000,870100000,-59500000,5233000000,37938700000,558700000,30850800000,7087900000,1704300000,1920900000,16600000,44594500000,2074000000,2516300000,5178100000,7685500000,2950400000,-2879800000,23117600000,9643000000,792700000,4571600000,1298700000,24122100000,100100000,2950400000,16600000,44594500000,-41176800000,28295700000,24122100000,2074000000,27900400000,6533400000,37938700000,7685500000
