Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2018-06-01,159.16,-4.05,-2.481466%,162.43,159.02,162.72,"13,678,523","2,195,521,906.457900",2018-03-31,5138900000,384600000,2611200000,2527700000,2435600000,1375400000,1887900000,533100000,-18400000,2143100000,0,236800000,512500000,-106700000,1375400000,1375400000,-359100000,217400000,1054100000,-1306200000,-5200000,-20100000,1645200000,362900000,-797500000,-1557600000,14100000,576500000,24300000,4200000,33722900000,435900000,37834300000,-4718800000,979900000,498300000,16600000,48396500000,4733300000,2404800000,2557400000,2468000000,2821400000,-2146500000,22704000000,4909300000,1147400000,-6516200000,1951600000,30869500000,53800000,2821400000,16600000,48396500000,-58107600000,28813600000,30869500000,3163500000,35012900000,7122200000,33722900000,2468000000
2018-05-25,163.21,2.23,+1.385265%,161.78,159.1586,163.95,"15,443,274","2,492,170,693.439100",2018-03-31,5138900000,384600000,2611200000,2527700000,2435600000,1375400000,1887900000,533100000,-18400000,2143100000,0,236800000,512500000,-106700000,1375400000,1375400000,-359100000,217400000,1054100000,-1306200000,-5200000,-20100000,1645200000,362900000,-797500000,-1557600000,14100000,576500000,24300000,4200000,33722900000,435900000,37834300000,-4718800000,979900000,498300000,16600000,48396500000,4733300000,2404800000,2557400000,2468000000,2821400000,-2146500000,22704000000,4909300000,1147400000,-6516200000,1951600000,30869500000,53800000,2821400000,16600000,48396500000,-58107600000,28813600000,30869500000,3163500000,35012900000,7122200000,33722900000,2468000000
2018-05-18,160.98,-4.41,-2.666425%,165.65,160.55,165.98,"13,824,152","2,249,688,527.909000",2018-03-31,5138900000,384600000,2611200000,2527700000,2435600000,1375400000,1887900000,533100000,-18400000,2143100000,0,236800000,512500000,-106700000,1375400000,1375400000,-359100000,217400000,1054100000,-1306200000,-5200000,-20100000,1645200000,362900000,-797500000,-1557600000,14100000,576500000,24300000,4200000,33722900000,435900000,37834300000,-4718800000,979900000,498300000,16600000,48396500000,4733300000,2404800000,2557400000,2468000000,2821400000,-2146500000,22704000000,4909300000,1147400000,-6516200000,1951600000,30869500000,53800000,2821400000,16600000,48396500000,-58107600000,28813600000,30869500000,3163500000,35012900000,7122200000,33722900000,2468000000
2018-05-11,165.39,0.36,+0.218142%,166.77,163.05,167.3,"12,883,195","2,125,120,145.862000",2018-03-31,5138900000,384600000,2611200000,2527700000,2435600000,1375400000,1887900000,533100000,-18400000,2143100000,0,236800000,512500000,-106700000,1375400000,1375400000,-359100000,217400000,1054100000,-1306200000,-5200000,-20100000,1645200000,362900000,-797500000,-1557600000,14100000,576500000,24300000,4200000,33722900000,435900000,37834300000,-4718800000,979900000,498300000,16600000,48396500000,4733300000,2404800000,2557400000,2468000000,2821400000,-2146500000,22704000000,4909300000,1147400000,-6516200000,1951600000,30869500000,53800000,2821400000,16600000,48396500000,-58107600000,28813600000,30869500000,3163500000,35012900000,7122200000,33722900000,2468000000
2018-05-04,165.03,6.73,+4.251421%,164.69,159.08,167.95,"31,567,060","5,177,745,688.848500",2018-03-31,5138900000,384600000,2611200000,2527700000,2435600000,1375400000,1887900000,533100000,-18400000,2143100000,0,236800000,512500000,-106700000,1375400000,1375400000,-359100000,217400000,1054100000,-1306200000,-5200000,-20100000,1645200000,362900000,-797500000,-1557600000,14100000,576500000,24300000,4200000,33722900000,435900000,37834300000,-4718800000,979900000,498300000,16600000,48396500000,4733300000,2404800000,2557400000,2468000000,2821400000,-2146500000,22704000000,4909300000,1147400000,-6516200000,1951600000,30869500000,53800000,2821400000,16600000,48396500000,-58107600000,28813600000,30869500000,3163500000,35012900000,7122200000,33722900000,2468000000
2018-04-27,158.3,-0.47,-0.296026%,158.97,155.01,159.85,"17,488,591","2,763,522,479.607200",2018-03-31,5138900000,384600000,2611200000,2527700000,2435600000,1375400000,1887900000,533100000,-18400000,2143100000,0,236800000,512500000,-106700000,1375400000,1375400000,-359100000,217400000,1054100000,-1306200000,-5200000,-20100000,1645200000,362900000,-797500000,-1557600000,14100000,576500000,24300000,4200000,33722900000,435900000,37834300000,-4718800000,979900000,498300000,16600000,48396500000,4733300000,2404800000,2557400000,2468000000,2821400000,-2146500000,22704000000,4909300000,1147400000,-6516200000,1951600000,30869500000,53800000,2821400000,16600000,48396500000,-58107600000,28813600000,30869500000,3163500000,35012900000,7122200000,33722900000,2468000000
2018-04-20,158.77,-2.96,-1.830211%,161.3,158.51,163.48,"15,718,065","2,530,553,006.873800",2018-03-31,5138900000,384600000,2611200000,2527700000,2435600000,1375400000,1887900000,533100000,-18400000,2143100000,0,236800000,512500000,-106700000,1375400000,1375400000,-359100000,217400000,1054100000,-1306200000,-5200000,-20100000,1645200000,362900000,-797500000,-1557600000,14100000,576500000,24300000,4200000,33722900000,435900000,37834300000,-4718800000,979900000,498300000,16600000,48396500000,4733300000,2404800000,2557400000,2468000000,2821400000,-2146500000,22704000000,4909300000,1147400000,-6516200000,1951600000,30869500000,53800000,2821400000,16600000,48396500000,-58107600000,28813600000,30869500000,3163500000,35012900000,7122200000,33722900000,2468000000
2018-04-13,161.73,0.48,+0.297674%,162.22,161.06,165.4,"17,850,377","2,905,537,907.886600",2018-03-31,5138900000,384600000,2611200000,2527700000,2435600000,1375400000,1887900000,533100000,-18400000,2143100000,0,236800000,512500000,-106700000,1375400000,1375400000,-359100000,217400000,1054100000,-1306200000,-5200000,-20100000,1645200000,362900000,-797500000,-1557600000,14100000,576500000,24300000,4200000,33722900000,435900000,37834300000,-4718800000,979900000,498300000,16600000,48396500000,4733300000,2404800000,2557400000,2468000000,2821400000,-2146500000,22704000000,4909300000,1147400000,-6516200000,1951600000,30869500000,53800000,2821400000,16600000,48396500000,-58107600000,28813600000,30869500000,3163500000,35012900000,7122200000,33722900000,2468000000
2018-04-06,161.25,4.87,+3.114209%,158.27,155.25,164.5615,"25,393,292","4,072,333,285.810400",2018-03-31,5138900000,384600000,2611200000,2527700000,2435600000,1375400000,1887900000,533100000,-18400000,2143100000,0,236800000,512500000,-106700000,1375400000,1375400000,-359100000,217400000,1054100000,-1306200000,-5200000,-20100000,1645200000,362900000,-797500000,-1557600000,14100000,576500000,24300000,4200000,33722900000,435900000,37834300000,-4718800000,979900000,498300000,16600000,48396500000,4733300000,2404800000,2557400000,2468000000,2821400000,-2146500000,22704000000,4909300000,1147400000,-6516200000,1951600000,30869500000,53800000,2821400000,16600000,48396500000,-58107600000,28813600000,30869500000,3163500000,35012900000,7122200000,33722900000,2468000000
2018-03-30,156.38,1.4,+0.903342%,156.21,156.21,159.83,"16,198,826","2,560,147,406.477400",2017-12-31,5340200000,521300000,2674700000,2665500000,1763000000,698700000,1885100000,617600000,-24000000,2144200000,10313300000,235100000,1186400000,-714600000,698700000,698700000,-604000000,74500000,738700000,-747100000,-19400000,-241800000,1109300000,342800000,-801800000,-664600000,649900000,678500000,34400000,-207400000,33803700000,4293800000,37071700000,-3268000000,1119400000,1700000000,16600000,48325800000,3525300000,2379700000,6028200000,2463800000,2890600000,-2178400000,22448300000,5327200000,1085700000,-3268000000,4539000000,29536400000,58800000,2890600000,16600000,48325800000,-56504400000,22448300000,29536400000,3525300000,34181100000,7072400000,33803700000,2463800000
2018-03-23,154.98,-7.38,-4.545455%,162.0,154.92,162.36,"18,401,523","2,918,093,814.983000",2017-12-31,5340200000,521300000,2674700000,2665500000,1763000000,698700000,1885100000,617600000,-24000000,2144200000,10313300000,235100000,1186400000,-714600000,698700000,698700000,-604000000,74500000,738700000,-747100000,-19400000,-241800000,1109300000,342800000,-801800000,-664600000,649900000,678500000,34400000,-207400000,33803700000,4293800000,37071700000,-3268000000,1119400000,1700000000,16600000,48325800000,3525300000,2379700000,6028200000,2463800000,2890600000,-2178400000,22448300000,5327200000,1085700000,-3268000000,4539000000,29536400000,58800000,2890600000,16600000,48325800000,-56504400000,22448300000,29536400000,3525300000,34181100000,7072400000,33803700000,2463800000
2018-03-16,162.36,5.12,+3.256169%,157.74,157.24,163.23,"32,893,016","5,283,015,694.188500",2017-12-31,5340200000,521300000,2674700000,2665500000,1763000000,698700000,1885100000,617600000,-24000000,2144200000,10313300000,235100000,1186400000,-714600000,698700000,698700000,-604000000,74500000,738700000,-747100000,-19400000,-241800000,1109300000,342800000,-801800000,-664600000,649900000,678500000,34400000,-207400000,33803700000,4293800000,37071700000,-3268000000,1119400000,1700000000,16600000,48325800000,3525300000,2379700000,6028200000,2463800000,2890600000,-2178400000,22448300000,5327200000,1085700000,-3268000000,4539000000,29536400000,58800000,2890600000,16600000,48325800000,-56504400000,22448300000,29536400000,3525300000,34181100000,7072400000,33803700000,2463800000
2018-03-09,157.24,8.97,+6.049774%,148.28,147.92,157.73,"25,273,164","3,856,285,301.891100",2017-12-31,5340200000,521300000,2674700000,2665500000,1763000000,698700000,1885100000,617600000,-24000000,2144200000,10313300000,235100000,1186400000,-714600000,698700000,698700000,-604000000,74500000,738700000,-747100000,-19400000,-241800000,1109300000,342800000,-801800000,-664600000,649900000,678500000,34400000,-207400000,33803700000,4293800000,37071700000,-3268000000,1119400000,1700000000,16600000,48325800000,3525300000,2379700000,6028200000,2463800000,2890600000,-2178400000,22448300000,5327200000,1085700000,-3268000000,4539000000,29536400000,58800000,2890600000,16600000,48325800000,-56504400000,22448300000,29536400000,3525300000,34181100000,7072400000,33803700000,2463800000
2018-03-02,148.27,-14.79,-9.070281%,164.0,146.84,164.75,"32,912,770","5,132,992,772.466700",2017-12-31,5340200000,521300000,2674700000,2665500000,1763000000,698700000,1885100000,617600000,-24000000,2144200000,10313300000,235100000,1186400000,-714600000,698700000,698700000,-604000000,74500000,738700000,-747100000,-19400000,-241800000,1109300000,342800000,-801800000,-664600000,649900000,678500000,34400000,-207400000,33803700000,4293800000,37071700000,-3268000000,1119400000,1700000000,16600000,48325800000,3525300000,2379700000,6028200000,2463800000,2890600000,-2178400000,22448300000,5327200000,1085700000,-3268000000,4539000000,29536400000,58800000,2890600000,16600000,48325800000,-56504400000,22448300000,29536400000,3525300000,34181100000,7072400000,33803700000,2463800000
2018-02-23,163.06,5.27,+3.339882%,157.0,156.275,163.31,"21,715,066","3,467,198,064.337600",2017-12-31,5340200000,521300000,2674700000,2665500000,1763000000,698700000,1885100000,617600000,-24000000,2144200000,10313300000,235100000,1186400000,-714600000,698700000,698700000,-604000000,74500000,738700000,-747100000,-19400000,-241800000,1109300000,342800000,-801800000,-664600000,649900000,678500000,34400000,-207400000,33803700000,4293800000,37071700000,-3268000000,1119400000,1700000000,16600000,48325800000,3525300000,2379700000,6028200000,2463800000,2890600000,-2178400000,22448300000,5327200000,1085700000,-3268000000,4539000000,29536400000,58800000,2890600000,16600000,48325800000,-56504400000,22448300000,29536400000,3525300000,34181100000,7072400000,33803700000,2463800000
2018-02-16,157.79,-3.01,-1.871891%,162.37,157.76,165.89,"28,705,375","4,620,490,305.850900",2017-12-31,5340200000,521300000,2674700000,2665500000,1763000000,698700000,1885100000,617600000,-24000000,2144200000,10313300000,235100000,1186400000,-714600000,698700000,698700000,-604000000,74500000,738700000,-747100000,-19400000,-241800000,1109300000,342800000,-801800000,-664600000,649900000,678500000,34400000,-207400000,33803700000,4293800000,37071700000,-3268000000,1119400000,1700000000,16600000,48325800000,3525300000,2379700000,6028200000,2463800000,2890600000,-2178400000,22448300000,5327200000,1085700000,-3268000000,4539000000,29536400000,58800000,2890600000,16600000,48325800000,-56504400000,22448300000,29536400000,3525300000,34181100000,7072400000,33803700000,2463800000
2018-02-09,160.8,-8.58,-5.065533%,168.61,153.86,169.455,"32,146,331","5,241,335,065.973100",2017-12-31,5340200000,521300000,2674700000,2665500000,1763000000,698700000,1885100000,617600000,-24000000,2144200000,10313300000,235100000,1186400000,-714600000,698700000,698700000,-604000000,74500000,738700000,-747100000,-19400000,-241800000,1109300000,342800000,-801800000,-664600000,649900000,678500000,34400000,-207400000,33803700000,4293800000,37071700000,-3268000000,1119400000,1700000000,16600000,48325800000,3525300000,2379700000,6028200000,2463800000,2890600000,-2178400000,22448300000,5327200000,1085700000,-3268000000,4539000000,29536400000,58800000,2890600000,16600000,48325800000,-56504400000,22448300000,29536400000,3525300000,34181100000,7072400000,33803700000,2463800000
2018-02-02,169.38,-8.98,-5.034761%,178.3,168.8945,178.7,"32,064,837","5,555,993,224.182900",2017-12-31,5340200000,521300000,2674700000,2665500000,1763000000,698700000,1885100000,617600000,-24000000,2144200000,10313300000,235100000,1186400000,-714600000,698700000,698700000,-604000000,74500000,738700000,-747100000,-19400000,-241800000,1109300000,342800000,-801800000,-664600000,649900000,678500000,34400000,-207400000,33803700000,4293800000,37071700000,-3268000000,1119400000,1700000000,16600000,48325800000,3525300000,2379700000,6028200000,2463800000,2890600000,-2178400000,22448300000,5327200000,1085700000,-3268000000,4539000000,29536400000,58800000,2890600000,16600000,48325800000,-56504400000,22448300000,29536400000,3525300000,34181100000,7072400000,33803700000,2463800000
2018-01-26,178.36,2.24,+1.271860%,175.97,174.66,178.4,"15,999,904","2,822,998,320.416600",2017-12-31,5340200000,521300000,2674700000,2665500000,1763000000,698700000,1885100000,617600000,-24000000,2144200000,10313300000,235100000,1186400000,-714600000,698700000,698700000,-604000000,74500000,738700000,-747100000,-19400000,-241800000,1109300000,342800000,-801800000,-664600000,649900000,678500000,34400000,-207400000,33803700000,4293800000,37071700000,-3268000000,1119400000,1700000000,16600000,48325800000,3525300000,2379700000,6028200000,2463800000,2890600000,-2178400000,22448300000,5327200000,1085700000,-3268000000,4539000000,29536400000,58800000,2890600000,16600000,48325800000,-56504400000,22448300000,29536400000,3525300000,34181100000,7072400000,33803700000,2463800000
2018-01-19,176.12,2.55,+1.469148%,173.62,172.88,176.64,"13,693,218","2,392,663,231.614600",2017-12-31,5340200000,521300000,2674700000,2665500000,1763000000,698700000,1885100000,617600000,-24000000,2144200000,10313300000,235100000,1186400000,-714600000,698700000,698700000,-604000000,74500000,738700000,-747100000,-19400000,-241800000,1109300000,342800000,-801800000,-664600000,649900000,678500000,34400000,-207400000,33803700000,4293800000,37071700000,-3268000000,1119400000,1700000000,16600000,48325800000,3525300000,2379700000,6028200000,2463800000,2890600000,-2178400000,22448300000,5327200000,1085700000,-3268000000,4539000000,29536400000,58800000,2890600000,16600000,48325800000,-56504400000,22448300000,29536400000,3525300000,34181100000,7072400000,33803700000,2463800000
2018-01-12,173.57,-0.48,-0.275783%,173.74,172.1,174.55,"12,887,861","2,235,568,301.703900",2017-12-31,5340200000,521300000,2674700000,2665500000,1763000000,698700000,1885100000,617600000,-24000000,2144200000,10313300000,235100000,1186400000,-714600000,698700000,698700000,-604000000,74500000,738700000,-747100000,-19400000,-241800000,1109300000,342800000,-801800000,-664600000,649900000,678500000,34400000,-207400000,33803700000,4293800000,37071700000,-3268000000,1119400000,1700000000,16600000,48325800000,3525300000,2379700000,6028200000,2463800000,2890600000,-2178400000,22448300000,5327200000,1085700000,-3268000000,4539000000,29536400000,58800000,2890600000,16600000,48325800000,-56504400000,22448300000,29536400000,3525300000,34181100000,7072400000,33803700000,2463800000
2018-01-05,174.05,1.93,+1.121311%,173.73,172.0,175.0,"13,980,520","2,423,463,711.961300",2017-12-31,5340200000,521300000,2674700000,2665500000,1763000000,698700000,1885100000,617600000,-24000000,2144200000,10313300000,235100000,1186400000,-714600000,698700000,698700000,-604000000,74500000,738700000,-747100000,-19400000,-241800000,1109300000,342800000,-801800000,-664600000,649900000,678500000,34400000,-207400000,33803700000,4293800000,37071700000,-3268000000,1119400000,1700000000,16600000,48325800000,3525300000,2379700000,6028200000,2463800000,2890600000,-2178400000,22448300000,5327200000,1085700000,-3268000000,4539000000,29536400000,58800000,2890600000,16600000,48325800000,-56504400000,22448300000,29536400000,3525300000,34181100000,7072400000,33803700000,2463800000
2017-12-29,172.12,0.7,+0.408354%,171.09,170.82,173.55,"6,878,883","1,185,465,187.003600",2017-09-30,5754600000,261900000,2937100000,2817500000,3412000000,1883700000,2819500000,567000000,-23200000,3079400000,0,236700000,935800000,977900000,1883700000,1883700000,1174700000,1612400000,-59000000,-2810000000,3500000,49200000,1684500000,355800000,-755300000,-1999200000,-679700000,437700000,76200000,125400000,32559600000,495900000,36037200000,-3477600000,1602100000,2491500000,16600000,47631500000,2292300000,2373300000,5790700000,2671200000,3740200000,-2236700000,21978600000,4790300000,999800000,-5850900000,1569000000,28402600000,54200000,3524400000,16600000,47631500000,-55883100000,31142400000,28402600000,2292300000,32297000000,6994100000,32559600000,2671200000
2017-12-22,171.42,-2.64,-1.516718%,174.87,170.55,175.78,"13,875,550","2,396,346,676.246600",2017-09-30,5754600000,261900000,2937100000,2817500000,3412000000,1883700000,2819500000,567000000,-23200000,3079400000,0,236700000,935800000,977900000,1883700000,1883700000,1174700000,1612400000,-59000000,-2810000000,3500000,49200000,1684500000,355800000,-755300000,-1999200000,-679700000,437700000,76200000,125400000,32559600000,495900000,36037200000,-3477600000,1602100000,2491500000,16600000,47631500000,2292300000,2373300000,5790700000,2671200000,3740200000,-2236700000,21978600000,4790300000,999800000,-5850900000,1569000000,28402600000,54200000,3524400000,16600000,47631500000,-55883100000,31142400000,28402600000,2292300000,32297000000,6994100000,32559600000,2671200000
2017-12-15,174.06,0.91,+0.525556%,172.94,171.85,175.09,"17,802,977","3,089,411,355.493400",2017-09-30,5754600000,261900000,2937100000,2817500000,3412000000,1883700000,2819500000,567000000,-23200000,3079400000,0,236700000,935800000,977900000,1883700000,1883700000,1174700000,1612400000,-59000000,-2810000000,3500000,49200000,1684500000,355800000,-755300000,-1999200000,-679700000,437700000,76200000,125400000,32559600000,495900000,36037200000,-3477600000,1602100000,2491500000,16600000,47631500000,2292300000,2373300000,5790700000,2671200000,3740200000,-2236700000,21978600000,4790300000,999800000,-5850900000,1569000000,28402600000,54200000,3524400000,16600000,47631500000,-55883100000,31142400000,28402600000,2292300000,32297000000,6994100000,32559600000,2671200000
2017-12-08,173.15,0.28,+0.161971%,173.27,170.43,174.44,"14,317,026","2,472,155,180.417900",2017-09-30,5754600000,261900000,2937100000,2817500000,3412000000,1883700000,2819500000,567000000,-23200000,3079400000,0,236700000,935800000,977900000,1883700000,1883700000,1174700000,1612400000,-59000000,-2810000000,3500000,49200000,1684500000,355800000,-755300000,-1999200000,-679700000,437700000,76200000,125400000,32559600000,495900000,36037200000,-3477600000,1602100000,2491500000,16600000,47631500000,2292300000,2373300000,5790700000,2671200000,3740200000,-2236700000,21978600000,4790300000,999800000,-5850900000,1569000000,28402600000,54200000,3524400000,16600000,47631500000,-55883100000,31142400000,28402600000,2292300000,32297000000,6994100000,32559600000,2671200000
2017-12-01,172.87,3.76,+2.223405%,168.9,168.09,173.17,"19,885,671","3,402,239,808.129800",2017-09-30,5754600000,261900000,2937100000,2817500000,3412000000,1883700000,2819500000,567000000,-23200000,3079400000,0,236700000,935800000,977900000,1883700000,1883700000,1174700000,1612400000,-59000000,-2810000000,3500000,49200000,1684500000,355800000,-755300000,-1999200000,-679700000,437700000,76200000,125400000,32559600000,495900000,36037200000,-3477600000,1602100000,2491500000,16600000,47631500000,2292300000,2373300000,5790700000,2671200000,3740200000,-2236700000,21978600000,4790300000,999800000,-5850900000,1569000000,28402600000,54200000,3524400000,16600000,47631500000,-55883100000,31142400000,28402600000,2292300000,32297000000,6994100000,32559600000,2671200000
2017-11-24,169.11,2.39,+1.433541%,167.33,166.76,170.35,"8,778,058","1,478,432,581.781100",2017-09-30,5754600000,261900000,2937100000,2817500000,3412000000,1883700000,2819500000,567000000,-23200000,3079400000,0,236700000,935800000,977900000,1883700000,1883700000,1174700000,1612400000,-59000000,-2810000000,3500000,49200000,1684500000,355800000,-755300000,-1999200000,-679700000,437700000,76200000,125400000,32559600000,495900000,36037200000,-3477600000,1602100000,2491500000,16600000,47631500000,2292300000,2373300000,5790700000,2671200000,3740200000,-2236700000,21978600000,4790300000,999800000,-5850900000,1569000000,28402600000,54200000,3524400000,16600000,47631500000,-55883100000,31142400000,28402600000,2292300000,32297000000,6994100000,32559600000,2671200000
2017-11-17,166.72,1.13,+0.682408%,165.47,165.08,168.89,"11,320,570","1,897,051,613.262900",2017-09-30,5754600000,261900000,2937100000,2817500000,3412000000,1883700000,2819500000,567000000,-23200000,3079400000,0,236700000,935800000,977900000,1883700000,1883700000,1174700000,1612400000,-59000000,-2810000000,3500000,49200000,1684500000,355800000,-755300000,-1999200000,-679700000,437700000,76200000,125400000,32559600000,495900000,36037200000,-3477600000,1602100000,2491500000,16600000,47631500000,2292300000,2373300000,5790700000,2671200000,3740200000,-2236700000,21978600000,4790300000,999800000,-5850900000,1569000000,28402600000,54200000,3524400000,16600000,47631500000,-55883100000,31142400000,28402600000,2292300000,32297000000,6994100000,32559600000,2671200000
2017-11-10,165.59,-3.06,-1.814409%,168.9,163.52,170.92,"16,645,688","2,797,651,322.002000",2017-09-30,5754600000,261900000,2937100000,2817500000,3412000000,1883700000,2819500000,567000000,-23200000,3079400000,0,236700000,935800000,977900000,1883700000,1883700000,1174700000,1612400000,-59000000,-2810000000,3500000,49200000,1684500000,355800000,-755300000,-1999200000,-679700000,437700000,76200000,125400000,32559600000,495900000,36037200000,-3477600000,1602100000,2491500000,16600000,47631500000,2292300000,2373300000,5790700000,2671200000,3740200000,-2236700000,21978600000,4790300000,999800000,-5850900000,1569000000,28402600000,54200000,3524400000,16600000,47631500000,-55883100000,31142400000,28402600000,2292300000,32297000000,6994100000,32559600000,2671200000
2017-11-03,168.65,3.26,+1.971099%,165.0,164.665,169.45,"11,361,339","1,899,494,910.874300",2017-09-30,5754600000,261900000,2937100000,2817500000,3412000000,1883700000,2819500000,567000000,-23200000,3079400000,0,236700000,935800000,977900000,1883700000,1883700000,1174700000,1612400000,-59000000,-2810000000,3500000,49200000,1684500000,355800000,-755300000,-1999200000,-679700000,437700000,76200000,125400000,32559600000,495900000,36037200000,-3477600000,1602100000,2491500000,16600000,47631500000,2292300000,2373300000,5790700000,2671200000,3740200000,-2236700000,21978600000,4790300000,999800000,-5850900000,1569000000,28402600000,54200000,3524400000,16600000,47631500000,-55883100000,31142400000,28402600000,2292300000,32297000000,6994100000,32559600000,2671200000
2017-10-27,165.39,-0.91,-0.547204%,166.1,163.0,166.485,"23,018,805","3,785,336,706.081100",2017-09-30,5754600000,261900000,2937100000,2817500000,3412000000,1883700000,2819500000,567000000,-23200000,3079400000,0,236700000,935800000,977900000,1883700000,1883700000,1174700000,1612400000,-59000000,-2810000000,3500000,49200000,1684500000,355800000,-755300000,-1999200000,-679700000,437700000,76200000,125400000,32559600000,495900000,36037200000,-3477600000,1602100000,2491500000,16600000,47631500000,2292300000,2373300000,5790700000,2671200000,3740200000,-2236700000,21978600000,4790300000,999800000,-5850900000,1569000000,28402600000,54200000,3524400000,16600000,47631500000,-55883100000,31142400000,28402600000,2292300000,32297000000,6994100000,32559600000,2671200000
2017-10-20,166.3,0.93,+0.562375%,165.44,163.89,167.9,"15,366,981","2,550,272,745.049000",2017-09-30,5754600000,261900000,2937100000,2817500000,3412000000,1883700000,2819500000,567000000,-23200000,3079400000,0,236700000,935800000,977900000,1883700000,1883700000,1174700000,1612400000,-59000000,-2810000000,3500000,49200000,1684500000,355800000,-755300000,-1999200000,-679700000,437700000,76200000,125400000,32559600000,495900000,36037200000,-3477600000,1602100000,2491500000,16600000,47631500000,2292300000,2373300000,5790700000,2671200000,3740200000,-2236700000,21978600000,4790300000,999800000,-5850900000,1569000000,28402600000,54200000,3524400000,16600000,47631500000,-55883100000,31142400000,28402600000,2292300000,32297000000,6994100000,32559600000,2671200000
2017-10-13,165.37,5.77,+3.615288%,159.61,159.5,165.51,"14,584,528","2,372,152,295.077300",2017-09-30,5754600000,261900000,2937100000,2817500000,3412000000,1883700000,2819500000,567000000,-23200000,3079400000,0,236700000,935800000,977900000,1883700000,1883700000,1174700000,1612400000,-59000000,-2810000000,3500000,49200000,1684500000,355800000,-755300000,-1999200000,-679700000,437700000,76200000,125400000,32559600000,495900000,36037200000,-3477600000,1602100000,2491500000,16600000,47631500000,2292300000,2373300000,5790700000,2671200000,3740200000,-2236700000,21978600000,4790300000,999800000,-5850900000,1569000000,28402600000,54200000,3524400000,16600000,47631500000,-55883100000,31142400000,28402600000,2292300000,32297000000,6994100000,32559600000,2671200000
2017-10-06,159.6,2.92,+1.863671%,156.0,155.8009,160.1342,"12,762,970","2,016,788,720.427900",2017-09-30,5754600000,261900000,2937100000,2817500000,3412000000,1883700000,2819500000,567000000,-23200000,3079400000,0,236700000,935800000,977900000,1883700000,1883700000,1174700000,1612400000,-59000000,-2810000000,3500000,49200000,1684500000,355800000,-755300000,-1999200000,-679700000,437700000,76200000,125400000,32559600000,495900000,36037200000,-3477600000,1602100000,2491500000,16600000,47631500000,2292300000,2373300000,5790700000,2671200000,3740200000,-2236700000,21978600000,4790300000,999800000,-5850900000,1569000000,28402600000,54200000,3524400000,16600000,47631500000,-55883100000,31142400000,28402600000,2292300000,32297000000,6994100000,32559600000,2671200000
2017-09-29,156.68,-2.23,-1.403310%,158.47,153.27,158.687,"21,877,816","3,406,847,729.688200",2017-06-30,6049700000,413300000,3341300000,2708400000,2631800000,1395100000,2061400000,525400000,-2800000,2295100000,0,230900000,666300000,-74200000,1395100000,1395100000,-146800000,236900000,526400000,-1166500000,1900000,-99900000,1213400000,339500000,-761500000,-933300000,9900000,383700000,98700000,-1200000,32785200000,1986100000,34785800000,-2000600000,1661700000,328000000,16600000,47300600000,2229900000,2345200000,5203400000,2392400000,2743300000,-2486400000,21689300000,5892500000,779700000,-4345800000,1457300000,28150900000,56700000,2205400000,16600000,47300600000,-53748100000,30017600000,28150900000,2229900000,32042500000,6916700000,32785200000,2392400000
2017-09-22,158.91,1.99,+1.268162%,157.72,156.33,160.09,"15,974,032","2,527,361,349.863600",2017-06-30,6049700000,413300000,3341300000,2708400000,2631800000,1395100000,2061400000,525400000,-2800000,2295100000,0,230900000,666300000,-74200000,1395100000,1395100000,-146800000,236900000,526400000,-1166500000,1900000,-99900000,1213400000,339500000,-761500000,-933300000,9900000,383700000,98700000,-1200000,32785200000,1986100000,34785800000,-2000600000,1661700000,328000000,16600000,47300600000,2229900000,2345200000,5203400000,2392400000,2743300000,-2486400000,21689300000,5892500000,779700000,-4345800000,1457300000,28150900000,56700000,2205400000,16600000,47300600000,-53748100000,30017600000,28150900000,2229900000,32042500000,6916700000,32785200000,2392400000
