Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,interestExpense,nonRecurring,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2019-10-04,85.0,2.09,+2.520806%,83.2135,80.54,85.1175,"37,783,325","3,151,446,560.164000",2019-09-30,12397000000,6025000000,3990000000,8407000000,2347000000,1901000000,3204000000,2347000000,6000000,2589000000,-35000000,2382000000,231000000,232000000,440000000,-97000000,1907000000,1901000000,1954000000,191000000,-804000000,-360000000,-3152000000,-33000000,1265000000,4226000000,-91000000,845000000,-1394000000,-1365000000,1564000000,959000000,1265000000,83331000000,12307000000,2312000000,56406000000,26838000000,1960000000,11768000000,1788000000,45804000000,12266000000,19480000000,7504000000,7869000000,20684000000,3411000000,-5390000000,14287000000,26142000000,2111000000,-4949000000,149000000,12269000000,22677000000,5855000000,5505000000,1788000000,45804000000,-54925000000,9004000000,22677000000,11085000000,35722000000,39561000000,83331000000,8018000000
2019-09-27,82.91,-2.25,-2.642085%,84.91,82.58,85.22,"40,425,189","3,386,027,128.711000",2019-06-30,11760000000,4960000000,3401000000,8359000000,3259000000,2670000000,2189000000,3259000000,-26000000,2712000000,-140000000,3399000000,233000000,59000000,615000000,-41000000,2644000000,2670000000,2200000000,-2425000000,-3843000000,603000000,-2084000000,-115000000,-1425000000,3084000000,-443000000,973000000,-1468000000,-1104000000,-90000000,782000000,-1425000000,83965000000,13381000000,3382000000,56228000000,27635000000,2089000000,11054000000,1788000000,45295000000,12618000000,19490000000,7613000000,6659000000,20085000000,3816000000,-5362000000,13862000000,24298000000,3779000000,-5236000000,446000000,11346000000,22771000000,5847000000,5215000000,1788000000,45295000000,-53570000000,9155000000,22771000000,11283000000,36143000000,39484000000,83965000000,7105000000
2019-09-20,85.16,2.55,+3.086793%,82.45,81.69,85.87,"49,008,393","4,114,491,526.888200",2019-06-30,11760000000,4960000000,3401000000,8359000000,3259000000,2670000000,2189000000,3259000000,-26000000,2712000000,-140000000,3399000000,233000000,59000000,615000000,-41000000,2644000000,2670000000,2200000000,-2425000000,-3843000000,603000000,-2084000000,-115000000,-1425000000,3084000000,-443000000,973000000,-1468000000,-1104000000,-90000000,782000000,-1425000000,83965000000,13381000000,3382000000,56228000000,27635000000,2089000000,11054000000,1788000000,45295000000,12618000000,19490000000,7613000000,6659000000,20085000000,3816000000,-5362000000,13862000000,24298000000,3779000000,-5236000000,446000000,11346000000,22771000000,5847000000,5215000000,1788000000,45295000000,-53570000000,9155000000,22771000000,11283000000,36143000000,39484000000,83965000000,7105000000
2019-09-13,82.61,-3.96,-4.574333%,86.5,78.85,86.52,"54,073,066","4,455,521,575.986600",2019-06-30,11760000000,4960000000,3401000000,8359000000,3259000000,2670000000,2189000000,3259000000,-26000000,2712000000,-140000000,3399000000,233000000,59000000,615000000,-41000000,2644000000,2670000000,2200000000,-2425000000,-3843000000,603000000,-2084000000,-115000000,-1425000000,3084000000,-443000000,973000000,-1468000000,-1104000000,-90000000,782000000,-1425000000,83965000000,13381000000,3382000000,56228000000,27635000000,2089000000,11054000000,1788000000,45295000000,12618000000,19490000000,7613000000,6659000000,20085000000,3816000000,-5362000000,13862000000,24298000000,3779000000,-5236000000,446000000,11346000000,22771000000,5847000000,5215000000,1788000000,45295000000,-53570000000,9155000000,22771000000,11283000000,36143000000,39484000000,83965000000,7105000000
2019-09-06,86.57,0.1,+0.115647%,86.24,85.42,87.17,"27,816,809","2,400,557,855.544500",2019-06-30,11760000000,4960000000,3401000000,8359000000,3259000000,2670000000,2189000000,3259000000,-26000000,2712000000,-140000000,3399000000,233000000,59000000,615000000,-41000000,2644000000,2670000000,2200000000,-2425000000,-3843000000,603000000,-2084000000,-115000000,-1425000000,3084000000,-443000000,973000000,-1468000000,-1104000000,-90000000,782000000,-1425000000,83965000000,13381000000,3382000000,56228000000,27635000000,2089000000,11054000000,1788000000,45295000000,12618000000,19490000000,7613000000,6659000000,20085000000,3816000000,-5362000000,13862000000,24298000000,3779000000,-5236000000,446000000,11346000000,22771000000,5847000000,5215000000,1788000000,45295000000,-53570000000,9155000000,22771000000,11283000000,36143000000,39484000000,83965000000,7105000000
2019-08-30,86.47,1.53,+1.801271%,85.38,85.04,87.35,"30,392,787","2,619,787,783.920900",2019-06-30,11760000000,4960000000,3401000000,8359000000,3259000000,2670000000,2189000000,3259000000,-26000000,2712000000,-140000000,3399000000,233000000,59000000,615000000,-41000000,2644000000,2670000000,2200000000,-2425000000,-3843000000,603000000,-2084000000,-115000000,-1425000000,3084000000,-443000000,973000000,-1468000000,-1104000000,-90000000,782000000,-1425000000,83965000000,13381000000,3382000000,56228000000,27635000000,2089000000,11054000000,1788000000,45295000000,12618000000,19490000000,7613000000,6659000000,20085000000,3816000000,-5362000000,13862000000,24298000000,3779000000,-5236000000,446000000,11346000000,22771000000,5847000000,5215000000,1788000000,45295000000,-53570000000,9155000000,22771000000,11283000000,36143000000,39484000000,83965000000,7105000000
2019-08-23,84.94,-0.12,-0.141077%,85.59,84.48,87.25,"35,797,414","3,084,668,277.655500",2019-06-30,11760000000,4960000000,3401000000,8359000000,3259000000,2670000000,2189000000,3259000000,-26000000,2712000000,-140000000,3399000000,233000000,59000000,615000000,-41000000,2644000000,2670000000,2200000000,-2425000000,-3843000000,603000000,-2084000000,-115000000,-1425000000,3084000000,-443000000,973000000,-1468000000,-1104000000,-90000000,782000000,-1425000000,83965000000,13381000000,3382000000,56228000000,27635000000,2089000000,11054000000,1788000000,45295000000,12618000000,19490000000,7613000000,6659000000,20085000000,3816000000,-5362000000,13862000000,24298000000,3779000000,-5236000000,446000000,11346000000,22771000000,5847000000,5215000000,1788000000,45295000000,-53570000000,9155000000,22771000000,11283000000,36143000000,39484000000,83965000000,7105000000
2019-08-16,85.06,-0.46,-0.537886%,85.23,82.89,86.79,"45,155,071","3,824,960,322.995800",2019-06-30,11760000000,4960000000,3401000000,8359000000,3259000000,2670000000,2189000000,3259000000,-26000000,2712000000,-140000000,3399000000,233000000,59000000,615000000,-41000000,2644000000,2670000000,2200000000,-2425000000,-3843000000,603000000,-2084000000,-115000000,-1425000000,3084000000,-443000000,973000000,-1468000000,-1104000000,-90000000,782000000,-1425000000,83965000000,13381000000,3382000000,56228000000,27635000000,2089000000,11054000000,1788000000,45295000000,12618000000,19490000000,7613000000,6659000000,20085000000,3816000000,-5362000000,13862000000,24298000000,3779000000,-5236000000,446000000,11346000000,22771000000,5847000000,5215000000,1788000000,45295000000,-53570000000,9155000000,22771000000,11283000000,36143000000,39484000000,83965000000,7105000000
2019-08-09,85.52,1.05,+1.243045%,83.85,82.155,86.105,"49,702,903","4,185,562,977.654600",2019-06-30,11760000000,4960000000,3401000000,8359000000,3259000000,2670000000,2189000000,3259000000,-26000000,2712000000,-140000000,3399000000,233000000,59000000,615000000,-41000000,2644000000,2670000000,2200000000,-2425000000,-3843000000,603000000,-2084000000,-115000000,-1425000000,3084000000,-443000000,973000000,-1468000000,-1104000000,-90000000,782000000,-1425000000,83965000000,13381000000,3382000000,56228000000,27635000000,2089000000,11054000000,1788000000,45295000000,12618000000,19490000000,7613000000,6659000000,20085000000,3816000000,-5362000000,13862000000,24298000000,3779000000,-5236000000,446000000,11346000000,22771000000,5847000000,5215000000,1788000000,45295000000,-53570000000,9155000000,22771000000,11283000000,36143000000,39484000000,83965000000,7105000000
2019-08-02,84.47,3.04,+3.733268%,82.095,81.61,85.173,"56,601,058","4,729,977,104.696000",2019-06-30,11760000000,4960000000,3401000000,8359000000,3259000000,2670000000,2189000000,3259000000,-26000000,2712000000,-140000000,3399000000,233000000,59000000,615000000,-41000000,2644000000,2670000000,2200000000,-2425000000,-3843000000,603000000,-2084000000,-115000000,-1425000000,3084000000,-443000000,973000000,-1468000000,-1104000000,-90000000,782000000,-1425000000,83965000000,13381000000,3382000000,56228000000,27635000000,2089000000,11054000000,1788000000,45295000000,12618000000,19490000000,7613000000,6659000000,20085000000,3816000000,-5362000000,13862000000,24298000000,3779000000,-5236000000,446000000,11346000000,22771000000,5847000000,5215000000,1788000000,45295000000,-53570000000,9155000000,22771000000,11283000000,36143000000,39484000000,83965000000,7105000000
2019-07-26,81.43,0.04,+0.049146%,81.68,80.89,83.06,"37,892,798","3,094,167,472.196600",2019-06-30,11760000000,4960000000,3401000000,8359000000,3259000000,2670000000,2189000000,3259000000,-26000000,2712000000,-140000000,3399000000,233000000,59000000,615000000,-41000000,2644000000,2670000000,2200000000,-2425000000,-3843000000,603000000,-2084000000,-115000000,-1425000000,3084000000,-443000000,973000000,-1468000000,-1104000000,-90000000,782000000,-1425000000,83965000000,13381000000,3382000000,56228000000,27635000000,2089000000,11054000000,1788000000,45295000000,12618000000,19490000000,7613000000,6659000000,20085000000,3816000000,-5362000000,13862000000,24298000000,3779000000,-5236000000,446000000,11346000000,22771000000,5847000000,5215000000,1788000000,45295000000,-53570000000,9155000000,22771000000,11283000000,36143000000,39484000000,83965000000,7105000000
2019-07-19,81.39,1.66,+2.082027%,80.6,80.12,82.96,"47,468,555","3,874,705,660.127600",2019-06-30,11760000000,4960000000,3401000000,8359000000,3259000000,2670000000,2189000000,3259000000,-26000000,2712000000,-140000000,3399000000,233000000,59000000,615000000,-41000000,2644000000,2670000000,2200000000,-2425000000,-3843000000,603000000,-2084000000,-115000000,-1425000000,3084000000,-443000000,973000000,-1468000000,-1104000000,-90000000,782000000,-1425000000,83965000000,13381000000,3382000000,56228000000,27635000000,2089000000,11054000000,1788000000,45295000000,12618000000,19490000000,7613000000,6659000000,20085000000,3816000000,-5362000000,13862000000,24298000000,3779000000,-5236000000,446000000,11346000000,22771000000,5847000000,5215000000,1788000000,45295000000,-53570000000,9155000000,22771000000,11283000000,36143000000,39484000000,83965000000,7105000000
2019-07-12,79.73,-5.87,-6.857477%,85.01,78.63,85.5,"66,066,461","5,423,337,366.745000",2019-06-30,11760000000,4960000000,3401000000,8359000000,3259000000,2670000000,2189000000,3259000000,-26000000,2712000000,-140000000,3399000000,233000000,59000000,615000000,-41000000,2644000000,2670000000,2200000000,-2425000000,-3843000000,603000000,-2084000000,-115000000,-1425000000,3084000000,-443000000,973000000,-1468000000,-1104000000,-90000000,782000000,-1425000000,83965000000,13381000000,3382000000,56228000000,27635000000,2089000000,11054000000,1788000000,45295000000,12618000000,19490000000,7613000000,6659000000,20085000000,3816000000,-5362000000,13862000000,24298000000,3779000000,-5236000000,446000000,11346000000,22771000000,5847000000,5215000000,1788000000,45295000000,-53570000000,9155000000,22771000000,11283000000,36143000000,39484000000,83965000000,7105000000
2019-07-05,85.6,1.75,+2.087060%,84.33,83.885,87.07,"34,318,766","2,930,953,904.422300",2019-06-30,11760000000,4960000000,3401000000,8359000000,3259000000,2670000000,2189000000,3259000000,-26000000,2712000000,-140000000,3399000000,233000000,59000000,615000000,-41000000,2644000000,2670000000,2200000000,-2425000000,-3843000000,603000000,-2084000000,-115000000,-1425000000,3084000000,-443000000,973000000,-1468000000,-1104000000,-90000000,782000000,-1425000000,83965000000,13381000000,3382000000,56228000000,27635000000,2089000000,11054000000,1788000000,45295000000,12618000000,19490000000,7613000000,6659000000,20085000000,3816000000,-5362000000,13862000000,24298000000,3779000000,-5236000000,446000000,11346000000,22771000000,5847000000,5215000000,1788000000,45295000000,-53570000000,9155000000,22771000000,11283000000,36143000000,39484000000,83965000000,7105000000
2019-06-28,83.85,-0.72,-0.851366%,84.97,82.98,86.26,"84,209,661","7,084,997,691.866300",2019-03-31,10816000000,4509000000,3052000000,7764000000,3067000000,2915000000,1931000000,3067000000,-53000000,2425000000,-188000000,3255000000,209000000,153000000,205000000,-221000000,2862000000,2915000000,925000000,368000000,38000000,823000000,-1614000000,-92000000,90000000,1336000000,-2935000000,898000000,-1428000000,-917000000,511000000,595000000,90000000,82354000000,10999000000,3233000000,54684000000,27539000000,1835000000,10081000000,1788000000,44065000000,12607000000,18170000000,8707000000,8076000000,18543000000,3175000000,-5346000000,13506000000,25351000000,5621000000,-1630000000,722000000,10841000000,22721000000,5712000000,5287000000,1788000000,44065000000,-51736000000,8707000000,22721000000,11585000000,36141000000,38768000000,82354000000,8798000000
2019-06-21,84.57,1.79,+2.162358%,82.7,82.53,86.5,"52,674,352","4,449,022,475.019500",2019-03-31,10816000000,4509000000,3052000000,7764000000,3067000000,2915000000,1931000000,3067000000,-53000000,2425000000,-188000000,3255000000,209000000,153000000,205000000,-221000000,2862000000,2915000000,925000000,368000000,38000000,823000000,-1614000000,-92000000,90000000,1336000000,-2935000000,898000000,-1428000000,-917000000,511000000,595000000,90000000,82354000000,10999000000,3233000000,54684000000,27539000000,1835000000,10081000000,1788000000,44065000000,12607000000,18170000000,8707000000,8076000000,18543000000,3175000000,-5346000000,13506000000,25351000000,5621000000,-1630000000,722000000,10841000000,22721000000,5712000000,5287000000,1788000000,44065000000,-51736000000,8707000000,22721000000,11585000000,36141000000,38768000000,82354000000,8798000000
2019-06-14,82.78,0.32,+0.388067%,82.68,81.65,84.27,"42,526,572","3,531,117,480.495400",2019-03-31,10816000000,4509000000,3052000000,7764000000,3067000000,2915000000,1931000000,3067000000,-53000000,2425000000,-188000000,3255000000,209000000,153000000,205000000,-221000000,2862000000,2915000000,925000000,368000000,38000000,823000000,-1614000000,-92000000,90000000,1336000000,-2935000000,898000000,-1428000000,-917000000,511000000,595000000,90000000,82354000000,10999000000,3233000000,54684000000,27539000000,1835000000,10081000000,1788000000,44065000000,12607000000,18170000000,8707000000,8076000000,18543000000,3175000000,-5346000000,13506000000,25351000000,5621000000,-1630000000,722000000,10841000000,22721000000,5712000000,5287000000,1788000000,44065000000,-51736000000,8707000000,22721000000,11585000000,36141000000,38768000000,82354000000,8798000000
2019-06-07,82.46,3.25,+4.103017%,79.65,79.52,82.88,"46,374,870","3,778,879,829.660900",2019-03-31,10816000000,4509000000,3052000000,7764000000,3067000000,2915000000,1931000000,3067000000,-53000000,2425000000,-188000000,3255000000,209000000,153000000,205000000,-221000000,2862000000,2915000000,925000000,368000000,38000000,823000000,-1614000000,-92000000,90000000,1336000000,-2935000000,898000000,-1428000000,-917000000,511000000,595000000,90000000,82354000000,10999000000,3233000000,54684000000,27539000000,1835000000,10081000000,1788000000,44065000000,12607000000,18170000000,8707000000,8076000000,18543000000,3175000000,-5346000000,13506000000,25351000000,5621000000,-1630000000,722000000,10841000000,22721000000,5712000000,5287000000,1788000000,44065000000,-51736000000,8707000000,22721000000,11585000000,36141000000,38768000000,82354000000,8798000000
2019-05-31,79.21,-1.96,-2.414685%,81.38,78.75,81.935,"37,867,463","3,022,677,717.661100",2019-03-31,10816000000,4509000000,3052000000,7764000000,3067000000,2915000000,1931000000,3067000000,-53000000,2425000000,-188000000,3255000000,209000000,153000000,205000000,-221000000,2862000000,2915000000,925000000,368000000,38000000,823000000,-1614000000,-92000000,90000000,1336000000,-2935000000,898000000,-1428000000,-917000000,511000000,595000000,90000000,82354000000,10999000000,3233000000,54684000000,27539000000,1835000000,10081000000,1788000000,44065000000,12607000000,18170000000,8707000000,8076000000,18543000000,3175000000,-5346000000,13506000000,25351000000,5621000000,-1630000000,722000000,10841000000,22721000000,5712000000,5287000000,1788000000,44065000000,-51736000000,8707000000,22721000000,11585000000,36141000000,38768000000,82354000000,8798000000
2019-05-24,81.17,2.45,+3.112297%,78.36,78.25,81.9399,"46,326,368","3,713,411,414.123400",2019-03-31,10816000000,4509000000,3052000000,7764000000,3067000000,2915000000,1931000000,3067000000,-53000000,2425000000,-188000000,3255000000,209000000,153000000,205000000,-221000000,2862000000,2915000000,925000000,368000000,38000000,823000000,-1614000000,-92000000,90000000,1336000000,-2935000000,898000000,-1428000000,-917000000,511000000,595000000,90000000,82354000000,10999000000,3233000000,54684000000,27539000000,1835000000,10081000000,1788000000,44065000000,12607000000,18170000000,8707000000,8076000000,18543000000,3175000000,-5346000000,13506000000,25351000000,5621000000,-1630000000,722000000,10841000000,22721000000,5712000000,5287000000,1788000000,44065000000,-51736000000,8707000000,22721000000,11585000000,36141000000,38768000000,82354000000,8798000000
2019-05-17,78.72,0.53,+0.677836%,76.82,76.8,79.89,"41,231,885","3,218,988,748.960000",2019-03-31,10816000000,4509000000,3052000000,7764000000,3067000000,2915000000,1931000000,3067000000,-53000000,2425000000,-188000000,3255000000,209000000,153000000,205000000,-221000000,2862000000,2915000000,925000000,368000000,38000000,823000000,-1614000000,-92000000,90000000,1336000000,-2935000000,898000000,-1428000000,-917000000,511000000,595000000,90000000,82354000000,10999000000,3233000000,54684000000,27539000000,1835000000,10081000000,1788000000,44065000000,12607000000,18170000000,8707000000,8076000000,18543000000,3175000000,-5346000000,13506000000,25351000000,5621000000,-1630000000,722000000,10841000000,22721000000,5712000000,5287000000,1788000000,44065000000,-51736000000,8707000000,22721000000,11585000000,36141000000,38768000000,82354000000,8798000000
2019-05-10,78.19,-1.81,-2.262500%,78.53,76.81,79.79,"45,926,028","3,595,446,588.875300",2019-03-31,10816000000,4509000000,3052000000,7764000000,3067000000,2915000000,1931000000,3067000000,-53000000,2425000000,-188000000,3255000000,209000000,153000000,205000000,-221000000,2862000000,2915000000,925000000,368000000,38000000,823000000,-1614000000,-92000000,90000000,1336000000,-2935000000,898000000,-1428000000,-917000000,511000000,595000000,90000000,82354000000,10999000000,3233000000,54684000000,27539000000,1835000000,10081000000,1788000000,44065000000,12607000000,18170000000,8707000000,8076000000,18543000000,3175000000,-5346000000,13506000000,25351000000,5621000000,-1630000000,722000000,10841000000,22721000000,5712000000,5287000000,1788000000,44065000000,-51736000000,8707000000,22721000000,11585000000,36141000000,38768000000,82354000000,8798000000
2019-05-03,80.0,3.37,+4.397755%,76.59,76.0,80.1448,"51,025,390","4,016,083,346.529900",2019-03-31,10816000000,4509000000,3052000000,7764000000,3067000000,2915000000,1931000000,3067000000,-53000000,2425000000,-188000000,3255000000,209000000,153000000,205000000,-221000000,2862000000,2915000000,925000000,368000000,38000000,823000000,-1614000000,-92000000,90000000,1336000000,-2935000000,898000000,-1428000000,-917000000,511000000,595000000,90000000,82354000000,10999000000,3233000000,54684000000,27539000000,1835000000,10081000000,1788000000,44065000000,12607000000,18170000000,8707000000,8076000000,18543000000,3175000000,-5346000000,13506000000,25351000000,5621000000,-1630000000,722000000,10841000000,22721000000,5712000000,5287000000,1788000000,44065000000,-51736000000,8707000000,22721000000,11585000000,36141000000,38768000000,82354000000,8798000000
2019-04-26,76.63,3.44,+4.700096%,73.16,72.74,76.99,"66,308,507","4,963,990,984.103800",2019-03-31,10816000000,4509000000,3052000000,7764000000,3067000000,2915000000,1931000000,3067000000,-53000000,2425000000,-188000000,3255000000,209000000,153000000,205000000,-221000000,2862000000,2915000000,925000000,368000000,38000000,823000000,-1614000000,-92000000,90000000,1336000000,-2935000000,898000000,-1428000000,-917000000,511000000,595000000,90000000,82354000000,10999000000,3233000000,54684000000,27539000000,1835000000,10081000000,1788000000,44065000000,12607000000,18170000000,8707000000,8076000000,18543000000,3175000000,-5346000000,13506000000,25351000000,5621000000,-1630000000,722000000,10841000000,22721000000,5712000000,5287000000,1788000000,44065000000,-51736000000,8707000000,22721000000,11585000000,36141000000,38768000000,82354000000,8798000000
2019-04-19,73.19,-6.24,-7.855974%,79.31,72.23,79.49,"89,030,579","6,695,427,640.641300",2019-03-31,10816000000,4509000000,3052000000,7764000000,3067000000,2915000000,1931000000,3067000000,-53000000,2425000000,-188000000,3255000000,209000000,153000000,205000000,-221000000,2862000000,2915000000,925000000,368000000,38000000,823000000,-1614000000,-92000000,90000000,1336000000,-2935000000,898000000,-1428000000,-917000000,511000000,595000000,90000000,82354000000,10999000000,3233000000,54684000000,27539000000,1835000000,10081000000,1788000000,44065000000,12607000000,18170000000,8707000000,8076000000,18543000000,3175000000,-5346000000,13506000000,25351000000,5621000000,-1630000000,722000000,10841000000,22721000000,5712000000,5287000000,1788000000,44065000000,-51736000000,8707000000,22721000000,11585000000,36141000000,38768000000,82354000000,8798000000
2019-04-12,79.43,-1.72,-2.119532%,80.96,79.3,81.32,"46,604,224","3,748,983,260.176400",2019-03-31,10816000000,4509000000,3052000000,7764000000,3067000000,2915000000,1931000000,3067000000,-53000000,2425000000,-188000000,3255000000,209000000,153000000,205000000,-221000000,2862000000,2915000000,925000000,368000000,38000000,823000000,-1614000000,-92000000,90000000,1336000000,-2935000000,898000000,-1428000000,-917000000,511000000,595000000,90000000,82354000000,10999000000,3233000000,54684000000,27539000000,1835000000,10081000000,1788000000,44065000000,12607000000,18170000000,8707000000,8076000000,18543000000,3175000000,-5346000000,13506000000,25351000000,5621000000,-1630000000,722000000,10841000000,22721000000,5712000000,5287000000,1788000000,44065000000,-51736000000,8707000000,22721000000,11585000000,36141000000,38768000000,82354000000,8798000000
2019-04-05,81.15,-2.02,-2.428760%,83.73,81.11,83.85,"39,912,425","3,291,981,532.489000",2019-03-31,10816000000,4509000000,3052000000,7764000000,3067000000,2915000000,1931000000,3067000000,-53000000,2425000000,-188000000,3255000000,209000000,153000000,205000000,-221000000,2862000000,2915000000,925000000,368000000,38000000,823000000,-1614000000,-92000000,90000000,1336000000,-2935000000,898000000,-1428000000,-917000000,511000000,595000000,90000000,82354000000,10999000000,3233000000,54684000000,27539000000,1835000000,10081000000,1788000000,44065000000,12607000000,18170000000,8707000000,8076000000,18543000000,3175000000,-5346000000,13506000000,25351000000,5621000000,-1630000000,722000000,10841000000,22721000000,5712000000,5287000000,1788000000,44065000000,-51736000000,8707000000,22721000000,11585000000,36141000000,38768000000,82354000000,8798000000
2019-03-29,83.17,0.88,+1.069389%,82.07,81.81,83.47,"42,415,641","3,506,461,811.758500",2018-12-31,10998000000,4995000000,3289000000,7709000000,2605000000,1827000000,2214000000,2605000000,-49000000,2643000000,-109000000,2714000000,-203000000,138000000,827000000,-37000000,1778000000,1827000000,2914000000,2178000000,193000000,1550000000,-5566000000,-36000000,204000000,3592000000,1360000000,1095000000,-1277000000,-5803000000,238000000,929000000,204000000,82637000000,11431000000,4500000000,55755000000,26701000000,1702000000,10151000000,1788000000,42579000000,13662000000,18253000000,6986000000,7965000000,22206000000,5308000000,-5545000000,13291000000,25875000000,6233000000,-2983000000,899000000,7071000000,19806000000,5440000000,6747000000,1788000000,42579000000,-50929000000,7554000000,19806000000,12041000000,33549000000,38808000000,82637000000,8864000000
2019-03-22,82.29,0.72,+0.882677%,81.27,80.92,83.45,"53,998,152","4,428,405,073.671000",2018-12-31,10998000000,4995000000,3289000000,7709000000,2605000000,1827000000,2214000000,2605000000,-49000000,2643000000,-109000000,2714000000,-203000000,138000000,827000000,-37000000,1778000000,1827000000,2914000000,2178000000,193000000,1550000000,-5566000000,-36000000,204000000,3592000000,1360000000,1095000000,-1277000000,-5803000000,238000000,929000000,204000000,82637000000,11431000000,4500000000,55755000000,26701000000,1702000000,10151000000,1788000000,42579000000,13662000000,18253000000,6986000000,7965000000,22206000000,5308000000,-5545000000,13291000000,25875000000,6233000000,-2983000000,899000000,7071000000,19806000000,5440000000,6747000000,1788000000,42579000000,-50929000000,7554000000,19806000000,12041000000,33549000000,38808000000,82637000000,8864000000
2019-03-15,81.57,1.77,+2.218045%,80.36,80.07,82.01,"49,923,054","4,061,641,520.184600",2018-12-31,10998000000,4995000000,3289000000,7709000000,2605000000,1827000000,2214000000,2605000000,-49000000,2643000000,-109000000,2714000000,-203000000,138000000,827000000,-37000000,1778000000,1827000000,2914000000,2178000000,193000000,1550000000,-5566000000,-36000000,204000000,3592000000,1360000000,1095000000,-1277000000,-5803000000,238000000,929000000,204000000,82637000000,11431000000,4500000000,55755000000,26701000000,1702000000,10151000000,1788000000,42579000000,13662000000,18253000000,6986000000,7965000000,22206000000,5308000000,-5545000000,13291000000,25875000000,6233000000,-2983000000,899000000,7071000000,19806000000,5440000000,6747000000,1788000000,42579000000,-50929000000,7554000000,19806000000,12041000000,33549000000,38808000000,82637000000,8864000000
2019-03-08,79.8,-1.85,-2.265769%,82.03,79.05,82.12,"45,830,139","3,696,847,591.417500",2018-12-31,10998000000,4995000000,3289000000,7709000000,2605000000,1827000000,2214000000,2605000000,-49000000,2643000000,-109000000,2714000000,-203000000,138000000,827000000,-37000000,1778000000,1827000000,2914000000,2178000000,193000000,1550000000,-5566000000,-36000000,204000000,3592000000,1360000000,1095000000,-1277000000,-5803000000,238000000,929000000,204000000,82637000000,11431000000,4500000000,55755000000,26701000000,1702000000,10151000000,1788000000,42579000000,13662000000,18253000000,6986000000,7965000000,22206000000,5308000000,-5545000000,13291000000,25875000000,6233000000,-2983000000,899000000,7071000000,19806000000,5440000000,6747000000,1788000000,42579000000,-50929000000,7554000000,19806000000,12041000000,33549000000,38808000000,82637000000,8864000000
2019-03-01,81.65,0.88,+1.089513%,80.86,79.99,81.925,"46,503,183","3,767,496,708.675400",2018-12-31,10998000000,4995000000,3289000000,7709000000,2605000000,1827000000,2214000000,2605000000,-49000000,2643000000,-109000000,2714000000,-203000000,138000000,827000000,-37000000,1778000000,1827000000,2914000000,2178000000,193000000,1550000000,-5566000000,-36000000,204000000,3592000000,1360000000,1095000000,-1277000000,-5803000000,238000000,929000000,204000000,82637000000,11431000000,4500000000,55755000000,26701000000,1702000000,10151000000,1788000000,42579000000,13662000000,18253000000,6986000000,7965000000,22206000000,5308000000,-5545000000,13291000000,25875000000,6233000000,-2983000000,899000000,7071000000,19806000000,5440000000,6747000000,1788000000,42579000000,-50929000000,7554000000,19806000000,12041000000,33549000000,38808000000,82637000000,8864000000
2019-02-22,80.77,0.96,+1.202857%,79.79,78.81,80.86,"33,134,776","2,643,156,808.924500",2018-12-31,10998000000,4995000000,3289000000,7709000000,2605000000,1827000000,2214000000,2605000000,-49000000,2643000000,-109000000,2714000000,-203000000,138000000,827000000,-37000000,1778000000,1827000000,2914000000,2178000000,193000000,1550000000,-5566000000,-36000000,204000000,3592000000,1360000000,1095000000,-1277000000,-5803000000,238000000,929000000,204000000,82637000000,11431000000,4500000000,55755000000,26701000000,1702000000,10151000000,1788000000,42579000000,13662000000,18253000000,6986000000,7965000000,22206000000,5308000000,-5545000000,13291000000,25875000000,6233000000,-2983000000,899000000,7071000000,19806000000,5440000000,6747000000,1788000000,42579000000,-50929000000,7554000000,19806000000,12041000000,33549000000,38808000000,82637000000,8864000000
