Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation,commonStockSharesOutstanding
2020-07-10,152.85,-4.19,-2.668110%,158.87,150.99,159.96,"9,477,790","1,464,168,258.448800",2020-06-30,7176000000,1631000000,3805000000,3371000000,1629000000,1290000000,424000000,1629000000,-3000000,1594000000,1740000000,137000000,342000000,404000000,1287000000,1290000000,453000000,-76000000,577000000,503000000,-1740000000,-2509000000,-9000000,-27000000,1905000000,-255000000,492000000,-846000000,86000000,9000000,384000000,64000000,379000000,384000000,-7000000,-34000000,45079000000,6033000000,5232000000,34164000000,10857000000,4436000000,9000000,42759000000,6999000000,13360000000,1635000000,4219000000,7282000000,-37985000000,9089000000,14106000000,-8536000000,247000000,4459000000,19276000000,4168000000,2846000000,9000000,42759000000,2491000000,30973000000,19276000000,7606000000,26882000000,6074000000,45079000000,247000000,-16854000000,576019442
2020-07-03,157.04,4.52,+2.963546%,153.9,153.48,158.88,"8,695,582","1,356,988,502.620300",2020-06-30,7176000000,1631000000,3805000000,3371000000,1629000000,1290000000,424000000,1629000000,-3000000,1594000000,1740000000,137000000,342000000,404000000,1287000000,1290000000,453000000,-76000000,577000000,503000000,-1740000000,-2509000000,-9000000,-27000000,1905000000,-255000000,492000000,-846000000,86000000,9000000,384000000,64000000,379000000,384000000,-7000000,-34000000,45079000000,6033000000,5232000000,34164000000,10857000000,4436000000,9000000,42759000000,6999000000,13360000000,1635000000,4219000000,7282000000,-37985000000,9089000000,14106000000,-8536000000,247000000,4459000000,19276000000,4168000000,2846000000,9000000,42759000000,2491000000,30973000000,19276000000,7606000000,26882000000,6074000000,45079000000,247000000,-16854000000,576019442
2020-06-26,152.52,-5.63,-3.559911%,157.0,150.1,158.67,"12,253,099","1,893,147,801.224600",2020-03-31,8075000000,2303000000,4109000000,3966000000,1567000000,1292000000,537000000,1567000000,2000000,1768000000,1663000000,123000000,273000000,19000000,1294000000,1292000000,-111000000,80000000,-375000000,68000000,2207000000,1108000000,-36000000,1946000000,1213000000,-400000000,440000000,-847000000,-216000000,-207000000,-143000000,149000000,332000000,-143000000,-46000000,1900000000,46212000000,6191000000,5828000000,36003000000,10147000000,6268000000,9000000,42345000000,7019000000,13312000000,1587000000,4253000000,9134000000,-38231000000,9165000000,15090000000,-9356000000,224000000,4821000000,19247000000,4217000000,2866000000,9000000,42345000000,2454000000,31122000000,19247000000,7622000000,26869000000,6024000000,46212000000,224000000,-16835000000,575196371
2020-06-19,158.15,3.28,+2.117905%,150.88,150.49,163.38,"17,405,976","2,759,358,859.441900",2020-03-31,8075000000,2303000000,4109000000,3966000000,1567000000,1292000000,537000000,1567000000,2000000,1768000000,1663000000,123000000,273000000,19000000,1294000000,1292000000,-111000000,80000000,-375000000,68000000,2207000000,1108000000,-36000000,1946000000,1213000000,-400000000,440000000,-847000000,-216000000,-207000000,-143000000,149000000,332000000,-143000000,-46000000,1900000000,46212000000,6191000000,5828000000,36003000000,10147000000,6268000000,9000000,42345000000,7019000000,13312000000,1587000000,4253000000,9134000000,-38231000000,9165000000,15090000000,-9356000000,224000000,4821000000,19247000000,4217000000,2866000000,9000000,42345000000,2454000000,31122000000,19247000000,7622000000,26869000000,6024000000,46212000000,224000000,-16835000000,575196371
2020-06-12,154.87,-12.54,-7.490592%,167.1,151.73,169.54,"16,716,267","2,688,639,929.771300",2020-03-31,8075000000,2303000000,4109000000,3966000000,1567000000,1292000000,537000000,1567000000,2000000,1768000000,1663000000,123000000,273000000,19000000,1294000000,1292000000,-111000000,80000000,-375000000,68000000,2207000000,1108000000,-36000000,1946000000,1213000000,-400000000,440000000,-847000000,-216000000,-207000000,-143000000,149000000,332000000,-143000000,-46000000,1900000000,46212000000,6191000000,5828000000,36003000000,10147000000,6268000000,9000000,42345000000,7019000000,13312000000,1587000000,4253000000,9134000000,-38231000000,9165000000,15090000000,-9356000000,224000000,4821000000,19247000000,4217000000,2866000000,9000000,42345000000,2454000000,31122000000,19247000000,7622000000,26869000000,6024000000,46212000000,224000000,-16835000000,575196371
2020-06-05,167.41,10.97,+7.012273%,155.95,154.89,168.35,"15,500,990","2,505,605,774.018700",2020-03-31,8075000000,2303000000,4109000000,3966000000,1567000000,1292000000,537000000,1567000000,2000000,1768000000,1663000000,123000000,273000000,19000000,1294000000,1292000000,-111000000,80000000,-375000000,68000000,2207000000,1108000000,-36000000,1946000000,1213000000,-400000000,440000000,-847000000,-216000000,-207000000,-143000000,149000000,332000000,-143000000,-46000000,1900000000,46212000000,6191000000,5828000000,36003000000,10147000000,6268000000,9000000,42345000000,7019000000,13312000000,1587000000,4253000000,9134000000,-38231000000,9165000000,15090000000,-9356000000,224000000,4821000000,19247000000,4217000000,2866000000,9000000,42345000000,2454000000,31122000000,19247000000,7622000000,26869000000,6024000000,46212000000,224000000,-16835000000,575196371
2020-05-29,156.44,10.0,+6.828735%,150.43,149.2,159.87,"26,036,570","4,054,913,285.788600",2020-03-31,8075000000,2303000000,4109000000,3966000000,1567000000,1292000000,537000000,1567000000,2000000,1768000000,1663000000,123000000,273000000,19000000,1294000000,1292000000,-111000000,80000000,-375000000,68000000,2207000000,1108000000,-36000000,1946000000,1213000000,-400000000,440000000,-847000000,-216000000,-207000000,-143000000,149000000,332000000,-143000000,-46000000,1900000000,46212000000,6191000000,5828000000,36003000000,10147000000,6268000000,9000000,42345000000,7019000000,13312000000,1587000000,4253000000,9134000000,-38231000000,9165000000,15090000000,-9356000000,224000000,4821000000,19247000000,4217000000,2866000000,9000000,42345000000,2454000000,31122000000,19247000000,7622000000,26869000000,6024000000,46212000000,224000000,-16835000000,575196371
2020-05-22,146.44,7.75,+5.588002%,143.16,142.515,151.65,"18,957,939","2,803,587,003.770400",2020-03-31,8075000000,2303000000,4109000000,3966000000,1567000000,1292000000,537000000,1567000000,2000000,1768000000,1663000000,123000000,273000000,19000000,1294000000,1292000000,-111000000,80000000,-375000000,68000000,2207000000,1108000000,-36000000,1946000000,1213000000,-400000000,440000000,-847000000,-216000000,-207000000,-143000000,149000000,332000000,-143000000,-46000000,1900000000,46212000000,6191000000,5828000000,36003000000,10147000000,6268000000,9000000,42345000000,7019000000,13312000000,1587000000,4253000000,9134000000,-38231000000,9165000000,15090000000,-9356000000,224000000,4821000000,19247000000,4217000000,2866000000,9000000,42345000000,2454000000,31122000000,19247000000,7622000000,26869000000,6024000000,46212000000,224000000,-16835000000,575196371
2020-05-15,138.69,-9.82,-6.612349%,147.82,131.12,147.96,"26,881,947","3,718,824,498.499300",2020-03-31,8075000000,2303000000,4109000000,3966000000,1567000000,1292000000,537000000,1567000000,2000000,1768000000,1663000000,123000000,273000000,19000000,1294000000,1292000000,-111000000,80000000,-375000000,68000000,2207000000,1108000000,-36000000,1946000000,1213000000,-400000000,440000000,-847000000,-216000000,-207000000,-143000000,149000000,332000000,-143000000,-46000000,1900000000,46212000000,6191000000,5828000000,36003000000,10147000000,6268000000,9000000,42345000000,7019000000,13312000000,1587000000,4253000000,9134000000,-38231000000,9165000000,15090000000,-9356000000,224000000,4821000000,19247000000,4217000000,2866000000,9000000,42345000000,2454000000,31122000000,19247000000,7622000000,26869000000,6024000000,46212000000,224000000,-16835000000,575196371
2020-05-08,148.51,-0.09,-0.060565%,148.54,144.9,150.0,"11,638,764","1,714,582,259.810100",2020-03-31,8075000000,2303000000,4109000000,3966000000,1567000000,1292000000,537000000,1567000000,2000000,1768000000,1663000000,123000000,273000000,19000000,1294000000,1292000000,-111000000,80000000,-375000000,68000000,2207000000,1108000000,-36000000,1946000000,1213000000,-400000000,440000000,-847000000,-216000000,-207000000,-143000000,149000000,332000000,-143000000,-46000000,1900000000,46212000000,6191000000,5828000000,36003000000,10147000000,6268000000,9000000,42345000000,7019000000,13312000000,1587000000,4253000000,9134000000,-38231000000,9165000000,15090000000,-9356000000,224000000,4821000000,19247000000,4217000000,2866000000,9000000,42345000000,2454000000,31122000000,19247000000,7622000000,26869000000,6024000000,46212000000,224000000,-16835000000,575196371
2020-05-01,148.6,1.6,+1.088435%,148.0,147.73,163.08,"23,520,734","3,643,197,102.728700",2020-03-31,8075000000,2303000000,4109000000,3966000000,1567000000,1292000000,537000000,1567000000,2000000,1768000000,1663000000,123000000,273000000,19000000,1294000000,1292000000,-111000000,80000000,-375000000,68000000,2207000000,1108000000,-36000000,1946000000,1213000000,-400000000,440000000,-847000000,-216000000,-207000000,-143000000,149000000,332000000,-143000000,-46000000,1900000000,46212000000,6191000000,5828000000,36003000000,10147000000,6268000000,9000000,42345000000,7019000000,13312000000,1587000000,4253000000,9134000000,-38231000000,9165000000,15090000000,-9356000000,224000000,4821000000,19247000000,4217000000,2866000000,9000000,42345000000,2454000000,31122000000,19247000000,7622000000,26869000000,6024000000,46212000000,224000000,-16835000000,575196371
2020-04-24,147.0,0.54,+0.368701%,144.75,140.5038,147.58,"12,807,820","1,847,108,219.226300",2020-03-31,8075000000,2303000000,4109000000,3966000000,1567000000,1292000000,537000000,1567000000,2000000,1768000000,1663000000,123000000,273000000,19000000,1294000000,1292000000,-111000000,80000000,-375000000,68000000,2207000000,1108000000,-36000000,1946000000,1213000000,-400000000,440000000,-847000000,-216000000,-207000000,-143000000,149000000,332000000,-143000000,-46000000,1900000000,46212000000,6191000000,5828000000,36003000000,10147000000,6268000000,9000000,42345000000,7019000000,13312000000,1587000000,4253000000,9134000000,-38231000000,9165000000,15090000000,-9356000000,224000000,4821000000,19247000000,4217000000,2866000000,9000000,42345000000,2454000000,31122000000,19247000000,7622000000,26869000000,6024000000,46212000000,224000000,-16835000000,575196371
2020-04-17,146.46,-1.32,-0.893220%,147.5,143.23,150.98,"18,568,031","2,720,049,457.901600",2020-03-31,8075000000,2303000000,4109000000,3966000000,1567000000,1292000000,537000000,1567000000,2000000,1768000000,1663000000,123000000,273000000,19000000,1294000000,1292000000,-111000000,80000000,-375000000,68000000,2207000000,1108000000,-36000000,1946000000,1213000000,-400000000,440000000,-847000000,-216000000,-207000000,-143000000,149000000,332000000,-143000000,-46000000,1900000000,46212000000,6191000000,5828000000,36003000000,10147000000,6268000000,9000000,42345000000,7019000000,13312000000,1587000000,4253000000,9134000000,-38231000000,9165000000,15090000000,-9356000000,224000000,4821000000,19247000000,4217000000,2866000000,9000000,42345000000,2454000000,31122000000,19247000000,7622000000,26869000000,6024000000,46212000000,224000000,-16835000000,575196371
2020-04-10,147.78,13.99,+10.456686%,137.86,136.9,150.6399,"18,991,704","2,753,965,012.405600",2020-03-31,8075000000,2303000000,4109000000,3966000000,1567000000,1292000000,537000000,1567000000,2000000,1768000000,1663000000,123000000,273000000,19000000,1294000000,1292000000,-111000000,80000000,-375000000,68000000,2207000000,1108000000,-36000000,1946000000,1213000000,-400000000,440000000,-847000000,-216000000,-207000000,-143000000,149000000,332000000,-143000000,-46000000,1900000000,46212000000,6191000000,5828000000,36003000000,10147000000,6268000000,9000000,42345000000,7019000000,13312000000,1587000000,4253000000,9134000000,-38231000000,9165000000,15090000000,-9356000000,224000000,4821000000,19247000000,4217000000,2866000000,9000000,42345000000,2454000000,31122000000,19247000000,7622000000,26869000000,6024000000,46212000000,224000000,-16835000000,575196371
2020-04-03,133.79,0.55,+0.412789%,132.25,131.01,139.44,"18,841,013","2,550,231,880.146700",2020-03-31,8075000000,2303000000,4109000000,3966000000,1567000000,1292000000,537000000,1567000000,2000000,1768000000,1663000000,123000000,273000000,19000000,1294000000,1292000000,-111000000,80000000,-375000000,68000000,2207000000,1108000000,-36000000,1946000000,1213000000,-400000000,440000000,-847000000,-216000000,-207000000,-143000000,149000000,332000000,-143000000,-46000000,1900000000,46212000000,6191000000,5828000000,36003000000,10147000000,6268000000,9000000,42345000000,7019000000,13312000000,1587000000,4253000000,9134000000,-38231000000,9165000000,15090000000,-9356000000,224000000,4821000000,19247000000,4217000000,2866000000,9000000,42345000000,2454000000,31122000000,19247000000,7622000000,26869000000,6024000000,46212000000,224000000,-16835000000,575196371
2020-03-27,133.24,8.35,+6.685884%,128.16,114.04,137.07,"35,969,152","4,621,932,820.100300",2019-12-31,8111000000,2461000000,4325000000,3786000000,956000000,969000000,521000000,1212000000,1000000,1940000000,1325000000,124000000,242000000,-5000000,970000000,969000000,-540000000,363000000,-5299000000,-4221000000,-1530000000,-2451000000,-39000000,-5412000000,2338000000,205000000,463000000,-828000000,-54000000,115000000,359000000,-137000000,538000000,359000000,34000000,-5378000000,44659000000,6379000000,3948000000,34533000000,10063000000,6098000000,9000000,42135000000,7075000000,13444000000,1461000000,2353000000,9222000000,-37988000000,9333000000,12971000000,-9760000000,98000000,4791000000,17518000000,4134000000,3124000000,9000000,42135000000,2532000000,31688000000,17518000000,7793000000,25311000000,5907000000,44659000000,98000000,-16791000000,575184835
2020-03-20,124.89,-16.79,-11.850649%,129.86,122.71,140.18,"36,791,839","4,875,675,927.511600",2019-12-31,8111000000,2461000000,4325000000,3786000000,956000000,969000000,521000000,1212000000,1000000,1940000000,1325000000,124000000,242000000,-5000000,970000000,969000000,-540000000,363000000,-5299000000,-4221000000,-1530000000,-2451000000,-39000000,-5412000000,2338000000,205000000,463000000,-828000000,-54000000,115000000,359000000,-137000000,538000000,359000000,34000000,-5378000000,44659000000,6379000000,3948000000,34533000000,10063000000,6098000000,9000000,42135000000,7075000000,13444000000,1461000000,2353000000,9222000000,-37988000000,9333000000,12971000000,-9760000000,98000000,4791000000,17518000000,4134000000,3124000000,9000000,42135000000,2532000000,31688000000,17518000000,7793000000,25311000000,5907000000,44659000000,98000000,-16791000000,575184835
2020-03-13,141.68,-11.97,-7.790433%,146.59,130.34,153.38,"33,396,011","4,745,228,014.070100",2019-12-31,8111000000,2461000000,4325000000,3786000000,956000000,969000000,521000000,1212000000,1000000,1940000000,1325000000,124000000,242000000,-5000000,970000000,969000000,-540000000,363000000,-5299000000,-4221000000,-1530000000,-2451000000,-39000000,-5412000000,2338000000,205000000,463000000,-828000000,-54000000,115000000,359000000,-137000000,538000000,359000000,34000000,-5378000000,44659000000,6379000000,3948000000,34533000000,10063000000,6098000000,9000000,42135000000,7075000000,13444000000,1461000000,2353000000,9222000000,-37988000000,9333000000,12971000000,-9760000000,98000000,4791000000,17518000000,4134000000,3124000000,9000000,42135000000,2532000000,31688000000,17518000000,7793000000,25311000000,5907000000,44659000000,98000000,-16791000000,575184835
2020-03-06,153.65,4.41,+2.954972%,151.34,144.44,154.74,"35,138,750","5,298,887,490.138900",2019-12-31,8111000000,2461000000,4325000000,3786000000,956000000,969000000,521000000,1212000000,1000000,1940000000,1325000000,124000000,242000000,-5000000,970000000,969000000,-540000000,363000000,-5299000000,-4221000000,-1530000000,-2451000000,-39000000,-5412000000,2338000000,205000000,463000000,-828000000,-54000000,115000000,359000000,-137000000,538000000,359000000,34000000,-5378000000,44659000000,6379000000,3948000000,34533000000,10063000000,6098000000,9000000,42135000000,7075000000,13444000000,1461000000,2353000000,9222000000,-37988000000,9333000000,12971000000,-9760000000,98000000,4791000000,17518000000,4134000000,3124000000,9000000,42135000000,2532000000,31688000000,17518000000,7793000000,25311000000,5907000000,44659000000,98000000,-16791000000,575184835
2020-02-28,149.24,-7.69,-4.900274%,154.45,145.97,156.72,"33,804,731","5,088,986,575.048700",2019-12-31,8111000000,2461000000,4325000000,3786000000,956000000,969000000,521000000,1212000000,1000000,1940000000,1325000000,124000000,242000000,-5000000,970000000,969000000,-540000000,363000000,-5299000000,-4221000000,-1530000000,-2451000000,-39000000,-5412000000,2338000000,205000000,463000000,-828000000,-54000000,115000000,359000000,-137000000,538000000,359000000,34000000,-5378000000,44659000000,6379000000,3948000000,34533000000,10063000000,6098000000,9000000,42135000000,7075000000,13444000000,1461000000,2353000000,9222000000,-37988000000,9333000000,12971000000,-9760000000,98000000,4791000000,17518000000,4134000000,3124000000,9000000,42135000000,2532000000,31688000000,17518000000,7793000000,25311000000,5907000000,44659000000,98000000,-16791000000,575184835
2020-02-21,156.93,-4.08,-2.534004%,160.36,156.12,161.39,"11,589,242","1,838,782,152.370300",2019-12-31,8111000000,2461000000,4325000000,3786000000,956000000,969000000,521000000,1212000000,1000000,1940000000,1325000000,124000000,242000000,-5000000,970000000,969000000,-540000000,363000000,-5299000000,-4221000000,-1530000000,-2451000000,-39000000,-5412000000,2338000000,205000000,463000000,-828000000,-54000000,115000000,359000000,-137000000,538000000,359000000,34000000,-5378000000,44659000000,6379000000,3948000000,34533000000,10063000000,6098000000,9000000,42135000000,7075000000,13444000000,1461000000,2353000000,9222000000,-37988000000,9333000000,12971000000,-9760000000,98000000,4791000000,17518000000,4134000000,3124000000,9000000,42135000000,2532000000,31688000000,17518000000,7793000000,25311000000,5907000000,44659000000,98000000,-16791000000,575184835
2020-02-14,161.01,0.93,+0.580960%,160.21,158.82,165.04,"13,414,426","2,162,245,716.533500",2019-12-31,8111000000,2461000000,4325000000,3786000000,956000000,969000000,521000000,1212000000,1000000,1940000000,1325000000,124000000,242000000,-5000000,970000000,969000000,-540000000,363000000,-5299000000,-4221000000,-1530000000,-2451000000,-39000000,-5412000000,2338000000,205000000,463000000,-828000000,-54000000,115000000,359000000,-137000000,538000000,359000000,34000000,-5378000000,44659000000,6379000000,3948000000,34533000000,10063000000,6098000000,9000000,42135000000,7075000000,13444000000,1461000000,2353000000,9222000000,-37988000000,9333000000,12971000000,-9760000000,98000000,4791000000,17518000000,4134000000,3124000000,9000000,42135000000,2532000000,31688000000,17518000000,7793000000,25311000000,5907000000,44659000000,98000000,-16791000000,575184835
2020-02-07,160.08,1.42,+0.894996%,160.03,156.38,165.0,"17,559,244","2,806,753,705.834200",2019-12-31,8111000000,2461000000,4325000000,3786000000,956000000,969000000,521000000,1212000000,1000000,1940000000,1325000000,124000000,242000000,-5000000,970000000,969000000,-540000000,363000000,-5299000000,-4221000000,-1530000000,-2451000000,-39000000,-5412000000,2338000000,205000000,463000000,-828000000,-54000000,115000000,359000000,-137000000,538000000,359000000,34000000,-5378000000,44659000000,6379000000,3948000000,34533000000,10063000000,6098000000,9000000,42135000000,7075000000,13444000000,1461000000,2353000000,9222000000,-37988000000,9333000000,12971000000,-9760000000,98000000,4791000000,17518000000,4134000000,3124000000,9000000,42135000000,2532000000,31688000000,17518000000,7793000000,25311000000,5907000000,44659000000,98000000,-16791000000,575184835
2020-01-31,158.66,-19.49,-10.940219%,179.86,158.225,180.59,"28,724,323","4,751,286,445.836200",2019-12-31,8111000000,2461000000,4325000000,3786000000,956000000,969000000,521000000,1212000000,1000000,1940000000,1325000000,124000000,242000000,-5000000,970000000,969000000,-540000000,363000000,-5299000000,-4221000000,-1530000000,-2451000000,-39000000,-5412000000,2338000000,205000000,463000000,-828000000,-54000000,115000000,359000000,-137000000,538000000,359000000,34000000,-5378000000,44659000000,6379000000,3948000000,34533000000,10063000000,6098000000,9000000,42135000000,7075000000,13444000000,1461000000,2353000000,9222000000,-37988000000,9333000000,12971000000,-9760000000,98000000,4791000000,17518000000,4134000000,3124000000,9000000,42135000000,2532000000,31688000000,17518000000,7793000000,25311000000,5907000000,44659000000,98000000,-16791000000,575184835
2020-01-24,178.15,-3.2,-1.764544%,181.85,176.39,181.91,"10,789,779","1,929,024,672.918200",2019-12-31,8111000000,2461000000,4325000000,3786000000,956000000,969000000,521000000,1212000000,1000000,1940000000,1325000000,124000000,242000000,-5000000,970000000,969000000,-540000000,363000000,-5299000000,-4221000000,-1530000000,-2451000000,-39000000,-5412000000,2338000000,205000000,463000000,-828000000,-54000000,115000000,359000000,-137000000,538000000,359000000,34000000,-5378000000,44659000000,6379000000,3948000000,34533000000,10063000000,6098000000,9000000,42135000000,7075000000,13444000000,1461000000,2353000000,9222000000,-37988000000,9333000000,12971000000,-9760000000,98000000,4791000000,17518000000,4134000000,3124000000,9000000,42135000000,2532000000,31688000000,17518000000,7793000000,25311000000,5907000000,44659000000,98000000,-16791000000,575184835
2020-01-17,181.35,0.88,+0.487616%,180.94,179.18,182.545,"13,324,788","2,412,166,526.353300",2019-12-31,8111000000,2461000000,4325000000,3786000000,956000000,969000000,521000000,1212000000,1000000,1940000000,1325000000,124000000,242000000,-5000000,970000000,969000000,-540000000,363000000,-5299000000,-4221000000,-1530000000,-2451000000,-39000000,-5412000000,2338000000,205000000,463000000,-828000000,-54000000,115000000,359000000,-137000000,538000000,359000000,34000000,-5378000000,44659000000,6379000000,3948000000,34533000000,10063000000,6098000000,9000000,42135000000,7075000000,13444000000,1461000000,2353000000,9222000000,-37988000000,9333000000,12971000000,-9760000000,98000000,4791000000,17518000000,4134000000,3124000000,9000000,42135000000,2532000000,31688000000,17518000000,7793000000,25311000000,5907000000,44659000000,98000000,-16791000000,575184835
2020-01-10,180.47,2.02,+1.131970%,177.15,176.35,182.18,"11,783,099","2,117,342,981.841100",2019-12-31,8111000000,2461000000,4325000000,3786000000,956000000,969000000,521000000,1212000000,1000000,1940000000,1325000000,124000000,242000000,-5000000,970000000,969000000,-540000000,363000000,-5299000000,-4221000000,-1530000000,-2451000000,-39000000,-5412000000,2338000000,205000000,463000000,-828000000,-54000000,115000000,359000000,-137000000,538000000,359000000,34000000,-5378000000,44659000000,6379000000,3948000000,34533000000,10063000000,6098000000,9000000,42135000000,7075000000,13444000000,1461000000,2353000000,9222000000,-37988000000,9333000000,12971000000,-9760000000,98000000,4791000000,17518000000,4134000000,3124000000,9000000,42135000000,2532000000,31688000000,17518000000,7793000000,25311000000,5907000000,44659000000,98000000,-16791000000,575184835
2020-01-03,178.45,1.19,+0.671330%,177.26,175.07,180.01,"9,204,775","1,635,512,003.638100",2019-12-31,8111000000,2461000000,4325000000,3786000000,956000000,969000000,521000000,1212000000,1000000,1940000000,1325000000,124000000,242000000,-5000000,970000000,969000000,-540000000,363000000,-5299000000,-4221000000,-1530000000,-2451000000,-39000000,-5412000000,2338000000,205000000,463000000,-828000000,-54000000,115000000,359000000,-137000000,538000000,359000000,34000000,-5378000000,44659000000,6379000000,3948000000,34533000000,10063000000,6098000000,9000000,42135000000,7075000000,13444000000,1461000000,2353000000,9222000000,-37988000000,9333000000,12971000000,-9760000000,98000000,4791000000,17518000000,4134000000,3124000000,9000000,42135000000,2532000000,31688000000,17518000000,7793000000,25311000000,5907000000,44659000000,98000000,-16791000000,575184835
2019-12-27,177.26,1.89,+1.077721%,176.71,175.5,179.18,"9,044,390","1,605,452,904.345600",2019-09-30,7991000000,6086000000,4188000000,3803000000,2454000000,1583000000,443000000,1966000000,62000000,1455000000,1905000000,109000000,378000000,144000000,1588000000,1583000000,90000000,-49000000,90000000,27000000,3826000000,2804000000,-124000000,4882000000,2022000000,-464000000,379000000,-828000000,-142000000,180000000,244000000,-425000000,349000000,244000000,-34000000,4882000000,42550000000,2847000000,515000000,31786000000,10702000000,2735000000,9000000,42085000000,5786000000,10410000000,1506000000,7731000000,7821000000,-7388000000,9725000000,18020000000,-2555000000,30000000,5020000000,17479000000,4007000000,2079000000,9000000,42085000000,1548000000,24530000000,17479000000,3235000000,23965000000,5861000000,42550000000,30000000,-16617000000,583000000
2019-12-20,175.37,6.58,+3.898335%,168.94,168.19,175.47,"18,131,541","3,120,173,886.025400",2019-09-30,7991000000,6086000000,4188000000,3803000000,2454000000,1583000000,443000000,1966000000,62000000,1455000000,1905000000,109000000,378000000,144000000,1588000000,1583000000,90000000,-49000000,90000000,27000000,3826000000,2804000000,-124000000,4882000000,2022000000,-464000000,379000000,-828000000,-142000000,180000000,244000000,-425000000,349000000,244000000,-34000000,4882000000,42550000000,2847000000,515000000,31786000000,10702000000,2735000000,9000000,42085000000,5786000000,10410000000,1506000000,7731000000,7821000000,-7388000000,9725000000,18020000000,-2555000000,30000000,5020000000,17479000000,4007000000,2079000000,9000000,42085000000,1548000000,24530000000,17479000000,3235000000,23965000000,5861000000,42550000000,30000000,-16617000000,583000000
2019-12-13,168.79,-2.68,-1.562956%,169.4,166.325,171.26,"11,587,584","1,955,332,130.062100",2019-09-30,7991000000,6086000000,4188000000,3803000000,2454000000,1583000000,443000000,1966000000,62000000,1455000000,1905000000,109000000,378000000,144000000,1588000000,1583000000,90000000,-49000000,90000000,27000000,3826000000,2804000000,-124000000,4882000000,2022000000,-464000000,379000000,-828000000,-142000000,180000000,244000000,-425000000,349000000,244000000,-34000000,4882000000,42550000000,2847000000,515000000,31786000000,10702000000,2735000000,9000000,42085000000,5786000000,10410000000,1506000000,7731000000,7821000000,-7388000000,9725000000,18020000000,-2555000000,30000000,5020000000,17479000000,4007000000,2079000000,9000000,42085000000,1548000000,24530000000,17479000000,3235000000,23965000000,5861000000,42550000000,30000000,-16617000000,583000000
